time,HRR_coarse(kW) 
6.7475,24.195
6.7484,24.174
6.7492,24.154
6.75,24.115
6.7509,24.075
6.7517,24.067
6.7526,24.05
6.7534,24.036
6.7543,24.003
6.7551,23.975
6.7559,23.961
6.7567,23.964
6.7575,23.95
6.7583,23.95
6.7589,23.951
6.7594,23.94
6.76,23.926
6.7608,23.882
6.7616,23.855
6.7624,23.848
6.7632,23.833
6.764,23.824
6.7648,23.813
6.7656,23.811
6.7664,23.797
6.7671,23.782
6.7679,23.753
6.7686,23.758
6.7693,23.761
6.77,23.765
6.7708,23.779
6.7715,23.805
6.7724,23.801
6.7731,23.796
6.7739,23.778
6.7746,23.782
6.7755,23.795
6.7762,23.804
6.7771,23.819
6.7778,23.831
6.7785,23.835
6.7793,23.843
6.78,23.856
6.7807,23.855
6.7815,23.866
6.7822,23.91
6.7829,23.95
6.7837,23.986
6.7845,23.997
6.7852,24.015
6.7859,24.051
6.7866,24.101
6.7873,24.158
6.788,24.213
6.7887,24.237
6.7893,24.244
6.79,24.273
6.7908,24.298
6.7915,24.342
6.7922,24.377
6.7929,24.403
6.7937,24.404
6.7943,24.428
6.7951,24.466
6.7958,24.519
6.7966,24.549
6.7972,24.594
6.798,24.629
6.7986,24.674
6.7993,24.679
6.8,24.688
6.8007,24.704
6.8014,24.741
6.8022,24.768
6.803,24.83
6.8037,24.882
6.8045,24.924
6.8053,24.931
6.806,24.949
6.8068,24.98
6.8075,25.032
6.8084,25.066
6.8089,25.095
6.8094,25.099
6.81,25.114
6.8108,25.1
6.8116,25.081
6.8124,25.086
6.8132,25.102
6.814,25.155
6.8148,25.2
6.8156,25.25
6.8165,25.285
6.8173,25.334
6.8181,25.374
6.8187,25.392
6.8194,25.392
6.82,25.425
6.8209,25.457
6.8216,25.478
6.8225,25.486
6.8234,25.496
6.8242,25.532
6.825,25.497
6.8258,25.451
6.8266,25.437
6.8274,25.466
6.8282,25.463
6.8288,25.446
6.8294,25.408
6.83,25.353
6.8308,25.288
6.8316,25.249
6.8324,25.206
6.8332,25.143
6.834,25.09
6.8347,25.049
6.8355,24.994
6.8363,24.962
6.8371,24.926
6.8378,24.846
6.8385,24.745
6.8393,24.63
6.84,24.511
6.8407,24.416
6.8414,24.333
6.8421,24.253
6.8429,24.144
6.8435,24.058
6.8443,23.948
6.8449,23.857
6.8457,23.718
6.8464,23.621
6.8472,23.497
6.8479,23.388
6.8486,23.287
6.8493,23.189
6.85,23.096
6.8508,22.982
6.8516,22.901
6.8525,22.797
6.8532,22.732
6.8541,22.651
6.8548,22.609
6.8557,22.523
6.8565,22.47
6.8573,22.397
6.8581,22.347
6.8587,22.299
6.8594,22.25
6.86,22.198
6.8609,22.124
6.8616,22.071
6.8625,22.003
6.8632,21.957
6.8641,21.897
6.8648,21.846
6.8656,21.787
6.8663,21.738
6.8671,21.692
6.8678,21.649
6.8686,21.604
6.8693,21.569
6.87,21.526
6.8709,21.482
6.8717,21.458
6.8726,21.427
6.8734,21.4
6.8743,21.356
6.875,21.321
6.8759,21.276
6.8767,21.25
6.8776,21.202
6.8783,21.155
6.8792,21.102
6.88,21.073
6.8808,21.055
6.8817,21.028
6.8826,20.996
6.8835,20.976
6.8844,20.978
6.8854,20.971
6.8863,20.967
6.8873,20.955
6.8882,20.95
6.8891,20.93
6.89,20.908
6.8909,20.887
6.8918,20.865
6.8927,20.838
6.8937,20.82
6.8946,20.811
6.8955,20.792
6.8965,20.776
6.8974,20.759
6.8983,20.754
6.8991,20.752
6.9,20.753
6.9009,20.752
6.9018,20.754
6.9026,20.755
6.9034,20.749
6.9043,20.725
6.9051,20.707
6.906,20.697
6.9068,20.686
6.9076,20.673
6.9084,20.667
6.9089,20.668
6.9095,20.666
6.91,20.661
6.9107,20.653
6.9116,20.651
6.9123,20.65
6.9132,20.637
6.914,20.636
6.915,20.629
6.9158,20.624
6.9167,20.621
6.9174,20.626
6.9183,20.618
6.9191,20.607
6.92,20.591
6.9211,20.569
6.9219,20.565
6.9229,20.572
6.9238,20.573
6.9248,20.557
6.9257,20.539
6.9267,20.529
6.9275,20.529
6.9283,20.528
6.9292,20.532
6.93,20.529
6.931,20.526
6.9318,20.525
6.9328,20.528
6.9336,20.527
6.9346,20.515
6.9354,20.512
6.9363,20.509
6.9372,20.51
6.9381,20.514
6.9387,20.526
6.9394,20.537
6.94,20.551
6.9409,20.565
6.9418,20.567
6.9427,20.571
6.9436,20.575
6.9446,20.588
6.9456,20.607
6.9465,20.623
6.9474,20.627
6.9483,20.637
6.9491,20.646
6.95,20.646
6.9511,20.659
6.952,20.675
6.9531,20.688
6.9539,20.708
6.9549,20.707
6.9558,20.727
6.9569,20.731
6.9579,20.746
6.9586,20.764
6.9593,20.772
6.96,20.792
6.961,20.801
6.9621,20.826
6.963,20.848
6.9641,20.87
6.9651,20.893
6.966,20.924
6.9669,20.957
6.9679,20.978
6.9686,20.999
6.9693,21.006
6.97,21.011
6.9709,21.019
6.972,21.034
6.973,21.049
6.9741,21.059
6.9749,21.061
6.976,21.062
6.9768,21.079
6.9779,21.082
6.9785,21.092
6.9793,21.08
6.98,21.068
6.981,21.06
6.982,21.08
6.983,21.112
6.984,21.113
6.985,21.119
6.9859,21.129
6.9868,21.149
6.9878,21.174
6.9885,21.183
6.9893,21.176
6.99,21.163
6.9909,21.157
6.9918,21.175
6.9927,21.187
6.9936,21.175
6.9943,21.16
6.9952,21.141
6.996,21.13
6.9968,21.123
6.9976,21.113
6.9984,21.093
6.9992,21.084
7,21.087
7.001,21.095
7.002,21.112
7.0031,21.118
7.004,21.135
7.0051,21.143
7.006,21.154
7.0071,21.144
7.008,21.157
7.0086,21.17
7.0093,21.178
7.01,21.189
7.0109,21.198
7.012,21.192
7.0129,21.184
7.0139,21.182
7.0149,21.184
7.0159,21.192
7.0169,21.202
7.0179,21.21
7.0186,21.23
7.0193,21.241
7.02,21.241
7.021,21.244
7.0219,21.245
7.0228,21.256
7.0237,21.257
7.0247,21.265
7.0257,21.298
7.0266,21.334
7.0275,21.357
7.0284,21.376
7.0292,21.401
7.03,21.426
7.0311,21.463
7.032,21.504
7.0331,21.508
7.0341,21.53
7.0352,21.542
7.0361,21.555
7.0372,21.568
7.0379,21.608
7.0386,21.635
7.0393,21.643
7.04,21.643
7.0409,21.642
7.0419,21.652
7.043,21.672
7.0439,21.694
7.0449,21.709
7.0457,21.717
7.0468,21.737
7.0477,21.783
7.0484,21.801
7.0492,21.827
7.05,21.847
7.0511,21.87
7.0519,21.887
7.053,21.896
7.0539,21.907
7.0549,21.939
7.0558,21.952
7.0568,21.945
7.0578,21.957
7.0585,21.965
7.0593,21.949
7.06,21.924
7.061,21.906
7.062,21.89
7.063,21.871
7.064,21.869
7.065,21.858
7.066,21.829
7.0669,21.811
7.0678,21.809
7.0685,21.808
7.0693,21.803
7.07,21.815
7.071,21.823
7.0719,21.837
7.0729,21.854
7.0737,21.873
7.0747,21.881
7.0755,21.899
7.0764,21.916
7.0772,21.941
7.0781,21.941
7.0787,21.945
7.0793,21.936
7.08,21.928
7.0809,21.916
7.0816,21.916
7.0825,21.923
7.0832,21.934
7.084,21.932
7.0848,21.936
7.0857,21.943
7.0865,21.959
7.0875,21.978
7.0882,22.011
7.0891,22.041
7.09,22.057
7.0909,22.077
7.0918,22.116
7.0927,22.154
7.0936,22.192
7.0946,22.206
7.0955,22.187
7.0965,22.171
7.0975,22.169
7.0983,22.174
7.0992,22.197
7.1,22.213
7.1011,22.22
7.1019,22.222
7.1029,22.234
7.1038,22.245
7.1048,22.217
7.1056,22.22
7.1066,22.224
7.1074,22.237
7.1083,22.233
7.1091,22.226
7.11,22.225
7.1111,22.221
7.1119,22.246
7.113,22.266
7.1138,22.286
7.1149,22.306
7.1157,22.337
7.1167,22.36
7.1176,22.385
7.1184,22.39
7.1192,22.387
7.12,22.404
7.121,22.42
7.122,22.445
7.123,22.479
7.1239,22.521
7.1249,22.556
7.1258,22.596
7.1268,22.636
7.1276,22.661
7.1284,22.692
7.1292,22.732
7.13,22.769
7.131,22.767
7.1319,22.78
7.1329,22.753
7.1337,22.774
7.1347,22.765
7.1355,22.768
7.1365,22.755
7.1372,22.772
7.1382,22.774
7.1388,22.797
7.1394,22.817
7.14,22.84
7.1408,22.846
7.1417,22.854
7.1425,22.875
7.1434,22.897
7.1443,22.922
7.1451,22.937
7.146,22.962
7.1468,22.969
7.1477,22.974
7.1485,23.013
7.1492,23.031
7.15,23.035
7.1509,23.029
7.1517,23.02
7.1526,23.013
7.1534,23.01
7.1544,23.001
7.1552,23.027
7.1562,23.018
7.1569,23.021
7.1578,23.035
7.1585,23.059
7.1592,23.062
7.16,23.068
7.1609,23.09
7.1617,23.12
7.1626,23.128
7.1633,23.143
7.1642,23.17
7.1649,23.211
7.1658,23.248
7.1665,23.293
7.1675,23.34
7.1682,23.409
7.1688,23.44
7.1694,23.455
7.17,23.472
7.1708,23.495
7.1715,23.535
7.1723,23.585
7.173,23.642
7.1737,23.677
7.1744,23.722
7.1752,23.762
7.1759,23.787
7.1766,23.815
7.1773,23.848
7.178,23.882
7.1786,23.935
7.1793,23.965
7.18,23.996
7.1808,24.04
7.1816,24.087
7.1824,24.161
7.1831,24.214
7.1839,24.273
7.1845,24.329
7.1853,24.409
7.1859,24.479
7.1867,24.538
7.1873,24.579
7.1881,24.638
7.1887,24.696
7.1891,24.736
7.1896,24.766
7.19,24.808
7.1906,24.843
7.1914,24.915
7.192,24.985
7.1928,25.084
7.1934,25.175
7.1941,25.279
7.1948,25.37
7.1955,25.453
7.1961,25.55
7.1968,25.659
7.1974,25.747
7.1981,25.802
7.1986,25.839
7.1991,25.856
7.1995,25.858
7.2,25.866
7.2006,25.867
7.2013,25.878
7.2019,25.926
7.2026,26.006
7.2032,26.085
7.2038,26.145
7.2045,26.195
7.2052,26.246
7.2058,26.338
7.2065,26.425
7.2071,26.516
7.2078,26.608
7.2084,26.696
7.2089,26.767
7.2095,26.82
7.21,26.865
7.2107,26.911
7.2114,26.97
7.2121,27.02
7.2128,27.055
7.2135,27.034
7.2142,27.003
7.2148,26.971
7.2155,26.959
7.2162,26.939
7.2169,26.906
7.2176,26.856
7.2182,26.787
7.2188,26.737
7.2194,26.691
7.22,26.678
7.2208,26.677
7.2214,26.676
7.2222,26.661
7.2228,26.625
7.2235,26.57
7.2242,26.504
7.225,26.414
7.2256,26.348
7.2264,26.253
7.227,26.178
7.2278,26.088
7.2285,26.038
7.229,25.976
7.2295,25.904
7.23,25.836
7.2307,25.756
7.2314,25.689
7.2321,25.613
7.2329,25.533
7.2337,25.448
7.2344,25.333
7.2352,25.216
7.2359,25.117
7.2366,25.021
7.2374,24.938
7.2381,24.851
7.2387,24.771
7.2394,24.691
7.24,24.602
7.2408,24.471
7.2415,24.37
7.2424,24.233
7.2431,24.116
7.244,23.944
7.2447,23.802
7.2456,23.641
7.2464,23.536
7.2472,23.438
7.248,23.361
7.2487,23.275
7.2493,23.197
7.25,23.123
7.2509,23.031
7.2516,22.948
7.2526,22.852
7.2534,22.754
7.2544,22.645
7.2552,22.526
7.2562,22.41
7.2571,22.308
7.258,22.211
7.2587,22.154
7.2593,22.089
7.26,22.031
7.2609,21.958
7.2616,21.906
7.2625,21.834
7.2632,21.791
7.264,21.727
7.2647,21.676
7.2655,21.609
7.2662,21.557
7.2671,21.5
7.2678,21.456
7.2685,21.406
7.269,21.371
7.2695,21.33
7.27,21.295
7.2707,21.247
7.2713,21.207
7.272,21.17
7.2726,21.135
7.2733,21.094
7.2739,21.054
7.2746,21.017
7.2752,20.981
7.2759,20.943
7.2765,20.911
7.2772,20.879
7.2779,20.85
7.2786,20.824
7.279,20.811
7.2795,20.795
7.28,20.78
7.2807,20.761
7.2815,20.743
7.2822,20.738
7.283,20.714
7.2837,20.692
7.2846,20.659
7.2853,20.642
7.2862,20.613
7.2869,20.596
7.2879,20.58
7.2886,20.568
7.2893,20.55
7.29,20.527
7.291,20.489
7.2917,20.468
7.2926,20.44
7.2934,20.43
7.2944,20.418
7.2951,20.418
7.296,20.405
7.2968,20.408
7.2978,20.409
7.2985,20.422
7.2992,20.421
7.3,20.424
7.301,20.422
7.3017,20.417
7.3027,20.414
7.3035,20.418
7.3044,20.426
7.3053,20.437
7.3063,20.437
7.3072,20.441
7.3081,20.43
7.3091,20.421
7.31,20.42
7.311,20.421
7.3119,20.426
7.3129,20.43
7.3139,20.444
7.3149,20.452
7.3158,20.46
7.3168,20.476
7.3177,20.491
7.3185,20.512
7.3192,20.526
7.32,20.54
7.321,20.555
7.3218,20.566
7.3228,20.573
7.3235,20.582
7.3245,20.596
7.3253,20.615
7.3262,20.633
7.327,20.665
7.328,20.696
7.3286,20.721
7.3293,20.738
7.33,20.755
7.3309,20.769
7.3316,20.787
7.3325,20.796
7.3333,20.806
7.3342,20.797
7.3349,20.803
7.3359,20.809
7.3367,20.828
7.3377,20.834
7.3384,20.85
7.3392,20.859
7.34,20.852
7.341,20.839
7.3418,20.851
7.3428,20.842
7.3436,20.839
7.3446,20.832
7.3455,20.844
7.3465,20.834
7.3474,20.829
7.3483,20.824
7.3491,20.825
7.35,20.818
7.351,20.803
7.3519,20.791
7.3529,20.779
7.3538,20.782
7.3548,20.778
7.3557,20.782
7.3567,20.775
7.3575,20.782
7.3583,20.777
7.3592,20.764
7.36,20.736
7.361,20.721
7.3619,20.71
7.3629,20.694
7.3637,20.686
7.3647,20.671
7.3655,20.665
7.3665,20.649
7.3674,20.638
7.3682,20.624
7.3691,20.603
7.37,20.585
7.3709,20.587
7.3717,20.595
7.3726,20.603
7.3734,20.623
7.3742,20.639
7.375,20.659
7.3759,20.669
7.3766,20.683
7.3775,20.689
7.3783,20.692
7.3788,20.697
7.3794,20.702
7.38,20.701
7.3808,20.695
7.3815,20.692
7.3823,20.693
7.3831,20.709
7.384,20.726
7.3848,20.73
7.3856,20.731
7.3865,20.73
7.3873,20.745
7.3881,20.754
7.3887,20.763
7.3894,20.772
7.39,20.78
7.3909,20.796
7.3916,20.814
7.3925,20.827
7.3934,20.845
7.3944,20.871
7.3952,20.892
7.3962,20.909
7.397,20.932
7.3979,20.956
7.3985,20.984
7.3993,21
7.4,21.021
7.4009,21.042
7.4017,21.063
7.4027,21.079
7.4034,21.091
7.4043,21.101
7.4051,21.117
7.406,21.144
7.4068,21.171
7.4077,21.181
7.4084,21.184
7.4089,21.201
7.4095,21.214
7.41,21.222
7.4107,21.231
7.4117,21.238
7.4124,21.251
7.4133,21.261
7.414,21.28
7.415,21.293
7.4157,21.31
7.4167,21.319
7.4175,21.349
7.4184,21.352
7.4192,21.337
7.42,21.325
7.421,21.286
7.4218,21.261
7.4228,21.231
7.4236,21.214
7.4246,21.166
7.4254,21.142
7.4263,21.123
7.427,21.105
7.428,21.065
7.4286,21.048
7.4293,21.029
7.43,21.012
7.431,20.968
7.4319,20.911
7.4329,20.893
7.4339,20.881
7.4348,20.863
7.4358,20.849
7.4367,20.84
7.4376,20.832
7.4384,20.831
7.4392,20.837
7.44,20.845
7.441,20.836
7.4418,20.832
7.4428,20.83
7.4436,20.827
7.4445,20.816
7.4453,20.812
7.4462,20.797
7.447,20.798
7.448,20.807
7.4486,20.818
7.4493,20.816
7.45,20.817
7.4509,20.821
7.4517,20.83
7.4526,20.836
7.4533,20.852
7.4542,20.877
7.455,20.913
7.4559,20.942
7.4567,20.96
7.4575,20.984
7.4583,21.018
7.4589,21.052
7.4594,21.071
7.46,21.095
7.4608,21.129
7.4617,21.186
7.4625,21.244
7.4635,21.316
7.4644,21.392
7.4654,21.475
7.4663,21.523
7.4673,21.567
7.4681,21.622
7.4687,21.671
7.4694,21.721
7.47,21.766
7.4709,21.836
7.4718,21.931
7.4726,22.02
7.4735,22.096
7.4744,22.172
7.4753,22.255
7.4762,22.348
7.4772,22.443
7.4781,22.547
7.479,22.65
7.48,22.75
7.481,22.828
7.482,22.911
7.483,23.041
7.484,23.159
7.4849,23.266
7.4859,23.382
7.4869,23.499
7.4878,23.622
7.4886,23.717
7.4893,23.817
7.49,23.899
7.491,23.994
7.492,24.118
7.493,24.237
7.494,24.354
7.4949,24.474
7.4959,24.581
7.4968,24.731
7.4979,24.87
7.4985,24.989
7.4993,25.105
7.5,25.208
7.501,25.324
7.502,25.445
7.5029,25.569
7.5038,25.684
7.5047,25.808
7.5056,25.937
7.5065,26.064
7.5074,26.178
7.5083,26.315
7.5091,26.435
7.51,26.511
7.5109,26.544
7.5118,26.639
7.5127,26.757
7.5135,26.866
7.5145,26.975
7.5153,27.1
7.5162,27.225
7.5169,27.307
7.5178,27.382
7.5185,27.461
7.5192,27.516
7.52,27.58
7.5208,27.638
7.5215,27.719
7.5223,27.811
7.523,27.879
7.5237,27.932
7.5244,28
7.5251,28.079
7.5258,28.137
7.5265,28.173
7.5271,28.201
7.5278,28.255
7.5284,28.301
7.5289,28.332
7.5295,28.35
7.53,28.352
7.5307,28.337
7.5313,28.35
7.5321,28.376
7.5327,28.422
7.5334,28.445
7.534,28.467
7.5347,28.474
7.5353,28.465
7.536,28.438
7.5366,28.469
7.5374,28.48
7.538,28.503
7.5387,28.505
7.5393,28.501
7.54,28.496
7.5407,28.493
7.5414,28.481
7.5421,28.447
7.5428,28.421
7.5436,28.397
7.5443,28.392
7.545,28.374
7.5457,28.356
7.5465,28.326
7.5472,28.289
7.548,28.239
7.5486,28.211
7.5493,28.175
7.55,28.113
7.5508,28.06
7.5515,28.016
7.5523,27.97
7.553,27.922
7.5539,27.83
7.5547,27.718
7.5555,27.6
7.5562,27.471
7.5571,27.317
7.5578,27.203
7.5585,27.115
7.5593,27.019
7.56,26.893
7.5609,26.751
7.5616,26.656
7.5625,26.542
7.5632,26.444
7.5641,26.328
7.5649,26.248
7.5658,26.138
7.5666,26.033
7.5675,25.87
7.5683,25.751
7.5691,25.623
7.57,25.486
7.571,25.316
7.5718,25.177
7.5727,25.017
7.5735,24.878
7.5744,24.748
7.5753,24.634
7.5762,24.512
7.577,24.405
7.578,24.258
7.5786,24.175
7.5793,24.085
7.58,23.991
7.5809,23.854
7.5817,23.758
7.5826,23.63
7.5834,23.531
7.5842,23.452
7.585,23.373
7.5859,23.296
7.5867,23.237
7.5875,23.178
7.5883,23.118
7.5888,23.075
7.5894,23.034
7.59,23.002
7.5908,22.976
7.5916,22.943
7.5924,22.904
7.5932,22.863
7.594,22.855
7.5948,22.848
7.5955,22.834
7.5964,22.821
7.5971,22.812
7.598,22.831
7.5986,22.854
7.5993,22.851
7.6,22.827
7.6008,22.792
7.6015,22.795
7.6024,22.778
7.603,22.763
7.6039,22.765
7.6045,22.771
7.6053,22.785
7.606,22.789
7.6068,22.802
7.6074,22.818
7.6082,22.834
7.6087,22.841
7.6094,22.839
7.61,22.839
7.6108,22.819
7.6115,22.818
7.6122,22.837
7.6129,22.874
7.6136,22.89
7.6142,22.909
7.6149,22.917
7.6155,22.95
7.6162,22.972
7.6168,22.984
7.6175,22.987
7.6181,23.009
7.6187,23.025
7.6191,23.048
7.6196,23.052
7.62,23.068
7.6206,23.061
7.6212,23.062
7.6218,23.058
7.6224,23.066
7.623,23.083
7.6237,23.093
7.6243,23.092
7.6249,23.079
7.6255,23.051
7.6261,23.03
7.6268,23.015
7.6274,22.999
7.628,22.977
7.6286,22.928
7.6291,22.91
7.6295,22.893
7.63,22.884
7.6306,22.872
7.6313,22.843
7.6319,22.831
7.6326,22.817
7.6332,22.805
7.6339,22.785
7.6345,22.776
7.6352,22.747
7.6358,22.736
7.6365,22.717
7.6372,22.699
7.6379,22.68
7.6385,22.664
7.639,22.641
7.6395,22.612
7.64,22.588
7.6407,22.548
7.6414,22.49
7.6421,22.427
7.6427,22.376
7.6433,22.327
7.644,22.281
7.6446,22.235
7.6453,22.178
7.646,22.103
7.6467,22.037
7.6474,21.98
7.648,21.925
7.6487,21.871
7.6493,21.808
7.65,21.758
7.6507,21.701
7.6514,21.659
7.6521,21.611
7.6528,21.581
7.6535,21.548
7.6541,21.518
7.6548,21.475
7.6555,21.43
7.6562,21.383
7.6569,21.341
7.6577,21.291
7.6584,21.24
7.6589,21.196
7.6595,21.15
7.66,21.102
7.6607,21.045
7.6617,21.002
7.6623,20.981
7.6632,20.939
7.6639,20.903
7.6648,20.856
7.6655,20.817
7.6663,20.768
7.667,20.727
7.6678,20.68
7.6685,20.645
7.6693,20.612
7.67,20.581
7.6708,20.552
7.6715,20.522
7.6724,20.497
7.6732,20.479
7.6741,20.462
7.6749,20.444
7.6758,20.432
7.6766,20.425
7.6774,20.418
7.6781,20.407
7.6788,20.397
7.6794,20.387
7.68,20.373
7.6808,20.354
7.6815,20.344
7.6824,20.325
7.683,20.319
7.6839,20.316
7.6846,20.32
7.6855,20.312
7.6862,20.315
7.6871,20.303
7.6879,20.298
7.6886,20.295
7.6893,20.293
7.69,20.298
7.691,20.3
7.6918,20.303
7.6927,20.295
7.6935,20.296
7.6945,20.303
7.6953,20.315
7.6961,20.325
7.6969,20.338
7.6978,20.347
7.6985,20.356
7.6992,20.37
7.7,20.39
7.7008,20.412
7.7015,20.43
7.7023,20.447
7.7031,20.466
7.7039,20.487
7.7046,20.513
7.7054,20.534
7.7061,20.552
7.7068,20.569
7.7076,20.585
7.7083,20.605
7.7089,20.621
7.7094,20.63
7.71,20.638
7.7108,20.648
7.7116,20.663
7.7124,20.671
7.7131,20.69
7.714,20.714
7.7147,20.737
7.7156,20.76
7.7164,20.776
7.7173,20.791
7.7182,20.813
7.7191,20.844
7.72,20.876
7.721,20.893
7.7219,20.916
7.7228,20.934
7.7237,20.953
7.7247,20.965
7.7256,20.981
7.7265,21
7.7274,21.025
7.7283,21.048
7.7291,21.066
7.7294,21.075
7.7297,21.075
7.73,21.073
7.7304,21.073
7.731,21.074
7.7318,21.083
7.7327,21.101
7.7335,21.137
7.7344,21.165
7.7352,21.19
7.7361,21.21
7.7369,21.225
7.7377,21.229
7.7385,21.231
7.7392,21.231
7.74,21.239
7.7409,21.252
7.7418,21.272
7.7427,21.295
7.7436,21.318
7.7446,21.338
7.7455,21.348
7.7464,21.351
7.7472,21.363
7.7482,21.382
7.7488,21.399
7.7494,21.405
7.75,21.41
7.7508,21.417
7.7517,21.417
7.7526,21.419
7.7535,21.423
7.7544,21.421
7.7553,21.426
7.7562,21.431
7.7571,21.453
7.758,21.48
7.7586,21.496
7.7593,21.506
7.76,21.514
7.7609,21.503
7.7618,21.487
7.7627,21.484
7.7636,21.497
7.7645,21.515
7.7654,21.533
7.7662,21.549
7.7671,21.556
7.768,21.571
7.7686,21.589
7.7693,21.603
7.77,21.61
7.7709,21.614
7.7717,21.62
7.7726,21.621
7.7734,21.635
7.7742,21.651
7.775,21.668
7.7758,21.693
7.7766,21.727
7.7774,21.754
7.7783,21.773
7.7788,21.793
7.7794,21.801
7.78,21.806
7.7808,21.81
7.7815,21.818
7.7823,21.822
7.7831,21.825
7.7839,21.833
7.7847,21.847
7.7856,21.863
7.7863,21.877
7.7871,21.896
7.7879,21.924
7.7886,21.948
7.7893,21.963
7.79,21.969
7.7909,21.964
7.7917,21.97
7.7927,21.972
7.7936,21.983
7.7945,21.981
7.7954,21.979
7.7963,21.977
7.7971,21.994
7.7981,22.013
7.7986,22.036
7.7993,22.042
7.8,22.045
7.8009,22.043
7.8016,22.046
7.8025,22.048
7.8032,22.051
7.804,22.044
7.8047,22.049
7.8056,22.053
7.8063,22.072
7.8071,22.082
7.8079,22.101
7.8086,22.115
7.8093,22.115
7.81,22.112
7.8108,22.111
7.8116,22.116
7.8124,22.121
7.8131,22.13
7.814,22.135
7.8147,22.14
7.8155,22.139
7.8163,22.14
7.817,22.146
7.8178,22.143
7.8185,22.141
7.8193,22.14
7.82,22.135
7.8208,22.122
7.8216,22.111
7.8224,22.097
7.8231,22.099
7.8239,22.095
7.8247,22.084
7.8256,22.063
7.8264,22.054
7.8273,22.046
7.828,22.042
7.8287,22.041
7.8293,22.044
7.83,22.05
7.8309,22.042
7.8318,22.02
7.8328,21.993
7.8337,21.984
7.8347,21.98
7.8356,21.966
7.8365,21.956
7.8375,21.955
7.8383,21.962
7.8392,21.964
7.84,21.941
7.8411,21.908
7.842,21.898
7.843,21.875
7.8439,21.876
7.8449,21.868
7.8458,21.862
7.8468,21.833
7.8477,21.817
7.8485,21.82
7.8492,21.819
7.85,21.835
7.851,21.845
7.852,21.848
7.853,21.834
7.8539,21.822
7.8549,21.799
7.8558,21.786
7.8567,21.764
7.8576,21.748
7.8584,21.735
7.8592,21.706
7.86,21.676
7.861,21.634
7.8618,21.615
7.8628,21.588
7.8637,21.57
7.8646,21.546
7.8655,21.52
7.8665,21.482
7.8674,21.443
7.8682,21.392
7.8691,21.337
7.87,21.275
7.871,21.227
7.8718,21.209
7.8728,21.175
7.8736,21.145
7.8745,21.125
7.8754,21.112
7.8763,21.079
7.8771,21.061
7.878,21.048
7.8786,21.05
7.8793,21.042
7.88,21.018
7.8809,20.99
7.8817,20.981
7.8826,20.967
7.8834,20.959
7.8843,20.945
7.885,20.945
7.886,20.942
7.8867,20.951
7.8876,20.952
7.8884,20.958
7.8889,20.96
7.8895,20.954
7.89,20.951
7.8908,20.945
7.8917,20.935
7.8925,20.944
7.8934,20.956
7.8943,20.989
7.8952,21.029
7.896,21.066
7.897,21.101
7.8979,21.131
7.8986,21.15
7.8993,21.159
7.9,21.172
7.901,21.19
7.9019,21.229
7.9028,21.278
7.9038,21.342
7.9047,21.414
7.9056,21.48
7.9065,21.535
7.9074,21.602
7.9083,21.649
7.9091,21.691
7.91,21.724
7.9109,21.767
7.9118,21.825
7.9128,21.907
7.9136,21.976
7.9145,22.045
7.9153,22.1
7.9163,22.168
7.9173,22.234
7.9182,22.317
7.9191,22.37
7.92,22.403
7.921,22.453
7.922,22.554
7.9229,22.652
7.9238,22.715
7.9247,22.73
7.9256,22.785
7.9266,22.861
7.9275,22.937
7.9284,22.999
7.9292,23.041
7.93,23.107
7.931,23.168
7.9318,23.243
7.9328,23.27
7.9337,23.32
7.9347,23.395
7.9355,23.48
7.9366,23.553
7.9374,23.594
7.9383,23.631
7.9391,23.681
7.94,23.732
7.9409,23.782
7.9417,23.837
7.9426,23.906
7.9435,23.95
7.9444,23.993
7.9452,24.033
7.9461,24.083
7.9469,24.133
7.9478,24.215
7.9485,24.291
7.9493,24.354
7.95,24.433
7.9509,24.51
7.9517,24.612
7.9526,24.692
7.9534,24.758
7.9544,24.785
7.9551,24.849
7.9561,24.944
7.9568,25.026
7.9577,25.088
7.9584,25.156
7.9589,25.216
7.9595,25.27
7.96,25.298
7.9607,25.338
7.9616,25.368
7.9624,25.419
7.9632,25.46
7.964,25.531
7.9649,25.601
7.9656,25.638
7.9665,25.698
7.9672,25.781
7.9681,25.839
7.9687,25.877
7.9693,25.892
7.97,25.915
7.9709,25.938
7.9716,25.978
7.9724,26.028
7.9732,26.101
7.974,26.124
7.9748,26.148
7.9757,26.171
7.9764,26.226
7.9773,26.262
7.978,26.304
7.9787,26.352
7.9793,26.4
7.98,26.43
7.9808,26.439
7.9816,26.444
7.9824,26.442
7.9832,26.438
7.984,26.439
7.9847,26.472
7.9855,26.459
7.9862,26.419
7.9869,26.352
7.9876,26.343
7.9884,26.323
7.9889,26.316
7.9894,26.28
7.99,26.265
7.9907,26.257
7.9915,26.242
7.9922,26.212
7.993,26.162
7.9938,26.109
7.9946,26.093
7.9953,26.078
7.9961,26.075
7.9969,26.037
7.9977,26.002
7.9984,25.971
7.9992,25.947
8,25.919
8.0008,25.91
8.0017,25.911
8.0025,25.896
8.0033,25.875
8.004,25.842
8.0048,25.828
8.0056,25.805
8.0064,25.806
8.0072,25.82
8.008,25.808
8.0086,25.781
8.0093,25.746
8.01,25.725
8.0108,25.72
8.0116,25.728
8.0124,25.744
8.0132,25.767
