s,m/s,kg/m2/s,C,C
 3.2940692E+000, 2.0849076E+000, 8.5809899E-002, 6.3734315E+001, 6.5136910E+001
 3.2953877E+000, 2.0841433E+000, 6.9336544E-002, 6.3729751E+001, 6.5120065E+001
 3.2967061E+000, 2.0867441E+000, 6.5582835E-002, 6.3727729E+001, 6.5106607E+001
 3.2980246E+000, 2.0922863E+000, 6.6736242E-002, 6.3727259E+001, 6.5095993E+001
 3.2993430E+000, 2.0977205E+000, 6.4328183E-002, 6.3727143E+001, 6.5085500E+001
 3.3006615E+000, 2.1056727E+000, 6.3465657E-002, 6.3726896E+001, 6.5075139E+001
 3.3019799E+000, 2.1147399E+000, 6.1514586E-002, 6.3728319E+001, 6.5065222E+001
 3.3032984E+000, 2.1246088E+000, 6.3398944E-002, 6.3730222E+001, 6.5054785E+001
 3.3046168E+000, 2.1412453E+000, 1.0288197E-001, 6.3804319E+001, 6.5326977E+001
 3.3059353E+000, 2.1514666E+000, 9.3341068E-002, 6.3802141E+001, 6.5306382E+001
 3.3072537E+000, 2.1622059E+000, 8.4884030E-002, 6.3798766E+001, 6.5288411E+001
 3.3087040E+000, 2.1765429E+000, 8.0785861E-002, 6.3796044E+001, 6.5269523E+001
 3.3101543E+000, 2.1888754E+000, 7.4688457E-002, 6.3795065E+001, 6.5250476E+001
 3.3116046E+000, 2.2036256E+000, 6.8992715E-002, 6.3793128E+001, 6.5231358E+001
 3.3130549E+000, 2.2196775E+000, 6.7768115E-002, 6.3792724E+001, 6.5212999E+001
 3.3145052E+000, 2.2398217E+000, 6.7970835E-002, 6.3792810E+001, 6.5196569E+001
 3.3159554E+000, 2.2588986E+000, 6.9096390E-002, 6.3794453E+001, 6.5179309E+001
 3.3174057E+000, 2.2811546E+000, 9.6167895E-002, 6.3854683E+001, 6.5293272E+001
 3.3188560E+000, 2.3023379E+000, 9.4009130E-002, 6.3852796E+001, 6.5276226E+001
 3.3203063E+000, 2.3195873E+000, 8.7830173E-002, 6.3850570E+001, 6.5258060E+001
 3.3217566E+000, 2.3397725E+000, 7.8481220E-002, 6.3848237E+001, 6.5242393E+001
 3.3232069E+000, 2.3588650E+000, 7.7136012E-002, 6.3846870E+001, 6.5225781E+001
 3.3246572E+000, 2.3790987E+000, 7.7610950E-002, 6.3847036E+001, 6.5208860E+001
 3.3259487E+000, 2.3983325E+000, 7.8972745E-002, 6.3847134E+001, 6.5193791E+001
 3.3272403E+000, 2.4155202E+000, 7.5247877E-002, 6.3847791E+001, 6.5177822E+001
 3.3285318E+000, 2.4318285E+000, 7.6172410E-002, 6.3848046E+001, 6.5163696E+001
 3.3298233E+000, 2.4567284E+000, 1.2597995E-001, 6.3942761E+001, 6.5323222E+001
 3.3311148E+000, 2.4714864E+000, 1.1047329E-001, 6.3938335E+001, 6.5307487E+001
 3.3324063E+000, 2.4860066E+000, 1.0361703E-001, 6.3933183E+001, 6.5292361E+001
 3.3336979E+000, 2.4991129E+000, 8.6837473E-002, 6.3928747E+001, 6.5277027E+001
 3.3349894E+000, 2.5126213E+000, 8.4162802E-002, 6.3926000E+001, 6.5262897E+001
 3.3362809E+000, 2.5274014E+000, 8.2713290E-002, 6.3924666E+001, 6.5248434E+001
 3.3375724E+000, 2.5398719E+000, 8.0291092E-002, 6.3924811E+001, 6.5234333E+001
 3.3388640E+000, 2.5531598E+000, 8.1687297E-002, 6.3924377E+001, 6.5219617E+001
 3.3401555E+000, 2.5632122E+000, 7.7328834E-002, 6.3924382E+001, 6.5206016E+001
 3.3414470E+000, 2.5790267E+000, 1.1007053E-001, 6.3978418E+001, 6.5242739E+001
 3.3427385E+000, 2.5878119E+000, 1.0179871E-001, 6.3976226E+001, 6.5228621E+001
 3.3440301E+000, 2.5936530E+000, 9.7095902E-002, 6.3974046E+001, 6.5215711E+001
 3.3453216E+000, 2.5978999E+000, 8.7787627E-002, 6.3972104E+001, 6.5205880E+001
 3.3466131E+000, 2.6010595E+000, 8.7737068E-002, 6.3971551E+001, 6.5196611E+001
 3.3479046E+000, 2.6031555E+000, 8.5677268E-002, 6.3970877E+001, 6.5187094E+001
 3.3491962E+000, 2.6019701E+000, 8.0960743E-002, 6.3969581E+001, 6.5177630E+001
 3.3506168E+000, 2.6005012E+000, 7.9847307E-002, 6.3969812E+001, 6.5168344E+001
 3.3520375E+000, 2.5991459E+000, 8.0827946E-002, 6.3969311E+001, 6.5157878E+001
 3.3534582E+000, 2.5997948E+000, 1.1644098E-001, 6.4023894E+001, 6.5289393E+001
 3.3548789E+000, 2.5941708E+000, 1.1126632E-001, 6.4021389E+001, 6.5278497E+001
 3.3562996E+000, 2.5850129E+000, 9.6289882E-002, 6.4017295E+001, 6.5268278E+001
 3.3577202E+000, 2.5770319E+000, 9.1927142E-002, 6.4014846E+001, 6.5258513E+001
 3.3591409E+000, 2.5675022E+000, 9.3617384E-002, 6.4014677E+001, 6.5248394E+001
 3.3605616E+000, 2.5564070E+000, 9.1943421E-002, 6.4014134E+001, 6.5238757E+001
 3.3619823E+000, 2.5448078E+000, 8.8110645E-002, 6.4013159E+001, 6.5228852E+001
 3.3634029E+000, 2.5320222E+000, 9.2659186E-002, 6.4014530E+001, 6.5219346E+001
 3.3648236E+000, 2.5164258E+000, 9.0703774E-002, 6.4013600E+001, 6.5209581E+001
 3.3662443E+000, 2.5081352E+000, 1.3419736E-001, 6.4094833E+001, 6.5331751E+001
 3.3676650E+000, 2.4925489E+000, 1.2754410E-001, 6.4089901E+001, 6.5323066E+001
 3.3690856E+000, 2.4752181E+000, 1.1260452E-001, 6.4083920E+001, 6.5314812E+001
 3.3705063E+000, 2.4587923E+000, 1.0814774E-001, 6.4080067E+001, 6.5306894E+001
 3.3719270E+000, 2.4414590E+000, 1.0096801E-001, 6.4077991E+001, 6.5298699E+001
 3.3733477E+000, 2.4241829E+000, 9.7314624E-002, 6.4076748E+001, 6.5290840E+001
 3.3747684E+000, 2.4080930E+000, 9.5551270E-002, 6.4075488E+001, 6.5282854E+001
 3.3761890E+000, 2.3925316E+000, 9.5921752E-002, 6.4074217E+001, 6.5274747E+001
 3.3776097E+000, 2.3773383E+000, 1.0081822E-001, 6.4073919E+001, 6.5266960E+001
 3.3790304E+000, 2.3724345E+000, 1.6018263E-001, 6.4152415E+001, 6.5282925E+001
 3.3804511E+000, 2.3573830E+000, 1.5075681E-001, 6.4146726E+001, 6.5275121E+001
 3.3818717E+000, 2.3420454E+000, 1.4053963E-001, 6.4139163E+001, 6.5267096E+001
 3.3832924E+000, 2.3259053E+000, 1.3207559E-001, 6.4133398E+001, 6.5259096E+001
 3.3847131E+000, 2.3095226E+000, 1.2175649E-001, 6.4128517E+001, 6.5251428E+001
 3.3861338E+000, 2.2959444E+000, 1.1705854E-001, 6.4125329E+001, 6.5243446E+001
 3.3875544E+000, 2.2823221E+000, 1.1276019E-001, 6.4124261E+001, 6.5235762E+001
 3.3889751E+000, 2.2692423E+000, 1.1111711E-001, 6.4122602E+001, 6.5227790E+001
 3.3903958E+000, 2.2564872E+000, 1.0723441E-001, 6.4121377E+001, 6.5219839E+001
 3.3918165E+000, 2.2501929E+000, 1.4440171E-001, 6.4148432E+001, 6.5400917E+001
 3.3932372E+000, 2.2402540E+000, 1.3578920E-001, 6.4144312E+001, 6.5385607E+001
 3.3947999E+000, 2.2297175E+000, 1.2833934E-001, 6.4138980E+001, 6.5371454E+001
 3.3963626E+000, 2.2188470E+000, 1.1654160E-001, 6.4134487E+001, 6.5356882E+001
 3.3979254E+000, 2.2088613E+000, 1.0866507E-001, 6.4131127E+001, 6.5341988E+001
 3.3994881E+000, 2.2008756E+000, 1.0741655E-001, 6.4128814E+001, 6.5328161E+001
 3.4010509E+000, 2.1962569E+000, 1.0451109E-001, 6.4126890E+001, 6.5313615E+001
 3.4026136E+000, 2.1922067E+000, 9.9805907E-002, 6.4126436E+001, 6.5299901E+001
 3.4041764E+000, 2.1881942E+000, 9.5245746E-002, 6.4125130E+001, 6.5285975E+001
 3.4057391E+000, 2.1902174E+000, 1.0825969E-001, 6.4117120E+001, 6.5411628E+001
 3.4073019E+000, 2.1891739E+000, 1.0046568E-001, 6.4116479E+001, 6.5397600E+001
 3.4088646E+000, 2.1872546E+000, 9.4285606E-002, 6.4115675E+001, 6.5384263E+001
 3.4104273E+000, 2.1883477E+000, 9.1958283E-002, 6.4115739E+001, 6.5371413E+001
 3.4119901E+000, 2.1915981E+000, 9.2183755E-002, 6.4116290E+001, 6.5358917E+001
 3.4135528E+000, 2.1946683E+000, 9.2231311E-002, 6.4117970E+001, 6.5346040E+001
 3.4151156E+000, 2.1980075E+000, 9.3067763E-002, 6.4118682E+001, 6.5333992E+001
 3.4166783E+000, 2.1994139E+000, 8.7434259E-002, 6.4118574E+001, 6.5321769E+001
 3.4182411E+000, 2.2015273E+000, 9.2276271E-002, 6.4117606E+001, 6.5309993E+001
 3.4198038E+000, 2.2090723E+000, 1.1937340E-001, 6.4124604E+001, 6.5359975E+001
 3.4213666E+000, 2.2122828E+000, 1.1349873E-001, 6.4121838E+001, 6.5347068E+001
 3.4229293E+000, 2.2148592E+000, 1.0238486E-001, 6.4118339E+001, 6.5333987E+001
 3.4244920E+000, 2.2165917E+000, 9.5563533E-002, 6.4116295E+001, 6.5321618E+001
 3.4260548E+000, 2.2207109E+000, 8.8859344E-002, 6.4115372E+001, 6.5309759E+001
 3.4276175E+000, 2.2244237E+000, 8.5653775E-002, 6.4115667E+001, 6.5298005E+001
 3.4291803E+000, 2.2292424E+000, 8.5670912E-002, 6.4115842E+001, 6.5286266E+001
 3.4307430E+000, 2.2334804E+000, 8.6476186E-002, 6.4116233E+001, 6.5274581E+001
 3.4323058E+000, 2.2392625E+000, 8.7984597E-002, 6.4115982E+001, 6.5263370E+001
 3.4338685E+000, 2.2466260E+000, 1.1042736E-001, 6.4106321E+001, 6.5218430E+001
 3.4354313E+000, 2.2495942E+000, 1.0544253E-001, 6.4104325E+001, 6.5206580E+001
 3.4369940E+000, 2.2519433E+000, 1.0191220E-001, 6.4100832E+001, 6.5194576E+001
 3.4385568E+000, 2.2539162E+000, 9.1892341E-002, 6.4098532E+001, 6.5183002E+001
 3.4401195E+000, 2.2555933E+000, 9.0030667E-002, 6.4098038E+001, 6.5171201E+001
 3.4416822E+000, 2.2569722E+000, 8.5522055E-002, 6.4097186E+001, 6.5159619E+001
 3.4432450E+000, 2.2582241E+000, 8.9011742E-002, 6.4097376E+001, 6.5148158E+001
 3.4448077E+000, 2.2581189E+000, 8.3570021E-002, 6.4097956E+001, 6.5137044E+001
 3.4463705E+000, 2.2565774E+000, 8.1967739E-002, 6.4098030E+001, 6.5125500E+001
 3.4479332E+000, 2.2633540E+000, 1.0872365E-001, 6.4100166E+001, 6.5115270E+001
 3.4494960E+000, 2.2642766E+000, 1.0475438E-001, 6.4099441E+001, 6.5103347E+001
 3.4510587E+000, 2.2652852E+000, 1.0124775E-001, 6.4097203E+001, 6.5091414E+001
 3.4526215E+000, 2.2631722E+000, 9.4391107E-002, 6.4095143E+001, 6.5079876E+001
 3.4541842E+000, 2.2622953E+000, 8.9518168E-002, 6.4093363E+001, 6.5068316E+001
 3.4557469E+000, 2.2605443E+000, 8.5452910E-002, 6.4093790E+001, 6.5058564E+001
 3.4573097E+000, 2.2574981E+000, 7.9489059E-002, 6.4092773E+001, 6.5049037E+001
 3.4588724E+000, 2.2567713E+000, 7.6988938E-002, 6.4092077E+001, 6.5039458E+001
 3.4604352E+000, 2.2562868E+000, 7.9103234E-002, 6.4092999E+001, 6.5029400E+001
 3.4619979E+000, 2.2603501E+000, 1.0756998E-001, 6.4105825E+001, 6.5192202E+001
 3.4635607E+000, 2.2585784E+000, 1.0261059E-001, 6.4104317E+001, 6.5179016E+001
 3.4651234E+000, 2.2559684E+000, 9.5981610E-002, 6.4101570E+001, 6.5166785E+001
 3.4666862E+000, 2.2521253E+000, 9.3036288E-002, 6.4099546E+001, 6.5154437E+001
 3.4682489E+000, 2.2476128E+000, 8.1834578E-002, 6.4096873E+001, 6.5142537E+001
 3.4698116E+000, 2.2439388E+000, 8.3994672E-002, 6.4095665E+001, 6.5130225E+001
 3.4713744E+000, 2.2420121E+000, 8.4371216E-002, 6.4094849E+001, 6.5118390E+001
 3.4729371E+000, 2.2399340E+000, 8.2456097E-002, 6.4094802E+001, 6.5106193E+001
 3.4744999E+000, 2.2371209E+000, 7.8998216E-002, 6.4094315E+001, 6.5094109E+001
 3.4760626E+000, 2.2466504E+000, 1.3642332E-001, 6.4148206E+001, 6.5119591E+001
 3.4776254E+000, 2.2423616E+000, 1.2993034E-001, 6.4145196E+001, 6.5107206E+001
 3.4791881E+000, 2.2363612E+000, 1.1291385E-001, 6.4138501E+001, 6.5095518E+001
 3.4807509E+000, 2.2313730E+000, 1.0657678E-001, 6.4134032E+001, 6.5083636E+001
 3.4823136E+000, 2.2250176E+000, 9.6070400E-002, 6.4131743E+001, 6.5071837E+001
 3.4838763E+000, 2.2213366E+000, 9.5209241E-002, 6.4130792E+001, 6.5059808E+001
 3.4854391E+000, 2.2179513E+000, 9.5551538E-002, 6.4129558E+001, 6.5048092E+001
 3.4870018E+000, 2.2146646E+000, 9.0534692E-002, 6.4128352E+001, 6.5036088E+001
 3.4885646E+000, 2.2112831E+000, 8.5121842E-002, 6.4127984E+001, 6.5024609E+001
 3.4901273E+000, 2.2235687E+000, 1.7218050E-001, 6.4215952E+001, 6.5290110E+001
 3.4916901E+000, 2.2213790E+000, 1.6047177E-001, 6.4208154E+001, 6.5277113E+001
 3.4932528E+000, 2.2161086E+000, 1.4687193E-001, 6.4199532E+001, 6.5265818E+001
 3.4948156E+000, 2.2108777E+000, 1.3701835E-001, 6.4191889E+001, 6.5254894E+001
 3.4963783E+000, 2.2060152E+000, 1.2233662E-001, 6.4185918E+001, 6.5243564E+001
 3.4979410E+000, 2.2007793E+000, 1.1350741E-001, 6.4182620E+001, 6.5232549E+001
 3.4995038E+000, 2.1982237E+000, 1.1092117E-001, 6.4181031E+001, 6.5221005E+001
 3.5010665E+000, 2.1972850E+000, 1.0800456E-001, 6.4179205E+001, 6.5210033E+001
 3.5026293E+000, 2.1966315E+000, 1.0623119E-001, 6.4178118E+001, 6.5198523E+001
 3.5041920E+000, 2.2114558E+000, 1.9689809E-001, 6.4272283E+001, 6.5447212E+001
 3.5057548E+000, 2.2132816E+000, 1.8534581E-001, 6.4263610E+001, 6.5433739E+001
 3.5073175E+000, 2.2116024E+000, 1.7350235E-001, 6.4253725E+001, 6.5422123E+001
 3.5088803E+000, 2.2094612E+000, 1.5731357E-001, 6.4245001E+001, 6.5410218E+001
 3.5104430E+000, 2.2073190E+000, 1.4651762E-001, 6.4237996E+001, 6.5398304E+001
 3.5120058E+000, 2.2057713E+000, 1.3818624E-001, 6.4233290E+001, 6.5386566E+001
 3.5135685E+000, 2.2057404E+000, 1.3523045E-001, 6.4230364E+001, 6.5374582E+001
 3.5151312E+000, 2.2071288E+000, 1.2802611E-001, 6.4227237E+001, 6.5362937E+001
 3.5166940E+000, 2.2099745E+000, 1.2282776E-001, 6.4225245E+001, 6.5350860E+001
 3.5182567E+000, 2.2275141E+000, 2.0276792E-001, 6.4310248E+001, 6.5459358E+001
 3.5198195E+000, 2.2345276E+000, 1.9423190E-001, 6.4301131E+001, 6.5446508E+001
 3.5215385E+000, 2.2364726E+000, 1.7296116E-001, 6.4289410E+001, 6.5434544E+001
 3.5232575E+000, 2.2376198E+000, 1.5268998E-001, 6.4279475E+001, 6.5421419E+001
 3.5249765E+000, 2.2399026E+000, 1.4246680E-001, 6.4273551E+001, 6.5408693E+001
 3.5266956E+000, 2.2451516E+000, 1.3662037E-001, 6.4268951E+001, 6.5395609E+001
 3.5284146E+000, 2.2525802E+000, 1.3502375E-001, 6.4265866E+001, 6.5382936E+001
 3.5301336E+000, 2.2601565E+000, 1.2974593E-001, 6.4263351E+001, 6.5369942E+001
 3.5318526E+000, 2.2667181E+000, 1.2452965E-001, 6.4261246E+001, 6.5357370E+001
 3.5335716E+000, 2.2893508E+000, 1.9239856E-001, 6.4335422E+001, 6.5257427E+001
 3.5352906E+000, 2.3006826E+000, 1.8486216E-001, 6.4327185E+001, 6.5245205E+001
 3.5370097E+000, 2.3097666E+000, 1.6617477E-001, 6.4316779E+001, 6.5232130E+001
 3.5387287E+000, 2.3171529E+000, 1.5719159E-001, 6.4309443E+001, 6.5219564E+001
 3.5404477E+000, 2.3254281E+000, 1.4463614E-001, 6.4303493E+001, 6.5206853E+001
 3.5421667E+000, 2.3338866E+000, 1.3497158E-001, 6.4298170E+001, 6.5204706E+001
 3.5438857E+000, 2.3415029E+000, 1.2802178E-001, 6.4294191E+001, 6.5206373E+001
 3.5456048E+000, 2.3527047E+000, 1.2357918E-001, 6.4291104E+001, 6.5209116E+001
 3.5473238E+000, 2.3636431E+000, 1.2727979E-001, 6.4289947E+001, 6.5211603E+001
 3.5490428E+000, 2.3852741E+000, 1.8236702E-001, 6.4324206E+001, 6.5342910E+001
 3.5507618E+000, 2.3961673E+000, 1.7647870E-001, 6.4318294E+001, 6.5341984E+001
 3.5524808E+000, 2.4039230E+000, 1.6225522E-001, 6.4310326E+001, 6.5341506E+001
 3.5541999E+000, 2.4091123E+000, 1.4641025E-001, 6.4304224E+001, 6.5338970E+001
 3.5559189E+000, 2.4150868E+000, 1.3501167E-001, 6.4300574E+001, 6.5339897E+001
 3.5576379E+000, 2.4216000E+000, 1.3253776E-001, 6.4298223E+001, 6.5341576E+001
 3.5593569E+000, 2.4288750E+000, 1.2893714E-001, 6.4295220E+001, 6.5338319E+001
 3.5610759E+000, 2.4358104E+000, 1.2443473E-001, 6.4293333E+001, 6.5336980E+001
 3.5627950E+000, 2.4418489E+000, 1.2181317E-001, 6.4290481E+001, 6.5334084E+001
 3.5645140E+000, 2.4498701E+000, 1.3309659E-001, 6.4276955E+001, 6.5395340E+001
 3.5662330E+000, 2.4551541E+000, 1.2703301E-001, 6.4274629E+001, 6.5390377E+001
 3.5679520E+000, 2.4590015E+000, 1.1905090E-001, 6.4272276E+001, 6.5384377E+001
 3.5696710E+000, 2.4621733E+000, 1.1718005E-001, 6.4270251E+001, 6.5376638E+001
 3.5713900E+000, 2.4660007E+000, 1.1032834E-001, 6.4269305E+001, 6.5369520E+001
 3.5731091E+000, 2.4645012E+000, 1.1183405E-001, 6.4267745E+001, 6.5361431E+001
 3.5748281E+000, 2.4614442E+000, 1.0873322E-001, 6.4265757E+001, 6.5352592E+001
 3.5765471E+000, 2.4561638E+000, 1.0268587E-001, 6.4263256E+001, 6.5341953E+001
 3.5782661E+000, 2.4502045E+000, 9.6969437E-002, 6.4261914E+001, 6.5331645E+001
 3.5799851E+000, 2.4396717E+000, 9.9327621E-002, 6.4216239E+001, 6.5345765E+001
 3.5817042E+000, 2.4301920E+000, 9.4518475E-002, 6.4214329E+001, 6.5334165E+001
 3.5834232E+000, 2.4166205E+000, 8.7163941E-002, 6.4213882E+001, 6.5322378E+001
 3.5851422E+000, 2.4008844E+000, 8.3769093E-002, 6.4213916E+001, 6.5307344E+001
 3.5868612E+000, 2.3845670E+000, 8.4279976E-002, 6.4214369E+001, 6.5294216E+001
 3.5885802E+000, 2.3639940E+000, 8.3875529E-002, 6.4214489E+001, 6.5280080E+001
 3.5902993E+000, 2.3415325E+000, 8.1004787E-002, 6.4214582E+001, 6.5262709E+001
 3.5920183E+000, 2.3164319E+000, 8.0134651E-002, 6.4214075E+001, 6.5247326E+001
 3.5937373E+000, 2.2898947E+000, 8.0448674E-002, 6.4213875E+001, 6.5228929E+001
 3.5954563E+000, 2.2598063E+000, 6.3185885E-002, 6.4110371E+001, 6.5150898E+001
 3.5971753E+000, 2.2292767E+000, 6.0741624E-002, 6.4111605E+001, 6.5128239E+001
 3.5988944E+000, 2.1984186E+000, 5.9196898E-002, 6.4114780E+001, 6.5112234E+001
 3.6006134E+000, 2.1672278E+000, 6.1307211E-002, 6.4118042E+001, 6.5092788E+001
 3.6023324E+000, 2.1346622E+000, 6.0549985E-002, 6.4120563E+001, 6.5077920E+001
 3.6040514E+000, 2.1024602E+000, 6.3521413E-002, 6.4123464E+001, 6.5058972E+001
 3.6057704E+000, 2.0694216E+000, 6.0202217E-002, 6.4124228E+001, 6.5045034E+001
 3.6074895E+000, 2.0378844E+000, 6.2741717E-002, 6.4126130E+001, 6.5026713E+001
 3.6092085E+000, 2.0079956E+000, 6.4855943E-002, 6.4127261E+001, 6.5014389E+001
 3.6109275E+000, 1.9719251E+000, 4.5082258E-002, 6.3974183E+001, 6.4795118E+001
 3.6126465E+000, 1.9440432E+000, 4.3012366E-002, 6.3977623E+001, 6.4784765E+001
 3.6143655E+000, 1.9170311E+000, 4.2134934E-002, 6.3980763E+001, 6.4768653E+001
 3.6160845E+000, 1.8936022E+000, 4.4001017E-002, 6.3984867E+001, 6.4754797E+001
 3.6178036E+000, 1.8726157E+000, 4.3743769E-002, 6.3988564E+001, 6.4742048E+001
 3.6195226E+000, 1.8518423E+000, 4.6981575E-002, 6.3992174E+001, 6.4724437E+001
 3.6212416E+000, 1.8338751E+000, 4.5701926E-002, 6.3994493E+001, 6.4708535E+001
 3.6229606E+000, 1.8162988E+000, 4.6709470E-002, 6.3997619E+001, 6.4690647E+001
 3.6246796E+000, 1.8009558E+000, 4.9351759E-002, 6.3999419E+001, 6.4673303E+001
 3.6263987E+000, 1.7852784E+000, 3.6176714E-002, 6.3835013E+001, 6.4687295E+001
 3.6281177E+000, 1.7712205E+000, 3.3473167E-002, 6.3838624E+001, 6.4636921E+001
 3.6298367E+000, 1.7594197E+000, 3.4238168E-002, 6.3843272E+001, 6.4601558E+001
 3.6315557E+000, 1.7493426E+000, 3.6833637E-002, 6.3847618E+001, 6.4578475E+001
 3.6332747E+000, 1.7364122E+000, 3.5510863E-002, 6.3851733E+001, 6.4578016E+001
 3.6349938E+000, 1.7260227E+000, 3.8980822E-002, 6.3856073E+001, 6.4572752E+001
 3.6367128E+000, 1.7175339E+000, 3.9323215E-002, 6.3860491E+001, 6.4622667E+001
 3.6384318E+000, 1.7087806E+000, 4.3716951E-002, 6.3863768E+001, 6.4625370E+001
 3.6401508E+000, 1.6987170E+000, 4.2209487E-002, 6.3866349E+001, 6.4667548E+001
 3.6418698E+000, 1.6889438E+000, 2.6966927E-002, 6.3663975E+001, 6.4567471E+001
 3.6435889E+000, 1.6834179E+000, 2.5994885E-002, 6.3668278E+001, 6.4525311E+001
 3.6453079E+000, 1.6791088E+000, 2.6625939E-002, 6.3674560E+001, 6.4544389E+001
 3.6470269E+000, 1.6766171E+000, 2.8517266E-002, 6.3679824E+001, 6.4565963E+001
 3.6487459E+000, 1.6742350E+000, 2.9588938E-002, 6.3686174E+001, 6.4576304E+001
 3.6504649E+000, 1.6740576E+000, 3.3834541E-002, 6.3691435E+001, 6.4670183E+001
 3.6521840E+000, 1.6725327E+000, 3.4266654E-002, 6.3697709E+001, 6.4718309E+001
 3.6539030E+000, 1.6722377E+000, 3.4277063E-002, 6.3701956E+001, 6.4625680E+001
 3.6556220E+000, 1.6716518E+000, 3.6979005E-002, 6.3706828E+001, 6.4635943E+001
 3.6573410E+000, 1.6702458E+000, 2.3450073E-002, 6.3491985E+001, 6.4532183E+001
 3.6590600E+000, 1.6711118E+000, 2.4131871E-002, 6.3498590E+001, 6.4549618E+001
 3.6607790E+000, 1.6738795E+000, 2.6678286E-002, 6.3506428E+001, 6.4565164E+001
 3.6624981E+000, 1.6767756E+000, 2.9956741E-002, 6.3514731E+001, 6.4605714E+001
 3.6642171E+000, 1.6809328E+000, 3.0456173E-002, 6.3521105E+001, 6.4637423E+001
 3.6659361E+000, 1.6841801E+000, 3.2457946E-002, 6.3528190E+001, 6.4692096E+001
 3.6676551E+000, 1.6875796E+000, 3.2262827E-002, 6.3532381E+001, 6.4588696E+001
 3.6693741E+000, 1.6943386E+000, 3.2424408E-002, 6.3537493E+001, 6.4647817E+001
 3.6710932E+000, 1.7024487E+000, 3.3573382E-002, 6.3542589E+001, 6.4667679E+001
 3.6728122E+000, 1.7086426E+000, 2.2739010E-002, 6.3360608E+001, 6.4533535E+001
 3.6743502E+000, 1.7150812E+000, 2.3159848E-002, 6.3367575E+001, 6.4528944E+001
 3.6758882E+000, 1.7227532E+000, 2.5149510E-002, 6.3374800E+001, 6.4657685E+001
 3.6774263E+000, 1.7296613E+000, 2.7679307E-002, 6.3382122E+001, 6.4710353E+001
 3.6789643E+000, 1.7366150E+000, 2.9116848E-002, 6.3387976E+001, 6.4610354E+001
 3.6805024E+000, 1.7442102E+000, 2.9838248E-002, 6.3394709E+001, 6.4583579E+001
 3.6820404E+000, 1.7525709E+000, 3.0528942E-002, 6.3399878E+001, 6.4602645E+001
 3.6835784E+000, 1.7616558E+000, 3.4143854E-002, 6.3405626E+001, 6.4603194E+001
 3.6851165E+000, 1.7689098E+000, 3.4431553E-002, 6.3410039E+001, 6.4586248E+001
 3.6866545E+000, 1.7764652E+000, 2.2165524E-002, 6.3237096E+001, 6.4545741E+001
 3.6881925E+000, 1.7854322E+000, 2.3380245E-002, 6.3245358E+001, 6.4717423E+001
 3.6897306E+000, 1.7935378E+000, 2.5212645E-002, 6.3253229E+001, 6.4791984E+001
 3.6912686E+000, 1.8006134E+000, 2.6611340E-002, 6.3260078E+001, 6.4684044E+001
 3.6928066E+000, 1.8084446E+000, 2.9909724E-002, 6.3266967E+001, 6.4595493E+001
 3.6943447E+000, 1.8158624E+000, 2.9546999E-002, 6.3273089E+001, 6.4609138E+001
 3.6958827E+000, 1.8223430E+000, 3.0759860E-002, 6.3278576E+001, 6.4586133E+001
 3.6974207E+000, 1.8285521E+000, 3.2778563E-002, 6.3284623E+001, 6.4582517E+001
 3.6989588E+000, 1.8336612E+000, 3.3726524E-002, 6.3289168E+001, 6.4591445E+001
 3.7004968E+000, 1.8362193E+000, 2.3142604E-002, 6.3148903E+001, 6.4576455E+001
 3.7020348E+000, 1.8414379E+000, 2.3960701E-002, 6.3156323E+001, 6.4561166E+001
 3.7035729E+000, 1.8438914E+000, 2.6295610E-002, 6.3163959E+001, 6.4593410E+001
 3.7051109E+000, 1.8467620E+000, 2.9523168E-002, 6.3172033E+001, 6.4748910E+001
 3.7066489E+000, 1.8479837E+000, 3.0242277E-002, 6.3178151E+001, 6.4642479E+001
 3.7081870E+000, 1.8494645E+000, 3.1124603E-002, 6.3184654E+001, 6.4609316E+001
 3.7097250E+000, 1.8523908E+000, 3.2747918E-002, 6.3191090E+001, 6.4579909E+001
 3.7112630E+000, 1.8519989E+000, 3.1248608E-002, 6.3195512E+001, 6.4589897E+001
 3.7128011E+000, 1.8497037E+000, 3.2066215E-002, 6.3200610E+001, 6.4604405E+001
 3.7143391E+000, 1.8493175E+000, 2.7110781E-002, 6.3100750E+001, 6.4651769E+001
 3.7158771E+000, 1.8505325E+000, 2.6949785E-002, 6.3107656E+001, 6.4637574E+001
 3.7172591E+000, 1.8506109E+000, 2.8599832E-002, 6.3114825E+001, 6.4625147E+001
 3.7186411E+000, 1.8494646E+000, 3.3085386E-002, 6.3120653E+001, 6.4611196E+001
 3.7200231E+000, 1.8482714E+000, 3.2381432E-002, 6.3125453E+001, 6.4609808E+001
 3.7214051E+000, 1.8470215E+000, 3.2966509E-002, 6.3130260E+001, 6.4607570E+001
 3.7227871E+000, 1.8460381E+000, 3.1680596E-002, 6.3134705E+001, 6.4581940E+001
 3.7241691E+000, 1.8448237E+000, 3.5610414E-002, 6.3139896E+001, 6.4699529E+001
 3.7255511E+000, 1.8426546E+000, 3.3539630E-002, 6.3143623E+001, 6.4589959E+001
 3.7269331E+000, 1.8413823E+000, 3.4235817E-002, 6.3076169E+001, 6.4718820E+001
