s,m/s,kg/m2/s,C,C
 1.4385788E+000, 1.4295186E+000, 1.5557765E-003, 6.2527593E+001, 6.3609914E+001
 1.4411374E+000, 1.4236541E+000, 1.5807023E-003, 6.2528791E+001, 6.3610308E+001
 1.4436960E+000, 1.4122456E+000, 1.5602797E-003, 6.2460927E+001, 6.3576681E+001
 1.4462546E+000, 1.4016681E+000, 1.5841918E-003, 6.2462211E+001, 6.3576794E+001
 1.4488132E+000, 1.3911294E+000, 1.6074713E-003, 6.2463343E+001, 6.3577217E+001
 1.4513718E+000, 1.3778330E+000, 1.6298858E-003, 6.2464440E+001, 6.3577640E+001
 1.4539305E+000, 1.3665417E+000, 1.6519041E-003, 6.2465500E+001, 6.3578064E+001
 1.4564891E+000, 1.3524559E+000, 1.6732774E-003, 6.2466552E+001, 6.3578489E+001
 1.4590477E+000, 1.3399683E+000, 1.6941760E-003, 6.2467564E+001, 6.3578914E+001
 1.4616063E+000, 1.3258035E+000, 1.7142751E-003, 6.2468551E+001, 6.3579341E+001
 1.4641649E+000, 1.3121006E+000, 1.7342055E-003, 6.2469518E+001, 6.3579768E+001
 1.4667235E+000, 1.2994551E+000, 1.8325585E-003, 6.2527349E+001, 6.3760738E+001
 1.4690008E+000, 1.2873253E+000, 1.8497779E-003, 6.2528056E+001, 6.3760679E+001
 1.4712781E+000, 1.2763736E+000, 1.8671531E-003, 6.2528876E+001, 6.3761047E+001
 1.4735554E+000, 1.2651873E+000, 1.8840377E-003, 6.2529653E+001, 6.3761414E+001
 1.4758327E+000, 1.2559963E+000, 1.9008588E-003, 6.2530420E+001, 6.3761783E+001
 1.4781100E+000, 1.2478403E+000, 1.9171284E-003, 6.2531165E+001, 6.3762153E+001
 1.4803873E+000, 1.2405101E+000, 1.9329677E-003, 6.2531899E+001, 6.3762524E+001
 1.4826646E+000, 1.2337630E+000, 1.9482557E-003, 6.2532590E+001, 6.3762896E+001
 1.4849419E+000, 1.2297619E+000, 1.9628809E-003, 6.2533273E+001, 6.3763271E+001
 1.4872192E+000, 1.2246705E+000, 2.2443479E-003, 6.2681154E+001, 6.3955025E+001
 1.4894965E+000, 1.2195012E+000, 2.2585668E-003, 6.2681437E+001, 6.3954999E+001
 1.4917738E+000, 1.2141675E+000, 2.2730740E-003, 6.2682044E+001, 6.3955386E+001
 1.4940511E+000, 1.2106401E+000, 2.2870261E-003, 6.2682636E+001, 6.3955773E+001
 1.4963284E+000, 1.2070852E+000, 2.3005604E-003, 6.2683227E+001, 6.3956163E+001
 1.4986057E+000, 1.2043781E+000, 2.3135463E-003, 6.2683775E+001, 6.3956553E+001
 1.5008830E+000, 1.2029015E+000, 2.3261533E-003, 6.2684332E+001, 6.3956946E+001
 1.5031603E+000, 1.2019994E+000, 2.3381704E-003, 6.2684867E+001, 6.3957341E+001
 1.5054376E+000, 1.2026399E+000, 2.3498262E-003, 6.2685394E+001, 6.3957738E+001
 1.5077149E+000, 1.2015996E+000, 2.7584720E-003, 6.2870947E+001, 6.4051769E+001
 1.5099922E+000, 1.2028313E+000, 2.7681449E-003, 6.2870974E+001, 6.4051971E+001
 1.5122695E+000, 1.2031891E+000, 2.7790191E-003, 6.2871437E+001, 6.4052380E+001
 1.5145468E+000, 1.2055763E+000, 2.7888797E-003, 6.2871872E+001, 6.4052792E+001
 1.5165831E+000, 1.2066432E+000, 2.7973242E-003, 6.2872277E+001, 6.4053193E+001
 1.5186195E+000, 1.2087281E+000, 2.8055724E-003, 6.2872658E+001, 6.4053567E+001
 1.5206558E+000, 1.2119055E+000, 2.8130649E-003, 6.2873021E+001, 6.4053943E+001
 1.5226921E+000, 1.2147956E+000, 2.8203445E-003, 6.2873368E+001, 6.4054320E+001
 1.5247284E+000, 1.2165038E+000, 2.8301458E-003, 6.2873955E+001, 6.4054701E+001
 1.5267647E+000, 1.2193274E+000, 3.2862757E-003, 6.3057822E+001, 6.4227874E+001
 1.5288010E+000, 1.2227098E+000, 3.2905543E-003, 6.3057678E+001, 6.4227881E+001
 1.5308374E+000, 1.2257180E+000, 3.2961964E-003, 6.3057971E+001, 6.4228293E+001
 1.5328737E+000, 1.2309150E+000, 3.3009522E-003, 6.3058250E+001, 6.4228690E+001
 1.5349100E+000, 1.2344027E+000, 3.3058956E-003, 6.3058511E+001, 6.4229091E+001
 1.5369463E+000, 1.2394800E+000, 3.3100562E-003, 6.3058782E+001, 6.4229496E+001
 1.5389826E+000, 1.2437119E+000, 3.3132694E-003, 6.3059009E+001, 6.4229904E+001
 1.5407813E+000, 1.2476301E+000, 3.3191073E-003, 6.3059449E+001, 6.4230296E+001
 1.5425800E+000, 1.2497089E+000, 3.3208170E-003, 6.3059629E+001, 6.4230663E+001
 1.5443786E+000, 1.2529996E+000, 4.1674852E-003, 6.3349420E+001, 6.4487586E+001
 1.5461773E+000, 1.2547987E+000, 4.1638300E-003, 6.3348846E+001, 6.4487307E+001
 1.5479760E+000, 1.2577041E+000, 4.1635359E-003, 6.3348990E+001, 6.4487729E+001
 1.5497746E+000, 1.2625302E+000, 4.1673465E-003, 6.3349355E+001, 6.4488157E+001
 1.5515733E+000, 1.2649590E+000, 4.1707795E-003, 6.3349696E+001, 6.4488590E+001
 1.5533720E+000, 1.2697773E+000, 4.1690554E-003, 6.3349813E+001, 6.4489029E+001
 1.5551706E+000, 1.2719404E+000, 4.1676868E-003, 6.3349945E+001, 6.4489499E+001
 1.5569693E+000, 1.2732548E+000, 4.1708809E-003, 6.3350299E+001, 6.4489946E+001
 1.5587680E+000, 1.2767207E+000, 4.1687778E-003, 6.3350405E+001, 6.4490402E+001
 1.5605666E+000, 1.2814014E+000, 1.3434855E-002, 6.3617519E+001, 6.4849253E+001
 1.5623653E+000, 1.2840730E+000, 1.3411305E-002, 6.3616849E+001, 6.4848450E+001
 1.5641640E+000, 1.2875130E+000, 1.3394472E-002, 6.3616648E+001, 6.4842832E+001
 1.5659626E+000, 1.2905812E+000, 1.3384599E-002, 6.3616675E+001, 6.4837238E+001
 1.5677613E+000, 1.2922201E+000, 1.2351970E-002, 6.3616438E+001, 6.4831895E+001
 1.5695600E+000, 1.2926876E+000, 1.2314048E-002, 6.3616468E+001, 6.4826319E+001
 1.5713586E+000, 1.2932652E+000, 1.2299625E-002, 6.3616283E+001, 6.4820750E+001
 1.5731573E+000, 1.2943358E+000, 1.2285943E-002, 6.3616106E+001, 6.4815189E+001
 1.5749560E+000, 1.2953492E+000, 1.2281232E-002, 6.3616159E+001, 6.4809877E+001
 1.5767546E+000, 1.2990163E+000, 3.3654119E-002, 6.3852043E+001, 6.4951916E+001
 1.5785533E+000, 1.2996982E+000, 3.3560751E-002, 6.3851312E+001, 6.4946546E+001
 1.5803520E+000, 1.2994447E+000, 3.3065195E-002, 6.3850660E+001, 6.4941592E+001
 1.5821506E+000, 1.2980314E+000, 3.2470536E-002, 6.3850016E+001, 6.4936641E+001
 1.5839493E+000, 1.2963937E+000, 3.1215004E-002, 6.3849181E+001, 6.4931932E+001
 1.5857480E+000, 1.2951993E+000, 3.1092555E-002, 6.3848398E+001, 6.4926983E+001
 1.5875466E+000, 1.2932072E+000, 3.0180742E-002, 6.3847839E+001, 6.4922036E+001
 1.5893453E+000, 1.2910593E+000, 3.0082845E-002, 6.3847073E+001, 6.4917092E+001
 1.5911440E+000, 1.2890481E+000, 3.0022134E-002, 6.3846557E+001, 6.4912392E+001
 1.5929426E+000, 1.2916149E+000, 7.1817019E-002, 6.4025688E+001, 6.5092034E+001
 1.5947413E+000, 1.2897061E+000, 7.0898112E-002, 6.4023970E+001, 6.5085086E+001
 1.5965400E+000, 1.2862041E+000, 6.8306834E-002, 6.4021938E+001, 6.5079025E+001
 1.5983386E+000, 1.2817145E+000, 6.6621526E-002, 6.4019904E+001, 6.5072722E+001
 1.6001373E+000, 1.2779109E+000, 6.4717593E-002, 6.4017980E+001, 6.5066429E+001
 1.6019360E+000, 1.2747764E+000, 6.2365711E-002, 6.4016119E+001, 6.5060147E+001
 1.6037346E+000, 1.2716680E+000, 6.0404696E-002, 6.4014529E+001, 6.5054127E+001
 1.6055333E+000, 1.2684379E+000, 6.0025329E-002, 6.4012803E+001, 6.5047863E+001
 1.6073320E+000, 1.2662164E+000, 5.9282636E-002, 6.4011161E+001, 6.5041610E+001
 1.6091306E+000, 1.2661348E+000, 8.4386246E-002, 6.4120436E+001, 6.5112106E+001
 1.6109293E+000, 1.2632296E+000, 8.3079713E-002, 6.4118317E+001, 6.5105689E+001
 1.6127280E+000, 1.2592725E+000, 7.9741191E-002, 6.4115896E+001, 6.5099963E+001
 1.6145266E+000, 1.2557126E+000, 7.7437685E-002, 6.4113590E+001, 6.5095629E+001
 1.6163253E+000, 1.2518302E+000, 7.6077917E-002, 6.4111420E+001, 6.5091553E+001
 1.6181240E+000, 1.2487162E+000, 7.4720172E-002, 6.4109305E+001, 6.5087236E+001
 1.6199226E+000, 1.2439644E+000, 7.4372531E-002, 6.4107459E+001, 6.5082928E+001
 1.6217213E+000, 1.2392197E+000, 7.1187856E-002, 6.4105427E+001, 6.5078628E+001
 1.6235200E+000, 1.2363697E+000, 6.9881718E-002, 6.4103470E+001, 6.5074336E+001
 1.6253186E+000, 1.2335827E+000, 8.1718972E-002, 6.4165022E+001, 6.5111852E+001
 1.6271173E+000, 1.2296389E+000, 8.0987573E-002, 6.4162984E+001, 6.5106107E+001
 1.6289160E+000, 1.2249382E+000, 8.0289250E-002, 6.4160796E+001, 6.5100898E+001
 1.6307146E+000, 1.2198890E+000, 7.8878303E-002, 6.4158652E+001, 6.5095441E+001
 1.6325133E+000, 1.2175097E+000, 7.7340924E-002, 6.4156542E+001, 6.5089992E+001
 1.6343120E+000, 1.2129141E+000, 7.6995056E-002, 6.4154512E+001, 6.5084553E+001
 1.6361106E+000, 1.2072046E+000, 7.5371034E-002, 6.4152527E+001, 6.5079375E+001
 1.6379093E+000, 1.2032827E+000, 7.2267008E-002, 6.4150551E+001, 6.5073952E+001
 1.6397080E+000, 1.2008325E+000, 6.9643482E-002, 6.4148652E+001, 6.5068537E+001
 1.6415066E+000, 1.1963252E+000, 7.0238545E-002, 6.4153377E+001, 6.5091910E+001
 1.6433053E+000, 1.1907607E+000, 6.9963779E-002, 6.4151601E+001, 6.5086713E+001
 1.6451040E+000, 1.1868811E+000, 6.9391720E-002, 6.4149823E+001, 6.5081334E+001
 1.6469026E+000, 1.1835595E+000, 6.8481829E-002, 6.4148060E+001, 6.5075970E+001
 1.6487013E+000, 1.1788325E+000, 6.5565665E-002, 6.4146322E+001, 6.5070874E+001
 1.6505000E+000, 1.1748270E+000, 6.3841868E-002, 6.4144639E+001, 6.5065538E+001
 1.6522986E+000, 1.1722894E+000, 6.1536513E-002, 6.4143043E+001, 6.5060214E+001
 1.6540973E+000, 1.1682470E+000, 5.7836952E-002, 6.4141517E+001, 6.5054900E+001
 1.6558960E+000, 1.1656614E+000, 5.7414821E-002, 6.4140059E+001, 6.5049852E+001
 1.6576946E+000, 1.1631773E+000, 5.7962062E-002, 6.4121844E+001, 6.5152458E+001
 1.6594933E+000, 1.1606567E+000, 5.6721716E-002, 6.4120531E+001, 6.5142312E+001
 1.6612920E+000, 1.1568173E+000, 5.6443306E-002, 6.4119187E+001, 6.5132973E+001
 1.6630906E+000, 1.1525095E+000, 5.5492230E-002, 6.4117876E+001, 6.5123416E+001
 1.6648893E+000, 1.1494376E+000, 5.4691195E-002, 6.4116579E+001, 6.5114177E+001
 1.6666880E+000, 1.1462418E+000, 5.3691681E-002, 6.4115324E+001, 6.5106914E+001
 1.6684866E+000, 1.1425504E+000, 5.0852507E-002, 6.4114081E+001, 6.5102400E+001
 1.6702853E+000, 1.1393772E+000, 4.8105414E-002, 6.4112889E+001, 6.5097899E+001
 1.6720840E+000, 1.1352546E+000, 4.6335087E-002, 6.4111773E+001, 6.5093664E+001
 1.6738826E+000, 1.1343260E+000, 4.9014530E-002, 6.4093785E+001, 6.5152261E+001
 1.6756813E+000, 1.1292137E+000, 4.8405262E-002, 6.4092850E+001, 6.5143831E+001
 1.6774800E+000, 1.1266387E+000, 4.6558791E-002, 6.4091797E+001, 6.5135494E+001
 1.6792786E+000, 1.1237167E+000, 4.3723519E-002, 6.4090773E+001, 6.5127198E+001
 1.6810773E+000, 1.1204715E+000, 4.1653627E-002, 6.4089809E+001, 6.5120086E+001
 1.6828760E+000, 1.1180364E+000, 3.9899276E-002, 6.4088929E+001, 6.5116592E+001
 1.6846746E+000, 1.1140639E+000, 3.7146702E-002, 6.4088106E+001, 6.5113103E+001
 1.6864733E+000, 1.1122048E+000, 3.6924397E-002, 6.4087328E+001, 6.5109620E+001
 1.6882720E+000, 1.1098480E+000, 3.4953964E-002, 6.4086632E+001, 6.5106388E+001
 1.6900706E+000, 1.1099099E+000, 3.8640538E-002, 6.4051014E+001, 6.5203761E+001
 1.6918693E+000, 1.1068702E+000, 3.8177464E-002, 6.4050467E+001, 6.5195344E+001
 1.6936680E+000, 1.1051441E+000, 3.7009425E-002, 6.4049744E+001, 6.5187520E+001
 1.6954666E+000, 1.1040990E+000, 3.5660512E-002, 6.4049023E+001, 6.5179442E+001
 1.6972653E+000, 1.1022240E+000, 3.4226848E-002, 6.4048369E+001, 6.5171385E+001
 1.6990640E+000, 1.1010573E+000, 3.2821054E-002, 6.4047737E+001, 6.5163620E+001
 1.7008626E+000, 1.0995408E+000, 3.1872837E-002, 6.4047155E+001, 6.5155599E+001
 1.7026613E+000, 1.0978028E+000, 3.0423796E-002, 6.4046589E+001, 6.5147871E+001
 1.7044600E+000, 1.0967484E+000, 2.9041299E-002, 6.4046068E+001, 6.5139887E+001
 1.7062586E+000, 1.0995473E+000, 3.7919495E-002, 6.4053240E+001, 6.5204870E+001
 1.7080573E+000, 1.0981396E+000, 3.7034920E-002, 6.4052745E+001, 6.5197042E+001
 1.7098560E+000, 1.0978909E+000, 3.5503405E-002, 6.4052034E+001, 6.5189118E+001
 1.7116546E+000, 1.0981426E+000, 3.5275611E-002, 6.4051377E+001, 6.5181489E+001
 1.7134533E+000, 1.0977733E+000, 3.2500487E-002, 6.4050756E+001, 6.5173601E+001
 1.7152520E+000, 1.0982761E+000, 3.2422189E-002, 6.4050143E+001, 6.5165733E+001
 1.7170506E+000, 1.0985145E+000, 3.0922082E-002, 6.4049612E+001, 6.5158158E+001
 1.7188493E+000, 1.0993140E+000, 2.9538864E-002, 6.4049085E+001, 6.5150322E+001
 1.7206480E+000, 1.1002026E+000, 2.8177965E-002, 6.4048602E+001, 6.5142853E+001
 1.7224466E+000, 1.1043516E+000, 3.6553817E-002, 6.4024553E+001, 6.5182719E+001
 1.7242453E+000, 1.1051081E+000, 3.6515662E-002, 6.4024184E+001, 6.5175353E+001
 1.7260440E+000, 1.1075456E+000, 3.4285803E-002, 6.4023541E+001, 6.5167888E+001
 1.7278426E+000, 1.1103516E+000, 3.1241172E-002, 6.4022915E+001, 6.5160709E+001
 1.7296413E+000, 1.1113175E+000, 2.9685843E-002, 6.4022361E+001, 6.5153282E+001
 1.7314400E+000, 1.1132019E+000, 2.7630343E-002, 6.4021892E+001, 6.5145872E+001
 1.7332386E+000, 1.1167057E+000, 2.6798058E-002, 6.4021471E+001, 6.5138747E+001
 1.7350373E+000, 1.1180333E+000, 2.6389724E-002, 6.4021106E+001, 6.5131371E+001
 1.7368360E+000, 1.1224753E+000, 2.5365829E-002, 6.4020755E+001, 6.5124014E+001
 1.7386346E+000, 1.1253318E+000, 2.3748554E-002, 6.3962985E+001, 6.4929936E+001
 1.7404333E+000, 1.1283561E+000, 2.3707704E-002, 6.3962843E+001, 6.4923051E+001
 1.7422320E+000, 1.1329517E+000, 2.3382765E-002, 6.3962594E+001, 6.4915750E+001
 1.7440306E+000, 1.1352873E+000, 2.0464566E-002, 6.3962348E+001, 6.4908725E+001
 1.7458293E+000, 1.1392340E+000, 2.0284242E-002, 6.3962126E+001, 6.4901449E+001
 1.7476280E+000, 1.1425414E+000, 1.9715306E-002, 6.3961995E+001, 6.4894450E+001
 1.7494266E+000, 1.1462033E+000, 1.9252456E-002, 6.3961857E+001, 6.4887201E+001
 1.7512253E+000, 1.1503840E+000, 1.7417214E-002, 6.3961738E+001, 6.4879960E+001
 1.7530240E+000, 1.1555374E+000, 1.5889255E-002, 6.3961643E+001, 6.4873004E+001
 1.7548226E+000, 1.1586209E+000, 1.2393177E-002, 6.3868152E+001, 6.4729422E+001
 1.7566213E+000, 1.1646099E+000, 1.2397184E-002, 6.3868427E+001, 6.4726075E+001
 1.7584200E+000, 1.1698719E+000, 1.2085839E-002, 6.3868546E+001, 6.4722741E+001
 1.7602186E+000, 1.1742782E+000, 1.2089589E-002, 6.3868657E+001, 6.4719393E+001
 1.7620173E+000, 1.1790947E+000, 1.1623304E-002, 6.3868782E+001, 6.4716023E+001
 1.7638160E+000, 1.1854119E+000, 1.0736271E-002, 6.3868913E+001, 6.4712871E+001
 1.7656146E+000, 1.1902879E+000, 1.0137834E-002, 6.3869061E+001, 6.4709460E+001
 1.7674133E+000, 1.1952587E+000, 1.0005651E-002, 6.3869233E+001, 6.4706028E+001
 1.7692120E+000, 1.2010351E+000, 9.6790053E-003, 6.3869428E+001, 6.4702574E+001
 1.7710106E+000, 1.2072342E+000, 1.1715855E-002, 6.3787254E+001, 6.4687708E+001
 1.7728093E+000, 1.2120764E+000, 1.1388748E-002, 6.3787681E+001, 6.4681648E+001
 1.7746080E+000, 1.2182115E+000, 1.0278727E-002, 6.3787831E+001, 6.4675506E+001
 1.7764066E+000, 1.2238872E+000, 1.0277849E-002, 6.3788019E+001, 6.4669368E+001
 1.7782053E+000, 1.2279561E+000, 9.8719647E-003, 6.3788225E+001, 6.4663237E+001
 1.7800040E+000, 1.2334503E+000, 9.8741580E-003, 6.3788450E+001, 6.4657348E+001
 1.7818026E+000, 1.2379396E+000, 9.3696648E-003, 6.3788672E+001, 6.4651226E+001
 1.7836013E+000, 1.2425111E+000, 8.5816246E-003, 6.3788914E+001, 6.4645122E+001
 1.7854000E+000, 1.2470438E+000, 7.5740668E-003, 6.3789176E+001, 6.4639263E+001
 1.7871986E+000, 1.2507897E+000, 2.8539654E-003, 6.3649822E+001, 6.4545236E+001
 1.7889973E+000, 1.2542427E+000, 2.8603631E-003, 6.3650511E+001, 6.4540021E+001
 1.7907960E+000, 1.2577333E+000, 2.8690441E-003, 6.3650963E+001, 6.4540403E+001
 1.7925946E+000, 1.2610998E+000, 2.8818721E-003, 6.3651626E+001, 6.4540809E+001
 1.7943933E+000, 1.2644104E+000, 2.8902335E-003, 6.3652071E+001, 6.4541216E+001
 1.7961920E+000, 1.2666143E+000, 2.8990466E-003, 6.3652517E+001, 6.4541623E+001
 1.7979906E+000, 1.2700541E+000, 2.9086474E-003, 6.3652989E+001, 6.4542031E+001
 1.7997893E+000, 1.2721152E+000, 2.9179239E-003, 6.3653455E+001, 6.4542457E+001
 1.8015880E+000, 1.2752985E+000, 2.9277174E-003, 6.3653932E+001, 6.4542868E+001
 1.8033866E+000, 1.2784477E+000, 2.5267477E-003, 6.3511371E+001, 6.4531574E+001
 1.8051853E+000, 1.2821817E+000, 2.5374899E-003, 6.3512258E+001, 6.4532214E+001
 1.8067618E+000, 1.2859380E+000, 2.5494847E-003, 6.3512916E+001, 6.4532756E+001
 1.8083382E+000, 1.2880044E+000, 2.5582793E-003, 6.3513365E+001, 6.4533270E+001
 1.8099146E+000, 1.2908739E+000, 2.5676224E-003, 6.3513829E+001, 6.4533781E+001
 1.8114911E+000, 1.2940057E+000, 2.5769507E-003, 6.3514305E+001, 6.4534289E+001
 1.8130675E+000, 1.2974944E+000, 2.5898542E-003, 6.3514968E+001, 6.4534796E+001
 1.8146440E+000, 1.3000178E+000, 2.5998380E-003, 6.3515458E+001, 6.4535303E+001
 1.8162204E+000, 1.3038767E+000, 2.6101923E-003, 6.3515966E+001, 6.4535807E+001
 1.8177968E+000, 1.3072960E+000, 2.2988426E-003, 6.3369293E+001, 6.4547949E+001
 1.8193733E+000, 1.3114347E+000, 2.3185990E-003, 6.3370192E+001, 6.4548369E+001
 1.8209497E+000, 1.3152377E+000, 2.3295098E-003, 6.3370746E+001, 6.4548384E+001
 1.8225262E+000, 1.3193003E+000, 2.3409964E-003, 6.3371475E+001, 6.4548304E+001
 1.8241026E+000, 1.3238638E+000, 2.3497177E-003, 6.3372033E+001, 6.4548217E+001
 1.8256791E+000, 1.3294132E+000, 2.3615698E-003, 6.3372775E+001, 6.4548146E+001
 1.8272555E+000, 1.3341112E+000, 2.3713990E-003, 6.3373357E+001, 6.4548091E+001
 1.8289896E+000, 1.3412599E+000, 2.3827978E-003, 6.3373980E+001, 6.4548070E+001
 1.8307237E+000, 1.3497639E+000, 2.3978154E-003, 6.3374839E+001, 6.4548027E+001
 1.8324577E+000, 1.3570782E+000, 2.1359265E-003, 6.3257510E+001, 6.4545438E+001
 1.8341918E+000, 1.3662390E+000, 2.1539416E-003, 6.3258692E+001, 6.4545789E+001
 1.8359259E+000, 1.3762533E+000, 2.1671914E-003, 6.3259356E+001, 6.4546059E+001
 1.8376600E+000, 1.3859525E+000, 2.1846090E-003, 6.3260249E+001, 6.4546294E+001
 1.8393941E+000, 1.3962683E+000, 2.1976936E-003, 6.3260904E+001, 6.4546499E+001
 1.8411282E+000, 1.4070799E+000, 2.2115483E-003, 6.3261611E+001, 6.4546686E+001
 1.8428623E+000, 1.4191989E+000, 2.2284364E-003, 6.3262493E+001, 6.4546829E+001
 1.8445963E+000, 1.4309070E+000, 2.2414782E-003, 6.3263181E+001, 6.4546944E+001
 1.8463304E+000, 1.4442214E+000, 2.2580900E-003, 6.3264079E+001, 6.4547032E+001
 1.8480645E+000, 1.4570896E+000, 3.2580542E-003, 6.3209361E+001, 6.4602225E+001
 1.8497986E+000, 1.4704934E+000, 3.2772646E-003, 6.3210203E+001, 6.4601810E+001
 1.8515327E+000, 1.4841032E+000, 3.2830416E-003, 6.3211077E+001, 6.4595600E+001
 1.8532668E+000, 1.4972548E+000, 3.2860783E-003, 6.3211761E+001, 6.4589315E+001
 1.8550009E+000, 1.5117962E+000, 3.2927305E-003, 6.3212446E+001, 6.4583366E+001
 1.8567349E+000, 1.5257457E+000, 3.3051810E-003, 6.3213329E+001, 6.4577187E+001
 1.8584690E+000, 1.5395236E+000, 3.3142731E-003, 6.3213987E+001, 6.4571010E+001
 1.8602031E+000, 1.5540738E+000, 3.3242219E-003, 6.3214701E+001, 6.4565059E+001
 1.8619372E+000, 1.5689417E+000, 3.3380298E-003, 6.3215577E+001, 6.4558881E+001
 1.8636713E+000, 1.5840555E+000, 4.8423549E-003, 6.3148098E+001, 6.4649035E+001
 1.8654054E+000, 1.5979477E+000, 4.8561961E-003, 6.3149164E+001, 6.4642591E+001
 1.8669611E+000, 1.6106333E+000, 4.8665304E-003, 6.3149749E+001, 6.4636669E+001
 1.8685167E+000, 1.6211724E+000, 4.8763255E-003, 6.3150343E+001, 6.4631110E+001
 1.8700724E+000, 1.6331168E+000, 4.8891791E-003, 6.3151106E+001, 6.4625547E+001
 1.8716281E+000, 1.6470129E+000, 4.3921367E-003, 6.3151687E+001, 6.4620212E+001
 1.8731838E+000, 1.6597349E+000, 4.3733214E-003, 6.3152441E+001, 6.4614647E+001
 1.8747395E+000, 1.6728027E+000, 4.3822519E-003, 6.3153029E+001, 6.4609082E+001
 1.8762951E+000, 1.6869467E+000, 4.3952549E-003, 6.3153807E+001, 6.4603515E+001
 1.8778508E+000, 1.7013917E+000, 5.9635145E-003, 6.3149859E+001, 6.4688557E+001
 1.8794065E+000, 1.7137480E+000, 5.9754292E-003, 6.3150632E+001, 6.4682706E+001
 1.8809622E+000, 1.7277489E+000, 5.5123753E-003, 6.3151176E+001, 6.4677096E+001
 1.8825179E+000, 1.7420717E+000, 5.0775181E-003, 6.3151751E+001, 6.4671489E+001
 1.8840735E+000, 1.7560329E+000, 4.9970381E-003, 6.3152474E+001, 6.4666150E+001
 1.8856292E+000, 1.7705934E+000, 5.0019128E-003, 6.3153050E+001, 6.4660515E+001
 1.8871849E+000, 1.7849469E+000, 5.0165166E-003, 6.3153801E+001, 6.4654958E+001
 1.8887406E+000, 1.7995801E+000, 5.0259103E-003, 6.3154371E+001, 6.4649400E+001
 1.8902963E+000, 1.8154801E+000, 5.0357398E-003, 6.3154955E+001, 6.4644077E+001
 1.8918519E+000, 1.8321001E+000, 8.2766005E-003, 6.3174579E+001, 6.4779082E+001
 1.8934076E+000, 1.8487990E+000, 8.2841805E-003, 6.3175071E+001, 6.4773003E+001
 1.8949633E+000, 1.8652995E+000, 8.2981946E-003, 6.3175730E+001, 6.4767330E+001
 1.8965190E+000, 1.8825248E+000, 8.3069562E-003, 6.3176213E+001, 6.4761658E+001
 1.8980747E+000, 1.9000079E+000, 8.3160660E-003, 6.3176710E+001, 6.4756225E+001
 1.8996303E+000, 1.9181059E+000, 8.3296171E-003, 6.3177355E+001, 6.4750563E+001
 1.9011860E+000, 1.9368212E+000, 8.3384412E-003, 6.3177831E+001, 6.4744906E+001
 1.9027417E+000, 1.9557165E+000, 8.3471270E-003, 6.3178315E+001, 6.4739255E+001
 1.9042974E+000, 1.9754021E+000, 8.3605812E-003, 6.3178961E+001, 6.4733840E+001
 1.9058531E+000, 1.9949227E+000, 1.0500440E-002, 6.3222842E+001, 6.4870271E+001
 1.9074087E+000, 2.0154426E+000, 1.0513822E-002, 6.3223356E+001, 6.4864249E+001
 1.9089644E+000, 2.0359483E+000, 1.0522385E-002, 6.3223766E+001, 6.4858763E+001
 1.9105201E+000, 2.0579333E+000, 1.0537592E-002, 6.3224339E+001, 6.4853118E+001
 1.9120758E+000, 2.0795611E+000, 1.0545267E-002, 6.3224752E+001, 6.4847470E+001
 1.9136314E+000, 2.1026821E+000, 1.0090351E-002, 6.3225168E+001, 6.4841818E+001
 1.9151871E+000, 2.1261125E+000, 1.0105646E-002, 6.3225756E+001, 6.4836404E+001
 1.9167428E+000, 2.1498028E+000, 9.6400598E-003, 6.3226158E+001, 6.4830749E+001
 1.9182985E+000, 2.1736830E+000, 9.1101302E-003, 6.3226588E+001, 6.4825089E+001
 1.9198542E+000, 2.1988826E+000, 1.0786157E-002, 6.3247108E+001, 6.4871327E+001
 1.9214098E+000, 2.2238913E+000, 1.0790718E-002, 6.3247464E+001, 6.4865513E+001
 1.9229655E+000, 2.2493596E+000, 1.0803248E-002, 6.3248028E+001, 6.4859641E+001
 1.9245212E+000, 2.2748295E+000, 1.0808284E-002, 6.3248416E+001, 6.4853781E+001
 1.9260769E+000, 2.3007272E+000, 1.0446674E-002, 6.3248813E+001, 6.4847932E+001
 1.9276326E+000, 2.3268987E+000, 9.8334760E-003, 6.3249387E+001, 6.4842326E+001
 1.9291882E+000, 2.3523604E+000, 9.8146961E-003, 6.3249791E+001, 6.4836560E+001
 1.9307439E+000, 2.3782473E+000, 9.8293606E-003, 6.3250382E+001, 6.4830802E+001
 1.9322996E+000, 2.4041788E+000, 9.8377730E-003, 6.3250793E+001, 6.4825332E+001
 1.9338553E+000, 2.4306451E+000, 1.1417237E-002, 6.3236793E+001, 6.4895941E+001
 1.9354110E+000, 2.4560782E+000, 1.1430621E-002, 6.3237413E+001, 6.4889956E+001
 1.9369666E+000, 2.4814358E+000, 1.1433749E-002, 6.3237789E+001, 6.4884121E+001
 1.9385223E+000, 2.5058685E+000, 1.0938128E-002, 6.3238176E+001, 6.4878532E+001
 1.9400780E+000, 2.5285163E+000, 1.0922721E-002, 6.3238754E+001, 6.4872715E+001
 1.9416337E+000, 2.5535751E+000, 1.0927033E-002, 6.3239132E+001, 6.4866912E+001
 1.9431894E+000, 2.5713939E+000, 1.0403983E-002, 6.3239526E+001, 6.4861121E+001
