,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
183,36.6,792.06,0.0003,0.0271,0.0043,0.0047,0.058,0.749,0.1565,427.9252,0.475,1.309,-0.002,2.4313,0.0389
184,36.8,789.43,0.0002,0.0269,0.0042,0.0045,0.0576,0.7494,0.1568,426.1572,0.4754,1.305,-0.0018,2.4328,0.0384
185,37.0,786.79,0.0002,0.0268,0.0041,0.0044,0.0572,0.7498,0.1572,424.3819,0.4757,1.301,-0.0015,2.4343,0.0379
186,37.2,784.16,0.0002,0.0266,0.004,0.0043,0.0569,0.7501,0.1576,422.6346,0.476,1.2977,-0.0019,2.4353,0.0375
187,37.4,781.52,0.0002,0.0265,0.0039,0.0042,0.0565,0.7505,0.1579,420.88,0.4762,1.2944,-0.0022,2.4363,0.0371
188,37.6,778.88,0.0002,0.0263,0.0038,0.0041,0.0561,0.7509,0.1583,419.1062,0.4765,1.2912,-0.0025,2.4373,0.0367
189,37.8,776.24,0.0002,0.0262,0.0037,0.004,0.0558,0.7513,0.1587,417.3368,0.4768,1.2879,-0.0028,2.4383,0.0364
190,38.0,773.61,0.0002,0.026,0.0036,0.0039,0.0554,0.7516,0.159,415.5599,0.477,1.2846,-0.0031,2.4393,0.036
191,38.2,771.19,0.0002,0.0259,0.0035,0.0038,0.055,0.752,0.1594,413.9082,0.4777,1.2811,-0.0035,2.4409,0.0359
192,38.4,768.78,0.0002,0.0258,0.0034,0.0037,0.0547,0.7523,0.1597,412.2621,0.4783,1.2776,-0.004,2.4424,0.0359
193,38.6,766.37,0.0002,0.0256,0.0034,0.0036,0.0544,0.7526,0.16,410.5971,0.479,1.274,-0.0044,2.444,0.0358
194,38.8,763.96,0.0001,0.0255,0.0033,0.0035,0.054,0.753,0.1603,408.9254,0.4796,1.2705,-0.0048,2.4455,0.0357
195,39.0,761.55,0.0001,0.0254,0.0032,0.0034,0.0537,0.7533,0.1606,407.2469,0.4803,1.267,-0.0052,2.4471,0.0356
196,39.2,759.38,0.0001,0.0252,0.0031,0.0033,0.0534,0.7536,0.1609,405.6969,0.4807,1.2636,-0.0055,2.4486,0.0347
197,39.4,757.2,0.0001,0.0251,0.0031,0.0033,0.0531,0.7539,0.1612,404.1534,0.4812,1.2602,-0.0057,2.45,0.0337
198,39.6,755.03,0.0001,0.025,0.003,0.0032,0.0528,0.7542,0.1615,402.5916,0.4817,1.2568,-0.0059,2.4515,0.0327
199,39.8,752.85,0.0001,0.0249,0.003,0.0031,0.0525,0.7544,0.1618,401.0237,0.4822,1.2534,-0.0061,2.453,0.0317
200,40.0,750.67,0.0001,0.0248,0.0029,0.003,0.0522,0.7547,0.1621,399.4496,0.4826,1.25,-0.0063,2.4545,0.0307
201,40.2,748.79,0.0001,0.0247,0.0028,0.003,0.0519,0.755,0.1623,397.995,0.4832,1.2473,-0.0069,2.455,0.0297
202,40.4,746.91,0.0001,0.0245,0.0028,0.0029,0.0517,0.7552,0.1626,396.535,0.4837,1.2446,-0.0075,2.4555,0.0287
203,40.6,745.02,0.0001,0.0244,0.0027,0.0028,0.0514,0.7555,0.1628,395.0696,0.4842,1.242,-0.0081,2.456,0.0278
204,40.8,743.14,0.0001,0.0243,0.0027,0.0028,0.0512,0.7557,0.1631,393.5988,0.4847,1.2393,-0.0087,2.4565,0.0268
205,41.0,741.25,0.0001,0.0242,0.0026,0.0027,0.0509,0.756,0.1633,392.1224,0.4852,1.2366,-0.0093,2.457,0.0258
206,41.2,739.48,0.0001,0.0241,0.0025,0.0026,0.0507,0.7562,0.1635,390.8197,0.4857,1.2343,-0.0096,2.4581,0.025
207,41.4,737.7,0.0001,0.024,0.0025,0.0026,0.0504,0.7564,0.1638,389.5254,0.4861,1.232,-0.0099,2.4592,0.0242
208,41.6,735.92,0.0001,0.0239,0.0024,0.0025,0.0502,0.7566,0.164,388.2139,0.4866,1.2297,-0.0103,2.4603,0.0234
209,41.8,734.14,0.0001,0.0238,0.0024,0.0025,0.05,0.7569,0.1642,386.8979,0.4871,1.2274,-0.0106,2.4614,0.0227
210,42.0,732.37,0.0001,0.0237,0.0023,0.0024,0.0497,0.7571,0.1645,385.5905,0.4876,1.2251,-0.0109,2.4625,0.0219
211,42.2,730.71,0.0001,0.0236,0.0023,0.0024,0.0495,0.7573,0.1647,384.3696,0.4875,1.2225,-0.0115,2.463,0.022
212,42.4,729.06,0.0001,0.0236,0.0023,0.0023,0.0493,0.7575,0.1649,383.1318,0.4875,1.2198,-0.0122,2.4635,0.0221
213,42.6,727.4,0.0001,0.0235,0.0022,0.0023,0.049,0.7577,0.1651,381.9031,0.4875,1.2171,-0.0128,2.464,0.0222
214,42.8,725.75,0.0001,0.0234,0.0022,0.0022,0.0488,0.7579,0.1653,380.6705,0.4875,1.2145,-0.0134,2.4644,0.0223
215,43.0,724.09,0.0001,0.0233,0.0021,0.0022,0.0486,0.7581,0.1655,379.4338,0.4875,1.2118,-0.014,2.4649,0.0224
216,43.2,722.58,0.0001,0.0232,0.0021,0.0021,0.0484,0.7583,0.1657,378.1931,0.4871,1.2096,-0.0143,2.4664,0.022
217,43.4,721.08,0.0001,0.0231,0.002,0.0021,0.0482,0.7585,0.1659,376.9615,0.4867,1.2074,-0.0146,2.4679,0.0215
218,43.6,719.57,0.0001,0.023,0.002,0.002,0.048,0.7587,0.1661,375.7127,0.4863,1.2052,-0.0149,2.4694,0.021
219,43.8,718.06,0.0001,0.0229,0.002,0.002,0.0478,0.7589,0.1663,374.473,0.4859,1.203,-0.0152,2.4709,0.0205
220,44.0,716.55,0.0,0.0229,0.0019,0.0019,0.0476,0.759,0.1665,373.2158,0.4855,1.2007,-0.0155,2.4724,0.02
221,44.2,714.99,0.0,0.0228,0.0019,0.0019,0.0474,0.7592,0.1667,371.9409,0.4855,1.1984,-0.0159,2.4738,0.0201
222,44.4,713.43,0.0,0.0227,0.0018,0.0019,0.0472,0.7594,0.1669,370.6616,0.4855,1.1961,-0.0164,2.4752,0.0202
223,44.6,711.87,0.0,0.0226,0.0018,0.0018,0.047,0.7596,0.1671,369.3779,0.4856,1.1938,-0.0168,2.4766,0.0202
224,44.8,710.31,0.0,0.0225,0.0018,0.0018,0.0467,0.7598,0.1673,368.0897,0.4856,1.1915,-0.0172,2.4779,0.0203
225,45.0,708.75,0.0,0.0224,0.0017,0.0017,0.0465,0.7599,0.1675,366.7969,0.4856,1.1891,-0.0177,2.4793,0.0204
226,45.2,707.31,0.0,0.0223,0.0017,0.0017,0.0463,0.7601,0.1676,365.5954,0.4855,1.1869,-0.018,2.4809,0.0205
227,45.4,705.86,0.0,0.0223,0.0017,0.0017,0.0462,0.7602,0.1678,364.4036,0.4853,1.1847,-0.0184,2.4825,0.0206
228,45.6,704.41,0.0,0.0222,0.0017,0.0016,0.046,0.7604,0.168,363.1942,0.4852,1.1824,-0.0187,2.4841,0.0207
229,45.8,702.97,0.0,0.0221,0.0016,0.0016,0.0458,0.7606,0.1682,361.9807,0.485,1.1801,-0.0191,2.4857,0.0208
230,46.0,701.52,0.0,0.022,0.0016,0.0016,0.0456,0.7607,0.1684,360.7631,0.4848,1.1779,-0.0195,2.4873,0.0209
231,46.2,700.27,0.0,0.0219,0.0016,0.0016,0.0454,0.7609,0.1685,359.7082,0.485,1.1755,-0.0199,2.4894,0.0215
232,46.4,699.01,0.0,0.0219,0.0015,0.0015,0.0453,0.761,0.1687,358.6642,0.4852,1.1731,-0.0203,2.4915,0.0222
233,46.6,697.76,0.0,0.0218,0.0015,0.0015,0.0451,0.7612,0.1688,357.6031,0.4853,1.1707,-0.0207,2.4936,0.0229
234,46.8,696.5,0.0,0.0217,0.0015,0.0015,0.0449,0.7613,0.169,356.5389,0.4855,1.1683,-0.0211,2.4957,0.0235
235,47.0,695.25,0.0,0.0217,0.0015,0.0014,0.0448,0.7614,0.1691,355.4715,0.4857,1.1659,-0.0215,2.4977,0.0242
236,47.2,693.93,0.0,0.0216,0.0014,0.0014,0.0446,0.7616,0.1693,354.4573,0.4855,1.1649,-0.0217,2.4989,0.024
237,47.4,692.61,0.0,0.0215,0.0014,0.0014,0.0444,0.7617,0.1694,353.4261,0.4854,1.164,-0.022,2.5001,0.0238
238,47.6,691.29,0.0,0.0214,0.0014,0.0014,0.0443,0.7618,0.1696,352.3918,0.4852,1.163,-0.0222,2.5013,0.0236
239,47.8,689.97,0.0,0.0214,0.0014,0.0013,0.0441,0.762,0.1698,351.3545,0.485,1.1621,-0.0224,2.5025,0.0234
240,48.0,688.65,0.0,0.0213,0.0013,0.0013,0.0439,0.7621,0.1699,350.3284,0.4849,1.1611,-0.0227,2.5037,0.0232
241,48.2,687.22,0.0,0.0212,0.0013,0.0013,0.0437,0.7623,0.1701,349.3852,0.4849,1.1592,-0.0229,2.5061,0.0228
242,48.4,685.78,0.0,0.0211,0.0013,0.0012,0.0436,0.7624,0.1703,348.4394,0.485,1.1573,-0.0231,2.5085,0.0224
243,48.6,684.35,0.0,0.021,0.0013,0.0012,0.0434,0.7625,0.1704,347.491,0.485,1.1554,-0.0233,2.5109,0.0219
244,48.8,682.91,0.0,0.021,0.0012,0.0012,0.0432,0.7627,0.1706,346.54,0.4851,1.1535,-0.0235,2.5133,0.0215
245,49.0,681.48,0.0,0.0209,0.0012,0.0012,0.043,0.7628,0.1708,345.5865,0.4851,1.1516,-0.0237,2.5158,0.0211
246,49.2,680.05,0.0,0.0208,0.0012,0.0012,0.0428,0.763,0.1709,344.8188,0.4857,1.15,-0.0239,2.5177,0.0212
247,49.4,678.61,0.0,0.0207,0.0012,0.0011,0.0427,0.7631,0.1711,344.0349,0.4863,1.1484,-0.0242,2.5197,0.0212
248,49.6,677.18,0.0,0.0206,0.0012,0.0011,0.0425,0.7632,0.1713,343.2637,0.4869,1.1468,-0.0244,2.5217,0.0213
249,49.8,675.75,0.0,0.0206,0.0012,0.0011,0.0423,0.7634,0.1714,342.4763,0.4875,1.1453,-0.0246,2.5237,0.0214
250,50.0,674.31,0.0,0.0205,0.0011,0.0011,0.0421,0.7635,0.1716,341.7016,0.4881,1.1436,-0.0248,2.5257,0.0215
251,50.2,672.87,0.0,0.0204,0.0011,0.0011,0.042,0.7636,0.1718,340.9692,0.4885,1.1434,-0.0245,2.5275,0.0209
252,50.4,671.44,0.0,0.0203,0.0011,0.001,0.0418,0.7638,0.1719,340.2205,0.4889,1.1432,-0.0242,2.5293,0.0203
253,50.6,670.0,0.0,0.0202,0.0011,0.001,0.0416,0.7639,0.1721,339.4849,0.4892,1.143,-0.0238,2.5311,0.0197
254,50.8,668.56,0.0,0.0202,0.0011,0.001,0.0414,0.764,0.1722,338.7329,0.4896,1.1428,-0.0235,2.5328,0.0191
255,51.0,667.12,0.0,0.0201,0.001,0.001,0.0412,0.7642,0.1724,337.9941,0.49,1.1425,-0.0232,2.5346,0.0185
256,51.2,665.76,0.0,0.02,0.001,0.001,0.0411,0.7643,0.1726,337.1646,0.4903,1.1414,-0.0234,2.5364,0.0181
257,51.4,664.4,0.0,0.0199,0.001,0.0009,0.0409,0.7644,0.1727,336.3332,0.4905,1.1403,-0.0236,2.5382,0.0178
258,51.6,663.04,0.0,0.0199,0.001,0.0009,0.0407,0.7645,0.1729,335.4996,0.4907,1.1391,-0.0238,2.54,0.0174
259,51.8,661.68,0.0,0.0198,0.001,0.0009,0.0406,0.7647,0.173,334.664,0.491,1.138,-0.024,2.5418,0.017
260,52.0,660.32,0.0,0.0197,0.001,0.0009,0.0404,0.7648,0.1732,333.8263,0.4912,1.1368,-0.0242,2.5436,0.0166
261,52.2,659.03,0.0,0.0196,0.0009,0.0009,0.0402,0.7649,0.1733,332.9565,0.4911,1.1366,-0.0244,2.5453,0.0163
262,52.4,657.74,0.0,0.0196,0.0009,0.0009,0.0401,0.765,0.1735,332.0994,0.491,1.1363,-0.0246,2.547,0.016
263,52.6,656.46,0.0,0.0195,0.0009,0.0008,0.0399,0.7651,0.1736,331.2401,0.4908,1.136,-0.0248,2.5488,0.0156
264,52.8,655.17,0.0,0.0194,0.0009,0.0008,0.0398,0.7652,0.1738,330.3786,0.4907,1.1358,-0.025,2.5505,0.0153
265,53.0,653.88,0.0,0.0193,0.0009,0.0008,0.0396,0.7654,0.1739,329.5148,0.4906,1.1355,-0.0252,2.5523,0.015
266,53.2,652.73,0.0,0.0193,0.0009,0.0008,0.0395,0.7655,0.174,328.74,0.491,1.1349,-0.0251,2.554,0.0138
267,53.4,651.58,0.0,0.0192,0.0008,0.0008,0.0393,0.7656,0.1742,327.9634,0.4914,1.1343,-0.0251,2.5557,0.0126
268,53.6,650.43,0.0,0.0192,0.0008,0.0008,0.0392,0.7657,0.1743,327.185,0.4917,1.1337,-0.025,2.5574,0.0113
269,53.8,649.28,0.0,0.0191,0.0008,0.0008,0.039,0.7658,0.1744,326.4047,0.4921,1.1331,-0.0249,2.5591,0.0101
270,54.0,648.12,0.0,0.019,0.0008,0.0008,0.0389,0.7659,0.1746,325.6225,0.4925,1.1325,-0.0249,2.5608,0.0089
271,54.2,647.11,0.0,0.019,0.0008,0.0007,0.0388,0.766,0.1747,324.8846,0.4925,1.1323,-0.0247,2.563,0.0074
272,54.4,646.1,0.0,0.0189,0.0008,0.0007,0.0386,0.766,0.1748,324.1605,0.4926,1.132,-0.0246,2.5653,0.0058
273,54.6,645.09,0.0,0.0189,0.0008,0.0007,0.0385,0.7661,0.1749,323.4347,0.4927,1.1318,-0.0245,2.5675,0.0043
274,54.8,644.08,0.0,0.0188,0.0008,0.0007,0.0384,0.7662,0.175,322.6918,0.4927,1.1316,-0.0243,2.5698,0.0028
275,55.0,643.07,0.0,0.0187,0.0008,0.0007,0.0383,0.7663,0.1751,321.9627,0.4928,1.1314,-0.0242,2.5721,0.0013
276,55.2,642.08,0.0,0.0187,0.0008,0.0007,0.0381,0.7664,0.1752,321.2476,0.493,1.131,-0.0246,2.5745,0.0014
277,55.4,641.09,0.0,0.0186,0.0007,0.0007,0.038,0.7665,0.1754,320.5308,0.4931,1.1306,-0.025,2.5769,0.0015
278,55.6,640.1,0.0,0.0186,0.0007,0.0007,0.0379,0.7665,0.1755,319.7968,0.4933,1.1303,-0.0254,2.5793,0.0017
279,55.8,639.11,0.0,0.0185,0.0007,0.0007,0.0378,0.7666,0.1756,319.0768,0.4935,1.1299,-0.0258,2.5817,0.0018
280,56.0,638.12,0.0,0.0185,0.0007,0.0007,0.0377,0.7667,0.1757,318.3551,0.4937,1.1296,-0.0262,2.5841,0.002
281,56.2,637.08,0.0,0.0184,0.0007,0.0007,0.0375,0.7668,0.1758,317.6633,0.4941,1.1296,-0.0262,2.5859,0.0007
282,56.4,636.03,0.0,0.0183,0.0007,0.0007,0.0374,0.7669,0.1759,316.97,0.4945,1.1297,-0.0261,2.5877,-0.0006
283,56.6,634.99,0.0,0.0183,0.0007,0.0007,0.0373,0.767,0.176,316.291,0.4949,1.1298,-0.026,2.5895,-0.0018
284,56.8,633.94,0.0,0.0182,0.0007,0.0007,0.0372,0.767,0.1761,315.5899,0.4954,1.1299,-0.026,2.5914,-0.0031
285,57.0,632.9,0.0,0.0182,0.0007,0.0007,0.037,0.7671,0.1762,314.8952,0.4958,1.13,-0.0259,2.5932,-0.0043
286,57.2,631.82,0.0,0.0181,0.0007,0.0007,0.0369,0.7672,0.1764,314.2276,0.4963,1.1296,-0.0261,2.5955,-0.0046
287,57.4,630.74,0.0,0.018,0.0007,0.0007,0.0368,0.7673,0.1765,313.5586,0.4969,1.1293,-0.0262,2.5978,-0.0049
288,57.6,629.66,0.0,0.018,0.0007,0.0007,0.0366,0.7674,0.1766,312.8882,0.4975,1.129,-0.0263,2.6001,-0.0051
289,57.8,628.58,0.0,0.0179,0.0007,0.0007,0.0365,0.7674,0.1767,312.2179,0.498,1.1287,-0.0265,2.6024,-0.0054
290,58.0,627.5,0.0,0.0179,0.0007,0.0006,0.0364,0.7675,0.1768,311.5445,0.4986,1.1285,-0.0266,2.6048,-0.0056
291,58.2,626.42,0.0,0.0178,0.0007,0.0006,0.0363,0.7676,0.177,310.918,0.4994,1.1282,-0.0267,2.6066,-0.0057
292,58.4,625.33,0.0,0.0177,0.0007,0.0006,0.0361,0.7677,0.1771,310.2902,0.5002,1.128,-0.0269,2.6085,-0.0058
293,58.6,624.25,0.0,0.0177,0.0007,0.0006,0.036,0.7678,0.1772,309.6611,0.501,1.1278,-0.027,2.6104,-0.0059
294,58.8,623.17,0.0,0.0176,0.0006,0.0006,0.0359,0.7679,0.1773,309.0324,0.5018,1.1276,-0.0271,2.6122,-0.006
295,59.0,622.09,0.0,0.0176,0.0006,0.0006,0.0357,0.7679,0.1774,308.4007,0.5027,1.1273,-0.0272,2.6141,-0.0061
296,59.2,621.07,0.0,0.0175,0.0006,0.0006,0.0356,0.768,0.1775,307.7402,0.503,1.1263,-0.0271,2.6164,-0.0068
297,59.4,620.04,0.0,0.0174,0.0006,0.0006,0.0355,0.7681,0.1776,307.0765,0.5033,1.1252,-0.027,2.6187,-0.0074
298,59.6,619.02,0.0,0.0174,0.0006,0.0006,0.0354,0.7682,0.1778,306.4131,0.5036,1.1241,-0.0269,2.621,-0.0081
299,59.8,617.99,0.0,0.0173,0.0006,0.0006,0.0352,0.7683,0.1779,305.7483,0.5039,1.123,-0.0268,2.6233,-0.0087
300,60.0,616.97,0.0,0.0173,0.0006,0.0006,0.0351,0.7684,0.178,305.082,0.5042,1.1219,-0.0267,2.6256,-0.0094
301,60.2,615.91,0.0,0.0172,0.0006,0.0006,0.035,0.7684,0.1781,304.3961,0.5042,1.1215,-0.0269,2.6272,-0.0094
302,60.4,614.86,0.0,0.0171,0.0006,0.0006,0.0349,0.7685,0.1782,303.7087,0.5042,1.1211,-0.0271,2.6288,-0.0095
303,60.6,613.81,0.0,0.0171,0.0006,0.0006,0.0347,0.7686,0.1784,303.0182,0.5042,1.1207,-0.0273,2.6305,-0.0095
304,60.8,612.76,0.0,0.017,0.0006,0.0006,0.0346,0.7687,0.1785,302.3276,0.5042,1.1203,-0.0275,2.6321,-0.0096
305,61.0,611.71,0.0,0.017,0.0006,0.0006,0.0345,0.7688,0.1786,301.6355,0.5042,1.1199,-0.0277,2.6337,-0.0096
306,61.2,610.7,0.0,0.0169,0.0006,0.0005,0.0344,0.7689,0.1787,300.9917,0.5045,1.1185,-0.0271,2.6355,-0.0096
307,61.4,609.7,0.0,0.0169,0.0005,0.0005,0.0342,0.769,0.1788,300.3465,0.5048,1.117,-0.0266,2.6373,-0.0095
308,61.6,608.69,0.0,0.0168,0.0005,0.0005,0.0341,0.769,0.1789,299.6998,0.5052,1.1156,-0.0261,2.6392,-0.0095
309,61.8,607.69,0.0,0.0167,0.0005,0.0005,0.034,0.7691,0.179,299.0518,0.5055,1.1142,-0.0256,2.641,-0.0094
310,62.0,606.68,0.0,0.0167,0.0005,0.0005,0.0339,0.7692,0.1791,298.4024,0.5058,1.1127,-0.0251,2.6428,-0.0094
311,62.2,605.89,0.0,0.0166,0.0005,0.0005,0.0338,0.7693,0.1792,297.807,0.5062,1.1117,-0.0245,2.6449,-0.0099
312,62.4,605.11,0.0,0.0166,0.0005,0.0005,0.0337,0.7693,0.1793,297.2154,0.5065,1.1106,-0.024,2.6471,-0.0104
313,62.6,604.32,0.0,0.0165,0.0005,0.0005,0.0336,0.7694,0.1794,296.621,0.5069,1.1096,-0.0235,2.6492,-0.0109
314,62.8,603.54,0.0,0.0165,0.0005,0.0005,0.0335,0.7695,0.1795,296.027,0.5073,1.1086,-0.023,2.6513,-0.0115
315,63.0,602.76,0.0,0.0165,0.0005,0.0005,0.0334,0.7695,0.1796,295.4302,0.5077,1.1075,-0.0225,2.6535,-0.012
316,63.2,601.99,0.0,0.0164,0.0005,0.0005,0.0333,0.7696,0.1797,294.8339,0.5078,1.1068,-0.0222,2.6548,-0.0119
317,63.4,601.22,0.0,0.0164,0.0005,0.0005,0.0332,0.7697,0.1798,294.2363,0.5077,1.1062,-0.0221,2.6557,-0.0115
318,63.6,600.46,0.0,0.0163,0.0005,0.0005,0.0331,0.7697,0.1798,293.6375,0.5077,1.1056,-0.022,2.6566,-0.011
319,63.8,599.7,0.0,0.0163,0.0005,0.0005,0.033,0.7698,0.1799,293.0375,0.5077,1.105,-0.0219,2.6575,-0.0106
320,64.0,598.94,0.0,0.0162,0.0005,0.0004,0.0329,0.7699,0.18,292.4363,0.5076,1.1044,-0.0217,2.6584,-0.0102
321,64.2,598.17,0.0,0.0162,0.0005,0.0004,0.0328,0.7699,0.1801,291.8339,0.5076,1.1038,-0.0216,2.6593,-0.0097
322,64.4,597.34,0.0,0.0161,0.0004,0.0004,0.0327,0.77,0.1802,291.2662,0.5077,1.103,-0.0216,2.6601,-0.0092
323,64.6,596.5,0.0,0.0161,0.0004,0.0004,0.0326,0.7701,0.1803,290.6957,0.5078,1.1021,-0.0215,2.6608,-0.0086
324,64.8,595.67,0.0,0.0161,0.0004,0.0004,0.0325,0.7701,0.1804,290.1258,0.508,1.1012,-0.0215,2.6615,-0.0081
325,65.0,594.83,0.0,0.016,0.0004,0.0004,0.0324,0.7702,0.1805,289.5531,0.5081,1.1004,-0.0214,2.6622,-0.0075
326,65.2,593.99,0.0,0.016,0.0004,0.0004,0.0323,0.7703,0.1806,288.9792,0.5082,1.0995,-0.0213,2.663,-0.007
327,65.4,593.17,0.0,0.0159,0.0004,0.0004,0.0322,0.7703,0.1806,288.4025,0.5084,1.0986,-0.0213,2.6637,-0.0065
328,65.6,592.48,0.0,0.0159,0.0004,0.0004,0.0321,0.7704,0.1807,287.7864,0.509,1.0972,-0.0211,2.665,-0.0063
329,65.8,591.78,0.0,0.0158,0.0004,0.0004,0.0321,0.7705,0.1808,287.1689,0.5096,1.0958,-0.0209,2.6663,-0.0062
330,66.0,591.09,0.0,0.0158,0.0004,0.0004,0.032,0.7705,0.1809,286.5502,0.5102,1.0944,-0.0208,2.6676,-0.0061
331,66.2,590.4,0.0,0.0158,0.0004,0.0004,0.0319,0.7706,0.181,285.9301,0.5108,1.093,-0.0206,2.669,-0.006
332,66.4,589.7,0.0,0.0157,0.0004,0.0004,0.0318,0.7706,0.181,285.3086,0.5113,1.0916,-0.0204,2.6703,-0.0059
333,66.6,589.01,0.0,0.0157,0.0004,0.0004,0.0317,0.7707,0.1811,284.6858,0.5119,1.0902,-0.0203,2.6716,-0.0057
334,66.8,588.32,0.0,0.0156,0.0004,0.0004,0.0316,0.7708,0.1812,283.8767,0.5125,1.09,-0.0199,2.6725,-0.0053
335,67.0,587.64,0.0,0.0156,0.0004,0.0003,0.0315,0.7708,0.1813,283.0318,0.5131,1.09,-0.0195,2.6735,-0.0049
336,67.2,586.95,0.0,0.0156,0.0003,0.0003,0.0315,0.7709,0.1814,282.1843,0.5137,1.09,-0.0191,2.6744,-0.0044
337,67.4,586.27,0.0,0.0155,0.0003,0.0003,0.0314,0.771,0.1814,281.3343,0.5142,1.0901,-0.0187,2.6753,-0.0039
338,67.6,585.58,0.0,0.0155,0.0003,0.0003,0.0313,0.771,0.1815,280.4817,0.5148,1.0901,-0.0183,2.6762,-0.0035
339,67.8,584.89,0.0,0.0154,0.0003,0.0003,0.0312,0.7711,0.1816,279.6265,0.5154,1.0901,-0.0178,2.6771,-0.003
340,68.0,584.16,0.0,0.0154,0.0003,0.0003,0.0311,0.7712,0.1817,278.7311,0.516,1.09,-0.0174,2.6781,-0.0028
341,68.2,583.27,0.0,0.0153,0.0003,0.0003,0.031,0.7712,0.1818,277.7373,0.517,1.0894,-0.017,2.6792,-0.003
342,68.4,582.39,0.0,0.0153,0.0003,0.0003,0.0309,0.7713,0.1819,276.74,0.5179,1.0887,-0.0165,2.6803,-0.0032
343,68.6,581.51,0.0,0.0152,0.0003,0.0003,0.0308,0.7714,0.182,275.739,0.5188,1.0881,-0.0161,2.6813,-0.0035
344,68.8,580.63,0.0,0.0152,0.0003,0.0003,0.0307,0.7714,0.1821,274.7326,0.5197,1.0874,-0.0156,2.6824,-0.0037
345,69.0,579.75,0.0,0.0151,0.0003,0.0003,0.0306,0.7715,0.1822,273.7243,0.5207,1.0868,-0.0152,2.6835,-0.004
346,69.2,578.87,0.0,0.0151,0.0003,0.0003,0.0304,0.7716,0.1823,272.7123,0.5216,1.0862,-0.0147,2.6846,-0.0042
347,69.4,577.99,0.0,0.015,0.0003,0.0003,0.0303,0.7717,0.1824,271.7186,0.5225,1.0856,-0.0143,2.6856,-0.0041
348,69.6,577.14,0.0,0.015,0.0003,0.0002,0.0302,0.7718,0.1825,270.7637,0.5234,1.0851,-0.014,2.6866,-0.0033
349,69.8,576.28,0.0,0.0149,0.0003,0.0002,0.0301,0.7718,0.1826,269.8055,0.5242,1.0846,-0.0137,2.6875,-0.0025
350,70.0,575.42,0.0,0.0149,0.0003,0.0002,0.03,0.7719,0.1827,268.842,0.5251,1.0841,-0.0134,2.6885,-0.0018
351,70.2,574.56,0.0,0.0148,0.0002,0.0002,0.0299,0.772,0.1828,267.8768,0.526,1.0836,-0.0132,2.6894,-0.001
352,70.4,573.71,0.0,0.0148,0.0002,0.0002,0.0298,0.772,0.1829,266.9082,0.5268,1.0831,-0.0129,2.6903,-0.0002
353,70.6,572.85,0.0,0.0147,0.0002,0.0002,0.0297,0.7721,0.183,265.9361,0.5277,1.0826,-0.0126,2.6913,0.0005
354,70.8,572.0,0.0,0.0147,0.0002,0.0002,0.0296,0.7722,0.1831,264.9755,0.5285,1.0821,-0.0123,2.6922,0.0013
355,71.0,571.19,0.0,0.0146,0.0002,0.0002,0.0295,0.7722,0.1832,264.2953,0.5291,1.0814,-0.0121,2.6929,0.0025
356,71.2,570.39,0.0,0.0146,0.0002,0.0002,0.0294,0.7723,0.1832,263.6115,0.5296,1.0808,-0.0119,2.6935,0.0037
357,71.4,569.59,0.0,0.0145,0.0002,0.0002,0.0293,0.7724,0.1833,262.9277,0.5301,1.0802,-0.0117,2.6942,0.0049
358,71.6,568.78,0.0,0.0145,0.0002,0.0002,0.0292,0.7724,0.1834,262.2403,0.5306,1.0795,-0.0114,2.6949,0.0061
359,71.8,567.98,0.0,0.0144,0.0002,0.0002,0.0291,0.7725,0.1835,261.5531,0.5311,1.0789,-0.0112,2.6955,0.0073
360,72.0,567.18,0.0,0.0144,0.0002,0.0002,0.029,0.7726,0.1836,260.8639,0.5316,1.0782,-0.011,2.6962,0.0085
361,72.2,566.38,0.0,0.0144,0.0002,0.0002,0.0289,0.7726,0.1837,260.1711,0.5321,1.0776,-0.0108,2.6969,0.0097
362,72.4,565.58,0.0,0.0143,0.0002,0.0002,0.0288,0.7727,0.1838,259.4918,0.5325,1.0771,-0.0106,2.6976,0.0105
363,72.6,564.79,0.0,0.0143,0.0002,0.0002,0.0287,0.7727,0.1839,258.8339,0.5329,1.077,-0.0103,2.6986,0.0107
364,72.8,564.0,0.0,0.0142,0.0002,0.0002,0.0286,0.7728,0.184,258.1763,0.5333,1.0769,-0.01,2.6997,0.0108
365,73.0,563.21,0.0,0.0142,0.0002,0.0002,0.0285,0.7729,0.184,257.515,0.5337,1.0768,-0.0097,2.7007,0.011
366,73.2,562.42,0.0,0.0141,0.0002,0.0002,0.0285,0.7729,0.1841,256.854,0.5341,1.0767,-0.0094,2.7017,0.0111
367,73.4,561.63,0.0,0.0141,0.0002,0.0002,0.0284,0.773,0.1842,256.1894,0.5344,1.0765,-0.0091,2.7027,0.0113
368,73.6,560.84,0.0,0.014,0.0002,0.0002,0.0283,0.773,0.1843,255.523,0.5348,1.0764,-0.0088,2.7037,0.0115
