,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
746,149.2,405.0,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2006,82.8999,0.48,1.0296,-0.0291,2.5247,-0.0131
747,149.4,404.83,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2006,82.6982,0.4795,1.0295,-0.0294,2.5239,-0.013
748,149.6,404.67,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,82.4961,0.4791,1.0295,-0.0296,2.5232,-0.0128
749,149.8,404.51,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,82.2934,0.4787,1.0295,-0.0298,2.5224,-0.0126
750,150.0,404.35,0.0,0.0051,0.0,0.0,0.0103,0.7839,0.2006,82.0902,0.4782,1.0294,-0.0301,2.5217,-0.0124
751,150.2,404.19,0.0,0.0051,0.0,0.0,0.0103,0.7839,0.2006,81.8865,0.4778,1.0294,-0.0303,2.5209,-0.0123
752,150.4,404.03,0.0,0.0051,0.0,0.0,0.0103,0.7839,0.2006,81.6823,0.4774,1.0293,-0.0306,2.5202,-0.0121
753,150.6,403.87,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,81.4776,0.4769,1.0293,-0.0308,2.5194,-0.0119
754,150.8,403.71,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,81.273,0.4765,1.0293,-0.031,2.5187,-0.0117
755,151.0,403.55,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,81.0673,0.476,1.0292,-0.0313,2.518,-0.0116
756,151.2,403.39,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,80.861,0.4756,1.0292,-0.0315,2.5172,-0.0114
757,151.4,403.23,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,80.6542,0.4752,1.0291,-0.0318,2.5165,-0.0112
758,151.6,403.07,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,80.4469,0.4747,1.0291,-0.032,2.5157,-0.011
759,151.8,402.9,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2008,80.239,0.4743,1.0291,-0.0323,2.515,-0.0109
760,152.0,402.74,0.0,0.0051,0.0,0.0,0.0101,0.784,0.2008,80.0306,0.4738,1.029,-0.0325,2.5142,-0.0107
761,152.2,402.58,0.0,0.0051,0.0,0.0,0.0101,0.784,0.2008,79.8217,0.4734,1.029,-0.0327,2.5135,-0.0105
762,152.4,402.42,0.0,0.005,0.0,0.0,0.0101,0.784,0.2008,79.6122,0.473,1.029,-0.033,2.5127,-0.0104
763,152.6,402.28,0.0,0.005,0.0,0.0,0.0101,0.784,0.2008,79.4462,0.4726,1.0286,-0.0328,2.5126,-0.0104
764,152.8,402.15,0.0,0.005,0.0,0.0,0.0101,0.784,0.2008,79.2925,0.4722,1.0283,-0.0326,2.5125,-0.0104
765,153.0,402.02,0.0,0.005,0.0,0.0,0.0101,0.7841,0.2008,79.1379,0.4718,1.0279,-0.0323,2.5125,-0.0105
766,153.2,401.89,0.0,0.005,0.0,0.0,0.01,0.7841,0.2008,78.9835,0.4715,1.0275,-0.0321,2.5125,-0.0105
767,153.4,401.76,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,78.8289,0.4711,1.0271,-0.0319,2.5125,-0.0106
768,153.6,401.62,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,78.6734,0.4708,1.0267,-0.0316,2.5124,-0.0107
769,153.8,401.49,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,78.5182,0.4704,1.0264,-0.0314,2.5124,-0.0107
770,154.0,401.36,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,78.3626,0.47,1.026,-0.0311,2.5124,-0.0108
771,154.2,401.23,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,78.2061,0.4697,1.0256,-0.0309,2.5124,-0.0108
772,154.4,401.1,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,78.05,0.4693,1.0252,-0.0306,2.5124,-0.0109
773,154.6,400.96,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,77.8935,0.4689,1.0248,-0.0304,2.5123,-0.011
774,154.8,400.83,0.0,0.005,0.0,0.0,0.0099,0.7841,0.201,77.7361,0.4686,1.0245,-0.0301,2.5123,-0.011
775,155.0,400.7,0.0,0.005,0.0,0.0,0.0099,0.7841,0.201,77.579,0.4682,1.0241,-0.0299,2.5123,-0.0111
776,155.2,400.57,0.0,0.005,0.0,0.0,0.0099,0.7842,0.201,77.4216,0.4678,1.0237,-0.0296,2.5123,-0.0112
777,155.4,400.44,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,77.2632,0.4675,1.0233,-0.0294,2.5123,-0.0112
778,155.6,400.3,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,77.1051,0.4671,1.0229,-0.0291,2.5122,-0.0113
779,155.8,400.17,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,76.9467,0.4667,1.0225,-0.0289,2.5122,-0.0113
780,156.0,400.04,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,76.7874,0.4664,1.0222,-0.0286,2.5122,-0.0114
781,156.2,399.91,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.201,76.6283,0.466,1.0218,-0.0284,2.5122,-0.0115
782,156.4,399.78,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.201,76.4689,0.4656,1.0214,-0.0282,2.5122,-0.0115
783,156.6,399.64,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.2011,76.3086,0.4653,1.021,-0.0279,2.5121,-0.0116
784,156.8,399.51,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.2011,76.1485,0.4649,1.0206,-0.0277,2.5121,-0.0116
785,157.0,399.38,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.2011,75.9882,0.4645,1.0202,-0.0274,2.5121,-0.0117
786,157.2,399.25,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.2011,75.8268,0.4641,1.0199,-0.0272,2.5121,-0.0118
787,157.4,399.12,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.2011,75.6657,0.4638,1.0195,-0.0269,2.5121,-0.0118
788,157.6,398.98,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.2011,75.5043,0.4634,1.0191,-0.0267,2.512,-0.0119
789,157.8,398.85,0.0,0.0049,0.0,0.0,0.0097,0.7842,0.2011,75.3419,0.463,1.0187,-0.0264,2.512,-0.012
790,158.0,398.72,0.0,0.0049,0.0,0.0,0.0097,0.7843,0.2011,75.1798,0.4627,1.0183,-0.0262,2.512,-0.012
791,158.2,398.59,0.0,0.0049,0.0,0.0,0.0097,0.7843,0.2012,75.0173,0.4623,1.0179,-0.0259,2.512,-0.0121
792,158.4,398.46,0.0,0.0048,0.0,0.0,0.0097,0.7843,0.2012,74.8539,0.4619,1.0175,-0.0257,2.512,-0.0121
793,158.6,398.32,0.0,0.0048,0.0,0.0,0.0097,0.7843,0.2012,74.6907,0.4616,1.0172,-0.0254,2.5119,-0.0122
794,158.8,398.19,0.0,0.0048,0.0,0.0,0.0097,0.7843,0.2012,74.5272,0.4612,1.0168,-0.0252,2.5119,-0.0123
795,159.0,398.06,0.0,0.0048,0.0,0.0,0.0097,0.7843,0.2012,74.3626,0.4608,1.0164,-0.0249,2.5119,-0.0123
796,159.2,397.93,0.0,0.0048,0.0,0.0,0.0096,0.7843,0.2012,74.1984,0.4604,1.016,-0.0247,2.5119,-0.0124
797,159.4,397.8,0.0,0.0048,0.0,0.0,0.0096,0.7843,0.2012,74.0338,0.4601,1.0156,-0.0245,2.5119,-0.0124
798,159.6,397.66,0.0,0.0048,0.0,0.0,0.0096,0.7843,0.2012,73.8681,0.4597,1.0152,-0.0242,2.5118,-0.0125
799,159.8,397.53,0.0,0.0048,0.0,0.0,0.0096,0.7843,0.2013,73.7028,0.4593,1.0148,-0.024,2.5118,-0.0126
800,160.0,397.4,0.0,0.0048,0.0,0.0,0.0096,0.7843,0.2013,73.5371,0.4589,1.0144,-0.0237,2.5118,-0.0126
801,160.2,397.27,0.0,0.0048,0.0,0.0,0.0096,0.7844,0.2013,73.3703,0.4586,1.0141,-0.0235,2.5118,-0.0127
802,160.4,397.14,0.0,0.0048,0.0,0.0,0.0096,0.7844,0.2013,73.2038,0.4582,1.0137,-0.0232,2.5118,-0.0127
803,160.6,397.0,0.0,0.0048,0.0,0.0,0.0095,0.7844,0.2013,73.037,0.4578,1.0133,-0.023,2.5117,-0.0128
804,160.8,396.87,0.0,0.0048,0.0,0.0,0.0095,0.7844,0.2013,72.8691,0.4574,1.0129,-0.0227,2.5117,-0.0129
805,161.0,396.74,0.0,0.0048,0.0,0.0,0.0095,0.7844,0.2013,72.7014,0.4571,1.0125,-0.0225,2.5117,-0.0129
806,161.2,396.61,0.0,0.0048,0.0,0.0,0.0095,0.7844,0.2013,72.5328,0.4567,1.0121,-0.0222,2.5117,-0.013
807,161.4,396.48,0.0,0.0047,0.0,0.0,0.0095,0.7844,0.2014,72.3644,0.4563,1.0117,-0.022,2.5117,-0.013
808,161.6,396.34,0.0,0.0047,0.0,0.0,0.0095,0.7844,0.2014,72.1956,0.4559,1.0113,-0.0217,2.5116,-0.0131
809,161.8,396.21,0.0,0.0047,0.0,0.0,0.0095,0.7844,0.2014,72.0257,0.4556,1.011,-0.0215,2.5116,-0.0132
810,162.0,396.08,0.0,0.0047,0.0,0.0,0.0095,0.7844,0.2014,71.8561,0.4552,1.0106,-0.0212,2.5116,-0.0132
811,162.2,395.95,0.0,0.0047,0.0,0.0,0.0094,0.7844,0.2014,71.6861,0.4548,1.0102,-0.021,2.5116,-0.0133
812,162.4,395.82,0.0,0.0047,0.0,0.0,0.0094,0.7844,0.2014,71.515,0.4544,1.0098,-0.0208,2.5116,-0.0134
813,162.6,395.68,0.0,0.0047,0.0,0.0,0.0094,0.7844,0.2014,71.3442,0.454,1.0094,-0.0205,2.5115,-0.0134
814,162.8,395.55,0.0,0.0047,0.0,0.0,0.0094,0.7844,0.2014,71.173,0.4537,1.009,-0.0203,2.5115,-0.0135
815,163.0,395.42,0.0,0.0047,0.0,0.0,0.0094,0.7845,0.2014,71.0007,0.4533,1.0086,-0.02,2.5115,-0.0135
816,163.2,395.29,0.0,0.0047,0.0,0.0,0.0094,0.7845,0.2015,70.8287,0.4529,1.0083,-0.0198,2.5115,-0.0136
817,163.4,395.16,0.0,0.0047,0.0,0.0,0.0094,0.7845,0.2015,70.6562,0.4525,1.0079,-0.0195,2.5115,-0.0137
818,163.6,395.03,0.0,0.0047,0.0,0.0,0.0093,0.7845,0.2015,70.4826,0.4522,1.0075,-0.0193,2.5114,-0.0137
819,163.8,394.89,0.0,0.0047,0.0,0.0,0.0093,0.7845,0.2015,70.3093,0.4518,1.0071,-0.019,2.5114,-0.0138
820,164.0,394.76,0.0,0.0047,0.0,0.0,0.0093,0.7845,0.2015,70.1356,0.4514,1.0067,-0.0188,2.5114,-0.0138
821,164.2,394.63,0.0,0.0046,0.0,0.0,0.0093,0.7845,0.2015,69.9607,0.451,1.0063,-0.0185,2.5114,-0.0139
822,164.4,394.5,0.0,0.0046,0.0,0.0,0.0093,0.7845,0.2015,69.7861,0.4506,1.0059,-0.0183,2.5114,-0.014
823,164.6,394.37,0.0,0.0046,0.0,0.0,0.0093,0.7845,0.2016,69.6111,0.4503,1.0055,-0.018,2.5113,-0.014
824,164.8,394.23,0.0,0.0046,0.0,0.0,0.0093,0.7845,0.2016,69.4428,0.45,1.0051,-0.0178,2.5113,-0.0141
825,165.0,394.11,0.0,0.0046,0.0,0.0,0.0093,0.7845,0.2016,69.3073,0.45,1.0049,-0.0176,2.5112,-0.0141
826,165.2,393.99,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,69.1715,0.45,1.0046,-0.0174,2.511,-0.0142
827,165.4,393.86,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,69.0355,0.4501,1.0043,-0.0172,2.5109,-0.0143
828,165.6,393.74,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,68.8992,0.4501,1.0041,-0.017,2.5108,-0.0143
829,165.8,393.61,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,68.7626,0.4501,1.0038,-0.0168,2.5107,-0.0144
830,166.0,393.49,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,68.6258,0.4501,1.0035,-0.0166,2.5105,-0.0144
831,166.2,393.36,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,68.488,0.4502,1.0033,-0.0164,2.5104,-0.0145
832,166.4,393.24,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2016,68.3506,0.4502,1.003,-0.0162,2.5103,-0.0145
833,166.6,393.12,0.0,0.0046,0.0,0.0,0.0092,0.7846,0.2017,68.2129,0.4502,1.0027,-0.016,2.5101,-0.0146
834,166.8,392.99,0.0,0.0046,0.0,0.0,0.0091,0.7846,0.2017,68.075,0.4503,1.0025,-0.0158,2.51,-0.0147
835,167.0,392.87,0.0,0.0046,0.0,0.0,0.0091,0.7846,0.2017,67.9367,0.4503,1.0022,-0.0156,2.5099,-0.0147
836,167.2,392.74,0.0,0.0046,0.0,0.0,0.0091,0.7846,0.2017,67.7982,0.4503,1.0019,-0.0154,2.5098,-0.0148
837,167.4,392.62,0.0,0.0045,0.0,0.0,0.0091,0.7846,0.2017,67.6587,0.4504,1.0017,-0.0152,2.5096,-0.0148
838,167.6,392.49,0.0,0.0045,0.0,0.0,0.0091,0.7846,0.2017,67.5196,0.4504,1.0014,-0.015,2.5095,-0.0149
839,167.8,392.37,0.0,0.0045,0.0,0.0,0.0091,0.7846,0.2017,67.3803,0.4504,1.0011,-0.0148,2.5094,-0.015
840,168.0,392.24,0.0,0.0045,0.0,0.0,0.0091,0.7846,0.2017,67.2406,0.4505,1.0009,-0.0146,2.5093,-0.015
841,168.2,392.12,0.0,0.0045,0.0,0.0,0.0091,0.7847,0.2018,67.1007,0.4505,1.0006,-0.0144,2.5091,-0.0151
842,168.4,392.0,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.9604,0.4505,1.0004,-0.0142,2.509,-0.0151
843,168.6,391.87,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.8192,0.4506,1.0001,-0.014,2.5089,-0.0152
844,168.8,391.75,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.6783,0.4506,0.9998,-0.0138,2.5087,-0.0152
845,169.0,391.62,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.5372,0.4506,0.9996,-0.0136,2.5086,-0.0153
846,169.2,391.5,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.3958,0.4506,0.9993,-0.0134,2.5085,-0.0154
847,169.4,391.37,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.2541,0.4507,0.999,-0.0132,2.5084,-0.0154
848,169.6,391.25,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,66.112,0.4507,0.9988,-0.013,2.5082,-0.0155
849,169.8,391.13,0.0,0.0045,0.0,0.0,0.009,0.7847,0.2018,65.9697,0.4507,0.9985,-0.0128,2.5081,-0.0155
850,170.0,391.0,0.0,0.0045,0.0,0.0,0.0089,0.7847,0.2018,65.8263,0.4508,0.9982,-0.0126,2.508,-0.0156
851,170.2,390.88,0.0,0.0045,0.0,0.0,0.0089,0.7847,0.2019,65.6833,0.4508,0.998,-0.0124,2.5079,-0.0156
852,170.4,390.75,0.0,0.0045,0.0,0.0,0.0089,0.7847,0.2019,65.5401,0.4508,0.9977,-0.0122,2.5077,-0.0157
853,170.6,390.63,0.0,0.0044,0.0,0.0,0.0089,0.7847,0.2019,65.3965,0.4509,0.9974,-0.012,2.5076,-0.0158
854,170.8,390.5,0.0,0.0044,0.0,0.0,0.0089,0.7848,0.2019,65.2526,0.4509,0.9972,-0.0119,2.5075,-0.0158
855,171.0,390.38,0.0,0.0044,0.0,0.0,0.0089,0.7848,0.2019,65.1084,0.4509,0.9969,-0.0117,2.5073,-0.0159
856,171.2,390.25,0.0,0.0044,0.0,0.0,0.0089,0.7848,0.2019,64.9631,0.451,0.9966,-0.0115,2.5072,-0.0159
857,171.4,390.13,0.0,0.0044,0.0,0.0,0.0089,0.7848,0.2019,64.8182,0.451,0.9964,-0.0113,2.5071,-0.016
858,171.6,390.01,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.2019,64.673,0.451,0.9961,-0.0111,2.507,-0.016
859,171.8,389.88,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,64.5275,0.4511,0.9958,-0.0109,2.5068,-0.0161
860,172.0,389.76,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,64.3817,0.4511,0.9956,-0.0107,2.5067,-0.0162
861,172.2,389.63,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,64.2355,0.4511,0.9953,-0.0105,2.5066,-0.0162
862,172.4,389.51,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,64.089,0.4512,0.995,-0.0103,2.5065,-0.0163
863,172.6,389.38,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,63.9414,0.4512,0.9948,-0.0101,2.5063,-0.0163
864,172.8,389.26,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,63.7942,0.4512,0.9945,-0.0099,2.5062,-0.0164
865,173.0,389.14,0.0,0.0044,0.0,0.0,0.0088,0.7848,0.202,63.6467,0.4512,0.9942,-0.0097,2.5061,-0.0164
866,173.2,389.01,0.0,0.0044,0.0,0.0,0.0087,0.7849,0.202,63.4988,0.4513,0.994,-0.0095,2.5059,-0.0165
867,173.4,388.89,0.0,0.0044,0.0,0.0,0.0087,0.7849,0.202,63.3506,0.4513,0.9937,-0.0093,2.5058,-0.0166
868,173.6,388.76,0.0,0.0044,0.0,0.0,0.0087,0.7849,0.2021,63.2021,0.4513,0.9934,-0.0091,2.5057,-0.0166
869,173.8,388.64,0.0,0.0043,0.0,0.0,0.0087,0.7849,0.2021,63.0524,0.4514,0.9932,-0.0089,2.5056,-0.0167
870,174.0,388.51,0.0,0.0043,0.0,0.0,0.0087,0.7849,0.2021,62.9031,0.4514,0.9929,-0.0087,2.5054,-0.0167
871,174.2,388.39,0.0,0.0043,0.0,0.0,0.0087,0.7849,0.2021,62.7535,0.4514,0.9926,-0.0085,2.5053,-0.0168
872,174.4,388.26,0.0,0.0043,0.0,0.0,0.0087,0.7849,0.2021,62.6035,0.4515,0.9924,-0.0083,2.5052,-0.0168
873,174.6,388.14,0.0,0.0043,0.0,0.0,0.0087,0.7849,0.2021,62.4532,0.4515,0.9921,-0.0081,2.5051,-0.0169
874,174.8,388.02,0.0,0.0043,0.0,0.0,0.0086,0.7849,0.2021,62.3025,0.4515,0.9918,-0.0079,2.5049,-0.017
875,175.0,387.89,0.0,0.0043,0.0,0.0,0.0086,0.7849,0.2021,62.1506,0.4516,0.9916,-0.0077,2.5048,-0.017
876,175.2,387.77,0.0,0.0043,0.0,0.0,0.0086,0.7849,0.2022,61.9992,0.4516,0.9913,-0.0075,2.5047,-0.0171
877,175.4,387.64,0.0,0.0043,0.0,0.0,0.0086,0.7849,0.2022,61.8474,0.4516,0.991,-0.0073,2.5045,-0.0171
878,175.6,387.52,0.0,0.0043,0.0,0.0,0.0086,0.7849,0.2022,61.6952,0.4517,0.9908,-0.0071,2.5044,-0.0172
879,175.8,387.39,0.0,0.0043,0.0,0.0,0.0086,0.7849,0.2022,61.5427,0.4517,0.9905,-0.0069,2.5043,-0.0172
880,176.0,387.27,0.0,0.0043,0.0,0.0,0.0086,0.785,0.2022,61.3897,0.4517,0.9902,-0.0067,2.5042,-0.0173
881,176.2,387.15,0.0,0.0043,0.0,0.0,0.0086,0.785,0.2022,61.2364,0.4517,0.9899,-0.0065,2.504,-0.0174
882,176.4,387.02,0.0,0.0043,0.0,0.0,0.0085,0.785,0.2022,61.0819,0.4518,0.9897,-0.0063,2.5039,-0.0174
883,176.6,386.9,0.0,0.0043,0.0,0.0,0.0085,0.785,0.2022,60.9278,0.4518,0.9894,-0.0061,2.5038,-0.0175
884,176.8,386.77,0.0,0.0043,0.0,0.0,0.0085,0.785,0.2022,60.7733,0.4518,0.9891,-0.0059,2.5037,-0.0175
885,177.0,386.65,0.0,0.0042,0.0,0.0,0.0085,0.785,0.2023,60.6185,0.4519,0.9889,-0.0057,2.5035,-0.0176
886,177.2,386.52,0.0,0.0042,0.0,0.0,0.0085,0.785,0.2023,60.4632,0.4519,0.9886,-0.0055,2.5034,-0.0176
887,177.4,386.4,0.0,0.0042,0.0,0.0,0.0085,0.785,0.2023,60.3075,0.4519,0.9883,-0.0053,2.5033,-0.0177
888,177.6,386.27,0.0,0.0042,0.0,0.0,0.0085,0.785,0.2023,60.1506,0.452,0.9881,-0.0051,2.5031,-0.0178
889,177.8,386.15,0.0,0.0042,0.0,0.0,0.0085,0.785,0.2023,59.9942,0.452,0.9878,-0.0049,2.503,-0.0178
890,178.0,386.03,0.0,0.0042,0.0,0.0,0.0084,0.785,0.2023,59.8373,0.452,0.9875,-0.0047,2.5029,-0.0179
891,178.2,385.9,0.0,0.0042,0.0,0.0,0.0084,0.785,0.2023,59.68,0.4521,0.9873,-0.0045,2.5028,-0.0179
892,178.4,385.78,0.0,0.0042,0.0,0.0,0.0084,0.785,0.2023,59.5223,0.4521,0.987,-0.0043,2.5026,-0.018
893,178.6,385.66,0.0,0.0042,0.0,0.0,0.0084,0.785,0.2023,59.3902,0.4521,0.9867,-0.0042,2.5024,-0.018
894,178.8,385.56,0.0,0.0042,0.0,0.0,0.0084,0.785,0.2024,59.2706,0.4521,0.9865,-0.0041,2.5021,-0.018
895,179.0,385.45,0.0,0.0042,0.0,0.0,0.0084,0.7851,0.2024,59.1507,0.4521,0.9862,-0.004,2.5018,-0.018
896,179.2,385.34,0.0,0.0042,0.0,0.0,0.0084,0.7851,0.2024,59.0305,0.4521,0.986,-0.004,2.5015,-0.018
897,179.4,385.23,0.0,0.0042,0.0,0.0,0.0084,0.7851,0.2024,58.9101,0.4521,0.9857,-0.0039,2.5012,-0.018
898,179.6,385.13,0.0,0.0042,0.0,0.0,0.0083,0.7851,0.2024,58.7886,0.4521,0.9854,-0.0038,2.5009,-0.018
899,179.8,385.02,0.0,0.0042,0.0,0.0,0.0083,0.7851,0.2024,58.6677,0.452,0.9852,-0.0037,2.5005,-0.0179
900,180.0,384.91,0.0,0.0042,0.0,0.0,0.0083,0.7851,0.2024,58.5466,0.452,0.9849,-0.0036,2.5002,-0.0179
901,180.2,384.81,0.0,0.0042,0.0,0.0,0.0083,0.7851,0.2024,58.4252,0.452,0.9847,-0.0036,2.4999,-0.0179
902,180.4,384.7,0.0,0.0042,0.0,0.0,0.0083,0.7851,0.2024,58.3035,0.452,0.9844,-0.0035,2.4996,-0.0179
903,180.6,384.59,0.0,0.0041,0.0,0.0,0.0083,0.7851,0.2024,58.1816,0.452,0.9842,-0.0034,2.4993,-0.0179
904,180.8,384.48,0.0,0.0041,0.0,0.0,0.0083,0.7851,0.2024,58.0595,0.452,0.9839,-0.0033,2.499,-0.0179
905,181.0,384.38,0.0,0.0041,0.0,0.0,0.0083,0.7851,0.2025,57.937,0.452,0.9837,-0.0032,2.4987,-0.0179
906,181.2,384.27,0.0,0.0041,0.0,0.0,0.0083,0.7851,0.2025,57.8144,0.452,0.9834,-0.0032,2.4984,-0.0179
907,181.4,384.16,0.0,0.0041,0.0,0.0,0.0083,0.7851,0.2025,57.6914,0.452,0.9832,-0.0031,2.4981,-0.0179
908,181.6,384.05,0.0,0.0041,0.0,0.0,0.0082,0.7851,0.2025,57.5682,0.452,0.9829,-0.003,2.4978,-0.0179
909,181.8,383.95,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2025,57.4448,0.4519,0.9826,-0.0029,2.4975,-0.0178
910,182.0,383.84,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2025,57.321,0.4519,0.9824,-0.0028,2.4972,-0.0178
911,182.2,383.73,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2025,57.197,0.4519,0.9821,-0.0028,2.4969,-0.0178
912,182.4,383.62,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2025,57.0728,0.4519,0.9819,-0.0027,2.4966,-0.0178
913,182.6,383.52,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2025,56.9482,0.4519,0.9816,-0.0026,2.4963,-0.0178
914,182.8,383.41,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2026,56.8234,0.4519,0.9814,-0.0025,2.496,-0.0178
915,183.0,383.3,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2026,56.6983,0.4519,0.9811,-0.0024,2.4956,-0.0178
916,183.2,383.19,0.0,0.0041,0.0,0.0,0.0082,0.7852,0.2026,56.573,0.4519,0.9809,-0.0024,2.4953,-0.0178
917,183.4,383.09,0.0,0.0041,0.0,0.0,0.0081,0.7852,0.2026,56.4473,0.4519,0.9806,-0.0023,2.495,-0.0178
918,183.6,382.98,0.0,0.0041,0.0,0.0,0.0081,0.7852,0.2026,56.3214,0.4519,0.9803,-0.0022,2.4947,-0.0178
919,183.8,382.87,0.0,0.0041,0.0,0.0,0.0081,0.7852,0.2026,56.1952,0.4519,0.9801,-0.0021,2.4944,-0.0178
920,184.0,382.77,0.0,0.0041,0.0,0.0,0.0081,0.7852,0.2026,56.0687,0.4518,0.9798,-0.002,2.4941,-0.0177
921,184.2,382.66,0.0,0.004,0.0,0.0,0.0081,0.7852,0.2026,55.9419,0.4518,0.9796,-0.002,2.4938,-0.0177
922,184.4,382.55,0.0,0.004,0.0,0.0,0.0081,0.7852,0.2026,55.8149,0.4518,0.9793,-0.0019,2.4935,-0.0177
923,184.6,382.44,0.0,0.004,0.0,0.0,0.0081,0.7852,0.2026,55.6875,0.4518,0.9791,-0.0018,2.4932,-0.0177
924,184.8,382.34,0.0,0.004,0.0,0.0,0.0081,0.7852,0.2026,55.5599,0.4518,0.9788,-0.0017,2.4929,-0.0177
925,185.0,382.23,0.0,0.004,0.0,0.0,0.0081,0.7852,0.2026,55.4319,0.4518,0.9786,-0.0016,2.4926,-0.0177
926,185.2,382.12,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,55.3037,0.4518,0.9783,-0.0016,2.4923,-0.0177
927,185.4,382.01,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,55.1752,0.4518,0.978,-0.0015,2.492,-0.0177
928,185.6,381.91,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,55.0463,0.4518,0.9778,-0.0014,2.4917,-0.0177
929,185.8,381.8,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,54.9172,0.4518,0.9775,-0.0013,2.4914,-0.0177
930,186.0,381.69,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,54.7878,0.4517,0.9773,-0.0012,2.4911,-0.0176
931,186.2,381.58,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,54.658,0.4517,0.977,-0.0012,2.4908,-0.0176
932,186.4,381.48,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,54.528,0.4517,0.9768,-0.0011,2.4904,-0.0176
933,186.6,381.37,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,54.3976,0.4517,0.9765,-0.001,2.4901,-0.0176
934,186.8,381.26,0.0,0.004,0.0,0.0,0.008,0.7853,0.2027,54.2669,0.4517,0.9762,-0.0009,2.4898,-0.0176
935,187.0,381.15,0.0,0.004,0.0,0.0,0.008,0.7853,0.2028,54.1359,0.4517,0.976,-0.0009,2.4895,-0.0176
