,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
182,36.4,838.41,0.0006,0.0289,0.0067,0.0074,0.0638,0.7414,0.1507,459.0207,0.4574,1.4891,-0.0045,2.4771,0.0257
183,36.6,835.4,0.0006,0.0288,0.0066,0.0073,0.0634,0.7419,0.1511,457.941,0.4579,1.4866,-0.0049,2.4774,0.0279
184,36.8,832.4,0.0005,0.0286,0.0065,0.0071,0.063,0.7424,0.1515,456.8698,0.4584,1.4842,-0.0052,2.4777,0.03
185,37.0,829.39,0.0005,0.0284,0.0063,0.0069,0.0625,0.7429,0.1519,455.785,0.4589,1.4818,-0.0056,2.478,0.0321
186,37.2,826.71,0.0005,0.0283,0.0062,0.0068,0.0622,0.7433,0.1523,454.5767,0.4584,1.4775,-0.0051,2.4796,0.0314
187,37.4,824.04,0.0005,0.0282,0.0061,0.0067,0.0618,0.7438,0.1527,453.3542,0.4579,1.4732,-0.0045,2.4813,0.0308
188,37.6,821.36,0.0005,0.028,0.006,0.0065,0.0614,0.7442,0.153,452.1283,0.4574,1.4689,-0.004,2.483,0.0302
189,37.8,818.68,0.0004,0.0279,0.0059,0.0064,0.061,0.7446,0.1534,450.8991,0.4569,1.4646,-0.0034,2.4846,0.0295
190,38.0,816.01,0.0004,0.0277,0.0058,0.0063,0.0607,0.745,0.1538,449.6665,0.4565,1.4602,-0.0029,2.4863,0.0289
191,38.2,813.33,0.0004,0.0276,0.0057,0.0061,0.0603,0.7454,0.1542,448.4306,0.456,1.4559,-0.0023,2.488,0.0283
192,38.4,810.73,0.0004,0.0274,0.0055,0.006,0.0599,0.7458,0.1545,447.2136,0.4557,1.4519,-0.0019,2.4896,0.028
193,38.6,808.29,0.0004,0.0273,0.0055,0.0059,0.0596,0.7462,0.1548,446.0045,0.4559,1.4486,-0.0016,2.4911,0.0285
194,38.8,805.86,0.0004,0.0272,0.0054,0.0058,0.0592,0.7466,0.1552,444.8033,0.456,1.4452,-0.0014,2.4927,0.029
195,39.0,803.42,0.0004,0.0271,0.0053,0.0057,0.0589,0.7469,0.1555,443.5876,0.4562,1.4419,-0.0011,2.4942,0.0295
196,39.2,800.98,0.0003,0.0269,0.0052,0.0056,0.0586,0.7473,0.1558,442.3686,0.4563,1.4385,-0.0009,2.4957,0.03
197,39.4,798.54,0.0003,0.0268,0.0051,0.0054,0.0582,0.7476,0.1562,441.1576,0.4565,1.4352,-0.0006,2.4972,0.0305
198,39.6,796.1,0.0003,0.0267,0.005,0.0053,0.0579,0.748,0.1565,439.9318,0.4567,1.4319,-0.0004,2.4987,0.031
199,39.8,793.68,0.0003,0.0265,0.0049,0.0052,0.0576,0.7484,0.1568,438.657,0.4565,1.4287,-0.0002,2.4999,0.0315
200,40.0,791.26,0.0003,0.0264,0.0048,0.0051,0.0572,0.7487,0.1571,437.3557,0.4561,1.4257,-0.0002,2.501,0.0321
201,40.2,788.84,0.0003,0.0263,0.0047,0.005,0.0569,0.749,0.1575,436.039,0.4557,1.4227,-0.0001,2.502,0.0326
202,40.4,786.42,0.0003,0.0261,0.0046,0.0049,0.0566,0.7494,0.1578,434.7298,0.4553,1.4197,-0.0,2.5031,0.0332
203,40.6,784.0,0.0003,0.026,0.0046,0.0048,0.0562,0.7497,0.1581,433.4051,0.4549,1.4167,0.0,2.5041,0.0337
204,40.8,781.58,0.0003,0.0259,0.0045,0.0047,0.0559,0.75,0.1584,432.088,0.4545,1.4136,0.0001,2.5051,0.0343
205,41.0,779.16,0.0002,0.0258,0.0044,0.0046,0.0556,0.7504,0.1587,430.7552,0.4541,1.4106,0.0002,2.5062,0.0348
206,41.2,776.81,0.0002,0.0256,0.0043,0.0046,0.0552,0.7507,0.159,429.3833,0.4541,1.4073,0.0006,2.5085,0.0348
207,41.4,774.46,0.0002,0.0255,0.0042,0.0045,0.0549,0.751,0.1594,427.9953,0.4541,1.404,0.0011,2.5107,0.0348
208,41.6,772.11,0.0002,0.0254,0.0042,0.0044,0.0546,0.7514,0.1597,426.6146,0.4541,1.4007,0.0015,2.513,0.0349
209,41.8,769.76,0.0002,0.0252,0.0041,0.0043,0.0543,0.7517,0.16,425.2176,0.454,1.3975,0.002,2.5153,0.0349
210,42.0,767.42,0.0002,0.0251,0.004,0.0042,0.054,0.752,0.1603,423.8278,0.454,1.3942,0.0025,2.5176,0.0349
211,42.2,765.07,0.0002,0.025,0.0039,0.0041,0.0536,0.7523,0.1606,422.4216,0.454,1.3909,0.0029,2.5199,0.0349
212,42.4,762.8,0.0002,0.0249,0.0038,0.004,0.0533,0.7526,0.1609,420.9988,0.454,1.3878,0.0033,2.5219,0.0354
213,42.6,760.68,0.0002,0.0248,0.0038,0.0039,0.0531,0.7529,0.1611,419.5355,0.4541,1.3854,0.0035,2.5235,0.0366
214,42.8,758.57,0.0002,0.0246,0.0037,0.0039,0.0528,0.7532,0.1614,418.0789,0.4542,1.383,0.0038,2.5251,0.0378
215,43.0,756.45,0.0002,0.0245,0.0036,0.0038,0.0525,0.7535,0.1617,416.6053,0.4543,1.3805,0.004,2.5267,0.039
216,43.2,754.33,0.0002,0.0244,0.0036,0.0037,0.0522,0.7537,0.162,415.1265,0.4544,1.3781,0.0043,2.5283,0.0402
217,43.4,752.22,0.0002,0.0243,0.0035,0.0036,0.0519,0.754,0.1623,413.6544,0.4545,1.3756,0.0045,2.5299,0.0415
218,43.6,750.1,0.0002,0.0242,0.0034,0.0036,0.0516,0.7543,0.1625,412.165,0.4545,1.3732,0.0047,2.5315,0.0427
219,43.8,748.09,0.0001,0.0241,0.0034,0.0035,0.0513,0.7546,0.1628,410.6702,0.4544,1.3704,0.0048,2.5335,0.0432
220,44.0,746.14,0.0001,0.024,0.0033,0.0034,0.0511,0.7548,0.163,409.1699,0.4542,1.3674,0.0047,2.5357,0.0433
221,44.2,744.18,0.0001,0.0239,0.0032,0.0033,0.0508,0.7551,0.1633,407.6518,0.454,1.3644,0.0047,2.538,0.0434
222,44.4,742.22,0.0001,0.0238,0.0032,0.0033,0.0505,0.7553,0.1636,406.1404,0.4539,1.3615,0.0046,2.5402,0.0435
223,44.6,740.27,0.0001,0.0237,0.0031,0.0032,0.0503,0.7556,0.1638,404.6233,0.4537,1.3585,0.0046,2.5424,0.0435
224,44.8,738.31,0.0001,0.0236,0.0031,0.0031,0.05,0.7558,0.1641,403.1005,0.4535,1.3555,0.0045,2.5446,0.0436
225,45.0,736.35,0.0001,0.0234,0.003,0.0031,0.0497,0.7561,0.1643,401.5719,0.4533,1.3525,0.0045,2.5468,0.0437
226,45.2,734.4,0.0001,0.0233,0.0029,0.003,0.0495,0.7563,0.1646,400.1875,0.4535,1.3498,0.0044,2.5487,0.0448
227,45.4,732.44,0.0001,0.0232,0.0029,0.003,0.0492,0.7566,0.1648,398.8107,0.4538,1.3471,0.0043,2.5507,0.0459
228,45.6,730.48,0.0001,0.0231,0.0028,0.0029,0.049,0.7568,0.1651,397.4292,0.454,1.3444,0.0042,2.5527,0.047
229,45.8,728.53,0.0001,0.023,0.0028,0.0028,0.0487,0.7571,0.1653,396.0429,0.4542,1.3416,0.0041,2.5546,0.048
230,46.0,726.57,0.0001,0.0229,0.0027,0.0028,0.0484,0.7573,0.1656,394.6391,0.4545,1.3389,0.004,2.5566,0.0491
231,46.2,724.61,0.0001,0.0228,0.0027,0.0027,0.0482,0.7575,0.1658,393.2429,0.4547,1.3362,0.004,2.5586,0.0502
232,46.4,722.7,0.0001,0.0227,0.0026,0.0027,0.0479,0.7578,0.166,391.8928,0.4548,1.3335,0.004,2.5604,0.051
233,46.6,720.89,0.0001,0.0226,0.0026,0.0026,0.0477,0.758,0.1663,390.6405,0.4547,1.3309,0.0042,2.5618,0.0513
234,46.8,719.07,0.0001,0.0225,0.0025,0.0026,0.0475,0.7582,0.1665,389.3713,0.4546,1.3283,0.0044,2.5633,0.0516
235,47.0,717.25,0.0001,0.0224,0.0025,0.0025,0.0472,0.7584,0.1667,388.1108,0.4545,1.3257,0.0046,2.5647,0.0519
236,47.2,715.43,0.0001,0.0223,0.0024,0.0025,0.047,0.7586,0.1669,386.8462,0.4543,1.323,0.0049,2.5661,0.0522
237,47.4,713.61,0.0001,0.0222,0.0024,0.0024,0.0467,0.7588,0.1672,385.5775,0.4542,1.3204,0.0051,2.5676,0.0525
238,47.6,711.8,0.0001,0.0221,0.0023,0.0024,0.0465,0.759,0.1674,384.3046,0.4541,1.3178,0.0053,2.569,0.0528
239,47.8,710.08,0.0001,0.022,0.0023,0.0023,0.0463,0.7592,0.1676,383.0796,0.4539,1.315,0.0054,2.5707,0.0534
240,48.0,708.4,0.0001,0.0219,0.0023,0.0023,0.0461,0.7594,0.1678,381.89,0.4536,1.312,0.0053,2.5725,0.0542
241,48.2,706.73,0.0001,0.0218,0.0022,0.0022,0.0458,0.7596,0.168,380.6967,0.4534,1.3091,0.0052,2.5743,0.0551
242,48.4,705.06,0.0001,0.0218,0.0022,0.0022,0.0456,0.7598,0.1682,379.4997,0.4531,1.3062,0.0052,2.5761,0.0559
243,48.6,703.39,0.0001,0.0217,0.0021,0.0021,0.0454,0.76,0.1684,378.2988,0.4529,1.3032,0.0051,2.5779,0.0567
244,48.8,701.72,0.0001,0.0216,0.0021,0.0021,0.0452,0.7602,0.1686,377.0942,0.4526,1.3003,0.0051,2.5797,0.0576
245,49.0,700.05,0.0001,0.0215,0.002,0.002,0.045,0.7604,0.1688,375.8856,0.4524,1.2973,0.005,2.5815,0.0584
246,49.2,698.35,0.0001,0.0214,0.002,0.002,0.0448,0.7606,0.169,374.7266,0.452,1.295,0.0055,2.5832,0.0581
247,49.4,696.64,0.0001,0.0213,0.002,0.002,0.0445,0.7608,0.1692,373.5505,0.4515,1.2926,0.006,2.5848,0.0577
248,49.6,694.94,0.0,0.0212,0.0019,0.0019,0.0443,0.761,0.1694,372.3842,0.4511,1.2902,0.0064,2.5865,0.0574
249,49.8,693.23,0.0,0.0211,0.0019,0.0019,0.0441,0.7612,0.1696,371.2142,0.4507,1.2878,0.0069,2.5882,0.057
250,50.0,691.53,0.0,0.021,0.0019,0.0018,0.0439,0.7613,0.1699,370.027,0.4502,1.2854,0.0074,2.5898,0.0567
251,50.2,689.82,0.0,0.0209,0.0018,0.0018,0.0437,0.7615,0.1701,368.8496,0.4498,1.283,0.0079,2.5915,0.0563
252,50.4,688.13,0.0,0.0208,0.0018,0.0018,0.0435,0.7617,0.1703,367.6819,0.4496,1.2804,0.0082,2.5932,0.0561
253,50.6,686.48,0.0,0.0207,0.0018,0.0017,0.0432,0.7619,0.1705,366.5379,0.4497,1.2773,0.0082,2.5948,0.0559
254,50.8,684.82,0.0,0.0207,0.0017,0.0017,0.043,0.7621,0.1707,365.4039,0.4498,1.2742,0.0082,2.5964,0.0558
255,51.0,683.16,0.0,0.0206,0.0017,0.0017,0.0428,0.7622,0.1708,364.2664,0.45,1.2711,0.0082,2.598,0.0556
256,51.2,681.5,0.0,0.0205,0.0017,0.0016,0.0426,0.7624,0.171,363.1116,0.4501,1.2681,0.0082,2.5996,0.0554
257,51.4,679.84,0.0,0.0204,0.0016,0.0016,0.0424,0.7626,0.1713,361.9668,0.4502,1.265,0.0082,2.6012,0.0553
258,51.6,678.18,0.0,0.0203,0.0016,0.0016,0.0422,0.7628,0.1714,360.8185,0.4504,1.2619,0.0082,2.6028,0.0551
259,51.8,676.53,0.0,0.0202,0.0016,0.0015,0.042,0.7629,0.1716,359.6665,0.4503,1.2593,0.0083,2.6043,0.0551
260,52.0,674.87,0.0,0.0201,0.0015,0.0015,0.0418,0.7631,0.1718,358.5387,0.4502,1.2571,0.0084,2.6056,0.0551
261,52.2,673.21,0.0,0.02,0.0015,0.0015,0.0416,0.7633,0.172,357.3933,0.45,1.2548,0.0085,2.6069,0.0551
262,52.4,671.56,0.0,0.0199,0.0015,0.0014,0.0414,0.7634,0.1722,356.2583,0.4499,1.2526,0.0086,2.6083,0.0552
263,52.6,669.9,0.0,0.0198,0.0015,0.0014,0.0412,0.7636,0.1724,355.1056,0.4498,1.2503,0.0087,2.6096,0.0552
264,52.8,668.24,0.0,0.0197,0.0014,0.0014,0.0409,0.7638,0.1726,353.9633,0.4496,1.2481,0.0087,2.6109,0.0552
265,53.0,666.59,0.0,0.0197,0.0014,0.0013,0.0407,0.7639,0.1728,352.8031,0.4495,1.2458,0.0088,2.6123,0.0553
266,53.2,664.95,0.0,0.0196,0.0014,0.0013,0.0405,0.7641,0.173,351.6675,0.4493,1.2437,0.0088,2.6131,0.055
267,53.4,663.31,0.0,0.0195,0.0013,0.0013,0.0403,0.7643,0.1732,350.5139,0.4491,1.2415,0.0088,2.614,0.0548
268,53.6,661.68,0.0,0.0194,0.0013,0.0013,0.0401,0.7644,0.1734,349.3566,0.4489,1.2393,0.0088,2.6148,0.0546
269,53.8,660.04,0.0,0.0193,0.0013,0.0012,0.0399,0.7646,0.1736,348.1953,0.4487,1.2372,0.0088,2.6157,0.0544
270,54.0,658.4,0.0,0.0192,0.0013,0.0012,0.0397,0.7648,0.1738,347.0303,0.4485,1.235,0.0088,2.6166,0.0541
271,54.2,656.76,0.0,0.0191,0.0012,0.0012,0.0395,0.7649,0.174,345.8612,0.4483,1.2328,0.0088,2.6174,0.0539
272,54.4,655.18,0.0,0.019,0.0012,0.0011,0.0393,0.7651,0.1741,344.7173,0.4482,1.2305,0.0088,2.6185,0.0539
273,54.6,653.7,0.0,0.0189,0.0012,0.0011,0.0391,0.7652,0.1743,343.6132,0.4484,1.2278,0.0087,2.6201,0.0543
274,54.8,652.22,0.0,0.0189,0.0012,0.0011,0.0389,0.7654,0.1745,342.5201,0.4486,1.2251,0.0086,2.6216,0.0546
275,55.0,650.74,0.0,0.0188,0.0011,0.0011,0.0388,0.7655,0.1746,341.4088,0.4487,1.2223,0.0085,2.6232,0.055
276,55.2,649.27,0.0,0.0187,0.0011,0.001,0.0386,0.7656,0.1748,340.294,0.4489,1.2196,0.0084,2.6247,0.0554
277,55.4,647.79,0.0,0.0186,0.0011,0.001,0.0384,0.7658,0.175,339.1902,0.449,1.2169,0.0083,2.6263,0.0558
278,55.6,646.31,0.0,0.0185,0.0011,0.001,0.0382,0.7659,0.1752,338.068,0.4492,1.2142,0.0082,2.6279,0.0561
279,55.8,644.93,0.0,0.0185,0.0011,0.001,0.038,0.7661,0.1753,337.0015,0.4492,1.2119,0.0081,2.6294,0.0565
280,56.0,643.6,0.0,0.0184,0.001,0.001,0.0379,0.7662,0.1755,335.9613,0.449,1.2098,0.0081,2.6308,0.0569
281,56.2,642.28,0.0,0.0183,0.001,0.0009,0.0377,0.7663,0.1756,334.9179,0.4489,1.2077,0.0081,2.6323,0.0573
282,56.4,640.95,0.0,0.0182,0.001,0.0009,0.0375,0.7664,0.1758,333.8563,0.4488,1.2056,0.0081,2.6338,0.0576
283,56.6,639.63,0.0,0.0182,0.001,0.0009,0.0374,0.7666,0.1759,332.8062,0.4487,1.2035,0.0081,2.6353,0.058
284,56.8,638.3,0.0,0.0181,0.001,0.0009,0.0372,0.7667,0.1761,331.7529,0.4485,1.2014,0.0081,2.6367,0.0584
285,57.0,636.97,0.0,0.018,0.0009,0.0009,0.037,0.7668,0.1762,330.6811,0.4484,1.1993,0.0081,2.6382,0.0587
286,57.2,635.67,0.0,0.018,0.0009,0.0008,0.0369,0.7669,0.1764,329.6513,0.4476,1.197,0.0083,2.6396,0.0583
287,57.4,634.37,0.0,0.0179,0.0009,0.0008,0.0367,0.767,0.1765,328.6031,0.4469,1.1947,0.0086,2.6409,0.0579
288,57.6,633.07,0.0,0.0178,0.0009,0.0008,0.0366,0.7672,0.1767,327.5668,0.4461,1.1924,0.0088,2.6423,0.0575
289,57.8,631.77,0.0,0.0177,0.0009,0.0008,0.0364,0.7673,0.1768,326.5119,0.4454,1.19,0.009,2.6436,0.0571
290,58.0,630.47,0.0,0.0177,0.0009,0.0008,0.0362,0.7674,0.177,325.4535,0.4446,1.1877,0.0092,2.645,0.0567
291,58.2,629.17,0.0,0.0176,0.0008,0.0008,0.0361,0.7675,0.1771,324.4072,0.4439,1.1853,0.0094,2.6463,0.0562
292,58.4,627.91,0.0,0.0175,0.0008,0.0007,0.0359,0.7676,0.1772,323.3574,0.4433,1.183,0.0096,2.6477,0.0559
293,58.6,626.73,0.0,0.0175,0.0008,0.0007,0.0358,0.7677,0.1774,322.3352,0.4431,1.1805,0.0098,2.6492,0.0557
294,58.8,625.55,0.0,0.0174,0.0008,0.0007,0.0356,0.7678,0.1775,321.3098,0.4428,1.178,0.01,2.6507,0.0555
295,59.0,624.36,0.0,0.0173,0.0008,0.0007,0.0355,0.7679,0.1776,320.2811,0.4426,1.1755,0.0101,2.6521,0.0554
296,59.2,623.18,0.0,0.0173,0.0008,0.0007,0.0354,0.768,0.1778,319.2491,0.4423,1.1729,0.0103,2.6536,0.0552
297,59.4,622.0,0.0,0.0172,0.0008,0.0007,0.0352,0.7682,0.1779,318.2138,0.4421,1.1704,0.0105,2.6551,0.055
298,59.6,620.82,0.0,0.0171,0.0007,0.0007,0.0351,0.7682,0.1781,317.175,0.4419,1.1679,0.0106,2.6566,0.0548
299,59.8,619.72,0.0,0.0171,0.0007,0.0007,0.0349,0.7684,0.1782,316.1487,0.4421,1.1653,0.0108,2.6581,0.0544
300,60.0,618.66,0.0,0.017,0.0007,0.0006,0.0348,0.7684,0.1783,315.1349,0.4425,1.1626,0.0109,2.6597,0.0539
301,60.2,617.6,0.0,0.017,0.0007,0.0006,0.0347,0.7685,0.1784,314.1178,0.443,1.16,0.0111,2.6612,0.0533
302,60.4,616.54,0.0,0.0169,0.0007,0.0006,0.0345,0.7686,0.1785,313.0974,0.4434,1.1573,0.0112,2.6628,0.0528
303,60.6,615.49,0.0,0.0168,0.0007,0.0006,0.0344,0.7687,0.1786,312.0737,0.4438,1.1546,0.0113,2.6643,0.0522
304,60.8,614.43,0.0,0.0168,0.0007,0.0006,0.0343,0.7688,0.1788,311.0466,0.4443,1.152,0.0115,2.6659,0.0517
305,61.0,613.37,0.0,0.0167,0.0007,0.0006,0.0342,0.7689,0.1789,310.0161,0.4447,1.1493,0.0116,2.6674,0.0512
306,61.2,612.31,0.0,0.0167,0.0007,0.0006,0.034,0.769,0.179,309.0097,0.4447,1.147,0.0116,2.6686,0.0505
307,61.4,611.25,0.0,0.0166,0.0006,0.0006,0.0339,0.7691,0.1791,308.0,0.4447,1.1447,0.0115,2.6697,0.0498
308,61.6,610.19,0.0,0.0165,0.0006,0.0006,0.0338,0.7692,0.1792,306.987,0.4447,1.1425,0.0115,2.6709,0.0491
309,61.8,609.13,0.0,0.0165,0.0006,0.0006,0.0336,0.7693,0.1794,305.9706,0.4447,1.1402,0.0115,2.672,0.0484
310,62.0,608.07,0.0,0.0164,0.0006,0.0005,0.0335,0.7694,0.1795,304.9508,0.4447,1.1379,0.0115,2.6732,0.0477
311,62.2,607.02,0.0,0.0164,0.0006,0.0005,0.0334,0.7694,0.1796,303.9293,0.4447,1.1356,0.0114,2.6743,0.047
312,62.4,605.97,0.0,0.0163,0.0006,0.0005,0.0333,0.7695,0.1797,302.9059,0.4447,1.1334,0.0115,2.6756,0.0463
313,62.6,604.99,0.0,0.0163,0.0006,0.0005,0.0331,0.7696,0.1798,301.899,0.4447,1.1313,0.0119,2.6772,0.0457
314,62.8,604.02,0.0,0.0162,0.0006,0.0005,0.033,0.7697,0.1799,300.8887,0.4446,1.1293,0.0122,2.6789,0.045
315,63.0,603.04,0.0,0.0161,0.0006,0.0005,0.0329,0.7698,0.18,299.8733,0.4446,1.1273,0.0126,2.6805,0.0443
316,63.2,602.06,0.0,0.0161,0.0006,0.0005,0.0328,0.7699,0.1802,298.8562,0.4445,1.1253,0.013,2.6822,0.0436
317,63.4,601.09,0.0,0.016,0.0006,0.0005,0.0327,0.77,0.1803,297.8355,0.4445,1.1233,0.0134,2.6838,0.0429
318,63.6,600.11,0.0,0.016,0.0005,0.0005,0.0325,0.77,0.1804,296.8114,0.4445,1.1212,0.0138,2.6855,0.0422
319,63.8,599.13,0.0,0.0159,0.0005,0.0005,0.0324,0.7701,0.1805,295.782,0.4444,1.1192,0.0141,2.6872,0.0415
320,64.0,598.18,0.0,0.0159,0.0005,0.0005,0.0323,0.7702,0.1806,294.8322,0.4451,1.1176,0.0144,2.6882,0.0411
321,64.2,597.23,0.0,0.0158,0.0005,0.0005,0.0322,0.7703,0.1807,293.8877,0.446,1.1162,0.0146,2.6893,0.0406
322,64.4,596.28,0.0,0.0158,0.0005,0.0005,0.0321,0.7703,0.1808,292.942,0.4468,1.1147,0.0148,2.6903,0.0402
323,64.6,595.33,0.0,0.0157,0.0005,0.0005,0.032,0.7704,0.1809,291.9932,0.4476,1.1132,0.015,2.6913,0.0397
324,64.8,594.39,0.0,0.0157,0.0005,0.0004,0.0319,0.7705,0.181,291.0412,0.4485,1.1117,0.0152,2.6923,0.0392
325,65.0,593.44,0.0,0.0156,0.0005,0.0004,0.0317,0.7706,0.1811,290.0862,0.4493,1.1102,0.0154,2.6933,0.0388
326,65.2,592.49,0.0,0.0155,0.0005,0.0004,0.0316,0.7706,0.1812,289.128,0.4501,1.1087,0.0156,2.6943,0.0383
327,65.4,591.54,0.0,0.0155,0.0005,0.0004,0.0315,0.7707,0.1813,288.1666,0.4509,1.1072,0.0158,2.6953,0.0379
328,65.6,590.5,0.0,0.0154,0.0005,0.0004,0.0314,0.7708,0.1814,287.209,0.4509,1.1056,0.0157,2.6966,0.0376
329,65.8,589.46,0.0,0.0154,0.0005,0.0004,0.0313,0.7709,0.1815,286.2481,0.451,1.1039,0.0156,2.6978,0.0373
330,66.0,588.43,0.0,0.0153,0.0005,0.0004,0.0311,0.771,0.1816,285.2858,0.451,1.1023,0.0155,2.699,0.037
331,66.2,587.39,0.0,0.0153,0.0005,0.0004,0.031,0.771,0.1818,284.3185,0.451,1.1006,0.0154,2.7003,0.0367
332,66.4,586.35,0.0,0.0152,0.0005,0.0004,0.0309,0.7711,0.1819,283.3478,0.451,1.099,0.0154,2.7015,0.0364
333,66.6,585.32,0.0,0.0151,0.0005,0.0004,0.0308,0.7712,0.182,282.3739,0.4511,1.0974,0.0153,2.7028,0.0361
334,66.8,584.28,0.0,0.0151,0.0004,0.0004,0.0307,0.7713,0.1821,281.3965,0.4511,1.0957,0.0152,2.704,0.0358
335,67.0,583.24,0.0,0.015,0.0004,0.0004,0.0305,0.7714,0.1822,280.4175,0.4511,1.094,0.0151,2.7053,0.0354
336,67.2,582.18,0.0,0.015,0.0004,0.0004,0.0304,0.7714,0.1823,279.4495,0.4512,1.0926,0.015,2.7064,0.0349
337,67.4,581.09,0.0,0.0149,0.0004,0.0004,0.0303,0.7715,0.1824,278.4888,0.4513,1.0914,0.015,2.7074,0.0342
338,67.6,580.0,0.0,0.0148,0.0004,0.0004,0.0301,0.7716,0.1826,277.5248,0.4514,1.0901,0.0149,2.7084,0.0335
339,67.8,578.91,0.0,0.0148,0.0004,0.0004,0.03,0.7717,0.1827,276.5574,0.4514,1.0889,0.0149,2.7094,0.0329
340,68.0,577.82,0.0,0.0147,0.0004,0.0004,0.0299,0.7718,0.1828,275.5866,0.4515,1.0876,0.0148,2.7104,0.0322
341,68.2,576.73,0.0,0.0147,0.0004,0.0004,0.0298,0.7718,0.1829,274.6125,0.4516,1.0864,0.0148,2.7114,0.0315
342,68.4,575.64,0.0,0.0146,0.0004,0.0004,0.0296,0.7719,0.183,273.6348,0.4517,1.0851,0.0147,2.7124,0.0308
343,68.6,574.55,0.0,0.0145,0.0004,0.0004,0.0295,0.772,0.1831,272.6555,0.4518,1.0839,0.0147,2.7134,0.0301
344,68.8,573.46,0.0,0.0145,0.0004,0.0003,0.0294,0.7721,0.1832,271.6708,0.4519,1.0826,0.0146,2.7144,0.0294
345,69.0,572.38,0.0,0.0144,0.0004,0.0003,0.0293,0.7722,0.1834,270.7453,0.4523,1.081,0.0144,2.7151,0.0286
346,69.2,571.32,0.0,0.0144,0.0004,0.0003,0.0291,0.7723,0.1835,269.8703,0.4528,1.079,0.0141,2.7155,0.0276
347,69.4,570.26,0.0,0.0143,0.0004,0.0003,0.029,0.7724,0.1836,268.9926,0.4534,1.0771,0.0138,2.7159,0.0266
348,69.6,569.2,0.0,0.0142,0.0004,0.0003,0.0289,0.7724,0.1837,268.1119,0.454,1.0751,0.0134,2.7163,0.0256
349,69.8,568.13,0.0,0.0142,0.0004,0.0003,0.0288,0.7725,0.1838,267.2284,0.4546,1.0731,0.0131,2.7167,0.0246
350,70.0,567.07,0.0,0.0141,0.0004,0.0003,0.0286,0.7726,0.1839,266.3419,0.4552,1.0712,0.0128,2.7171,0.0236
351,70.2,566.01,0.0,0.0141,0.0003,0.0003,0.0285,0.7727,0.184,265.4524,0.4558,1.0692,0.0125,2.7175,0.0226
352,70.4,564.95,0.0,0.014,0.0003,0.0003,0.0284,0.7728,0.1842,264.56,0.4563,1.0672,0.0121,2.7179,0.0216
353,70.6,563.88,0.0,0.014,0.0003,0.0003,0.0283,0.7728,0.1843,263.6646,0.4569,1.0652,0.0118,2.7182,0.0206
354,70.8,562.82,0.0,0.0139,0.0003,0.0003,0.0281,0.7729,0.1844,262.7661,0.4575,1.0632,0.0115,2.7186,0.0196
355,71.0,561.77,0.0,0.0138,0.0003,0.0003,0.028,0.773,0.1845,261.8931,0.4575,1.0616,0.0114,2.7185,0.0189
356,71.2,560.71,0.0,0.0138,0.0003,0.0003,0.0279,0.7731,0.1846,261.023,0.4574,1.0601,0.0114,2.7183,0.0182
357,71.4,559.66,0.0,0.0137,0.0003,0.0003,0.0278,0.7732,0.1847,260.15,0.4572,1.0586,0.0113,2.7182,0.0175
358,71.6,558.6,0.0,0.0137,0.0003,0.0003,0.0277,0.7732,0.1848,259.274,0.4571,1.0572,0.0113,2.718,0.0169
359,71.8,557.55,0.0,0.0136,0.0003,0.0003,0.0275,0.7733,0.1849,258.395,0.457,1.0557,0.0112,2.7178,0.0162
360,72.0,556.49,0.0,0.0135,0.0003,0.0003,0.0274,0.7734,0.185,257.5131,0.4568,1.0541,0.0112,2.7176,0.0155
361,72.2,555.44,0.0,0.0135,0.0003,0.0003,0.0273,0.7735,0.1852,256.6281,0.4567,1.0526,0.0112,2.7174,0.0148
362,72.4,554.38,0.0,0.0134,0.0003,0.0003,0.0272,0.7736,0.1853,255.7401,0.4566,1.0511,0.0111,2.7172,0.0141
363,72.6,553.33,0.0,0.0134,0.0003,0.0002,0.027,0.7736,0.1854,254.849,0.4564,1.0496,0.0111,2.717,0.0135
364,72.8,552.27,0.0,0.0133,0.0003,0.0002,0.0269,0.7737,0.1855,253.9547,0.4563,1.0481,0.011,2.7168,0.0128
365,73.0,551.26,0.0,0.0133,0.0003,0.0002,0.0268,0.7738,0.1856,253.0731,0.4565,1.0468,0.0108,2.7168,0.0122
366,73.2,550.32,0.0,0.0132,0.0003,0.0002,0.0267,0.7739,0.1857,252.2162,0.4571,1.0457,0.0104,2.7173,0.0119
367,73.4,549.39,0.0,0.0132,0.0003,0.0002,0.0266,0.7739,0.1858,251.3583,0.4577,1.0446,0.0099,2.7178,0.0115
368,73.6,548.45,0.0,0.0131,0.0003,0.0002,0.0265,0.774,0.1859,250.4955,0.4583,1.0435,0.0094,2.7183,0.0112
369,73.8,547.52,0.0,0.013,0.0003,0.0002,0.0264,0.7741,0.186,249.6317,0.4589,1.0424,0.0089,2.7188,0.0108
370,74.0,546.58,0.0,0.013,0.0002,0.0002,0.0263,0.7741,0.1861,248.7629,0.4596,1.0412,0.0084,2.7193,0.0105
