s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
99.8,1.61,1.82,1.84,1.71,1.43,1.09
100,1.63,1.85,1.89,1.77,1.72,1.61
100,1.53,1.71,1.73,1.63,1.39,1.13
100,1.67,1.85,1.84,1.71,1.62,1.45
101,1.81,2.06,2.1,1.95,1.6,1.16
101,1.64,1.85,1.89,1.8,1.65,1.47
101,1.76,2.01,2.07,1.9,1.55,1.11
101,1.74,2.01,2.15,2.2,2,1.63
101,1.61,1.8,1.89,1.86,1.7,1.43
102,1.76,1.94,1.94,1.71,1.56,1.35
102,1.69,1.88,1.9,1.81,1.52,1.18
102,1.8,2.07,2.06,1.78,1.59,1.36
102,1.8,2.04,2.18,2.28,1.94,1.46
102,1.61,1.87,1.92,1.71,1.5,1.2
103,1.67,1.86,1.96,2.02,1.89,1.67
103,1.73,2.05,2.11,1.85,1.61,1.25
103,1.67,1.86,1.99,2.12,1.96,1.67
103,1.85,2.2,2.25,1.92,1.66,1.24
103,1.77,1.93,2.01,2.01,1.8,1.58
104,1.75,2.06,2.04,1.77,1.56,1.28
104,1.76,1.98,2.08,2.13,1.86,1.51
104,1.61,1.81,1.85,1.75,1.49,1.14
104,1.76,2.01,2.13,2.14,2.11,1.88
104,1.68,1.9,1.95,1.87,1.59,1.17
105,1.7,1.89,1.93,1.83,1.78,1.67
105,1.83,2.05,2.07,1.9,1.61,1.2
105,1.75,1.99,2.02,1.89,1.75,1.57
105,1.8,2.02,2.08,1.97,1.66,1.24
105,1.72,1.97,2.04,1.9,1.83,1.7
106,1.78,2.05,2.13,2.05,1.67,1.16
106,1.67,1.83,1.9,1.88,1.9,1.84
106,1.79,2.11,2.09,1.77,1.45,1.06
106,1.76,1.95,2.03,2.06,1.89,1.66
106,1.96,2.37,2.4,2.01,1.68,1.22
107,1.82,2.04,2.2,2.32,2,1.64
107,1.86,2.24,2.28,1.94,1.68,1.3
107,1.96,2.24,2.41,2.49,2.1,1.62
107,1.89,2.24,2.37,2.1,1.77,1.3
107,1.69,1.96,2.1,2.07,1.84,1.61
108,1.66,1.88,1.97,1.98,1.77,1.45
108,1.75,1.98,1.98,1.72,1.57,1.34
108,1.77,1.98,2.05,2.04,1.79,1.45
108,1.75,1.94,1.99,1.89,1.68,1.35
108,1.81,2.08,2.17,2.07,1.93,1.73
109,1.8,2.05,2.16,2.25,1.97,1.5
109,1.67,1.9,1.97,1.88,1.77,1.55
109,1.78,2,2.06,2,1.85,1.62
109,1.85,2.06,2.08,1.94,1.8,1.57
109,1.73,1.94,2.01,1.96,1.71,1.37
110,1.86,2.06,2.07,1.88,1.78,1.61
110,1.72,1.95,1.98,1.91,1.64,1.35
110,1.99,2.25,2.21,1.96,1.83,1.63
110,1.93,2.25,2.37,2.27,1.8,1.22
110,1.82,2.08,2.19,2.07,1.93,1.77
111,1.79,2.09,2.18,2.18,1.82,1.3
111,1.76,1.96,2.08,2.01,1.95,1.85
111,1.94,2.28,2.27,1.98,1.69,1.35
111,1.81,2.01,2.09,2.06,1.8,1.48
111,1.81,2.11,2.2,2.08,1.85,1.5
112,1.78,2.01,2.15,2.22,2.11,1.9
112,1.88,2.2,2.25,1.88,1.59,1.19
112,1.99,2.36,2.62,2.8,2.38,1.78
112,1.75,2.04,2.25,2.33,2.3,2.07
112,1.75,2.04,2.14,2.08,1.93,1.67
113,1.83,2.07,2.19,2.22,1.96,1.56
113,1.8,2.06,2.11,1.84,1.65,1.39
113,1.87,2.13,2.22,2.26,2.03,1.73
113,1.96,2.26,2.37,2.22,1.98,1.56
113,1.86,2.17,2.41,2.67,2.7,2.36
114,1.79,2.11,2.24,2.19,1.91,1.43
114,1.88,2.22,2.44,2.51,2.43,2.17
114,1.7,1.94,2.03,2.02,1.83,1.5
114,1.92,2.12,2.17,2.02,1.9,1.7
114,1.83,2.07,2.13,2.07,1.8,1.44
115,1.87,2.05,2.08,1.99,1.98,1.89
115,1.78,2.07,2.12,2.03,1.69,1.22
115,1.85,2.11,2.26,2.35,2.41,2.35
115,1.81,2.08,2.14,2.03,1.73,1.27
115,1.83,2.07,2.2,2.25,2.36,2.4
116,1.74,2.01,2.1,2.08,1.83,1.43
116,1.78,2.06,2.16,2.1,2.11,2.03
116,1.94,2.22,2.28,2.16,1.83,1.39
116,1.84,2.08,2.22,2.29,2.27,2.15
116,1.8,2,2.04,1.92,1.73,1.43
117,1.98,2.27,2.3,2.14,2.01,1.84
117,1.83,2.03,2.14,2.18,1.93,1.57
117,1.9,2.2,2.24,2.15,2.13,1.99
117,2.1,2.44,2.59,2.51,2.14,1.59
117,1.94,2.24,2.31,2.04,1.83,1.61
118,1.92,2.17,2.26,2.2,1.93,1.62
118,1.82,2.05,2.14,2.11,1.88,1.55
118,1.85,2.12,2.2,2.09,1.98,1.81
118,1.91,2.16,2.28,2.35,2.12,1.71
118,1.81,2.06,2.16,2.15,2.03,1.78
119,1.93,2.27,2.4,2.38,2.34,2.16
119,1.88,2.15,2.3,2.4,2.27,1.95
119,1.96,2.22,2.33,2.33,2.19,1.87
119,1.91,2.22,2.35,2.31,2.12,1.82
119,1.85,2.09,2.18,2.11,2.05,1.91
120,1.86,2.14,2.26,2.28,2,1.52
120,1.88,2.19,2.37,2.47,2.6,2.56
120,1.86,2.12,2.21,2.16,1.85,1.38
120,2.06,2.4,2.54,2.46,2.4,2.25
120,2.01,2.32,2.46,2.52,2.17,1.6
121,1.97,2.25,2.38,2.3,2.24,2.09
121,2.15,2.51,2.65,2.48,2.17,1.72
121,1.91,2.17,2.32,2.37,2.28,2.1
121,2.08,2.47,2.6,2.56,2.36,2
121,1.94,2.18,2.35,2.45,2.39,2.2
122,2.05,2.34,2.42,2.19,1.96,1.62
122,2.03,2.28,2.37,2.36,2.16,1.86
122,2.19,2.58,2.76,2.62,2.27,1.74
122,1.99,2.31,2.48,2.56,2.41,2.15
122,2.2,2.6,2.78,2.59,2.28,1.78
123,1.97,2.28,2.46,2.52,2.33,2.07
123,2.09,2.44,2.6,2.45,2.26,1.97
123,2,2.35,2.51,2.56,2.22,1.74
123,1.97,2.24,2.39,2.42,2.3,2.03
123,2.05,2.28,2.34,2.23,2.1,1.88
124,2.11,2.47,2.58,2.47,2.18,1.77
124,2,2.33,2.47,2.53,2.48,2.33
124,2.07,2.32,2.43,2.37,2.14,1.78
124,2.29,2.69,2.79,2.49,2.29,1.99
124,2.17,2.51,2.75,2.92,2.55,2
125,2.01,2.34,2.5,2.45,2.44,2.24
125,2.01,2.23,2.36,2.43,2.3,2.04
125,2.13,2.47,2.6,2.53,2.3,1.89
125,2,2.31,2.48,2.56,2.5,2.35
125,2,2.26,2.39,2.42,2.29,2.02
126,2.19,2.59,2.78,2.69,2.51,2.14
126,1.95,2.19,2.33,2.4,2.35,2.28
126,2.21,2.63,2.71,2.42,2.13,1.66
126,2.03,2.3,2.48,2.66,2.47,2.18
126,2.1,2.45,2.6,2.47,2.33,2.02
127,2.13,2.46,2.58,2.58,2.42,2.2
127,2.01,2.3,2.49,2.56,2.37,2.02
127,2.17,2.54,2.58,2.39,2.33,2.17
127,2.23,2.61,2.82,2.85,2.33,1.63
127,2.23,2.67,2.9,2.78,2.73,2.56
128,2.13,2.51,2.78,3,2.47,1.66
128,1.95,2.31,2.57,2.64,2.74,2.72
128,1.95,2.15,2.24,2.26,2.22,2.11
128,2.15,2.51,2.59,2.48,2.23,1.83
128,2.05,2.32,2.54,2.7,2.55,2.24
129,2.08,2.43,2.5,2.42,2.35,2.15
129,1.99,2.26,2.4,2.44,2.19,1.8
129,2.12,2.47,2.55,2.41,2.37,2.27
129,2,2.27,2.43,2.52,2.25,1.82
129,2.07,2.42,2.62,2.64,2.68,2.59
130,2,2.31,2.52,2.72,2.63,2.37
130,2.16,2.58,2.72,2.64,2.55,2.25
130,2.07,2.35,2.54,2.67,2.55,2.32
130,2.18,2.6,2.81,2.8,2.64,2.27
130,1.95,2.26,2.48,2.72,2.71,2.57
131,2.02,2.35,2.52,2.59,2.48,2.2
131,2.11,2.37,2.46,2.47,2.56,2.55
131,2.16,2.57,2.69,2.52,2.18,1.69
131,2.08,2.35,2.51,2.6,2.54,2.44
131,2.19,2.68,2.81,2.69,2.43,1.96
132,2.11,2.43,2.66,2.78,2.66,2.41
132,2.14,2.48,2.64,2.64,2.44,2.06
132,2.09,2.42,2.59,2.61,2.53,2.33
132,2.07,2.4,2.5,2.47,2.28,1.98
132,2.12,2.43,2.63,2.75,2.72,2.59
133,1.97,2.26,2.4,2.36,2.17,1.83
133,2.18,2.52,2.71,2.84,2.9,2.8
133,2.04,2.34,2.51,2.63,2.46,2.06
133,2.24,2.64,2.84,2.93,3.1,3.1
133,2.13,2.46,2.67,2.79,2.52,2.04
134,2.16,2.54,2.73,2.77,2.85,2.82
134,1.93,2.19,2.33,2.37,2.12,1.73
134,2.15,2.51,2.72,2.92,3.07,3.05
134,2.12,2.44,2.59,2.58,2.52,2.37
134,2.15,2.48,2.69,2.91,2.74,2.33
135,2.16,2.53,2.75,2.83,2.88,2.72
135,2.15,2.47,2.64,2.69,2.58,2.33
135,2.14,2.48,2.64,2.72,2.68,2.45
135,2.02,2.3,2.47,2.58,2.56,2.44
135,2.19,2.6,2.77,2.73,2.72,2.55
136,2.1,2.38,2.57,2.71,2.57,2.31
136,2.13,2.47,2.63,2.68,2.6,2.36
136,2.35,2.76,2.93,2.97,3.04,2.92
136,2.34,2.71,2.95,3.03,2.73,2.21
136,2.21,2.63,2.89,3.1,3.36,3.5
137,2.12,2.5,2.75,2.95,2.75,2.3
137,2.25,2.64,2.88,2.95,3.09,3.07
137,2.25,2.65,2.85,2.97,2.69,2.18
137,2.17,2.51,2.67,2.75,2.98,3.11
137,2.27,2.67,2.8,2.69,2.34,1.86
138,2.27,2.68,2.84,2.9,2.95,2.92
138,2.28,2.7,2.94,2.95,2.6,2.03
138,2.18,2.58,2.8,2.93,3.05,3.02
138,2.3,2.67,2.91,3.01,2.77,2.33
138,2.46,2.96,3.2,3.29,3.31,3.11
139,2.52,2.98,3.31,3.34,2.88,2.11
139,2.29,2.78,3.06,3.07,2.99,2.84
139,2.36,2.74,3.06,3.39,3.45,3.3
139,2.26,2.7,2.89,2.74,2.47,1.99
139,2.24,2.58,2.83,3.04,3,2.82
140,2.25,2.69,2.93,3.06,2.88,2.46
140,2.25,2.63,2.94,3.22,3.39,3.36
140,2.47,2.95,3.16,3.06,2.85,2.43
140,2.29,2.67,2.92,3.08,3.04,2.9
140,2.2,2.56,2.78,2.99,2.77,2.27
141,2.22,2.67,3,3.23,3.44,3.39
141,2.08,2.4,2.58,2.68,2.67,2.55
141,2.25,2.62,2.85,3.01,2.97,2.73
141,2.12,2.44,2.58,2.63,2.69,2.67
141,2.22,2.57,2.77,2.84,2.67,2.38
142,2.22,2.53,2.67,2.71,2.81,2.84
142,2.34,2.68,2.83,2.86,2.65,2.33
142,2.2,2.61,2.79,2.83,2.8,2.64
142,2.13,2.45,2.67,2.82,2.79,2.62
142,2.27,2.73,2.95,2.95,2.85,2.57
143,2.17,2.45,2.63,2.76,2.77,2.68
143,2.35,2.81,2.99,2.94,2.78,2.45
143,2.27,2.63,2.83,2.97,3.01,3.01
143,2.22,2.58,2.8,2.92,2.75,2.39
143,2.34,2.68,2.87,2.93,3.04,3.08
144,2.19,2.57,2.76,2.84,2.7,2.42
144,2.21,2.56,2.77,2.89,2.97,2.98
144,2.16,2.53,2.73,2.85,2.71,2.39
144,2.29,2.57,2.71,2.77,2.85,2.85
144,2.45,3,3.24,3.05,2.78,2.33
145,2.38,2.8,3.11,3.39,3.23,2.95
145,2.38,2.81,3.09,3.3,3.36,3.21
145,2.33,2.76,3.03,3.09,2.9,2.55
145,2.31,2.8,3.19,3.55,3.62,3.35
145,2.18,2.61,2.96,3.31,3.41,3.26
146,2.35,2.8,2.93,2.94,3.05,3.06
146,2.48,2.91,3.16,3.2,2.88,2.38
146,2.22,2.59,2.8,2.87,2.92,2.95
146,2.29,2.66,2.89,3.03,2.9,2.58
146,2.21,2.56,2.78,2.96,3.05,3.02
147,2.22,2.56,2.72,2.75,2.69,2.51
147,2.34,2.71,2.97,3.23,3.31,3.22
147,2.29,2.67,2.86,2.88,2.81,2.6
147,2.22,2.5,2.66,2.76,2.83,2.87
147,2.41,2.91,3.12,3.12,3.03,2.72
148,2.23,2.57,2.84,3.06,3.05,2.93
148,2.3,2.7,2.92,3.03,3.03,2.87
148,2.34,2.76,2.98,3.14,3.24,3.24
148,2.4,2.8,3.13,3.4,3.34,3.04
148,2.32,2.79,3.08,3.23,3.32,3.23
149,2.32,2.66,2.89,3.1,3.16,3.13
149,2.72,3.35,3.63,3.63,3.5,3.13
149,2.51,3.04,3.45,3.85,3.82,3.49
149,2.4,2.87,3.23,3.53,3.54,3.29
149,2.49,2.91,3.15,3.23,3.35,3.38
150,2.38,2.83,3.04,3.1,2.78,2.26
150,2.32,2.8,3.13,3.44,3.76,3.95
150,2.28,2.68,2.96,3.27,3.19,2.84
150,2.47,3.02,3.31,3.38,3.53,3.47
150,2.36,2.77,3.13,3.52,3.44,3.13
151,2.34,2.84,3.16,3.33,3.4,3.21
151,2.37,2.77,3.06,3.26,3.3,3.19
151,2.43,2.93,3.26,3.48,3.43,3.19
151,2.34,2.74,3,3.15,3.25,3.22
151,2.44,2.92,3.24,3.52,3.37,2.98
152,2.29,2.75,3.09,3.36,3.62,3.65
152,2.37,2.79,3.04,3.24,3.29,3.17
152,2.6,3.12,3.41,3.5,3.33,2.96
152,2.38,2.82,3.18,3.48,3.47,3.27
152,2.38,2.84,3.11,3.27,3.44,3.48
153,2.38,2.72,2.89,2.96,2.88,2.67
153,2.68,3.24,3.53,3.63,3.47,3.12
153,2.47,3.01,3.42,3.84,3.9,3.59
153,2.29,2.74,3.14,3.57,3.79,3.75
153,2.42,2.84,3.09,3.22,3.42,3.54
154,2.5,2.94,3.21,3.45,3.34,2.97
154,2.42,2.9,3.22,3.45,3.59,3.55
154,2.47,2.92,3.29,3.68,3.69,3.33
154,2.45,2.94,3.22,3.38,3.52,3.5
154,2.29,2.66,2.98,3.36,3.53,3.53
155,2.37,2.88,3.2,3.36,3.54,3.57
155,2.39,2.75,2.99,3.12,3.1,2.99
155,2.42,2.94,3.25,3.46,3.27,2.88
155,2.4,2.9,3.23,3.44,3.64,3.62
155,2.4,2.89,3.29,3.74,3.67,3.22
156,2.33,2.8,3.17,3.51,3.92,4.13
156,2.42,2.9,3.27,3.61,3.54,3.23
156,2.3,2.74,3.05,3.2,3.26,3.16
156,2.25,2.62,2.88,3.1,3.26,3.31
156,2.31,2.7,2.93,3.09,2.97,2.68
157,2.32,2.73,2.99,3.16,3.33,3.38
157,2.32,2.71,2.95,3.16,3.09,2.84
157,2.59,3.15,3.49,3.67,3.75,3.64
157,2.39,2.84,3.15,3.4,3.32,3.06
157,2.49,2.97,3.31,3.59,3.81,3.84
158,2.55,3.06,3.36,3.57,3.49,3.15
158,2.46,2.87,3.16,3.39,3.56,3.61
158,2.38,2.78,3.07,3.28,3.39,3.36
158,2.47,2.87,3.15,3.39,3.39,3.2
158,2.37,2.77,3.03,3.19,3.34,3.37
159,2.37,2.77,3.02,3.23,3.21,3.05
159,2.56,3.04,3.39,3.7,3.8,3.66
159,2.47,2.97,3.23,3.28,3.39,3.45
159,2.67,3.1,3.48,3.79,3.64,3.2
159,2.66,3.25,3.6,3.68,3.79,3.71
160,2.79,3.31,3.82,4.28,4.02,3.38
160,2.74,3.43,3.83,3.92,4.03,3.86
160,2.65,3.11,3.53,3.89,3.81,3.55
160,2.66,3.18,3.51,3.65,3.6,3.32
160,2.41,2.86,3.2,3.5,3.7,3.77
161,2.31,2.69,2.94,3.08,3.1,3.01
161,2.37,2.78,3.05,3.28,3.37,3.36
161,2.33,2.68,2.92,3.12,3.32,3.47
161,2.28,2.64,2.87,3.05,3.01,2.79
161,2.31,2.66,2.92,3.2,3.47,3.64
162,2.31,2.71,2.98,3.2,3.19,3.05
162,2.41,2.86,3.19,3.48,3.68,3.69
162,2.4,2.8,3.12,3.42,3.38,3.15
162,2.46,2.88,3.16,3.26,3.41,3.46
162,2.39,2.76,3.06,3.4,3.39,3.13
163,2.42,2.89,3.24,3.6,4,4.2
163,2.36,2.75,3.05,3.35,3.44,3.32
163,2.35,2.79,3.12,3.43,3.6,3.58
163,2.43,2.82,3.05,3.23,3.39,3.48
163,2.38,2.74,3.02,3.24,3.24,3.09
164,2.48,2.95,3.29,3.66,4.07,4.38
164,2.32,2.7,2.97,3.18,3.17,3.02
164,2.6,3.19,3.46,3.49,3.58,3.55
164,2.45,2.93,3.32,3.65,3.43,3.03
164,2.66,3.21,3.5,3.67,3.92,4.02
165,2.6,3.02,3.38,3.64,3.42,2.95
165,2.62,3.17,3.5,3.54,3.77,3.89
165,2.68,3.25,3.73,4.31,3.98,3.18
165,2.47,3.01,3.51,4.05,4.5,4.64
165,2.54,3.09,3.47,3.78,4.11,4.3
166,2.47,2.9,3.19,3.34,3.23,2.94
166,2.47,2.95,3.28,3.56,3.75,3.79
166,2.45,2.81,3.09,3.35,3.47,3.45
166,2.62,3.16,3.43,3.51,3.53,3.39
166,2.61,3.14,3.51,3.79,3.7,3.4
167,2.74,3.31,3.58,3.72,3.95,4.07
167,2.56,3.03,3.4,3.65,3.42,2.97
167,2.54,3.01,3.31,3.44,3.68,3.83
167,2.4,2.85,3.18,3.51,3.44,3.14
167,2.66,3.16,3.47,3.67,3.95,4.09
168,2.5,2.97,3.31,3.61,3.51,3.17
168,2.46,2.96,3.28,3.52,3.87,4.12
168,2.44,2.88,3.25,3.66,3.62,3.28
168,2.54,3.11,3.5,3.79,4.24,4.57
168,2.48,2.95,3.35,3.77,3.88,3.79
169,2.53,3.07,3.41,3.68,3.78,3.69
169,2.46,2.96,3.36,3.7,3.96,4.09
169,2.46,2.98,3.37,3.73,3.69,3.4
169,2.49,2.92,3.31,3.74,4.12,4.35
169,2.48,3.05,3.36,3.39,3.37,3.18
170,2.54,3.02,3.44,3.89,3.88,3.58
170,2.51,3.03,3.35,3.59,3.82,3.86
170,2.41,2.81,3.07,3.27,3.32,3.28
170,2.54,3.07,3.37,3.55,3.62,3.54
170,2.59,3,3.29,3.55,3.62,3.54
171,2.46,2.99,3.33,3.65,3.63,3.4
171,2.6,3.17,3.66,4.18,4.59,4.7
171,2.6,3.16,3.58,3.89,3.85,3.54
171,2.53,3.12,3.54,3.68,3.8,3.82
171,2.74,3.35,3.89,4.5,4.27,3.59
172,2.61,3.23,3.69,3.96,4.38,4.58
172,2.72,3.26,3.72,4.15,3.96,3.47
172,2.48,2.96,3.33,3.54,3.75,3.83
172,2.52,2.97,3.35,3.74,3.81,3.66
172,2.63,3.21,3.54,3.7,3.86,3.85
173,2.55,3,3.37,3.78,3.84,3.7
173,2.65,3.24,3.61,3.8,3.84,3.72
173,2.61,3.23,3.72,4.2,4.16,3.69
173,2.65,3.25,3.77,4.2,4.31,4.08
173,2.53,3,3.44,3.8,4.07,4.14
174,2.59,3.16,3.46,3.42,3.41,3.24
174,2.79,3.44,3.97,4.56,4.32,3.75
174,2.31,2.69,3.03,3.32,3.67,3.92
174,2.31,2.76,3.03,3.14,3.1,2.95
174,2.35,2.78,3.06,3.38,3.53,3.53
175,2.54,3.08,3.46,3.8,3.71,3.35
175,2.59,3.18,3.69,4.26,4.63,4.42
175,2.35,2.77,3.22,3.72,4.09,4.24
175,2.45,2.97,3.16,3.19,3.33,3.39
175,2.69,3.18,3.62,3.96,3.76,3.3
176,2.73,3.35,3.72,3.9,4.2,4.35
176,2.63,3.1,3.53,3.87,3.72,3.29
176,2.66,3.17,3.55,3.85,4.12,4.27
176,2.56,2.99,3.31,3.61,3.77,3.76
176,2.69,3.24,3.63,3.79,3.7,3.35
177,2.8,3.38,3.82,4.19,4.26,4.18
177,2.66,3.18,3.61,4,3.98,3.69
177,2.66,3.23,3.61,3.8,4.01,4.06
177,2.62,3.13,3.58,4.15,4.09,3.59
177,2.47,3.05,3.53,3.9,4.44,4.79
178,2.67,3.21,3.66,4.11,4.04,3.73
178,2.49,2.97,3.35,3.78,4.11,4.23
178,2.51,2.96,3.27,3.51,3.66,3.65
178,2.63,3.11,3.47,3.74,3.73,3.53
178,2.49,2.99,3.33,3.57,3.85,4.08
179,2.56,3,3.37,3.75,3.79,3.64
179,2.61,3.15,3.51,3.71,3.9,3.92
179,2.59,3.03,3.38,3.69,3.75,3.65
179,2.53,3.06,3.4,3.66,3.87,3.92
179,2.37,2.74,3.01,3.27,3.38,3.41
180,2.51,2.95,3.24,3.47,3.54,3.49
180,2.46,2.85,3.15,3.44,3.67,3.79
180,2.7,3.34,3.73,3.87,3.8,3.49
180,2.69,3.26,3.78,4.37,4.57,4.64
180,2.6,3.11,3.48,3.8,3.88,3.71
181,2.55,3.06,3.4,3.64,3.78,3.76
181,2.72,3.19,3.56,3.99,4.16,4.07
181,2.76,3.37,3.79,4.1,4.42,4.48
181,2.64,3.07,3.43,3.81,3.92,3.86
181,2.67,3.28,3.66,3.71,3.68,3.48
182,2.9,3.57,4.16,4.83,4.63,4.09
182,2.53,3.03,3.46,3.82,4.08,4.18
182,2.49,2.98,3.3,3.54,3.74,3.84
182,2.47,2.94,3.3,3.64,3.73,3.6
182,2.67,3.2,3.56,3.88,4.22,4.46
183,2.67,3.17,3.6,4.03,4.01,3.66
183,2.66,3.21,3.6,3.96,4.35,4.58
183,2.73,3.25,3.7,4.14,4.25,4.14
183,2.67,3.25,3.62,3.75,3.95,3.98
183,2.84,3.39,3.93,4.46,4.27,3.69
184,2.75,3.43,3.94,4.24,4.71,4.94
184,2.72,3.21,3.69,4.2,4.24,4.13
184,2.64,3.16,3.51,3.72,3.87,3.86
184,2.45,2.91,3.29,3.64,3.81,3.87
184,2.67,3.25,3.61,3.85,4.05,4.12
185,2.6,3.11,3.42,3.67,3.8,3.81
185,2.6,3.08,3.48,3.92,4.03,3.9
185,2.55,3.04,3.37,3.62,3.91,4.09
185,2.59,3.11,3.56,4.01,4.11,3.96
185,2.5,3,3.37,3.81,4.19,4.44
186,2.46,2.84,3.15,3.42,3.51,3.47
186,2.65,3.2,3.51,3.72,3.91,4
186,2.76,3.35,3.86,4.45,4.42,4.02
186,2.74,3.32,3.8,4.12,4.33,4.27
186,2.57,3.11,3.48,3.74,3.8,3.68
187,2.75,3.32,3.84,4.36,4.48,4.28
187,2.59,3.2,3.69,3.99,4.33,4.4
187,2.77,3.33,3.86,4.41,4.49,4.29
187,2.64,3.21,3.63,3.99,4.16,4.1
187,2.56,3.04,3.38,3.69,3.95,4.06
188,2.51,2.99,3.31,3.53,3.57,3.46
188,2.53,2.99,3.35,3.72,4,4.14
188,2.4,2.79,3.11,3.37,3.49,3.51
188,2.43,2.86,3.18,3.46,3.62,3.66
188,2.47,2.94,3.26,3.58,3.78,3.84
189,2.47,2.9,3.27,3.65,3.81,3.8
189,2.58,3.12,3.48,3.68,3.84,3.89
189,2.48,2.89,3.21,3.51,3.6,3.55
189,2.51,3.04,3.45,3.84,4.06,4.11
189,2.71,3.31,3.71,4.09,4.33,4.32
190,3,3.64,4.2,4.67,4.65,4.25
190,2.63,3.17,3.56,3.77,3.94,4.01
190,2.51,2.98,3.39,3.76,3.88,3.84
190,2.47,3,3.4,3.82,3.97,3.89
190,2.61,3.17,3.62,3.99,4.35,4.5
191,2.73,3.3,3.79,4.29,4.39,4.2
191,2.68,3.26,3.66,4.03,4.48,4.83
191,2.71,3.2,3.65,4.14,4.12,3.74
191,2.68,3.26,3.66,3.9,4.2,4.39
191,2.49,2.93,3.31,3.67,3.67,3.49
192,2.66,3.22,3.61,3.96,4.27,4.4
192,2.37,2.79,3.11,3.38,3.48,3.47
192,2.62,3.19,3.57,3.89,4.1,4.15
192,2.53,2.97,3.3,3.59,3.78,3.87
192,2.65,3.21,3.6,3.98,4.05,3.89
193,2.81,3.37,3.78,4.17,4.55,4.68
193,2.9,3.57,4.01,4.2,4.08,3.72
193,2.64,3.22,3.66,4.03,4.22,4.38
193,2.49,2.97,3.4,3.85,3.99,3.93
193,2.67,3.29,3.69,3.9,4.05,4.03
194,2.75,3.37,3.85,4.32,4.32,3.92
194,2.84,3.48,4.06,4.62,4.86,4.8
194,2.6,3.14,3.57,3.86,4.07,4.02
194,2.6,3.12,3.61,4.19,4.4,4.29
194,2.61,3.18,3.62,4.07,4.47,4.65
195,2.65,3.15,3.54,3.88,3.99,3.85
195,2.73,3.3,3.72,4.1,4.35,4.44
195,2.61,3.11,3.46,3.81,4.09,4.28
195,2.76,3.35,3.8,4.12,4.12,3.86
195,2.67,3.19,3.58,4.04,4.43,4.72
196,2.72,3.29,3.78,4.15,4.29,4.19
196,2.7,3.28,3.68,4,4.13,4.09
196,2.7,3.25,3.67,4.09,4.3,4.34
196,2.69,3.29,3.78,4.27,4.28,4.07
196,2.76,3.41,3.94,4.4,4.7,4.54
197,2.65,3.23,3.78,4.4,4.76,4.96
197,2.68,3.27,3.64,3.93,4.25,4.44
197,2.73,3.25,3.7,4.07,4,3.67
197,2.57,3.11,3.52,3.83,4.19,4.39
197,2.44,2.91,3.3,3.72,3.83,3.76
198,2.59,3.19,3.66,4.2,4.46,4.47
198,2.58,3.03,3.47,3.92,4.35,4.59
198,2.55,3.13,3.49,3.72,3.79,3.69
198,2.51,2.95,3.28,3.61,3.82,3.88
198,2.79,3.44,3.84,4.05,4.08,3.88
199,2.68,3.25,3.68,4.1,4.25,4.22
199,2.66,3.21,3.65,4.05,4.18,4.1
199,2.58,3.06,3.41,3.73,3.98,4.11
199,2.64,3.13,3.53,3.92,4.03,3.94
199,2.68,3.24,3.62,3.99,4.41,4.7
200,2.52,2.96,3.35,3.7,3.73,3.57
200,2.81,3.5,3.8,4.05,4.39,4.59
200,2.69,3.16,3.57,3.93,3.88,3.68
