m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,kg/m2/s,kg/m2/s,kg/m2/s
0.973,27.492,27.906,28.958,5.440,31.074,8.673,32.932,58.980,37.630,436.507,481.875,448.808,0.021705551,0.023583675,0.026183207
0.978,27.469,28.032,28.817,5.735,31.751,8.505,33.204,59.783,37.322,437.130,482.975,448.656,0.021748921,0.023577159,0.026251528
0.983,27.433,28.489,28.561,6.046,32.194,7.828,33.478,60.682,36.389,437.761,483.601,447.895,0.021788605,0.023558613,0.026308559
0.988,27.417,29.183,28.225,6.062,31.172,7.395,33.478,60.355,35.620,437.839,481.885,447.386,0.021828497,0.023546696,0.026370227
0.993,27.416,29.934,27.865,5.905,29.660,7.642,33.321,59.593,35.508,437.601,479.277,447.810,0.021868197,0.023526169,0.026414504
0.999,27.445,30.601,27.499,5.770,26.190,8.532,33.215,56.792,36.031,437.414,473.553,449.135,0.021909285,0.023513354,0.026459495
1.004,27.461,31.117,27.136,5.823,23.249,9.499,33.284,54.366,36.635,437.604,468.734,450.532,0.021953747,0.023498783,0.026490215
1.009,27.472,31.423,26.800,6.336,21.514,10.064,33.808,52.937,36.865,438.636,465.889,451.377,0.021994123,0.023497911,0.026522327
1.014,27.498,31.563,26.511,6.767,20.066,10.966,34.265,51.629,37.477,439.477,463.538,452.687,0.022031158,0.023490654,0.02653943
1.019,27.556,31.572,26.255,6.748,19.918,12.369,34.303,51.490,38.624,439.480,463.329,454.662,0.022062324,0.02349871,0.02656268
1.024,27.668,31.568,26.063,6.648,20.650,12.471,34.316,52.218,38.534,439.331,464.551,454.798,0.022087369,0.023498466,0.026582552
1.029,27.842,31.628,25.987,6.642,21.526,11.566,34.483,53.155,37.552,439.356,465.969,453.526,0.022104379,0.023504503,0.026620444
1.034,28.057,31.766,26.061,6.908,21.368,9.014,34.964,53.134,35.075,439.888,465.669,449.964,0.022124486,0.023499582,0.026656851
1.039,28.290,32.021,26.295,7.039,20.309,6.933,35.329,52.330,33.227,440.153,463.946,447.148,0.022149201,0.023506682,0.026700554
1.044,28.509,32.392,26.661,6.931,19.608,6.877,35.440,52.000,33.538,440.117,462.805,447.112,0.022182006,0.023503743,0.026726387
1.049,28.731,32.912,27.147,6.909,19.556,7.363,35.640,52.468,34.510,440.135,462.727,447.837,0.022225145,0.023512524,0.026749125
1.054,28.944,33.528,27.715,6.873,19.329,8.260,35.818,52.857,35.975,440.130,462.343,449.093,0.022270726,0.023514435,0.026750857
1.059,29.126,34.236,28.330,6.909,19.101,9.044,36.035,53.337,37.373,440.273,462.005,450.204,0.022317074,0.023535147,0.026761575
1.064,29.307,34.925,28.918,7.082,19.244,9.685,36.388,54.169,38.603,440.673,462.261,451.112,0.022363493,0.023545127,0.02676649
1.069,29.455,35.583,29.447,7.302,19.907,10.774,36.757,55.490,40.222,441.167,463.378,452.665,0.022411492,0.023569142,0.02677786
1.074,29.590,36.134,29.905,7.571,20.196,12.312,37.161,56.330,42.217,441.748,463.850,454.790,0.022457428,0.023581978,0.026764855
1.079,29.676,36.524,30.288,7.892,20.105,12.955,37.568,56.629,43.243,442.436,463.741,455.646,0.022513459,0.023611339,0.026758086
1.084,29.669,36.681,30.577,8.136,20.010,12.744,37.805,56.692,43.321,442.979,463.618,455.267,0.022570157,0.023624007,0.026721844
1.089,29.579,36.622,30.898,8.340,20.232,11.937,37.919,56.855,42.835,443.458,464.025,454.067,0.022631159,0.023650471,0.026698377
1.094,29.436,36.414,31.208,8.568,20.387,10.718,38.003,56.801,41.926,443.975,464.281,452.288,0.022688251,0.023654008,0.026662024
1.099,29.224,36.195,31.561,8.813,20.476,9.928,38.037,56.671,41.489,444.530,464.449,451.170,0.022750888,0.023677139,0.026654098
1.104,28.932,35.972,31.825,9.065,20.115,9.975,37.996,56.087,41.800,445.083,463.811,451.212,0.022809008,0.023680236,0.026639935
1.109,28.613,35.851,32.003,9.285,18.985,10.690,37.898,54.836,42.693,445.569,461.969,452.229,0.022865668,0.023703502,0.02665147
1.114,28.238,35.937,31.954,9.292,18.047,11.300,37.530,53.984,43.254,445.619,460.434,453.044,0.022906279,0.023699669,0.026645645
1.119,27.768,36.235,31.641,8.973,17.637,11.347,36.741,53.872,42.988,445.025,459.801,453.137,0.022946533,0.023723135,0.026678758
1.124,27.973,40.987,30.532,7.858,18.140,11.203,35.832,59.127,41.735,442.853,460.688,452.882,0.022946971,0.023716906,0.026664875
1.129,27.783,41.549,30.357,6.681,20.865,10.215,34.463,62.414,40.572,440.647,465.284,451.517,0.022951577,0.023744553,0.026707141
1.134,27.520,42.044,30.092,6.450,24.837,8.549,33.970,66.881,38.641,440.231,471.865,449.231,0.022957509,0.023750663,0.026736956
1.139,27.233,42.337,29.823,6.663,27.936,8.093,33.895,70.273,37.917,440.663,476.987,448.666,0.022959743,0.023771569,0.026786327
1.144,26.979,42.388,29.596,7.207,29.669,8.212,34.187,72.056,37.808,441.690,479.834,448.882,0.022950586,0.02376095,0.026823383
1.149,26.754,42.108,29.470,7.661,30.968,8.672,34.415,73.076,38.142,442.528,481.986,449.596,0.022928054,0.023767238,0.026878459
1.154,26.578,41.422,29.388,8.043,32.035,9.153,34.621,73.457,38.541,443.217,483.701,450.313,0.022896318,0.023739565,0.026915535
1.159,26.451,40.349,29.248,8.348,32.971,9.583,34.799,73.320,38.832,443.739,485.247,451.014,0.022851862,0.023734424,0.026985453
1.164,26.362,38.947,29.101,8.592,34.281,10.443,34.954,73.227,39.544,444.144,487.404,452.281,0.022809712,0.023694748,0.027020337
1.169,26.308,37.441,28.906,8.727,36.648,12.027,35.035,74.089,40.933,444.358,491.231,454.620,0.02277582,0.023675973,0.027084805
1.174,26.308,36.080,28.745,8.844,36.418,14.572,35.152,72.498,43.317,444.536,490.662,458.196,0.022747498,0.023635756,0.027107814
1.179,26.445,35.055,28.557,9.002,32.415,15.314,35.448,67.470,43.871,444.833,483.789,459.259,0.022734033,0.023633065,0.027163675
1.184,26.675,34.460,28.504,9.436,21.328,14.563,36.111,55.788,43.067,445.683,465.339,458.171,0.022740109,0.023621624,0.027190262
1.189,27.012,34.297,28.644,10.143,12.182,11.571,37.155,46.479,40.215,447.078,450.524,453.972,0.022757284,0.023651576,0.02725937
1.194,27.404,34.390,28.971,10.879,11.138,7.367,38.283,45.528,36.338,448.527,448.856,448.190,0.022777703,0.023644611,0.027296828
1.199,27.969,34.678,29.415,11.276,11.449,6.946,39.245,46.127,36.361,449.324,449.409,447.823,0.022804597,0.023674017,0.027368458
1.204,28.497,35.048,29.889,11.484,12.082,7.964,39.981,47.129,37.853,449.772,450.442,449.322,0.022832382,0.023655711,0.027397828
1.209,29.319,35.400,30.272,11.888,13.704,9.530,41.207,49.105,39.802,450.605,453.194,451.630,0.022863602,0.02367744,0.027469551
1.214,30.255,35.691,30.547,12.338,15.625,10.415,42.593,51.316,40.962,451.509,456.319,452.934,0.022895649,0.023647586,0.027514424
1.219,31.236,35.895,30.778,12.244,15.984,10.836,43.480,51.879,41.614,451.396,456.912,453.657,0.022948837,0.023667842,0.02761035
1.224,32.376,36.041,30.953,12.134,15.483,11.188,44.509,51.524,42.141,451.240,456.013,454.234,0.022981402,0.023639645,0.027673248
1.229,33.570,36.049,31.110,12.595,14.595,11.384,46.166,50.644,42.493,452.137,454.584,454.631,0.022974046,0.023659356,0.0277713
1.234,34.886,36.136,31.302,13.150,14.487,11.454,48.036,50.623,42.756,453.144,454.369,454.786,0.022939185,0.023631439,0.027825233
1.239,36.249,36.334,31.542,12.886,14.840,11.221,49.135,51.174,42.762,452.587,454.944,454.565,0.022903824,0.023647616,0.027923137
1.244,37.617,36.664,31.859,12.824,14.456,10.705,50.441,51.120,42.564,452.442,454.207,453.865,0.022873826,0.023621628,0.02797452
1.249,38.922,37.142,32.198,13.094,12.781,9.474,52.016,49.923,41.671,452.948,451.449,452.219,0.022849595,0.023646157,0.028065143
1.254,40.102,37.731,32.597,13.190,11.055,8.478,53.291,48.786,41.074,453.122,448.603,450.874,0.022840928,0.023631802,0.028100627
1.259,41.308,38.399,32.960,12.705,10.753,8.753,54.013,49.152,41.713,452.191,448.183,451.559,0.022852218,0.023673257,0.028197965
1.264,42.405,39.018,33.300,12.433,10.867,10.502,54.837,49.885,43.802,451.713,448.397,454.168,0.0228683,0.023672806,0.028231595
1.269,43.409,39.571,33.605,13.087,12.026,13.025,56.496,51.596,46.631,453.046,450.458,457.829,0.022884941,0.023719555,0.02831506
1.274,44.273,40.011,33.930,14.507,14.705,12.953,58.781,54.716,46.883,455.804,454.890,457.709,0.022898836,0.02372223,0.028349923
1.279,45.229,40.331,34.235,14.762,16.514,11.057,59.991,56.845,45.292,456.271,457.872,455.033,0.022910012,0.023771401,0.028435271
1.285,46.283,40.562,34.580,13.456,15.959,8.778,59.739,56.521,43.358,453.719,456.899,451.827,0.022908626,0.023774462,0.0284662
1.290,47.407,40.787,34.918,12.516,14.101,8.607,59.924,54.889,43.525,451.990,453.867,451.685,0.022910647,0.023831002,0.028546985
1.295,48.437,41.010,35.198,12.970,12.514,8.946,61.406,53.524,44.145,452.857,451.284,452.191,0.022897214,0.023837158,0.028567422
1.300,49.180,41.213,35.337,12.902,12.405,9.494,62.082,53.618,44.831,452.688,451.190,453.054,0.022880325,0.023894254,0.028637655
1.305,49.663,41.381,35.268,11.496,12.454,9.730,61.159,53.835,44.998,449.884,451.258,453.388,0.022858957,0.02389315,0.028652655
1.310,49.672,41.456,34.988,8.722,12.309,9.707,58.394,53.765,44.695,444.509,451.084,453.468,0.022838967,0.023952173,0.028751094
1.315,49.152,41.468,34.572,8.332,11.716,9.577,57.484,53.184,44.149,443.748,450.058,453.278,0.022808816,0.023953404,0.028765598
1.320,48.037,41.343,34.017,8.671,10.683,9.393,56.708,52.026,43.410,444.386,448.458,453.168,0.022789601,0.024029449,0.028894767
1.325,48.328,43.309,32.458,8.503,10.650,9.310,56.832,53.958,41.768,444.024,448.432,453.029,0.022762096,0.024039565,0.028895516
1.330,47.746,43.560,32.329,7.546,11.435,9.366,55.292,54.995,41.695,442.129,449.838,453.284,0.022757113,0.024113104,0.029035304
1.335,47.224,43.671,32.055,6.299,11.520,9.590,53.523,55.191,41.645,439.766,449.970,453.623,0.022777226,0.024124792,0.029065145
1.340,46.953,43.731,31.722,6.361,11.262,9.985,53.315,54.993,41.706,439.912,449.633,454.523,0.022772826,0.024199381,0.029219788
1.345,46.826,43.727,31.419,6.997,11.015,9.984,53.823,54.742,41.403,441.112,449.223,454.533,0.022744099,0.024208041,0.029248441
1.350,46.667,43.643,31.169,7.030,10.949,10.237,53.697,54.591,41.406,441.134,449.406,455.100,0.022720426,0.024288606,0.029416693
1.355,46.292,43.409,30.978,5.820,11.223,10.269,52.113,54.632,41.248,438.750,449.686,455.158,0.02272114,0.024291057,0.029446749
1.360,45.757,43.110,30.869,4.034,11.311,10.676,49.791,54.421,41.545,435.334,450.134,455.951,0.02273554,0.024386711,0.029611349
1.365,45.102,42.738,30.842,3.913,11.421,11.107,49.016,54.159,41.950,435.156,450.320,456.618,0.022770965,0.024394304,0.029655062
1.370,44.409,42.252,30.942,3.806,11.797,11.961,48.215,54.049,42.904,435.051,451.102,458.074,0.022842983,0.024487359,0.029835109
1.375,43.670,41.667,31.115,3.911,13.066,12.738,47.581,54.734,43.854,435.436,453.254,459.248,0.022979418,0.024490925,0.029888738
1.380,42.782,41.058,31.362,4.062,14.359,13.511,46.844,55.417,44.873,435.954,455.490,460.814,0.02310865,0.024587171,0.030084576
1.385,41.737,40.459,31.720,4.011,13.880,14.377,45.749,54.340,46.098,435.963,454.584,462.136,0.023200158,0.024578677,0.030144388
1.390,40.623,39.977,32.123,3.976,11.124,15.246,44.599,51.101,47.369,436.028,450.010,463.645,0.0233094,0.024675392,0.030350452
1.395,39.584,39.730,32.670,4.053,9.015,16.246,43.637,48.745,48.916,436.338,446.532,465.131,0.023439426,0.024682837,0.030396482
1.400,38.720,39.650,33.330,4.303,8.847,17.321,43.023,48.497,50.651,437.062,446.379,466.909,0.023629503,0.024785282,0.030589297
1.405,38.152,39.679,34.110,4.632,8.734,18.596,42.784,48.413,52.706,438.089,446.198,468.757,0.023876207,0.024796193,0.030631948
1.410,37.902,39.799,34.839,5.061,8.828,20.132,42.963,48.626,54.971,439.269,446.529,471.445,0.024157438,0.024921682,0.030825203
1.415,37.898,40.018,35.337,5.244,9.147,21.585,43.142,49.165,56.923,440.000,447.103,473.493,0.024479998,0.024950316,0.030829504
1.420,38.050,40.288,35.638,5.245,9.709,23.772,43.295,49.998,59.409,440.512,448.391,476.820,0.024840871,0.025103774,0.031049121
1.425,38.165,40.573,35.755,5.255,9.732,25.974,43.420,50.304,61.730,440.900,448.392,479.795,0.025168179,0.025097942,0.031005735
