m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,kg/m2/s,kg/m2/s,kg/m2/s
0.958,6.532,12.500,29.368,3.933,25.305,9.876,10.464,37.805,39.243,285.860,468.018,441.868,0.000975613,0.017143426,0.019336615
0.963,6.666,12.712,28.713,4.992,23.458,9.731,11.658,36.170,38.444,287.633,464.639,441.626,0.000976517,0.017206714,0.019343492
0.968,6.780,12.985,28.073,5.907,21.252,9.413,12.687,34.237,37.486,289.172,460.636,441.093,0.00097743,0.01726827,0.019363144
0.973,6.869,13.306,27.421,5.568,19.273,8.311,12.438,32.579,35.732,289.169,457.057,439.311,0.000978601,0.017299745,0.019406216
0.978,6.966,13.745,26.725,4.095,19.162,7.768,11.061,32.907,34.493,288.052,456.886,438.467,0.000979386,0.017311787,0.019441074
0.983,7.098,14.217,25.977,3.921,19.521,7.778,11.018,33.739,33.755,288.250,457.587,438.577,0.00098009,0.017339349,0.019504419
0.988,7.246,14.573,25.191,5.202,20.448,8.504,12.447,35.021,33.695,289.922,459.396,439.867,0.000980729,0.017355321,0.019551827
0.993,7.383,14.762,24.446,5.942,24.097,9.863,13.324,38.859,34.309,291.138,466.185,442.185,0.000982285,0.017370768,0.01959989
0.999,7.499,14.805,23.861,5.368,26.763,11.218,12.867,41.569,35.078,291.309,470.955,444.445,0.000984101,0.017387403,0.019622965
1.004,7.583,14.869,23.491,4.264,25.990,12.316,11.847,40.859,35.807,291.086,469.486,446.259,0.000984512,0.017415412,0.019638795
1.009,7.622,14.982,23.373,3.410,23.898,13.102,11.032,38.880,36.475,290.858,465.554,447.486,0.000984084,0.017436715,0.019610925
1.014,7.633,15.090,23.507,3.217,21.108,13.608,10.849,36.199,37.115,291.132,460.392,448.244,0.000982027,0.017447449,0.019580867
1.019,7.663,15.176,23.777,3.677,19.524,14.362,11.340,34.700,38.139,292.015,457.500,449.453,0.000977883,0.017461883,0.019569635
1.024,7.746,15.279,24.130,4.870,18.907,15.270,12.616,34.186,39.400,293.461,456.338,450.935,0.000973255,0.01746887,0.019577872
1.029,7.901,15.396,24.482,5.020,18.105,16.224,12.921,33.501,40.706,293.874,454.784,452.477,0.000969535,0.017468372,0.019588105
1.034,8.142,15.528,24.812,4.914,16.278,16.875,13.056,31.806,41.687,294.185,451.335,453.472,0.000965334,0.017441105,0.019577719
1.039,8.474,15.643,25.123,4.656,15.170,17.033,13.130,30.813,42.156,294.481,449.241,453.642,0.000961037,0.017398536,0.019554656
1.044,8.872,15.769,25.400,4.599,15.430,16.759,13.471,31.199,42.158,294.931,449.626,453.074,0.000956576,0.017361289,0.019514402
1.049,9.329,15.921,25.558,4.734,15.659,16.941,14.064,31.580,42.500,295.599,449.978,453.255,0.000952768,0.017349625,0.019473433
1.054,9.875,16.102,25.579,5.155,15.100,16.621,15.031,31.202,42.200,296.494,448.902,452.623,0.000950817,0.017347885,0.019454638
1.059,10.505,16.332,25.523,6.157,14.433,14.500,16.662,30.766,40.024,297.933,447.664,449.074,0.000950493,0.017357439,0.019450454
1.064,11.162,16.562,25.519,7.642,13.852,12.334,18.804,30.414,37.853,299.788,446.593,445.539,0.00094972,0.017375588,0.019453766
1.069,11.760,16.837,25.536,9.354,12.919,12.278,21.115,29.756,37.815,301.836,444.940,445.419,0.000947869,0.017419742,0.019443104
1.074,12.257,17.091,25.570,11.126,11.973,12.340,23.383,29.065,37.911,303.813,443.267,445.493,0.000945376,0.01745739,0.019449137
1.079,12.737,17.388,25.679,12.072,11.485,11.942,24.809,28.872,37.621,304.890,442.347,444.844,0.000943773,0.01744272,0.019462442
1.084,13.343,17.654,25.847,12.313,11.508,12.119,25.656,29.162,37.966,305.219,442.290,445.113,0.000944355,0.01739471,0.019457776
1.089,14.197,17.854,25.949,13.120,11.602,12.717,27.316,29.456,38.666,306.135,442.401,446.031,0.000945067,0.017370334,0.019438501
1.094,15.206,18.031,25.936,15.985,11.799,12.573,31.191,29.830,38.510,308.937,442.787,445.791,0.000948018,0.017393686,0.019471098
1.099,16.173,18.211,25.863,17.644,12.199,9.662,33.817,30.410,35.524,310.453,443.646,441.098,0.000953282,0.017471114,0.01953505
1.104,17.205,18.436,25.762,17.746,13.003,6.887,34.952,31.439,32.649,310.552,445.265,436.776,0.000957019,0.017568691,0.019630468
1.109,18.432,18.717,25.662,18.648,13.819,5.812,37.080,32.536,31.475,311.445,446.877,435.361,0.000959471,0.017653871,0.019753104
1.114,19.790,19.054,25.516,19.946,14.543,5.990,39.736,33.597,31.506,312.810,448.299,435.858,0.000960368,0.017732169,0.019884849
1.119,21.038,19.483,25.296,20.616,14.999,6.198,41.654,34.482,31.494,313.585,449.500,436.439,0.000960908,0.017825048,0.020031357
1.124,22.933,20.251,27.265,20.916,15.229,6.540,43.849,35.480,33.805,314.254,450.011,437.196,0.000960596,0.017894296,0.020159679
1.129,22.961,20.415,27.142,20.464,15.405,6.748,43.425,35.819,33.890,314.391,450.402,437.698,0.000959175,0.017953781,0.020266792
1.134,22.854,20.505,26.928,19.459,15.370,6.963,42.313,35.875,33.892,313.995,450.379,438.275,0.000958025,0.018001191,0.020344716
1.139,22.843,20.520,26.597,19.253,14.883,7.497,42.095,35.403,34.095,314.331,449.419,439.205,0.000958304,0.017988682,0.020386001
1.144,23.093,20.569,26.185,19.717,13.784,7.990,42.810,34.353,34.176,315.232,447.474,440.041,0.000958494,0.018037852,0.020423356
1.149,23.487,20.752,25.710,21.302,13.003,7.989,44.789,33.755,33.699,317.467,446.150,440.084,0.000957972,0.018092884,0.020462751
1.154,23.696,21.093,25.190,24.097,13.092,7.888,47.793,34.185,33.078,320.898,446.527,439.972,0.000957324,0.018217327,0.020510951
1.159,23.496,21.545,24.659,27.038,14.070,7.329,50.533,35.615,31.988,324.569,448.517,439.124,0.000956266,0.018325837,0.020564193
1.164,22.959,21.964,24.155,24.907,16.006,6.690,47.867,37.970,30.845,323.417,452.433,438.181,0.000956923,0.018427439,0.020629693
1.169,22.365,22.279,23.709,18.221,16.619,6.189,40.586,38.898,29.899,317.947,453.620,437.487,0.00095856,0.018503858,0.02071185
1.174,21.763,22.500,23.362,14.044,16.052,5.766,35.807,38.551,29.128,314.927,452.651,436.902,0.000962245,0.018588519,0.02078123
1.179,20.896,22.751,23.118,13.259,14.160,5.457,34.155,36.911,28.574,315.130,449.247,436.509,0.000967489,0.018658377,0.020854162
1.184,19.744,22.998,22.970,12.914,12.761,5.389,32.658,35.759,28.359,315.784,446.861,436.593,0.000973705,0.018746538,0.020934574
1.189,18.507,23.169,22.897,12.309,12.881,5.366,30.816,36.050,28.263,316.272,447.271,436.689,0.000980612,0.01885899,0.021026071
1.194,17.521,23.174,22.821,11.517,13.982,5.374,29.038,37.156,28.194,316.625,449.515,436.817,0.000988159,0.018985158,0.021102874
1.199,16.977,23.125,22.733,8.904,16.244,5.463,25.881,39.369,28.195,315.066,454.065,437.062,0.000995917,0.019101748,0.021175945
1.204,16.874,22.996,22.623,4.354,17.036,5.564,21.228,40.032,28.187,311.460,455.592,437.303,0.001003672,0.019192405,0.021234903
1.209,17.060,22.781,22.488,3.346,16.845,5.558,20.406,39.626,28.047,311.254,455.378,437.389,0.001011676,0.019318467,0.021303294
1.214,17.451,22.247,22.333,3.457,15.666,5.603,20.908,37.913,27.937,312.309,453.277,437.513,0.001021149,0.01940299,0.021344202
1.219,17.936,21.583,22.130,3.719,14.293,5.679,21.656,35.876,27.809,313.724,450.884,437.712,0.00103213,0.019503508,0.021404305
1.224,18.462,20.993,21.910,3.770,12.325,5.776,22.233,33.318,27.685,314.907,447.400,437.943,0.001044635,0.019610735,0.021460092
1.229,18.964,20.595,21.615,3.004,10.335,5.872,21.968,30.930,27.487,314.950,444.098,438.226,0.001055273,0.01973624,0.021550706
1.234,19.383,20.298,21.297,1.101,8.945,5.970,20.484,29.244,27.266,313.730,441.736,438.578,0.001065474,0.019854227,0.02162583
1.239,19.835,20.073,20.963,0.465,8.641,6.278,20.300,28.714,27.241,313.781,441.326,439.223,0.001075277,0.019966001,0.021728037
1.244,20.415,20.002,20.669,0.597,8.760,6.800,21.012,28.761,27.469,314.611,441.703,440.158,0.001084208,0.020073028,0.02179474
1.249,21.181,20.062,20.437,0.833,9.093,7.306,22.014,29.155,27.743,315.727,442.416,441.142,0.001094037,0.02015705,0.021908853
1.254,22.187,20.224,20.305,1.028,9.069,7.706,23.215,29.294,28.011,316.985,442.432,441.914,0.00110616,0.020213958,0.021997772
1.259,23.473,20.511,20.249,1.731,8.839,7.905,25.204,29.350,28.154,318.943,442.130,442.409,0.001120225,0.020294148,0.022117553
1.264,24.932,20.877,20.252,4.017,9.401,7.903,28.950,30.278,28.155,322.728,443.405,442.676,0.001135825,0.020353749,0.022215506
1.269,26.436,21.304,20.290,7.762,10.234,7.966,34.198,31.538,28.256,328.263,445.015,442.963,0.001153356,0.020400768,0.022336019
1.274,27.838,21.758,20.361,13.409,11.514,8.112,41.246,33.271,28.473,335.912,447.425,443.327,0.001172597,0.020446241,0.022421848
1.279,28.880,22.210,20.424,18.636,11.821,8.552,47.515,34.031,28.976,343.050,447.996,444.186,0.001190996,0.020479416,0.022516083
1.285,29.647,22.631,20.520,17.418,11.250,9.487,47.065,33.881,30.006,343.159,446.972,445.804,0.001208081,0.020542327,0.022595845
1.290,30.336,23.073,20.656,16.214,9.590,10.314,46.550,32.664,30.971,343.281,443.942,447.249,0.0012233,0.020593416,0.022692716
1.295,30.904,23.467,20.841,15.703,8.379,10.281,46.607,31.846,31.121,344.253,441.818,447.504,0.001238395,0.020679709,0.022799134
1.300,31.344,23.735,21.072,15.831,7.706,10.295,47.176,31.441,31.366,345.867,440.704,447.726,0.001254037,0.020784333,0.022934206
1.305,31.797,24.040,21.300,15.320,7.374,10.569,47.117,31.414,31.869,346.781,440.241,448.368,0.001267915,0.02089148,0.023067284
1.310,32.589,24.350,21.514,14.001,7.493,11.392,46.590,31.842,32.907,346.919,440.614,449.805,0.001280716,0.021005532,0.023155959
1.315,33.932,24.663,21.686,13.971,7.719,11.451,47.903,32.382,33.137,348.497,441.303,449.970,0.001294001,0.021115309,0.023219932
1.320,35.816,24.947,21.851,15.047,7.846,10.971,50.863,32.793,32.822,351.519,441.627,449.244,0.001310382,0.02118838,0.023276672
1.325,41.961,26.100,22.439,17.609,7.917,9.823,59.570,34.017,32.262,356.520,441.891,447.457,0.001331462,0.021284793,0.02331428
1.330,43.653,26.237,22.451,20.797,8.159,9.874,64.449,34.396,32.326,362.287,442.393,447.599,0.001352824,0.021322723,0.02334854
1.335,44.917,26.412,22.474,22.451,8.915,10.131,67.368,35.327,32.605,365.930,443.824,448.050,0.001370688,0.021339912,0.023383401
1.340,45.618,26.517,22.487,21.263,9.649,10.426,66.880,36.165,32.912,366.358,445.139,448.718,0.001387317,0.021321164,0.023416171
1.345,45.904,26.532,22.495,19.618,10.043,10.295,65.522,36.575,32.790,365.779,445.853,448.574,0.001399168,0.021330303,0.023463417
1.350,45.891,26.431,22.463,17.219,9.807,10.590,63.109,36.237,33.053,364.519,445.407,449.108,0.001415032,0.021343557,0.023510259
1.355,45.739,26.255,22.464,16.476,9.666,10.778,62.215,35.921,33.242,365.290,445.216,449.482,0.001438535,0.021399625,0.023569638
1.360,45.343,26.036,22.537,15.845,9.571,10.918,61.188,35.607,33.455,366.551,445.081,449.744,0.001475304,0.021434763,0.02361059
1.365,45.054,25.832,22.626,13.997,10.031,9.984,59.051,35.863,32.610,366.726,446.052,448.271,0.001531579,0.021514546,0.023658417
1.370,45.111,25.645,22.762,13.816,10.951,9.148,58.927,36.595,31.911,368.609,447.768,446.929,0.001586752,0.021538207,0.023665097
1.375,45.197,25.461,22.988,14.580,11.417,8.260,59.777,36.878,31.248,371.873,448.706,445.592,0.001658898,0.021614311,0.023715308
1.380,44.983,25.288,23.240,15.300,11.348,8.525,60.283,36.637,31.765,375.189,448.549,446.042,0.001746775,0.021607609,0.023729639
1.385,44.266,25.177,23.401,15.244,10.780,9.252,59.510,35.958,32.653,377.695,447.611,447.312,0.001849582,0.021692457,0.023789356
1.390,43.224,25.211,23.611,14.458,10.429,11.199,57.681,35.640,34.810,379.366,446.996,450.490,0.001976525,0.021724468,0.023842884
1.395,42.230,25.342,23.714,14.500,10.073,11.727,56.730,35.416,35.441,382.517,446.405,451.480,0.002138811,0.021772433,0.023968516
1.400,41.180,25.582,23.826,14.550,10.034,12.359,55.730,35.616,36.185,385.308,446.611,452.887,0.002306521,0.021862121,0.024133351
1.405,40.333,25.853,23.855,14.036,10.246,12.048,54.369,36.099,35.903,386.803,447.024,452.513,0.002455378,0.021875281,0.024244413
1.410,39.767,26.144,23.931,14.268,11.055,12.783,54.035,37.199,36.714,389.059,448.521,453.825,0.002597246,0.021871835,0.024357835
1.415,39.385,26.444,24.008,14.857,12.039,11.737,54.243,38.483,35.745,392.065,450.226,452.050,0.002767226,0.021795452,0.024290636
1.420,39.147,26.751,24.315,15.849,13.087,11.964,54.996,39.837,36.279,395.810,452.153,452.609,0.002961507,0.021791128,0.024423109
1.425,39.108,27.213,24.697,17.000,13.856,11.439,56.108,41.069,36.135,399.259,453.137,451.698,0.003115718,0.021647356,0.024367498
