Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
  105, 7.430E+02, 9.117E+03, 4.026E+03, 5.323E+03, 5.936E+03, 1.245E+03, 1.149E+03, 1.601E+01, 2.871E+05, 1.920E+02, 1.280E+05, 0.000E+00, 0.000E+00, 3.977E+03, 0.000E+00, 4.468E+05
  106, 8.647E+02, 9.135E+03, 4.044E+03, 5.284E+03, 5.983E+03, 1.250E+03, 1.156E+03, 1.617E+01, 2.865E+05, 1.930E+02, 1.284E+05, 0.000E+00, 0.000E+00, 4.021E+03, 0.000E+00, 4.468E+05
  107, 8.438E+02, 9.342E+03, 4.042E+03, 5.116E+03, 5.929E+03, 1.097E+03, 1.995E+03, 1.780E+01, 2.862E+05, 1.854E+02, 1.282E+05, 0.000E+00, 0.000E+00, 3.831E+03, 0.000E+00, 4.468E+05
  108, 8.557E+02, 9.464E+03, 3.980E+03, 5.163E+03, 5.957E+03, 1.136E+03, 2.139E+03, 1.813E+01, 2.841E+05, 1.835E+02, 1.298E+05, 0.000E+00, 0.000E+00, 3.930E+03, 0.000E+00, 4.468E+05
  109, 9.773E+02, 9.451E+03, 4.010E+03, 5.173E+03, 5.914E+03, 1.123E+03, 2.848E+03, 1.827E+01, 2.842E+05, 1.863E+02, 1.290E+05, 0.000E+00, 0.000E+00, 3.946E+03, 0.000E+00, 4.468E+05
  110, 1.006E+03, 9.511E+03, 4.120E+03, 5.167E+03, 5.912E+03, 1.125E+03, 2.813E+03, 1.811E+01, 2.842E+05, 1.847E+02, 1.288E+05, 0.000E+00, 0.000E+00, 3.927E+03, 0.000E+00, 4.468E+05
  111, 1.218E+03, 9.429E+03, 4.051E+03, 4.893E+03, 5.817E+03, 9.774E+02, 3.890E+03, 1.805E+01, 2.830E+05, 1.787E+02, 1.295E+05, 0.000E+00, 0.000E+00, 3.812E+03, 0.000E+00, 4.468E+05
  112, 1.305E+03, 9.373E+03, 3.978E+03, 4.875E+03, 5.602E+03, 1.051E+03, 2.361E+03, 1.789E+01, 2.825E+05, 1.722E+02, 1.318E+05, 0.000E+00, 0.000E+00, 3.786E+03, 0.000E+00, 4.468E+05
  113, 1.753E+03, 9.006E+03, 4.010E+03, 4.895E+03, 5.563E+03, 1.055E+03, 3.464E+03, 1.825E+01, 2.853E+05, 1.792E+02, 1.278E+05, 0.000E+00, 0.000E+00, 3.767E+03, 0.000E+00, 4.468E+05
  114, 1.754E+03, 9.537E+03, 4.050E+03, 4.910E+03, 5.550E+03, 1.017E+03, 3.437E+03, 1.795E+01, 2.823E+05, 1.812E+02, 1.303E+05, 0.000E+00, 0.000E+00, 3.759E+03, 0.000E+00, 4.468E+05
  115, 1.935E+03, 9.519E+03, 4.037E+03, 4.676E+03, 5.481E+03, 8.613E+02, 4.790E+03, 1.812E+01, 2.805E+05, 1.756E+02, 1.312E+05, 0.000E+00, 0.000E+00, 3.672E+03, 0.000E+00, 4.468E+05
  116, 1.201E+03, 9.052E+03, 3.978E+03, 4.971E+03, 5.561E+03, 1.139E+03, 1.015E+03, 1.541E+01, 2.843E+05, 1.835E+02, 1.315E+05, 0.000E+00, 0.000E+00, 3.869E+03, 0.000E+00, 4.468E+05
  117, 1.582E+03, 8.784E+03, 4.035E+03, 5.027E+03, 5.671E+03, 1.136E+03, 1.466E+03, 1.671E+01, 2.870E+05, 1.799E+02, 1.281E+05, 0.000E+00, 0.000E+00, 3.833E+03, 0.000E+00, 4.468E+05
  118, 1.576E+03, 9.439E+03, 4.071E+03, 5.024E+03, 5.625E+03, 1.138E+03, 1.468E+03, 1.674E+01, 2.827E+05, 1.853E+02, 1.317E+05, 0.000E+00, 0.000E+00, 3.833E+03, 0.000E+00, 4.468E+05
  119, 1.768E+03, 9.410E+03, 4.050E+03, 4.840E+03, 5.607E+03, 9.955E+02, 2.365E+03, 1.819E+01, 2.834E+05, 1.805E+02, 1.304E+05, 0.000E+00, 0.000E+00, 3.727E+03, 0.000E+00, 4.468E+05
  120, 1.260E+03, 9.142E+03, 3.943E+03, 4.998E+03, 5.646E+03, 1.160E+03, 3.334E+03, 1.548E+01, 2.840E+05, 1.805E+02, 1.293E+05, 0.000E+00, 0.000E+00, 3.829E+03, 0.000E+00, 4.468E+05
  121, 1.603E+03, 9.200E+03, 4.006E+03, 5.071E+03, 5.652E+03, 1.146E+03, 3.549E+03, 1.645E+01, 2.835E+05, 1.864E+02, 1.289E+05, 0.000E+00, 0.000E+00, 3.877E+03, 0.000E+00, 4.468E+05
  122, 1.595E+03, 9.069E+03, 4.046E+03, 5.081E+03, 5.653E+03, 1.151E+03, 3.613E+03, 1.677E+01, 2.843E+05, 1.881E+02, 1.282E+05, 0.000E+00, 0.000E+00, 3.874E+03, 0.000E+00, 4.468E+05
  123, 1.778E+03, 9.582E+03, 4.039E+03, 4.843E+03, 5.643E+03, 1.002E+03, 4.098E+03, 1.788E+01, 2.823E+05, 1.836E+02, 1.296E+05, 0.000E+00, 0.000E+00, 3.717E+03, 0.000E+00, 4.468E+05
  124, 1.395E+03, 9.568E+03, 4.007E+03, 4.882E+03, 5.587E+03, 1.007E+03, 4.007E+03, 1.767E+01, 2.819E+05, 1.750E+02, 1.304E+05, 0.000E+00, 0.000E+00, 3.783E+03, 0.000E+00, 4.468E+05
  125, 1.771E+03, 9.549E+03, 4.021E+03, 4.927E+03, 5.563E+03, 1.015E+03, 4.188E+03, 1.805E+01, 2.816E+05, 1.825E+02, 1.302E+05, 0.000E+00, 0.000E+00, 3.775E+03, 0.000E+00, 4.468E+05
  126, 1.758E+03, 9.620E+03, 4.039E+03, 4.920E+03, 5.569E+03, 1.017E+03, 4.186E+03, 1.799E+01, 2.817E+05, 1.811E+02, 1.300E+05, 0.000E+00, 0.000E+00, 3.785E+03, 0.000E+00, 4.468E+05
  127, 1.960E+03, 9.607E+03, 4.022E+03, 4.695E+03, 5.479E+03, 8.662E+02, 4.903E+03, 1.809E+01, 2.813E+05, 1.767E+02, 1.301E+05, 0.000E+00, 0.000E+00, 3.657E+03, 0.000E+00, 4.468E+05
