s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.2000819E+001, 1.1664861E+001, 3.5578152E+001, 2.8953668E+001, 3.1784316E+001, 1.4087590E+001, 3.9981648E+000, 5.6812274E+000, 8.3727677E+000, 5.4816373E+000, 4.0519512E+000, 1.5705556E+000, 2.0544180E+000, 2.8182095E+000, 2.0011454E+000, 1.6702301E+000, 7.5737821E-001, 1.2763041E+000, 1.6109202E+000, 1.2632525E+000, 7.7778640E-001
 3.2500774E+001, 1.3199647E+001, 3.5169030E+001, 2.8842947E+001, 3.0539902E+001, 2.2016402E+001, 3.9762685E+000, 5.4906365E+000, 9.5444146E+000, 6.0388000E+000, 4.3413471E+000, 1.6019911E+000, 1.9060040E+000, 2.9884553E+000, 2.1888331E+000, 1.6777137E+000, 9.8873150E-001, 1.2922157E+000, 1.5912169E+000, 1.6074177E+000, 1.0484621E+000
 3.3000280E+001, 1.6271778E+001, 3.1226273E+001, 2.8844131E+001, 3.4705829E+001, 1.2809321E+001, 4.5249095E+000, 6.4072668E+000, 9.9875260E+000, 6.3107481E+000, 4.4441520E+000, 1.9284698E+000, 2.2357345E+000, 2.9521704E+000, 2.3142358E+000, 1.9203811E+000, 8.1282498E-001, 1.2989315E+000, 1.6282249E+000, 1.5426774E+000, 1.0056422E+000
 3.3500263E+001, 1.8944166E+001, 3.1039825E+001, 2.8280015E+001, 2.9591144E+001, 1.5293837E+001, 4.1372386E+000, 5.7487111E+000, 8.3967500E+000, 5.8812512E+000, 4.1586200E+000, 1.6784409E+000, 2.2755416E+000, 3.1333082E+000, 2.2658421E+000, 1.6696928E+000, 9.0773295E-001, 1.3785899E+000, 2.0175881E+000, 1.2526200E+000, 8.8851307E-001
 3.4000533E+001, 1.8721528E+001, 2.8596078E+001, 3.4857817E+001, 2.8706156E+001, 1.0887803E+001, 4.1955712E+000, 6.0092892E+000, 9.3023361E+000, 5.8582692E+000, 4.1277746E+000, 1.8342515E+000, 2.2292872E+000, 3.3103981E+000, 2.2068833E+000, 1.8156636E+000, 1.1032416E+000, 1.4807964E+000, 1.7210960E+000, 1.2376845E+000, 9.8192618E-001
 3.4500900E+001, 1.7664122E+001, 3.1276627E+001, 3.8551282E+001, 2.7830321E+001, 1.4469463E+001, 4.9634936E+000, 6.0887528E+000, 1.0132338E+001, 6.4755999E+000, 4.1469113E+000, 1.9286984E+000, 2.2304133E+000, 3.2429698E+000, 2.9221096E+000, 1.9784785E+000, 9.1149117E-001, 1.2485684E+000, 1.2710245E+000, 1.7453989E+000, 1.1766072E+000
 3.5000481E+001, 2.1315257E+001, 3.5932133E+001, 2.7076511E+001, 3.2093382E+001, 1.7956011E+001, 3.8552205E+000, 5.5654249E+000, 7.6035319E+000, 5.3599750E+000, 3.6261215E+000, 1.7384414E+000, 2.3699424E+000, 2.7954818E+000, 2.2280851E+000, 1.7233426E+000, 9.7531366E-001, 1.4088855E+000, 1.8579155E+000, 1.3029154E+000, 1.0829267E+000
 3.5500260E+001, 1.9414248E+001, 3.5278333E+001, 3.4341670E+001, 3.5788353E+001, 1.3498260E+001, 5.1107068E+000, 6.3324363E+000, 1.1017477E+001, 6.3513883E+000, 4.3953265E+000, 2.0954811E+000, 2.2272762E+000, 3.6781887E+000, 2.4558663E+000, 1.8853410E+000, 1.1973072E+000, 1.4906968E+000, 2.0300224E+000, 1.5188720E+000, 1.1105847E+000
 3.6000405E+001, 2.2026162E+001, 3.6633080E+001, 3.2881136E+001, 3.3898101E+001, 1.5577477E+001, 4.9011750E+000, 7.2460416E+000, 1.2287998E+001, 6.7128467E+000, 4.6146398E+000, 1.9951100E+000, 2.7800740E+000, 3.8833785E+000, 2.3416742E+000, 1.8554472E+000, 1.1656611E+000, 1.4128237E+000, 2.0665419E+000, 1.4970885E+000, 1.0669440E+000
 3.6501008E+001, 1.5382217E+001, 3.5438177E+001, 4.0683581E+001, 3.1310669E+001, 1.2168002E+001, 4.1159777E+000, 6.2157461E+000, 1.0075530E+001, 6.1688416E+000, 4.1750536E+000, 1.8981270E+000, 2.2184763E+000, 3.8406156E+000, 2.6537069E+000, 1.8978071E+000, 1.0568089E+000, 1.6734981E+000, 2.3451355E+000, 1.9350038E+000, 1.2567885E+000
 3.7000793E+001, 1.9287601E+001, 3.5488593E+001, 3.7316045E+001, 3.1872627E+001, 1.8295758E+001, 5.1045471E+000, 7.8529331E+000, 1.1918030E+001, 7.8609964E+000, 4.8816588E+000, 2.1372232E+000, 2.6523056E+000, 3.2682109E+000, 2.4712465E+000, 1.8719226E+000, 8.7453747E-001, 1.2269122E+000, 1.5924939E+000, 1.4434665E+000, 8.4872935E-001
 3.7500505E+001, 2.6930397E+001, 3.1300238E+001, 3.0033812E+001, 3.0185499E+001, 2.5313976E+001, 4.5132813E+000, 5.5515199E+000, 8.6722253E+000, 5.6371263E+000, 3.9321655E+000, 1.7006851E+000, 2.3504580E+000, 3.7822042E+000, 2.5201999E+000, 1.5760658E+000, 9.9694231E-001, 1.4222006E+000, 2.2273042E+000, 1.2988940E+000, 9.5024567E-001
 3.8000897E+001, 1.6859581E+001, 3.3157279E+001, 4.6744452E+001, 2.9000408E+001, 1.5139226E+001, 5.0089707E+000, 6.4507940E+000, 1.2794888E+001, 7.7984787E+000, 4.9796252E+000, 2.2997608E+000, 3.1855335E+000, 4.6235428E+000, 2.9557080E+000, 2.1341455E+000, 1.3878319E+000, 2.2807656E+000, 2.2295247E+000, 1.6528066E+000, 1.2811001E+000
 3.8500585E+001, 2.4887266E+001, 2.7542134E+001, 4.2058991E+001, 3.3794274E+001, 2.3340838E+001, 5.5367182E+000, 6.3690478E+000, 1.0657048E+001, 6.9009236E+000, 5.5569545E+000, 1.7991350E+000, 2.1128414E+000, 3.0786100E+000, 2.2851923E+000, 1.8204486E+000, 8.9702665E-001, 1.1438859E+000, 1.5425585E+000, 1.0863394E+000, 8.6915216E-001
 3.9000577E+001, 2.7128517E+001, 2.1864854E+001, 2.8067548E+001, 2.6891979E+001, 2.6323919E+001, 4.4477129E+000, 5.4897924E+000, 1.0406270E+001, 6.5847072E+000, 4.5601968E+000, 2.0806800E+000, 2.7037214E+000, 5.3428960E+000, 3.9872493E+000, 2.1226456E+000, 1.3431999E+000, 1.8588645E+000, 2.9441063E+000, 1.9117367E+000, 1.2299469E+000
 3.9500430E+001, 1.6116983E+001, 3.3022670E+001, 3.8343790E+001, 3.3560706E+001, 1.7964155E+001, 5.0509112E+000, 6.7474210E+000, 1.1603338E+001, 8.8907979E+000, 6.1859535E+000, 2.3091170E+000, 2.7088580E+000, 3.3290232E+000, 3.9802979E+000, 2.7843536E+000, 1.0643702E+000, 1.3790492E+000, 1.2956010E+000, 1.7013170E+000, 1.4268322E+000
 4.0000425E+001, 2.7646497E+001, 3.2351977E+001, 4.3749140E+001, 3.6469063E+001, 2.8062845E+001, 5.2078850E+000, 6.1689822E+000, 8.3856799E+000, 7.3221343E+000, 6.1810490E+000, 1.9030856E+000, 2.1610210E+000, 2.5536892E+000, 2.4647708E+000, 2.0880628E+000, 1.0595571E+000, 1.1092150E+000, 1.3246330E+000, 1.3445719E+000, 1.1296731E+000
 4.0500828E+001, 2.5279108E+001, 2.4349830E+001, 2.7416317E+001, 2.2718482E+001, 3.0776291E+001, 4.2276853E+000, 6.0390780E+000, 9.7162199E+000, 6.2817088E+000, 5.0120539E+000, 1.9395959E+000, 2.6654200E+000, 3.5400238E+000, 3.4020630E+000, 2.4151729E+000, 1.1277395E+000, 1.3178435E+000, 1.8663704E+000, 2.1204618E+000, 1.9613966E+000
 4.1000383E+001, 1.9549648E+001, 2.9703593E+001, 4.5201726E+001, 3.4509265E+001, 1.8207780E+001, 5.4486218E+000, 7.3621121E+000, 1.1898194E+001, 1.0959225E+001, 5.6801176E+000, 2.2953981E+000, 2.8555517E+000, 4.0924414E+000, 3.9069010E+000, 2.6117326E+000, 1.2395818E+000, 1.4009016E+000, 2.1193418E+000, 2.0753128E+000, 1.4521134E+000
 4.1500591E+001, 2.8894143E+001, 3.5360647E+001, 3.7945856E+001, 3.1280376E+001, 3.2715900E+001, 5.3153426E+000, 5.8890839E+000, 7.2923247E+000, 6.3890842E+000, 5.9626220E+000, 1.8307935E+000, 2.1885358E+000, 2.5419343E+000, 2.3509228E+000, 2.0195389E+000, 9.2851306E-001, 1.1492808E+000, 1.3837338E+000, 1.2155080E+000, 1.0369271E+000
 4.2000959E+001, 2.4131068E+001, 2.8821456E+001, 3.8565124E+001, 3.2919977E+001, 2.4630344E+001, 5.0884111E+000, 7.3341769E+000, 1.4627300E+001, 1.0159001E+001, 5.9265312E+000, 2.7799231E+000, 4.0160313E+000, 6.6270140E+000, 3.6028028E+000, 2.9033746E+000, 2.0483364E+000, 2.7935109E+000, 3.0087996E+000, 2.0897410E+000, 1.6589064E+000
 4.2500891E+001, 2.1119654E+001, 3.9107400E+001, 4.4058114E+001, 3.8606565E+001, 2.0954901E+001, 5.3272045E+000, 7.9457905E+000, 1.2557342E+001, 7.7733904E+000, 5.2998434E+000, 2.3099737E+000, 3.1348123E+000, 5.5257685E+000, 3.7948545E+000, 2.5241612E+000, 1.0907754E+000, 1.3693275E+000, 2.5145043E+000, 1.6199015E+000, 1.5470134E+000
 4.3000123E+001, 3.5131649E+001, 3.8122912E+001, 3.4944342E+001, 3.6114492E+001, 3.5349977E+001, 8.7179392E+000, 6.4322062E+000, 6.9179527E+000, 6.9235440E+000, 6.4337385E+000, 2.0416443E+000, 2.3475052E+000, 2.4519512E+000, 2.3567238E+000, 2.0471900E+000, 9.1984490E-001, 1.2015754E+000, 1.4251474E+000, 1.3010448E+000, 1.0681417E+000
 4.3500839E+001, 2.4283787E+001, 4.0732919E+001, 3.5525813E+001, 4.0094705E+001, 2.2220792E+001, 7.7918619E+000, 8.9268816E+000, 7.4499182E+000, 6.6437702E+000, 6.1254982E+000, 2.4562320E+000, 2.6843684E+000, 2.7936842E+000, 2.4851832E+000, 2.2449992E+000, 1.3000873E+000, 1.5673911E+000, 1.6813948E+000, 1.6645135E+000, 1.2946758E+000
 4.4000864E+001, 2.2705511E+001, 4.3412839E+001, 3.6631137E+001, 3.6720461E+001, 2.9008974E+001, 8.5601920E+000, 8.2616655E+000, 7.9717403E+000, 6.5634009E+000, 6.7532446E+000, 2.5784606E+000, 2.9896769E+000, 2.7706164E+000, 2.4655775E+000, 2.0119019E+000, 1.2625709E+000, 1.5153426E+000, 1.4506101E+000, 1.2195348E+000, 9.2019943E-001
 4.4500948E+001, 2.1750766E+001, 3.8826560E+001, 4.2816399E+001, 4.3307232E+001, 1.9399148E+001, 5.4990208E+000, 7.4143000E+000, 1.2796763E+001, 8.0819039E+000, 4.9493854E+000, 2.3886942E+000, 2.9222023E+000, 4.8621910E+000, 3.0250598E+000, 2.5567890E+000, 1.3315180E+000, 1.7154196E+000, 2.4450364E+000, 1.7933369E+000, 1.2871064E+000
 4.5000734E+001, 2.1612653E+001, 4.4857280E+001, 5.8278626E+001, 4.4809356E+001, 2.3385439E+001, 8.2468167E+000, 7.6535157E+000, 1.2682104E+001, 1.0233828E+001, 6.4454631E+000, 2.4684420E+000, 2.6973587E+000, 3.8606420E+000, 3.0460274E+000, 2.3609326E+000, 1.1574572E+000, 1.4124365E+000, 1.7820821E+000, 1.3075535E+000, 1.0575304E+000
 4.5500852E+001, 2.2750645E+001, 4.2010259E+001, 3.4569743E+001, 3.6963369E+001, 2.1778512E+001, 5.4189007E+000, 7.4410556E+000, 1.2632787E+001, 7.1053375E+000, 4.9785906E+000, 2.2222079E+000, 2.5840352E+000, 5.4773710E+000, 5.3298530E+000, 2.4509872E+000, 1.1970755E+000, 1.5668965E+000, 2.6183730E+000, 2.4587396E+000, 1.5607901E+000
 4.6000323E+001, 2.0076392E+001, 4.0451270E+001, 4.9332249E+001, 4.0133744E+001, 1.9681944E+001, 7.9655492E+000, 1.0036296E+001, 1.6162126E+001, 9.8062856E+000, 8.2099818E+000, 3.1503146E+000, 3.9270249E+000, 6.0256621E+000, 3.7913966E+000, 3.0383635E+000, 1.3862450E+000, 2.2592307E+000, 2.7463445E+000, 1.8409260E+000, 1.4271038E+000
 4.6500781E+001, 3.2492760E+001, 3.8134023E+001, 3.6960383E+001, 4.0689562E+001, 2.9908452E+001, 6.8135606E+000, 7.1880733E+000, 9.8622487E+000, 7.0079358E+000, 6.2852969E+000, 2.2433322E+000, 2.5605276E+000, 3.8356553E+000, 2.2861692E+000, 1.8211806E+000, 1.1815304E+000, 1.6188949E+000, 2.3105921E+000, 1.5069993E+000, 1.0664984E+000
 4.7001038E+001, 2.3948647E+001, 2.9011508E+001, 3.9580192E+001, 2.5896669E+001, 2.5296078E+001, 5.8235334E+000, 9.0317385E+000, 1.6444367E+001, 8.5238740E+000, 6.7647151E+000, 3.3418991E+000, 4.6973303E+000, 8.8106817E+000, 4.6086171E+000, 3.2393879E+000, 2.0472880E+000, 2.8334873E+000, 5.3910094E+000, 3.0129676E+000, 1.9209540E+000
 4.7500002E+001, 2.0673747E+001, 3.1975648E+001, 4.2096822E+001, 3.2880037E+001, 2.0420282E+001, 6.7143565E+000, 1.0362404E+001, 1.3147172E+001, 8.8060516E+000, 5.9270537E+000, 2.9780111E+000, 4.3483508E+000, 4.9891354E+000, 4.4015674E+000, 2.8433803E+000, 1.7417826E+000, 1.8771094E+000, 1.9022292E+000, 1.6906416E+000, 1.3098225E+000
 4.8000652E+001, 3.3895218E+001, 3.8987059E+001, 3.3471128E+001, 4.0412564E+001, 3.6319897E+001, 7.0035508E+000, 7.4783003E+000, 7.4770188E+000, 6.7894748E+000, 6.0625202E+000, 2.5620341E+000, 2.5584295E+000, 2.9152407E+000, 2.3071963E+000, 2.3027812E+000, 1.3207751E+000, 1.2875168E+000, 1.5974573E+000, 1.6443862E+000, 1.9512756E+000
 4.8500431E+001, 2.8139405E+001, 2.5689566E+001, 3.7142793E+001, 2.7005066E+001, 2.6085701E+001, 9.0738365E+000, 1.4662785E+001, 1.2907844E+001, 9.7047854E+000, 5.5215174E+000, 6.9383210E+000, 8.8672107E+000, 4.6387729E+000, 3.7709448E+000, 2.8547946E+000, 3.7336595E+000, 3.6571217E+000, 2.2642116E+000, 1.8752623E+000, 1.9202228E+000
 4.9000270E+001, 2.3639001E+001, 3.4839548E+001, 4.2720199E+001, 3.1290401E+001, 2.2157966E+001, 8.0539740E+000, 1.2822032E+001, 1.2752674E+001, 9.0970021E+000, 7.0029232E+000, 3.2149311E+000, 4.2464615E+000, 4.4412600E+000, 4.3032550E+000, 2.8532141E+000, 1.1462521E+000, 1.3827142E+000, 1.5698153E+000, 1.5360085E+000, 1.2262087E+000
 4.9500574E+001, 3.6689549E+001, 3.7389167E+001, 3.2131923E+001, 3.9451830E+001, 3.6072004E+001, 6.1393151E+000, 6.4368431E+000, 7.2979295E+000, 6.6849907E+000, 6.4261594E+000, 2.2258998E+000, 2.5117028E+000, 2.9843063E+000, 2.5908826E+000, 2.4205189E+000, 1.4905380E+000, 1.6241490E+000, 1.7168821E+000, 2.1657378E+000, 1.5946416E+000
 5.0001053E+001, 2.4252449E+001, 2.9790877E+001, 4.0650759E+001, 2.7496976E+001, 2.4206002E+001, 6.7663710E+000, 1.0057670E+001, 1.2851376E+001, 9.7315820E+000, 6.4184177E+000, 3.2176419E+000, 5.7625014E+000, 5.7876715E+000, 3.3368520E+000, 2.6447313E+000, 2.0819721E+000, 3.5327312E+000, 2.8406137E+000, 1.7226870E+000, 1.5016115E+000
 5.0500603E+001, 2.4227433E+001, 3.5996891E+001, 4.0469630E+001, 3.4100172E+001, 2.3609956E+001, 9.9489430E+000, 1.3279509E+001, 1.1972854E+001, 1.1461805E+001, 6.6964721E+000, 3.2254444E+000, 3.3541668E+000, 3.5269354E+000, 5.1372939E+000, 3.0496445E+000, 1.2061637E+000, 1.2952974E+000, 1.5306797E+000, 1.3766700E+000, 1.2318460E+000
 5.1000071E+001, 3.7421293E+001, 3.4371412E+001, 3.0633954E+001, 4.0031162E+001, 3.7073081E+001, 7.0942173E+000, 6.8966112E+000, 8.3502741E+000, 7.2291128E+000, 6.2283442E+000, 2.4841154E+000, 3.1602911E+000, 3.4414498E+000, 3.8824245E+000, 2.6425272E+000, 2.1117449E+000, 1.8635084E+000, 1.7007310E+000, 1.8735033E+000, 1.9108116E+000
 5.1500216E+001, 2.2589860E+001, 3.7759625E+001, 4.5343477E+001, 3.5051767E+001, 2.1425457E+001, 6.9215132E+000, 8.2206172E+000, 1.4162963E+001, 8.8224604E+000, 6.4300151E+000, 2.8190577E+000, 3.3456734E+000, 4.9781988E+000, 4.1695140E+000, 3.0793889E+000, 1.6768982E+000, 2.0013033E+000, 2.0757738E+000, 1.7093660E+000, 1.4679299E+000
 5.2000618E+001, 3.0441077E+001, 3.4704183E+001, 3.9484802E+001, 3.6173034E+001, 3.1645222E+001, 7.2816661E+000, 8.9583667E+000, 1.3479914E+001, 1.2770847E+001, 8.3751107E+000, 2.4742404E+000, 3.2192519E+000, 3.8084700E+000, 3.2251573E+000, 2.8221579E+000, 1.1889498E+000, 1.3678135E+000, 1.6032445E+000, 1.4462160E+000, 1.2872209E+000
 5.2500153E+001, 3.2891754E+001, 3.5380959E+001, 2.6298755E+001, 3.4312728E+001, 3.5587736E+001, 5.7603050E+000, 6.6900161E+000, 8.4657564E+000, 7.6392546E+000, 6.3716599E+000, 2.6270386E+000, 3.9868799E+000, 4.2489582E+000, 3.4762308E+000, 3.0425878E+000, 1.9840316E+000, 2.1780392E+000, 2.2072564E+000, 2.2898131E+000, 1.5258529E+000
 5.3000416E+001, 2.0006335E+001, 3.3712484E+001, 4.5117131E+001, 3.6486265E+001, 2.2090996E+001, 6.3286639E+000, 1.0098060E+001, 1.2985709E+001, 9.5523920E+000, 7.8190378E+000, 2.7203156E+000, 4.0039167E+000, 4.8792476E+000, 4.0677768E+000, 3.1862172E+000, 1.5620425E+000, 2.6579971E+000, 2.1729068E+000, 1.9224584E+000, 1.4557590E+000
 5.3500483E+001, 3.6809295E+001, 3.9217478E+001, 4.7389785E+001, 3.7147734E+001, 3.1561540E+001, 1.1295147E+001, 9.2655878E+000, 9.7682316E+000, 8.9683461E+000, 8.9970230E+000, 2.6896368E+000, 2.8483963E+000, 3.2162544E+000, 2.8742655E+000, 2.9074654E+000, 1.0605705E+000, 1.2791034E+000, 1.3852315E+000, 1.1496074E+000, 1.0094440E+000
 5.4000826E+001, 3.0153386E+001, 3.0434030E+001, 3.3272907E+001, 3.7854571E+001, 2.9849521E+001, 6.4003053E+000, 8.4419140E+000, 1.3994159E+001, 9.2471557E+000, 6.3054818E+000, 3.2782948E+000, 4.3372801E+000, 7.7255710E+000, 4.1930531E+000, 2.5833697E+000, 2.0737491E+000, 2.3686354E+000, 3.2916335E+000, 3.0965070E+000, 1.5435191E+000
 5.4500524E+001, 2.0268427E+001, 3.4938271E+001, 4.6563442E+001, 3.8562649E+001, 1.8894940E+001, 7.6634262E+000, 1.5833956E+001, 1.5152526E+001, 9.7101360E+000, 7.5958095E+000, 5.4663272E+000, 7.2718995E+000, 5.3532267E+000, 4.2221368E+000, 3.5774916E+000, 2.6280379E+000, 2.1564543E+000, 2.1635613E+000, 2.2194149E+000, 1.7368689E+000
 5.5000306E+001, 3.9710559E+001, 3.8362905E+001, 3.6666402E+001, 3.9530268E+001, 4.2419549E+001, 9.7930125E+000, 7.8936145E+000, 8.5864063E+000, 8.1293916E+000, 9.7550695E+000, 2.6731757E+000, 2.5658931E+000, 3.3194369E+000, 2.9551420E+000, 2.8891328E+000, 1.4426438E+000, 1.4967039E+000, 1.7521843E+000, 1.5497485E+000, 1.2110129E+000
 5.5500931E+001, 2.6788481E+001, 3.1040455E+001, 3.9942337E+001, 3.3455717E+001, 2.7836917E+001, 6.4801329E+000, 8.6951030E+000, 1.3500499E+001, 8.9666344E+000, 6.2752150E+000, 2.9759219E+000, 3.6109209E+000, 5.0387751E+000, 3.6075131E+000, 2.7688118E+000, 1.9274704E+000, 2.0907289E+000, 2.5164606E+000, 2.1373881E+000, 1.6662129E+000
 5.6000189E+001, 2.3693293E+001, 3.6533804E+001, 4.9348094E+001, 3.8629631E+001, 2.5035551E+001, 1.0420088E+001, 1.5338704E+001, 1.5054134E+001, 1.1733852E+001, 8.5421857E+000, 5.0436936E+000, 6.6380815E+000, 4.9388244E+000, 4.0657000E+000, 2.9060993E+000, 1.5157837E+000, 1.9502891E+000, 1.8402618E+000, 1.3909345E+000, 1.1440308E+000
 5.6500672E+001, 3.4983397E+001, 4.8325455E+001, 3.8953798E+001, 4.2725795E+001, 4.0546586E+001, 7.1212047E+000, 8.6056237E+000, 8.6613999E+000, 7.8465393E+000, 7.5296061E+000, 3.1301381E+000, 4.1898630E+000, 3.6418056E+000, 3.3081563E+000, 2.7275242E+000, 1.7454342E+000, 2.8405339E+000, 2.3199898E+000, 2.2864639E+000, 1.6114246E+000
 5.7000383E+001, 2.8240468E+001, 3.4881279E+001, 3.6921342E+001, 3.2747266E+001, 2.8920242E+001, 6.2231545E+000, 9.3817778E+000, 1.1940244E+001, 9.1130124E+000, 6.6495510E+000, 2.7193693E+000, 3.3422763E+000, 4.5259933E+000, 4.2925554E+000, 3.1476204E+000, 1.7225643E+000, 1.9162983E+000, 2.2462772E+000, 2.4352129E+000, 2.4325771E+000
 5.7500420E+001, 3.1772734E+001, 3.8562002E+001, 3.7017408E+001, 3.8106554E+001, 2.9743631E+001, 8.7349293E+000, 9.8536111E+000, 1.1656873E+001, 1.2657346E+001, 9.3058729E+000, 3.3189413E+000, 3.2268626E+000, 3.5427369E+000, 3.7253465E+000, 3.0046942E+000, 1.5310942E+000, 1.4534250E+000, 1.4477593E+000, 1.2202671E+000, 1.2325650E+000
 5.8000172E+001, 4.3022274E+001, 3.8711632E+001, 2.8781909E+001, 3.5467736E+001, 4.3130797E+001, 8.1156793E+000, 7.1965101E+000, 8.3710808E+000, 8.4096129E+000, 9.3854425E+000, 2.6226772E+000, 2.5554658E+000, 3.6220132E+000, 3.5671369E+000, 2.9095045E+000, 1.2872064E+000, 1.5011859E+000, 1.9315341E+000, 1.9302632E+000, 1.6527867E+000
 5.8500026E+001, 2.1113636E+001, 3.5299581E+001, 4.1082030E+001, 3.3564119E+001, 2.5163698E+001, 6.7080378E+000, 1.1105858E+001, 1.3335428E+001, 1.0164703E+001, 7.0434093E+000, 3.4757544E+000, 4.7866455E+000, 5.5544037E+000, 4.4827527E+000, 3.7230398E+000, 1.7596711E+000, 2.9333012E+000, 2.7407798E+000, 2.3964217E+000, 2.1803601E+000
 5.9000129E+001, 3.1158149E+001, 4.1224615E+001, 4.1998491E+001, 3.8732852E+001, 3.3322577E+001, 9.2383445E+000, 1.0969879E+001, 1.1837132E+001, 1.1734747E+001, 9.3257147E+000, 3.0169937E+000, 3.2142180E+000, 3.2908590E+000, 2.9162409E+000, 2.9241160E+000, 1.4271783E+000, 1.2560532E+000, 1.4678134E+000, 1.2685300E+000, 1.2393666E+000
 5.9500603E+001, 3.7796009E+001, 3.9771483E+001, 3.3892132E+001, 3.9551208E+001, 3.5418739E+001, 8.3040514E+000, 7.9599847E+000, 1.0066034E+001, 7.4912388E+000, 6.6038776E+000, 2.9902482E+000, 3.6436172E+000, 4.4907882E+000, 3.5713500E+000, 2.8498166E+000, 1.5343133E+000, 2.1580694E+000, 2.1675460E+000, 1.3838440E+000, 1.3531676E+000
 6.0000335E+001, 2.4452589E+001, 3.4239492E+001, 4.2569662E+001, 3.5737262E+001, 2.5234172E+001, 7.8460500E+000, 1.1092356E+001, 1.5269761E+001, 1.1255509E+001, 6.9979675E+000, 3.6912148E+000, 5.1164794E+000, 5.4398409E+000, 3.8758262E+000, 2.9072206E+000, 2.2860818E+000, 2.8287037E+000, 2.5249528E+000, 2.0925246E+000, 1.5329802E+000
 6.0500265E+001, 3.4307313E+001, 3.7702507E+001, 3.9481015E+001, 4.2394604E+001, 3.5128720E+001, 9.7598113E+000, 9.3485722E+000, 1.0684544E+001, 1.1897267E+001, 1.2275682E+001, 2.6342146E+000, 2.8098239E+000, 3.5172480E+000, 3.3087019E+000, 3.7102572E+000, 1.1763216E+000, 1.1935587E+000, 1.6935517E+000, 1.5482996E+000, 1.7259827E+000
 6.1000674E+001, 3.7072535E+001, 3.5854691E+001, 3.5678647E+001, 3.8669623E+001, 3.6971528E+001, 7.9525528E+000, 7.8496540E+000, 1.1241602E+001, 9.3648636E+000, 8.3799538E+000, 2.8319585E+000, 3.6151308E+000, 4.3250187E+000, 3.4138928E+000, 2.7355392E+000, 1.4795558E+000, 1.6404002E+000, 1.8115848E+000, 1.9756465E+000, 1.7823213E+000
 6.1500630E+001, 2.3292853E+001, 3.8603610E+001, 4.2316734E+001, 3.5611729E+001, 2.1535592E+001, 7.9261541E+000, 1.3149072E+001, 1.4903316E+001, 1.0072346E+001, 7.1515442E+000, 3.8589636E+000, 4.9818893E+000, 5.0487789E+000, 3.9443445E+000, 3.3262979E+000, 1.7378474E+000, 2.3589638E+000, 2.1223730E+000, 1.8048630E+000, 1.4083425E+000
 6.2000881E+001, 3.6836581E+001, 4.1782896E+001, 4.0823200E+001, 4.7540993E+001, 3.2557410E+001, 8.4356831E+000, 9.5433835E+000, 1.0383415E+001, 1.4176426E+001, 9.3824000E+000, 2.8548535E+000, 2.8147534E+000, 3.4152504E+000, 3.8161517E+000, 3.9372498E+000, 1.4267728E+000, 1.4539475E+000, 1.5203129E+000, 1.6187178E+000, 1.5232875E+000
 6.2500081E+001, 3.8733963E+001, 4.2435380E+001, 3.9806009E+001, 3.9752297E+001, 3.7304942E+001, 8.2049676E+000, 9.1097742E+000, 1.0829860E+001, 9.0624944E+000, 8.6351198E+000, 3.0320854E+000, 3.7519697E+000, 4.2893953E+000, 4.1018831E+000, 3.2529706E+000, 1.5872318E+000, 1.8583036E+000, 2.1348299E+000, 2.0692422E+000, 2.1845583E+000
 6.3000436E+001, 2.3420658E+001, 4.1267903E+001, 4.6254331E+001, 3.9075626E+001, 2.2320719E+001, 7.8023926E+000, 1.1841737E+001, 1.3922698E+001, 1.4091202E+001, 7.4260055E+000, 3.4550282E+000, 4.0281325E+000, 5.3461151E+000, 4.7033811E+000, 4.9239081E+000, 1.7683994E+000, 2.0545782E+000, 2.5488812E+000, 2.2845187E+000, 1.9865652E+000
 6.3500171E+001, 3.9847269E+001, 4.4637781E+001, 3.3614474E+001, 4.9936582E+001, 4.0667058E+001, 1.0337302E+001, 9.5682712E+000, 9.8498171E+000, 9.2766785E+000, 1.0782582E+001, 2.8950821E+000, 3.0591467E+000, 3.4557051E+000, 3.1897192E+000, 2.8314521E+000, 1.3726162E+000, 1.4644908E+000, 1.6303386E+000, 1.2355583E+000, 1.2577037E+000
 6.4000701E+001, 3.0114492E+001, 3.5506284E+001, 4.3564659E+001, 3.7725214E+001, 3.0814353E+001, 6.9741935E+000, 9.1880412E+000, 1.7948852E+001, 1.0160582E+001, 6.8153019E+000, 3.4337763E+000, 4.4124767E+000, 6.7497249E+000, 3.8282679E+000, 2.9646275E+000, 1.9448110E+000, 2.2135401E+000, 2.7533249E+000, 2.0262887E+000, 1.5279997E+000
 6.4500604E+001, 2.8128978E+001, 4.0789406E+001, 4.7752550E+001, 3.9223999E+001, 2.3872031E+001, 1.0302163E+001, 1.3227192E+001, 1.6101193E+001, 1.1610734E+001, 8.0389230E+000, 4.2041367E+000, 5.1315352E+000, 6.6029941E+000, 4.5045392E+000, 3.2839750E+000, 1.5597010E+000, 1.6811248E+000, 2.4698107E+000, 2.2433492E+000, 1.7675454E+000
