s,kW,kW
Time,HRR,HRR_rad_loss
2.076090E+01,1.651899E+01,7.122122E+00
2.077010E+01,1.633729E+01,6.034574E+00
2.077940E+01,1.609514E+01,4.826311E+00
2.078860E+01,1.586122E+01,8.430328E+00
2.079810E+01,1.534297E+01,7.262130E+00
2.080790E+01,1.436031E+01,6.037019E+00
2.081750E+01,1.331641E+01,4.914365E+00
2.082650E+01,1.298204E+01,4.085078E+00
2.083540E+01,1.307119E+01,7.443833E+00
2.084420E+01,1.301832E+01,6.664370E+00
2.085340E+01,1.333279E+01,6.155053E+00
2.086390E+01,1.380973E+01,5.389390E+00
2.087500E+01,1.429299E+01,4.574748E+00
2.088560E+01,1.500664E+01,8.671683E+00
2.089630E+01,1.551093E+01,7.701614E+00
2.090700E+01,1.606832E+01,7.030761E+00
2.091730E+01,1.630497E+01,6.097972E+00
2.092710E+01,1.627033E+01,5.154144E+00
2.093680E+01,1.658003E+01,9.710355E+00
2.094690E+01,1.688819E+01,8.479516E+00
2.095650E+01,1.712915E+01,7.675923E+00
2.096580E+01,1.695243E+01,6.578869E+00
2.097510E+01,1.635518E+01,5.386911E+00
2.098430E+01,1.538307E+01,8.397152E+00
2.099380E+01,1.440969E+01,7.426907E+00
2.100420E+01,1.422118E+01,6.290949E+00
2.101470E+01,1.417539E+01,5.014882E+00
2.102530E+01,1.406690E+01,4.092244E+00
2.103600E+01,1.351918E+01,6.425820E+00
2.104580E+01,1.344636E+01,6.120441E+00
2.105590E+01,1.418362E+01,5.860705E+00
2.106700E+01,1.510222E+01,5.370535E+00
2.107850E+01,1.563768E+01,4.860395E+00
2.108950E+01,1.637035E+01,7.850499E+00
2.110050E+01,1.690953E+01,7.413127E+00
2.111200E+01,1.742895E+01,6.890768E+00
2.112370E+01,1.786081E+01,6.060463E+00
2.113540E+01,1.780140E+01,5.384595E+00
2.114690E+01,1.765004E+01,8.574268E+00
2.115800E+01,1.703297E+01,7.951959E+00
2.116920E+01,1.595788E+01,6.921075E+00
2.118050E+01,1.478584E+01,5.544739E+00
2.119190E+01,1.367437E+01,4.324918E+00
2.120310E+01,1.296147E+01,6.949418E+00
2.121380E+01,1.238988E+01,6.212017E+00
2.122340E+01,1.203453E+01,5.456330E+00
2.123290E+01,1.184893E+01,4.681102E+00
2.124250E+01,1.185478E+01,4.044810E+00
2.125280E+01,1.223533E+01,6.191431E+00
2.126330E+01,1.274212E+01,5.911824E+00
2.127410E+01,1.357929E+01,5.620866E+00
2.128570E+01,1.439311E+01,5.110216E+00
2.129810E+01,1.531598E+01,4.556777E+00
2.131120E+01,1.596779E+01,8.475334E+00
2.132370E+01,1.648813E+01,7.825418E+00
2.133660E+01,1.720008E+01,6.876648E+00
2.134950E+01,1.728293E+01,5.907193E+00
2.136250E+01,1.663296E+01,5.254271E+00
2.137510E+01,1.584546E+01,8.916406E+00
2.138700E+01,1.535435E+01,7.924792E+00
2.139900E+01,1.486879E+01,6.778204E+00
2.141100E+01,1.421341E+01,5.323659E+00
2.142310E+01,1.357797E+01,4.204287E+00
2.143490E+01,1.290970E+01,6.623559E+00
2.144660E+01,1.265707E+01,6.015307E+00
2.145790E+01,1.309464E+01,5.460260E+00
2.146910E+01,1.367800E+01,4.903683E+00
2.148040E+01,1.451464E+01,4.446039E+00
2.149160E+01,1.525831E+01,7.622684E+00
2.150220E+01,1.588621E+01,7.218582E+00
2.151290E+01,1.651019E+01,6.956224E+00
2.152340E+01,1.677887E+01,6.275076E+00
2.153450E+01,1.693970E+01,5.424393E+00
2.154560E+01,1.713887E+01,9.014667E+00
2.155650E+01,1.781893E+01,8.072017E+00
2.156680E+01,1.848974E+01,7.049533E+00
2.157710E+01,1.828480E+01,5.759011E+00
2.158730E+01,1.748364E+01,4.585201E+00
2.159750E+01,1.638022E+01,8.730267E+00
2.160800E+01,1.529473E+01,7.307962E+00
2.161840E+01,1.384562E+01,5.688671E+00
2.162860E+01,1.259963E+01,4.356948E+00
2.163880E+01,1.222053E+01,3.543155E+00
2.164920E+01,1.237096E+01,6.142524E+00
2.166000E+01,1.275021E+01,5.917605E+00
2.167110E+01,1.347931E+01,5.535410E+00
2.168180E+01,1.439124E+01,4.954291E+00
2.169210E+01,1.520484E+01,4.515194E+00
2.170200E+01,1.599746E+01,8.008950E+00
2.171190E+01,1.683681E+01,7.517784E+00
2.172220E+01,1.706669E+01,7.080672E+00
2.173310E+01,1.700588E+01,6.245015E+00
2.174470E+01,1.703276E+01,5.293601E+00
2.175710E+01,1.721763E+01,9.338854E+00
2.176920E+01,1.707386E+01,8.346170E+00
2.178160E+01,1.609391E+01,7.150374E+00
2.179380E+01,1.491692E+01,5.702563E+00
2.180540E+01,1.384454E+01,4.411579E+00
2.181630E+01,1.282138E+01,7.367048E+00
2.182780E+01,1.186355E+01,6.271344E+00
2.183980E+01,1.136370E+01,5.225655E+00
2.185210E+01,1.141059E+01,4.208111E+00
2.186380E+01,1.168561E+01,3.513091E+00
2.187510E+01,1.227273E+01,6.952889E+00
2.188670E+01,1.294595E+01,6.282852E+00
2.189830E+01,1.374356E+01,5.834247E+00
2.190960E+01,1.446919E+01,5.139935E+00
2.192030E+01,1.495709E+01,4.473547E+00
2.193030E+01,1.546648E+01,8.419940E+00
2.194020E+01,1.562034E+01,7.469142E+00
2.195020E+01,1.579399E+01,6.891746E+00
2.196020E+01,1.588910E+01,5.999938E+00
2.197030E+01,1.597932E+01,5.162255E+00
2.197940E+01,1.600718E+01,8.172800E+00
2.198830E+01,1.574439E+01,7.400877E+00
2.199790E+01,1.565954E+01,6.729586E+00
2.200790E+01,1.599075E+01,5.919171E+00
2.201780E+01,1.658715E+01,5.082064E+00
2.202660E+01,1.673183E+01,7.913336E+00
2.203730E+01,1.645536E+01,7.084643E+00
2.204970E+01,1.554730E+01,5.931214E+00
2.206100E+01,1.438918E+01,4.680282E+00
2.207220E+01,1.365128E+01,3.848527E+00
2.208360E+01,1.385582E+01,7.098144E+00
2.209580E+01,1.429547E+01,6.662346E+00
2.210880E+01,1.473289E+01,6.067456E+00
2.212120E+01,1.497623E+01,5.237069E+00
2.213360E+01,1.505580E+01,4.330943E+00
2.214700E+01,1.544178E+01,9.914406E+00
2.216000E+01,1.576271E+01,8.322485E+00
2.217270E+01,1.599057E+01,7.192163E+00
2.218510E+01,1.599423E+01,5.671667E+00
2.219760E+01,1.611065E+01,4.344663E+00
2.221010E+01,1.624009E+01,1.000836E+01
2.222320E+01,1.565631E+01,8.506921E+00
2.223630E+01,1.507990E+01,7.132704E+00
2.224890E+01,1.424063E+01,5.469137E+00
2.226180E+01,1.346656E+01,4.138505E+00
2.227450E+01,1.298990E+01,8.135725E+00
2.228670E+01,1.292143E+01,7.148508E+00
2.229830E+01,1.308649E+01,6.381954E+00
2.230970E+01,1.328268E+01,5.556439E+00
2.232110E+01,1.361513E+01,4.872505E+00
2.233230E+01,1.411119E+01,7.777778E+00
2.234290E+01,1.462038E+01,7.356658E+00
2.235410E+01,1.537165E+01,6.850128E+00
2.236470E+01,1.579070E+01,6.120768E+00
2.237470E+01,1.579742E+01,5.475722E+00
2.238540E+01,1.607564E+01,7.932479E+00
2.239630E+01,1.623803E+01,7.526320E+00
2.240690E+01,1.627787E+01,7.044707E+00
2.241680E+01,1.587005E+01,6.403769E+00
2.242740E+01,1.514818E+01,5.669735E+00
2.243900E+01,1.512941E+01,7.010436E+00
2.244940E+01,1.503649E+01,6.961737E+00
2.246180E+01,1.555048E+01,6.241229E+00
2.247460E+01,1.569454E+01,5.308463E+00
2.248600E+01,1.562071E+01,4.602662E+00
2.249680E+01,1.576392E+01,7.133077E+00
2.250780E+01,1.625976E+01,6.732369E+00
2.251900E+01,1.627548E+01,6.277752E+00
2.252980E+01,1.644100E+01,5.583679E+00
2.254020E+01,1.652721E+01,4.899349E+00
2.255010E+01,1.677732E+01,7.966496E+00
2.255990E+01,1.695803E+01,7.421220E+00
2.256990E+01,1.696308E+01,6.944583E+00
2.257990E+01,1.688502E+01,6.119274E+00
2.258990E+01,1.667419E+01,5.309667E+00
2.259970E+01,1.675468E+01,8.232563E+00
2.260960E+01,1.657923E+01,7.568880E+00
2.261930E+01,1.615180E+01,6.743654E+00
2.262920E+01,1.542917E+01,5.593135E+00
2.263980E+01,1.447642E+01,4.594850E+00
2.265060E+01,1.356767E+01,7.154705E+00
2.266070E+01,1.310088E+01,6.422631E+00
2.267090E+01,1.322672E+01,5.640092E+00
2.268130E+01,1.376570E+01,4.881032E+00
2.269200E+01,1.434511E+01,4.214535E+00
2.270210E+01,1.477890E+01,7.563486E+00
2.271120E+01,1.503531E+01,7.072722E+00
2.271950E+01,1.498739E+01,6.607015E+00
2.272740E+01,1.491352E+01,5.934033E+00
2.273570E+01,1.500532E+01,5.153466E+00
2.274490E+01,1.540501E+01,8.326282E+00
2.275460E+01,1.577556E+01,7.620994E+00
2.276480E+01,1.582151E+01,6.906419E+00
2.277570E+01,1.573223E+01,5.830425E+00
2.278750E+01,1.567593E+01,4.789199E+00
2.279900E+01,1.559438E+01,8.741074E+00
2.280990E+01,1.505978E+01,7.466647E+00
2.282000E+01,1.463405E+01,6.596346E+00
2.282950E+01,1.408437E+01,5.562427E+00
2.283880E+01,1.374956E+01,4.579929E+00
2.284910E+01,1.364218E+01,7.163456E+00
2.286050E+01,1.339556E+01,6.218321E+00
2.287250E+01,1.355054E+01,5.509741E+00
2.288380E+01,1.390929E+01,4.799857E+00
2.289520E+01,1.427679E+01,4.157889E+00
2.290780E+01,1.516310E+01,7.757329E+00
2.292080E+01,1.582011E+01,7.214501E+00
2.293410E+01,1.662677E+01,6.450660E+00
2.294640E+01,1.747087E+01,5.552966E+00
2.295800E+01,1.818240E+01,4.951794E+00
2.296940E+01,1.862803E+01,1.024140E+01
2.298170E+01,1.859220E+01,8.804012E+00
2.299360E+01,1.782442E+01,7.428062E+00
2.300450E+01,1.690698E+01,6.086610E+00
2.301640E+01,1.577814E+01,4.821136E+00
2.302790E+01,1.456055E+01,7.868388E+00
2.303840E+01,1.291745E+01,6.715852E+00
2.304830E+01,1.175773E+01,5.493884E+00
2.305810E+01,1.111724E+01,4.418114E+00
2.306770E+01,1.107618E+01,3.622173E+00
2.307720E+01,1.145938E+01,5.908104E+00
2.308690E+01,1.189746E+01,5.590617E+00
2.309660E+01,1.253867E+01,5.342731E+00
2.310730E+01,1.328874E+01,4.809843E+00
2.311850E+01,1.401652E+01,4.298644E+00
2.313000E+01,1.444121E+01,7.194866E+00
2.314130E+01,1.443907E+01,6.656143E+00
2.315270E+01,1.473485E+01,6.148717E+00
2.316440E+01,1.495107E+01,5.247913E+00
2.317710E+01,1.522744E+01,4.270104E+00
2.318880E+01,1.570100E+01,8.619377E+00
2.319950E+01,1.580334E+01,7.584708E+00
2.321010E+01,1.592700E+01,6.789998E+00
2.322060E+01,1.579655E+01,5.705365E+00
2.323020E+01,1.553409E+01,4.752453E+00
2.323900E+01,1.542320E+01,8.207227E+00
2.324790E+01,1.538687E+01,7.336310E+00
2.325700E+01,1.539082E+01,6.703328E+00
2.326620E+01,1.503054E+01,5.839659E+00
2.327580E+01,1.451723E+01,4.989787E+00
2.328720E+01,1.406930E+01,7.246812E+00
2.329780E+01,1.371140E+01,6.711682E+00
2.330800E+01,1.356627E+01,6.047611E+00
2.331850E+01,1.351005E+01,5.357398E+00
2.332900E+01,1.390674E+01,4.872576E+00
2.333940E+01,1.451742E+01,7.366197E+00
2.335050E+01,1.508664E+01,7.056944E+00
2.336260E+01,1.539371E+01,6.713846E+00
2.337620E+01,1.561931E+01,5.898987E+00
2.338940E+01,1.580937E+01,5.082842E+00
2.340170E+01,1.564830E+01,8.455821E+00
2.341500E+01,1.516675E+01,7.650005E+00
2.342870E+01,1.451799E+01,6.653663E+00
2.344080E+01,1.412937E+01,5.655579E+00
2.345220E+01,1.395497E+01,4.835683E+00
2.346360E+01,1.395190E+01,7.121729E+00
2.347560E+01,1.394371E+01,6.585396E+00
2.348740E+01,1.362558E+01,5.796957E+00
2.349890E+01,1.294846E+01,4.925121E+00
2.351080E+01,1.253473E+01,4.091038E+00
2.352380E+01,1.309949E+01,7.010055E+00
2.353810E+01,1.361537E+01,6.517308E+00
2.355250E+01,1.408094E+01,5.884974E+00
2.356650E+01,1.491535E+01,5.054827E+00
2.358110E+01,1.560768E+01,4.297477E+00
2.359520E+01,1.617825E+01,9.540477E+00
2.360830E+01,1.660942E+01,8.243243E+00
2.362010E+01,1.684959E+01,7.496174E+00
2.363190E+01,1.696531E+01,6.375932E+00
2.364390E+01,1.728091E+01,5.129423E+00
2.365560E+01,1.765546E+01,8.908135E+00
2.366610E+01,1.797546E+01,8.179498E+00
2.367550E+01,1.837133E+01,7.475757E+00
2.368420E+01,1.820728E+01,6.504336E+00
2.369290E+01,1.700872E+01,5.520681E+00
2.370150E+01,1.600863E+01,7.767392E+00
2.371040E+01,1.527004E+01,7.174194E+00
2.371940E+01,1.501652E+01,6.654944E+00
2.372850E+01,1.496449E+01,5.936403E+00
2.373830E+01,1.511689E+01,5.261991E+00
2.374850E+01,1.540937E+01,7.655789E+00
2.375870E+01,1.509887E+01,7.273939E+00
2.376890E+01,1.506544E+01,6.781934E+00
2.377900E+01,1.505468E+01,6.021299E+00
2.378870E+01,1.508105E+01,5.369111E+00
2.379870E+01,1.532817E+01,8.506244E+00
2.380870E+01,1.529062E+01,7.816198E+00
2.381860E+01,1.504996E+01,7.203880E+00
2.382850E+01,1.477569E+01,6.191259E+00
2.383940E+01,1.433974E+01,5.092657E+00
2.385100E+01,1.417440E+01,8.495109E+00
2.386400E+01,1.421209E+01,7.254994E+00
2.387680E+01,1.417795E+01,6.059131E+00
2.388900E+01,1.386243E+01,4.740586E+00
2.390050E+01,1.363999E+01,3.796554E+00
2.391140E+01,1.383143E+01,7.319156E+00
2.392220E+01,1.418420E+01,6.646454E+00
2.393280E+01,1.458148E+01,5.960323E+00
2.394310E+01,1.533457E+01,5.317407E+00
2.395310E+01,1.536892E+01,4.798581E+00
2.396250E+01,1.574432E+01,7.478966E+00
2.397190E+01,1.606213E+01,7.210729E+00
2.398110E+01,1.639504E+01,6.989384E+00
2.399050E+01,1.639324E+01,6.393278E+00
2.400000E+01,1.622403E+01,5.691487E+00
2.400960E+01,1.605638E+01,7.774204E+00
2.401990E+01,1.600781E+01,7.198805E+00
2.403070E+01,1.551262E+01,6.616280E+00
2.404220E+01,1.487392E+01,5.674738E+00
2.405350E+01,1.456538E+01,4.719280E+00
2.406380E+01,1.468412E+01,7.484912E+00
2.407370E+01,1.469263E+01,6.668923E+00
2.408340E+01,1.390045E+01,5.754336E+00
2.409290E+01,1.271678E+01,4.798504E+00
2.410210E+01,1.204600E+01,3.990976E+00
2.411100E+01,1.208706E+01,6.245084E+00
2.412070E+01,1.229408E+01,5.885172E+00
2.413120E+01,1.274154E+01,5.602734E+00
2.414260E+01,1.320727E+01,5.019780E+00
2.415440E+01,1.363287E+01,4.388297E+00
2.416720E+01,1.436845E+01,7.694207E+00
2.418010E+01,1.488694E+01,6.963860E+00
2.419260E+01,1.565843E+01,6.369148E+00
2.420440E+01,1.604367E+01,5.520969E+00
2.421560E+01,1.625131E+01,4.771771E+00
2.422630E+01,1.631395E+01,8.992550E+00
2.423710E+01,1.619521E+01,8.029513E+00
2.424920E+01,1.590789E+01,7.112965E+00
2.426110E+01,1.533449E+01,5.866922E+00
2.427350E+01,1.504761E+01,4.805230E+00
2.428580E+01,1.515261E+01,7.348681E+00
2.429750E+01,1.510518E+01,6.994481E+00
2.430850E+01,1.523119E+01,6.275607E+00
2.431870E+01,1.494432E+01,5.388158E+00
2.432870E+01,1.391049E+01,4.445935E+00
2.433810E+01,1.330581E+01,6.760283E+00
2.434750E+01,1.340236E+01,6.260076E+00
2.435840E+01,1.375995E+01,5.770066E+00
2.436950E+01,1.391047E+01,5.090617E+00
2.438090E+01,1.436355E+01,4.451926E+00
2.439310E+01,1.495966E+01,8.065410E+00
2.440570E+01,1.546504E+01,7.162060E+00
2.441830E+01,1.606412E+01,6.408787E+00
2.443010E+01,1.609091E+01,5.470551E+00
2.444110E+01,1.604871E+01,4.706208E+00
2.445110E+01,1.591052E+01,8.223379E+00
2.446100E+01,1.576733E+01,7.479546E+00
2.447120E+01,1.570032E+01,6.726393E+00
2.448220E+01,1.570072E+01,5.605169E+00
2.449330E+01,1.546256E+01,4.615824E+00
2.450420E+01,1.515174E+01,7.831468E+00
2.451470E+01,1.457775E+01,7.026617E+00
2.452530E+01,1.397982E+01,6.250328E+00
2.453730E+01,1.334448E+01,5.189895E+00
2.455170E+01,1.341649E+01,4.223679E+00
2.456530E+01,1.388100E+01,7.723145E+00
2.457860E+01,1.411610E+01,7.009129E+00
2.459130E+01,1.443974E+01,6.315365E+00
2.460350E+01,1.497721E+01,5.473699E+00
2.461560E+01,1.532600E+01,4.806168E+00
2.462750E+01,1.597322E+01,8.557707E+00
2.463970E+01,1.617249E+01,7.825667E+00
2.465170E+01,1.629789E+01,6.951038E+00
2.466320E+01,1.629769E+01,5.864686E+00
2.467470E+01,1.610771E+01,4.941401E+00
2.468640E+01,1.592601E+01,8.438805E+00
2.469790E+01,1.552678E+01,7.389836E+00
2.470910E+01,1.506596E+01,6.225574E+00
2.472170E+01,1.421880E+01,4.821283E+00
2.473440E+01,1.385978E+01,3.836968E+00
2.474800E+01,1.409361E+01,7.071760E+00
2.476250E+01,1.464238E+01,6.462998E+00
2.477720E+01,1.475640E+01,5.801294E+00
2.479160E+01,1.493633E+01,4.896942E+00
2.480470E+01,1.533104E+01,4.172787E+00
2.481740E+01,1.549858E+01,8.889348E+00
2.482960E+01,1.554855E+01,7.700870E+00
2.484130E+01,1.568062E+01,7.079558E+00
2.485230E+01,1.568418E+01,6.197191E+00
2.486250E+01,1.584126E+01,5.310089E+00
2.487240E+01,1.611570E+01,8.647561E+00
2.488240E+01,1.655205E+01,7.816279E+00
2.489290E+01,1.686898E+01,7.182005E+00
2.490340E+01,1.678681E+01,6.232502E+00
2.491350E+01,1.592490E+01,5.232455E+00
2.492430E+01,1.451667E+01,7.296698E+00
2.493570E+01,1.358405E+01,6.550494E+00
2.494780E+01,1.374568E+01,5.895416E+00
2.496240E+01,1.418046E+01,5.024905E+00
2.497760E+01,1.439930E+01,4.265744E+00
2.499280E+01,1.465280E+01,8.348668E+00
2.500760E+01,1.488265E+01,7.258939E+00
2.502200E+01,1.553372E+01,6.168806E+00
2.503560E+01,1.593096E+01,5.047138E+00
2.504860E+01,1.591135E+01,4.248577E+00
2.506010E+01,1.575348E+01,9.594068E+00
2.507110E+01,1.592551E+01,8.062403E+00
2.508200E+01,1.592368E+01,7.010549E+00
2.509270E+01,1.580662E+01,5.774263E+00
2.510330E+01,1.589074E+01,4.579000E+00
2.511340E+01,1.581705E+01,8.206026E+00
2.512300E+01,1.499468E+01,7.212006E+00
2.513270E+01,1.394622E+01,6.033858E+00
2.514250E+01,1.319182E+01,4.789482E+00
2.515170E+01,1.302897E+01,3.893684E+00
2.516060E+01,1.316078E+01,6.250479E+00
2.516920E+01,1.336999E+01,5.931094E+00
2.517770E+01,1.375190E+01,5.599236E+00
2.518610E+01,1.411958E+01,5.241651E+00
2.519480E+01,1.468693E+01,4.848843E+00
2.520370E+01,1.516616E+01,6.840820E+00
2.521380E+01,1.565912E+01,6.688602E+00
2.522410E+01,1.613089E+01,6.425108E+00
2.523460E+01,1.655369E+01,5.892740E+00
2.524490E+01,1.686962E+01,5.330742E+00
2.525560E+01,1.678666E+01,7.901490E+00
2.526610E+01,1.652288E+01,7.378286E+00
2.527670E+01,1.658365E+01,6.781500E+00
2.528730E+01,1.663621E+01,5.996392E+00
2.529860E+01,1.667839E+01,5.115738E+00
2.530920E+01,1.656740E+01,7.768336E+00
2.531950E+01,1.614265E+01,7.144591E+00
2.533000E+01,1.550105E+01,6.342314E+00
2.534130E+01,1.416534E+01,5.157402E+00
2.535290E+01,1.333016E+01,4.198509E+00
2.536460E+01,1.287367E+01,6.109133E+00
2.537590E+01,1.286252E+01,5.827586E+00
2.538740E+01,1.318772E+01,5.419307E+00
2.539980E+01,1.391239E+01,4.736979E+00
2.541300E+01,1.444646E+01,4.146272E+00
2.542600E+01,1.498107E+01,7.271726E+00
2.543840E+01,1.535269E+01,6.759075E+00
2.545030E+01,1.590781E+01,6.140424E+00
2.546160E+01,1.658422E+01,5.432822E+00
2.547290E+01,1.675969E+01,4.901309E+00
2.548430E+01,1.686375E+01,8.039304E+00
2.549580E+01,1.695009E+01,7.555095E+00
2.550660E+01,1.696171E+01,6.721858E+00
2.551740E+01,1.681480E+01,5.669277E+00
2.552760E+01,1.679922E+01,4.823841E+00
2.553810E+01,1.629489E+01,7.472972E+00
2.554870E+01,1.534624E+01,6.769871E+00
2.555880E+01,1.411235E+01,5.558230E+00
2.556880E+01,1.332420E+01,4.523759E+00
2.557970E+01,1.357368E+01,3.881036E+00
2.559060E+01,1.437597E+01,5.998755E+00
2.560130E+01,1.529075E+01,6.020856E+00
2.561130E+01,1.569060E+01,5.794966E+00
2.562140E+01,1.597802E+01,5.268842E+00
2.563290E+01,1.617393E+01,4.623624E+00
2.564510E+01,1.616126E+01,7.441699E+00
2.565750E+01,1.610581E+01,6.873224E+00
2.566890E+01,1.571997E+01,6.062697E+00
2.568080E+01,1.503307E+01,5.180000E+00
2.569300E+01,1.439309E+01,4.376232E+00
2.570470E+01,1.417289E+01,7.831815E+00
2.571580E+01,1.412507E+01,6.673816E+00
2.572680E+01,1.438089E+01,5.809237E+00
2.573780E+01,1.447240E+01,4.894112E+00
2.574900E+01,1.464891E+01,4.179775E+00
2.576010E+01,1.509131E+01,7.866753E+00
2.577040E+01,1.540684E+01,7.047624E+00
2.578190E+01,1.550101E+01,6.211484E+00
2.579430E+01,1.560317E+01,5.453577E+00
2.580590E+01,1.631258E+01,4.951502E+00
2.581670E+01,1.684842E+01,7.613268E+00
2.582730E+01,1.698270E+01,7.501184E+00
2.583700E+01,1.690844E+01,6.941745E+00
2.584600E+01,1.664112E+01,6.212339E+00
2.585470E+01,1.622016E+01,5.520219E+00
2.586330E+01,1.598768E+01,8.727983E+00
2.587170E+01,1.556377E+01,7.656939E+00
2.588020E+01,1.486547E+01,6.848920E+00
2.588880E+01,1.397225E+01,5.705344E+00
2.589740E+01,1.323836E+01,4.645429E+00
2.590590E+01,1.275499E+01,7.264435E+00
2.591490E+01,1.236925E+01,6.322721E+00
2.592470E+01,1.222434E+01,5.529951E+00
2.593530E+01,1.216674E+01,4.396367E+00
2.594600E+01,1.212639E+01,3.233770E+00
2.595610E+01,1.236396E+01,7.027056E+00
2.596760E+01,1.259319E+01,5.867458E+00
2.597910E+01,1.292921E+01,4.753597E+00
2.599100E+01,1.317034E+01,3.611874E+00
2.600370E+01,1.354643E+01,2.805788E+00
2.601560E+01,1.419443E+01,7.651677E+00
2.602730E+01,1.493431E+01,6.747887E+00
2.603870E+01,1.553975E+01,5.846728E+00
2.605040E+01,1.564789E+01,5.012693E+00
2.606250E+01,1.592025E+01,4.484960E+00
2.607400E+01,1.604429E+01,8.500027E+00
2.608540E+01,1.607559E+01,7.703730E+00
2.609650E+01,1.627040E+01,6.641152E+00
2.610690E+01,1.640946E+01,5.722950E+00
2.611730E+01,1.644002E+01,4.948749E+00
2.612770E+01,1.611137E+01,8.255841E+00
2.613840E+01,1.555609E+01,7.080410E+00
2.614870E+01,1.464685E+01,5.634185E+00
2.615880E+01,1.367705E+01,4.438628E+00
2.616910E+01,1.300297E+01,3.634090E+00
2.617990E+01,1.246285E+01,6.028163E+00
2.619160E+01,1.170936E+01,5.275062E+00
2.620350E+01,1.137834E+01,4.524509E+00
2.621560E+01,1.169148E+01,3.867382E+00
2.622850E+01,1.219143E+01,3.243792E+00
2.624210E+01,1.313388E+01,7.000599E+00
2.625570E+01,1.360515E+01,6.259593E+00
2.626950E+01,1.426871E+01,5.599111E+00
2.628300E+01,1.481979E+01,4.662011E+00
2.629610E+01,1.559855E+01,3.839860E+00
2.630890E+01,1.661531E+01,9.708271E+00
2.632150E+01,1.694364E+01,7.992227E+00
2.633310E+01,1.711036E+01,6.768376E+00
2.634390E+01,1.692242E+01,5.517839E+00
2.635460E+01,1.656642E+01,4.399792E+00
2.636600E+01,1.609765E+01,9.404096E+00
2.637840E+01,1.565846E+01,7.554072E+00
2.639010E+01,1.526630E+01,5.683342E+00
2.640110E+01,1.474575E+01,4.205635E+00
2.641120E+01,1.436382E+01,3.505531E+00
2.642080E+01,1.416567E+01,7.772416E+00
2.643010E+01,1.373622E+01,6.705336E+00
2.643940E+01,1.391267E+01,5.853732E+00
2.644850E+01,1.422614E+01,5.161820E+00
2.645860E+01,1.454547E+01,4.546217E+00
2.646900E+01,1.508091E+01,7.264735E+00
2.647930E+01,1.536483E+01,6.977765E+00
2.648890E+01,1.583468E+01,6.502982E+00
2.649880E+01,1.636688E+01,5.861893E+00
2.650890E+01,1.685529E+01,5.312394E+00
2.651900E+01,1.697897E+01,9.119547E+00
2.652850E+01,1.647180E+01,8.094895E+00
2.653790E+01,1.574381E+01,7.129272E+00
2.654770E+01,1.457248E+01,5.762631E+00
2.655780E+01,1.356290E+01,4.413453E+00
2.656770E+01,1.298690E+01,7.430490E+00
2.657770E+01,1.279995E+01,6.343112E+00
2.658800E+01,1.308094E+01,5.481607E+00
2.659900E+01,1.350215E+01,4.409884E+00
2.661130E+01,1.409620E+01,3.361924E+00
2.662380E+01,1.492673E+01,7.966175E+00
2.663640E+01,1.573086E+01,6.860294E+00
2.664910E+01,1.675342E+01,5.795184E+00
2.666230E+01,1.739486E+01,4.570675E+00
2.667460E+01,1.741412E+01,3.653262E+00
2.668650E+01,1.771964E+01,1.007372E+01
2.669830E+01,1.778034E+01,8.385228E+00
2.671070E+01,1.741197E+01,6.596076E+00
2.672340E+01,1.669127E+01,5.222603E+00
2.673490E+01,1.621431E+01,4.201690E+00
2.674560E+01,1.614949E+01,1.018648E+01
2.675610E+01,1.626325E+01,8.461048E+00
2.676620E+01,1.653185E+01,6.779544E+00
2.677580E+01,1.644366E+01,5.315428E+00
2.678540E+01,1.583233E+01,4.242612E+00
2.679540E+01,1.501427E+01,7.464003E+00
2.680620E+01,1.431061E+01,6.683609E+00
2.681680E+01,1.394577E+01,5.721823E+00
2.682710E+01,1.355487E+01,4.767401E+00
2.683830E+01,1.341640E+01,3.980686E+00
2.685020E+01,1.357369E+01,6.598424E+00
2.686280E+01,1.409246E+01,6.332008E+00
2.687510E+01,1.481997E+01,5.530712E+00
2.688730E+01,1.514089E+01,4.701367E+00
2.689960E+01,1.533953E+01,4.101832E+00
2.691160E+01,1.559590E+01,8.189766E+00
2.692260E+01,1.576627E+01,7.601348E+00
2.693280E+01,1.592934E+01,6.642308E+00
2.694240E+01,1.590409E+01,5.605366E+00
2.695190E+01,1.569741E+01,4.752650E+00
2.696160E+01,1.543427E+01,8.585279E+00
2.697180E+01,1.521843E+01,7.515149E+00
2.698200E+01,1.478187E+01,6.165315E+00
2.699190E+01,1.397419E+01,4.880779E+00
2.700190E+01,1.326413E+01,3.772662E+00
2.701170E+01,1.302999E+01,7.420861E+00
2.702220E+01,1.316124E+01,6.277341E+00
2.703410E+01,1.358198E+01,5.116675E+00
2.704700E+01,1.410388E+01,3.974362E+00
2.705930E+01,1.482582E+01,3.181421E+00
2.707090E+01,1.582694E+01,8.601894E+00
2.708180E+01,1.719098E+01,7.466814E+00
2.709230E+01,1.845522E+01,6.580874E+00
2.710230E+01,1.932351E+01,5.819387E+00
2.711240E+01,2.011657E+01,5.235507E+00
2.712260E+01,2.064049E+01,8.823274E+00
2.713290E+01,2.069263E+01,8.602073E+00
2.714310E+01,2.004443E+01,7.175775E+00
2.715300E+01,1.866152E+01,5.497870E+00
