,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
306,91.8,500.6,192.1224,0.4814,1.0921,0.012,2.8068,124.5159,-0.0212
307,92.1,499.9,191.2721,0.4813,1.0921,0.0118,2.8072,124.1807,-0.0216
308,92.4,499.21,190.418,0.4811,1.0922,0.0117,2.8077,123.7681,-0.022
309,92.7,498.51,189.5574,0.481,1.0923,0.0116,2.8081,123.4341,-0.0224
310,93.0,497.82,188.6955,0.4809,1.0923,0.0115,2.8086,123.0227,-0.0228
311,93.3,497.12,187.8297,0.4807,1.0924,0.0114,2.809,122.6899,-0.0232
312,93.6,496.43,186.9599,0.4806,1.0925,0.0113,2.8095,122.2799,-0.0236
313,93.9,495.73,186.086,0.4805,1.0926,0.0112,2.8099,121.9483,-0.024
314,94.2,495.03,185.208,0.4803,1.0926,0.0111,2.8104,121.5677,-0.0244
315,94.5,494.34,184.3231,0.4802,1.0927,0.0109,2.8108,121.2091,-0.0248
316,94.8,493.64,183.4366,0.4801,1.0927,0.0108,2.8113,120.8299,-0.0252
317,95.1,492.96,182.5705,0.4801,1.0931,0.0108,2.8112,120.3908,-0.0257
318,95.4,492.27,181.7196,0.4802,1.0936,0.0107,2.8108,120.0275,-0.0264
319,95.7,491.59,180.8618,0.4803,1.0941,0.0107,2.8104,119.5355,-0.027
320,96.0,490.9,180.0028,0.4804,1.0946,0.0107,2.81,119.171,-0.0277
321,96.3,490.22,179.1368,0.4805,1.0951,0.0107,2.8096,118.7779,-0.0284
322,96.6,489.53,178.2695,0.4806,1.0956,0.0106,2.8092,118.3123,-0.029
323,96.9,488.85,177.3979,0.4807,1.0961,0.0106,2.8088,117.9181,-0.0297
324,97.2,488.16,176.5191,0.4809,1.0966,0.0106,2.8084,117.4515,-0.0303
325,97.5,487.48,175.6388,0.481,1.0971,0.0105,2.808,117.0562,-0.031
326,97.8,486.79,174.7513,0.4811,1.0976,0.0105,2.8076,116.5884,-0.0317
327,98.1,486.11,173.862,0.4812,1.0981,0.0105,2.8072,116.192,-0.0323
328,98.4,485.42,172.9653,0.4813,1.0986,0.0105,2.8068,115.8231,-0.033
329,98.7,484.74,172.0668,0.4814,1.0991,0.0104,2.8064,115.3257,-0.0336
330,99.0,484.05,171.1637,0.4815,1.0996,0.0104,2.806,114.9557,-0.0343
331,99.3,483.37,170.2528,0.4817,1.1001,0.0104,2.8056,114.4571,-0.035
332,99.6,482.69,169.3399,0.4818,1.1006,0.0103,2.8052,114.058,-0.0356
333,99.9,482.0,168.4191,0.4819,1.1011,0.0103,2.8048,113.6864,-0.0363
334,100.2,481.32,167.4963,0.482,1.1016,0.0103,2.8044,113.1862,-0.0369
335,100.5,480.63,166.5653,0.4821,1.1021,0.0103,2.804,112.8135,-0.0376
336,100.8,479.96,165.6593,0.4822,1.1023,0.0102,2.8037,112.3361,-0.0381
337,101.1,479.4,164.9121,0.482,1.101,0.0102,2.8037,111.6062,-0.0377
338,101.4,478.83,164.1585,0.4817,1.0998,0.0102,2.8037,111.0043,-0.0373
339,101.7,478.27,163.4044,0.4815,1.0985,0.0101,2.8037,110.2744,-0.0369
340,102.0,477.71,162.6469,0.4813,1.0972,0.0101,2.8037,109.6445,-0.0365
341,102.3,477.14,161.8858,0.4811,1.0959,0.0101,2.8037,108.9426,-0.0361
342,102.6,476.58,161.118,0.4809,1.0946,0.01,2.8037,108.3127,-0.0356
343,102.9,476.01,160.3496,0.4807,1.0933,0.01,2.8037,107.7108,-0.0352
344,103.2,475.45,159.5776,0.4804,1.0921,0.01,2.8037,106.9808,-0.0348
345,103.5,474.88,158.7986,0.4802,1.0908,0.0099,2.8037,106.3789,-0.0344
346,103.8,474.32,158.019,0.48,1.0895,0.0099,2.8037,105.649,-0.034
347,104.1,473.75,157.2355,0.4798,1.0882,0.0099,2.8037,105.0471,-0.0336
348,104.4,473.19,156.4481,0.4796,1.0869,0.0099,2.8037,104.3172,-0.0332
349,104.7,472.62,155.6535,0.4794,1.0856,0.0098,2.8037,103.7153,-0.0328
350,105.0,472.06,154.858,0.4791,1.0843,0.0098,2.8037,102.9854,-0.0324
351,105.3,471.49,154.0584,0.4789,1.083,0.0098,2.8037,102.3835,-0.032
352,105.6,470.93,153.2514,0.4787,1.0817,0.0097,2.8037,101.6536,-0.0316
353,105.9,470.36,152.4434,0.4785,1.0804,0.0097,2.8037,101.0517,-0.0311
354,106.2,469.8,151.6311,0.4783,1.0791,0.0097,2.8036,100.3687,-0.0307
355,106.5,469.23,150.8145,0.478,1.0778,0.0096,2.8036,99.7668,-0.0303
356,106.8,468.67,149.99,0.4778,1.0765,0.0096,2.8036,99.1368,-0.0299
357,107.1,468.1,149.1643,0.4776,1.0752,0.0096,2.8036,98.4348,-0.0295
358,107.4,467.59,148.4756,0.4776,1.0741,0.0095,2.8033,97.905,-0.0291
359,107.7,467.13,147.9088,0.4778,1.0732,0.0093,2.8028,97.528,-0.0288
360,108.0,466.66,147.3431,0.478,1.0723,0.0091,2.8022,97.1253,-0.0285
361,108.3,466.2,146.7753,0.4782,1.0714,0.0089,2.8016,96.7941,-0.0282
362,108.6,465.74,146.2053,0.4784,1.0705,0.0087,2.8011,96.3157,-0.0278
363,108.9,465.27,145.6331,0.4786,1.0696,0.0085,2.8005,96.0114,-0.0275
364,109.2,464.81,145.0586,0.4789,1.0687,0.0083,2.7999,95.5785,-0.0272
365,109.5,464.35,144.4818,0.4791,1.0678,0.0081,2.7993,95.245,-0.0269
366,109.8,463.88,143.9027,0.4793,1.067,0.0079,2.7988,94.7927,-0.0266
367,110.1,463.42,143.3213,0.4795,1.0661,0.0077,2.7982,94.4582,-0.0262
368,110.4,462.96,142.734,0.4797,1.0652,0.0075,2.7976,94.0231,-0.0259
369,110.7,462.49,142.1478,0.4799,1.0643,0.0073,2.7971,93.6692,-0.0256
370,111.0,462.03,141.5592,0.4801,1.0634,0.0072,2.7965,93.2331,-0.0253
371,111.3,461.56,140.9681,0.4803,1.0625,0.007,2.7959,92.9244,-0.0249
372,111.6,461.1,140.3745,0.4805,1.0616,0.0068,2.7953,92.4872,-0.0246
373,111.9,460.64,139.7784,0.4807,1.0607,0.0066,2.7948,92.1033,-0.0243
374,112.2,460.17,139.1797,0.4809,1.0598,0.0064,2.7942,91.693,-0.024
375,112.5,459.71,138.5785,0.4811,1.0589,0.0062,2.7936,91.3541,-0.0237
376,112.8,459.25,137.9746,0.4813,1.058,0.006,2.7931,90.8688,-0.0233
377,113.1,458.78,137.3645,0.4815,1.0571,0.0058,2.7925,90.5569,-0.023
378,113.4,458.32,136.7553,0.4817,1.0562,0.0056,2.7919,90.1164,-0.0227
379,113.7,457.86,136.1433,0.482,1.0553,0.0054,2.7913,89.7754,-0.0224
380,114.0,457.39,135.5286,0.4822,1.0544,0.0052,2.7908,89.316,-0.022
381,114.3,456.93,134.9111,0.4824,1.0535,0.005,2.7902,88.9739,-0.0217
382,114.6,456.46,134.354,0.4827,1.0531,0.0047,2.7894,88.6505,-0.0215
383,114.9,455.99,133.8731,0.4832,1.0533,0.0043,2.7883,88.3631,-0.0215
384,115.2,455.51,133.3867,0.4836,1.0536,0.0038,2.7872,88.1025,-0.0214
385,115.5,455.04,132.9022,0.4841,1.0538,0.0033,2.7861,87.8131,-0.0214
386,115.8,454.56,132.416,0.4846,1.054,0.0029,2.785,87.5504,-0.0214
387,116.1,454.09,131.9242,0.485,1.0542,0.0024,2.7839,87.2588,-0.0213
388,116.4,453.62,131.4344,0.4855,1.0545,0.0019,2.7828,87.0663,-0.0213
389,116.7,453.14,130.9389,0.486,1.0547,0.0015,2.7817,86.8005,-0.0212
390,117.0,452.67,130.4454,0.4865,1.0549,0.001,2.7806,86.5058,-0.0212
391,117.3,452.19,129.9461,0.4869,1.0552,0.0005,2.7795,86.2379,-0.0211
392,117.6,451.72,129.4488,0.4874,1.0554,0.0001,2.7784,85.9412,-0.0211
393,117.9,451.24,128.9457,0.4879,1.0556,-0.0004,2.7773,85.6711,-0.021
394,118.2,450.77,128.4445,0.4883,1.0558,-0.0009,2.7762,85.3723,-0.021
395,118.5,450.3,127.9414,0.4888,1.0561,-0.0013,2.7752,85.1274,-0.0209
396,118.8,449.82,127.4323,0.4893,1.0563,-0.0018,2.7741,84.8543,-0.0209
397,119.1,449.35,126.9252,0.4897,1.0566,-0.0022,2.773,84.5524,-0.0209
398,119.4,448.87,126.412,0.4902,1.0568,-0.0027,2.7719,84.2772,-0.0208
399,119.7,448.4,125.9008,0.4906,1.057,-0.0032,2.7708,83.9733,-0.0208
400,120.0,447.93,125.3834,0.4911,1.0572,-0.0036,2.7697,83.6683,-0.0207
401,120.3,447.45,124.8679,0.4916,1.0574,-0.0041,2.7686,83.3899,-0.0207
402,120.6,446.98,124.3463,0.492,1.0577,-0.0046,2.7675,83.1828,-0.0206
403,120.9,446.5,123.8265,0.4925,1.0579,-0.005,2.7664,82.9024,-0.0206
404,121.2,446.03,123.3004,0.493,1.0582,-0.0055,2.7653,82.5932,-0.0205
405,121.5,445.55,122.7762,0.4934,1.0584,-0.006,2.7642,82.3107,-0.0205
406,121.8,445.08,122.2497,0.4939,1.0586,-0.0064,2.7631,81.9995,-0.0204
407,122.1,444.61,121.7169,0.4943,1.0588,-0.0069,2.762,81.6872,-0.0204
408,122.4,444.13,121.1858,0.4948,1.0591,-0.0074,2.7609,81.4015,-0.0204
409,122.7,443.7,120.7394,0.4948,1.0588,-0.008,2.7596,81.1655,-0.0204
410,123.0,443.29,120.3329,0.4945,1.0582,-0.0088,2.7581,80.8619,-0.0206
411,123.3,442.88,119.925,0.4942,1.0576,-0.0096,2.7567,80.5127,-0.0207
412,123.6,442.47,119.5115,0.494,1.0571,-0.0103,2.7552,80.2067,-0.0208
413,123.9,442.06,119.1008,0.4937,1.0565,-0.0111,2.7538,79.9552,-0.0209
414,124.2,441.65,118.6887,0.4935,1.0559,-0.0118,2.7524,79.6025,-0.0211
415,124.5,441.23,118.2751,0.4932,1.0554,-0.0126,2.7509,79.3204,-0.0212
416,124.8,440.82,117.8601,0.493,1.0548,-0.0134,2.7495,78.9654,-0.0213
417,125.1,440.41,117.4436,0.4927,1.0543,-0.0141,2.748,78.6533,-0.0214
418,125.4,440.0,117.0256,0.4925,1.0537,-0.0149,2.7466,78.396,-0.0216
419,125.7,439.59,116.6019,0.4922,1.0531,-0.0156,2.7451,78.0815,-0.0217
420,126.0,439.18,116.1809,0.4919,1.0526,-0.0164,2.7437,77.7218,-0.0218
421,126.3,438.77,115.7584,0.4917,1.052,-0.0172,2.7422,77.4049,-0.0219
422,126.6,438.35,115.3343,0.4914,1.0514,-0.0179,2.7408,77.1703,-0.0221
423,126.9,437.94,114.9087,0.4912,1.0509,-0.0187,2.7393,76.851,-0.0222
424,127.2,437.53,114.4814,0.4909,1.0503,-0.0195,2.7379,76.4866,-0.0223
425,127.5,437.12,114.0526,0.4907,1.0498,-0.0202,2.7364,76.1648,-0.0224
426,127.8,436.71,113.6178,0.4904,1.0492,-0.021,2.735,75.8981,-0.0226
427,128.1,436.3,113.1857,0.4901,1.0486,-0.0217,2.7335,75.574,-0.0227
428,128.4,435.89,112.7519,0.4899,1.048,-0.0225,2.7321,75.2049,-0.0228
429,128.7,435.48,112.3165,0.4896,1.0475,-0.0233,2.7307,74.8348,-0.0229
430,129.0,435.06,111.8794,0.4894,1.0469,-0.024,2.7292,74.6342,-0.0231
431,129.3,434.65,111.4406,0.4891,1.0463,-0.0248,2.7278,74.2617,-0.0232
432,129.6,434.24,111.0,0.4888,1.0458,-0.0255,2.7263,73.9315,-0.0233
433,129.9,433.83,110.5577,0.4886,1.0452,-0.0263,2.7249,73.5566,-0.0234
434,130.2,433.42,110.109,0.4883,1.0447,-0.0271,2.7234,73.324,-0.0236
435,130.5,433.01,109.6631,0.4881,1.0441,-0.0278,2.722,72.9468,-0.0237
436,130.8,432.6,109.2154,0.4878,1.0435,-0.0286,2.7205,72.6117,-0.0238
437,131.1,432.19,108.7658,0.4875,1.0429,-0.0293,2.7191,72.2322,-0.0239
438,131.4,431.77,108.3144,0.4873,1.0424,-0.0301,2.7176,72.0218,-0.0241
439,131.7,431.45,107.9907,0.4872,1.0427,-0.03,2.7169,71.7935,-0.0239
440,132.0,431.13,107.6754,0.4871,1.0431,-0.0297,2.7163,71.6216,-0.0236
441,132.3,430.81,107.3639,0.4871,1.0435,-0.0295,2.7156,71.3924,-0.0234
442,132.6,430.49,107.0514,0.487,1.0439,-0.0292,2.715,71.2196,-0.0232
443,132.9,430.17,106.738,0.4869,1.0443,-0.029,2.7143,71.0896,-0.0229
444,133.2,429.85,106.4237,0.4869,1.0447,-0.0287,2.7137,70.9161,-0.0227
445,133.5,429.53,106.1084,0.4868,1.0451,-0.0285,2.713,70.7851,-0.0225
446,133.8,429.21,105.7922,0.4868,1.0455,-0.0282,2.7124,70.6108,-0.0222
447,134.1,428.89,105.4704,0.4867,1.0459,-0.028,2.7118,70.4361,-0.022
448,134.4,428.57,105.1523,0.4866,1.0463,-0.0277,2.7111,70.3039,-0.0218
449,134.7,428.25,104.8332,0.4866,1.0468,-0.0275,2.7105,70.1284,-0.0215
450,135.0,427.93,104.5132,0.4865,1.0471,-0.0272,2.7098,69.8953,-0.0213
451,135.3,427.61,104.1921,0.4864,1.0475,-0.027,2.7092,69.719,-0.0211
452,135.6,427.29,103.8701,0.4864,1.048,-0.0267,2.7085,69.585,-0.0209
453,135.9,426.97,103.5471,0.4863,1.0483,-0.0265,2.7079,69.4079,-0.0206
454,136.2,426.65,103.2182,0.4862,1.0488,-0.0262,2.7073,69.2305,-0.0204
455,136.5,426.33,102.8931,0.4862,1.0491,-0.026,2.7066,69.0952,-0.0202
456,136.8,426.01,102.5671,0.4861,1.0496,-0.0257,2.706,68.9169,-0.0199
457,137.1,425.69,102.2399,0.486,1.05,-0.0255,2.7053,68.7808,-0.0197
458,137.4,425.37,101.9117,0.486,1.0504,-0.0252,2.7047,68.6018,-0.0195
459,137.7,425.05,101.5825,0.4859,1.0508,-0.025,2.704,68.3648,-0.0192
460,138.0,424.73,101.2522,0.4859,1.0512,-0.0247,2.7034,68.1849,-0.019
461,138.3,424.41,100.9158,0.4858,1.0516,-0.0245,2.7027,68.0471,-0.0188
462,138.6,424.09,100.5833,0.4857,1.052,-0.0242,2.7021,67.8664,-0.0185
463,138.9,423.77,100.2497,0.4857,1.0524,-0.024,2.7015,67.6853,-0.0183
464,139.2,423.46,99.915,0.4856,1.0528,-0.0237,2.7008,67.5192,-0.0181
465,139.5,423.14,99.5786,0.4855,1.0532,-0.0235,2.7002,67.3374,-0.0179
466,139.8,422.82,99.2411,0.4855,1.0536,-0.0232,2.6995,67.1974,-0.0176
467,140.1,422.5,98.902,0.4854,1.054,-0.023,2.6989,67.0147,-0.0174
468,140.4,422.18,98.5622,0.4853,1.0544,-0.0227,2.6982,66.7739,-0.0172
469,140.7,421.86,98.2212,0.4853,1.0548,-0.0225,2.6976,66.5905,-0.0169
470,141.0,421.54,97.8785,0.4852,1.0552,-0.0222,2.697,66.4066,-0.0167
471,141.3,421.22,97.5351,0.4851,1.0556,-0.022,2.6963,66.2645,-0.0165
472,141.6,420.93,97.2404,0.4854,1.0559,-0.0219,2.6955,66.0832,-0.0157
473,141.9,420.65,96.9629,0.4857,1.0561,-0.0219,2.6946,65.9165,-0.0148
474,142.2,420.38,96.684,0.486,1.0563,-0.0218,2.6938,65.6804,-0.0139
475,142.5,420.1,96.4044,0.4864,1.0565,-0.0218,2.6929,65.5127,-0.013
476,142.8,419.82,96.1244,0.4867,1.0567,-0.0217,2.6921,65.3026,-0.0121
477,143.1,419.55,95.8431,0.487,1.057,-0.0217,2.6912,65.107,-0.0112
478,143.4,419.27,95.561,0.4874,1.0572,-0.0217,2.6904,64.896,-0.0103
479,143.7,418.99,95.2785,0.4877,1.0574,-0.0216,2.6895,64.7264,-0.0094
480,144.0,418.71,94.9947,0.488,1.0576,-0.0216,2.6886,64.5563,-0.0086
481,144.3,418.44,94.7101,0.4884,1.0578,-0.0215,2.6878,64.317,-0.0077
482,144.6,418.16,94.4251,0.4887,1.058,-0.0215,2.6869,64.1459,-0.0068
483,144.9,417.88,94.1387,0.489,1.0583,-0.0215,2.6861,63.9325,-0.0059
484,145.2,417.61,93.8515,0.4893,1.0585,-0.0214,2.6852,63.7336,-0.005
485,145.5,417.33,93.5639,0.4897,1.0587,-0.0214,2.6843,63.5611,-0.0041
486,145.8,417.05,93.2749,0.49,1.0589,-0.0213,2.6835,63.3463,-0.0032
487,146.1,416.78,92.9849,0.4903,1.0591,-0.0213,2.6826,63.146,-0.0023
488,146.4,416.5,92.6947,0.4906,1.0593,-0.0213,2.6818,62.9303,-0.0014
489,146.7,416.22,92.4029,0.491,1.0595,-0.0212,2.6809,62.7558,-0.0005
490,147.0,415.94,92.1108,0.4913,1.0598,-0.0212,2.68,62.5808,0.0004
491,147.3,415.67,91.8172,0.4916,1.06,-0.0211,2.6792,62.3369,0.0013
492,147.6,415.39,91.5227,0.492,1.0602,-0.0211,2.6783,62.161,0.0022
493,147.9,415.11,91.2277,0.4923,1.0604,-0.0211,2.6775,61.843,0.0031
494,148.2,414.84,90.9313,0.4926,1.0606,-0.021,2.6766,61.6393,0.004
495,148.5,414.56,90.6339,0.4929,1.0608,-0.021,2.6757,61.4618,0.0049
496,148.8,414.28,90.336,0.4933,1.061,-0.0209,2.6749,61.2424,0.0058
497,149.1,414.01,90.0367,0.4936,1.0613,-0.0209,2.674,61.0373,0.0067
498,149.4,413.73,89.7363,0.4939,1.0615,-0.0208,2.6732,60.817,0.0076
499,149.7,413.45,89.4355,0.4942,1.0617,-0.0208,2.6723,60.6376,0.0085
500,150.0,413.17,89.133,0.4946,1.0619,-0.0208,2.6714,60.4577,0.0094
501,150.3,412.9,88.8296,0.4949,1.0621,-0.0207,2.6706,60.2093,0.0103
502,150.6,412.62,88.5257,0.4952,1.0624,-0.0207,2.6697,60.0284,0.0112
503,150.9,412.34,88.2202,0.4955,1.0625,-0.0206,2.6689,59.8058,0.0121
504,151.2,412.07,87.9136,0.4959,1.0628,-0.0206,2.668,59.5972,0.013
505,151.5,411.79,87.6065,0.4962,1.063,-0.0206,2.6672,59.3737,0.0139
506,151.8,411.51,87.2978,0.4965,1.0632,-0.0205,2.6663,59.1909,0.0148
507,152.1,411.24,86.9879,0.4968,1.0634,-0.0205,2.6654,58.9809,0.0157
508,152.4,410.96,86.6776,0.4972,1.0636,-0.0204,2.6646,58.756,0.0166
509,152.7,410.76,86.439,0.4973,1.0635,-0.0204,2.6637,58.6586,0.0163
510,153.0,410.57,86.2125,0.4974,1.0634,-0.0203,2.6629,58.4931,0.0158
511,153.3,410.38,85.9855,0.4975,1.0632,-0.0202,2.6621,58.3274,0.0154
512,153.6,410.2,85.7578,0.4976,1.0631,-0.0201,2.6613,58.2347,0.0149
513,153.9,410.01,85.5295,0.4977,1.063,-0.02,2.6605,58.0684,0.0144
514,154.2,409.82,85.3006,0.4978,1.0628,-0.02,2.6597,57.9017,0.0139
515,154.5,409.63,85.0717,0.4979,1.0627,-0.0199,2.6588,57.7758,0.0134
516,154.8,409.45,84.8416,0.498,1.0625,-0.0198,2.658,57.6819,0.0129
517,155.1,409.26,84.6109,0.4981,1.0624,-0.0197,2.6572,57.5143,0.0124
518,155.4,409.07,84.3795,0.4983,1.0622,-0.0196,2.6564,57.3465,0.012
519,155.7,408.89,84.1475,0.4984,1.0621,-0.0196,2.6556,57.2517,0.0115
520,156.0,408.7,83.9148,0.4985,1.0619,-0.0195,2.6547,57.1241,0.011
521,156.3,408.51,83.6821,0.4986,1.0618,-0.0194,2.6539,56.9553,0.0105
522,156.6,408.32,83.4482,0.4987,1.0616,-0.0193,2.6531,56.7862,0.01
523,156.9,408.14,83.2136,0.4988,1.0615,-0.0192,2.6523,56.6903,0.0095
524,157.2,407.95,82.9783,0.4989,1.0614,-0.0191,2.6515,56.5206,0.009
525,157.5,407.76,82.7424,0.499,1.0612,-0.0191,2.6506,56.3913,0.0086
526,157.8,407.57,82.5058,0.4991,1.0611,-0.019,2.6498,56.221,0.0081
527,158.1,407.39,82.2685,0.4992,1.0609,-0.0189,2.649,56.1239,0.0076
528,158.4,407.2,82.0311,0.4993,1.0608,-0.0188,2.6482,55.953,0.0071
529,158.7,407.01,81.7924,0.4994,1.0606,-0.0187,2.6474,55.7817,0.0066
530,159.0,406.82,81.5531,0.4995,1.0605,-0.0187,2.6466,55.6102,0.0061
531,159.3,406.64,81.313,0.4996,1.0603,-0.0186,2.6457,55.5526,0.0056
532,159.6,406.45,81.0722,0.4997,1.0602,-0.0185,2.6449,55.3804,0.0052
533,159.9,406.26,80.8307,0.4998,1.06,-0.0184,2.6441,55.2079,0.0047
534,160.2,406.08,80.5885,0.5,1.0599,-0.0183,2.6433,55.0087,0.0042
535,160.5,405.89,80.3461,0.5001,1.0598,-0.0182,2.6425,54.9357,0.0037
536,160.8,405.7,80.1024,0.5002,1.0596,-0.0182,2.6416,54.8029,0.0032
537,161.1,405.51,79.858,0.5003,1.0595,-0.0181,2.6408,54.6292,0.0027
538,161.4,405.33,79.6128,0.5004,1.0593,-0.018,2.64,54.5288,0.0022
539,161.7,405.14,79.3669,0.5005,1.0592,-0.0179,2.6392,54.3545,0.0018
540,162.0,404.95,79.1202,0.5006,1.0591,-0.0178,2.6384,54.1799,0.0013
541,162.3,404.76,78.8727,0.5007,1.0589,-0.0178,2.6375,54.0455,0.0008
542,162.6,404.58,78.6251,0.5008,1.0587,-0.0177,2.6367,53.9439,0.0003
543,162.9,404.39,78.376,0.5009,1.0586,-0.0176,2.6359,53.7684,-0.0002
544,163.2,404.2,78.1262,0.501,1.0584,-0.0175,2.6351,53.5926,-0.0007
545,163.5,404.01,77.8755,0.5011,1.0583,-0.0174,2.6343,53.4165,-0.0011
546,163.8,403.83,77.6241,0.5012,1.0582,-0.0173,2.6335,53.3137,-0.0016
547,164.1,403.64,77.3718,0.5013,1.058,-0.0173,2.6326,53.1773,-0.0021
548,164.4,403.45,77.1187,0.5014,1.0579,-0.0172,2.6318,53.0003,-0.0026
549,164.7,403.27,76.8655,0.5016,1.0577,-0.0171,2.631,52.7966,-0.0031
550,165.0,403.09,76.6459,0.5015,1.0581,-0.0167,2.63,52.7733,-0.0037
551,165.3,402.92,76.4356,0.5015,1.0587,-0.0163,2.629,52.7233,-0.0043
552,165.6,402.75,76.224,0.5014,1.0592,-0.0159,2.628,52.573,-0.005
553,165.9,402.58,76.0118,0.5014,1.0598,-0.0155,2.6269,52.5626,-0.0056
554,166.2,402.41,75.7991,0.5013,1.0603,-0.0151,2.6259,52.5116,-0.0062
555,166.5,402.24,75.5864,0.5012,1.0609,-0.0146,2.6249,52.3602,-0.0069
556,166.8,402.07,75.3724,0.5012,1.0615,-0.0142,2.6238,52.3487,-0.0075
557,167.1,401.9,75.1578,0.5011,1.062,-0.0138,2.6228,52.2967,-0.0081
558,167.4,401.73,74.9433,0.5011,1.0625,-0.0134,2.6218,52.1443,-0.0088
559,167.7,401.56,74.7275,0.501,1.0631,-0.0129,2.6207,52.1317,-0.0094
560,168.0,401.4,74.5111,0.501,1.0637,-0.0125,2.6197,52.0524,-0.01
561,168.3,401.23,74.2947,0.5009,1.0642,-0.0121,2.6187,51.899,-0.0107
562,168.6,401.06,74.077,0.5009,1.0648,-0.0117,2.6177,51.8452,-0.0113
563,168.9,400.89,73.8586,0.5008,1.0653,-0.0112,2.6166,51.8312,-0.012
564,169.2,400.72,73.6403,0.5007,1.0659,-0.0108,2.6156,51.6768,-0.0126
565,169.5,400.55,73.4207,0.5007,1.0664,-0.0104,2.6146,51.622,-0.0132
566,169.8,400.38,73.2004,0.5006,1.067,-0.01,2.6135,51.6069,-0.0139
567,170.1,400.21,72.9801,0.5006,1.0675,-0.0096,2.6125,51.4514,-0.0145
568,170.4,400.04,72.7585,0.5005,1.0681,-0.0091,2.6115,51.3955,-0.0151
569,170.7,399.87,72.5362,0.5005,1.0686,-0.0087,2.6105,51.3394,-0.0158
570,171.0,399.7,72.3139,0.5004,1.0692,-0.0083,2.6094,51.2228,-0.0164
571,171.3,399.53,72.0902,0.5003,1.0697,-0.0079,2.6084,51.1659,-0.017
572,171.6,399.36,71.8658,0.5003,1.0702,-0.0074,2.6074,51.1087,-0.0177
573,171.9,399.19,71.6415,0.5002,1.0708,-0.007,2.6063,50.9911,-0.0183
574,172.2,399.02,71.4157,0.5002,1.0714,-0.0066,2.6053,50.9332,-0.0189
575,172.5,398.85,71.1892,0.5001,1.0719,-0.0062,2.6043,50.8749,-0.0196
576,172.8,398.68,70.9627,0.5001,1.0724,-0.0057,2.6033,50.7164,-0.0202
577,173.1,398.51,70.7347,0.5,1.073,-0.0053,2.6022,50.6973,-0.0209
578,173.4,398.34,70.506,0.5,1.0735,-0.0049,2.6012,50.638,-0.0215
579,173.7,398.17,70.2773,0.4999,1.0741,-0.0045,2.6002,50.4784,-0.0221
580,174.0,398.0,70.0471,0.4998,1.0746,-0.004,2.5991,50.4582,-0.0228
581,174.3,397.83,69.8162,0.4998,1.0752,-0.0036,2.5981,50.3979,-0.0234
582,174.6,397.66,69.5845,0.4997,1.0757,-0.0032,2.5971,50.2372,-0.024
583,174.9,397.49,69.3527,0.4997,1.0762,-0.0028,2.5961,50.1762,-0.0247
584,175.2,397.32,69.1195,0.4996,1.0768,-0.0024,2.595,50.1546,-0.0253
585,175.5,397.15,68.8854,0.4996,1.0774,-0.0019,2.594,49.9929,-0.0259
586,175.8,396.98,68.6513,0.4995,1.0779,-0.0015,2.593,49.9309,-0.0266
587,176.1,396.81,68.4156,0.4994,1.0784,-0.0011,2.5919,49.9082,-0.0272
588,176.4,396.64,68.1792,0.4994,1.079,-0.0007,2.5909,49.7454,-0.0278
589,176.7,396.47,67.9426,0.4993,1.0795,-0.0002,2.5899,49.6823,-0.0285
590,177.0,396.3,67.7045,0.4993,1.08,0.0002,2.5889,49.6189,-0.0291
591,177.3,396.13,67.4655,0.4992,1.0806,0.0006,2.5878,49.4948,-0.0298
592,177.6,395.96,67.2265,0.4992,1.0812,0.001,2.5868,49.4307,-0.0304
593,177.9,395.79,66.9858,0.4991,1.0817,0.0015,2.5858,49.2662,-0.031
594,178.2,395.62,66.7443,0.499,1.0822,0.0019,2.5847,49.241,-0.0317
595,178.5,395.45,66.5086,0.499,1.0827,0.0023,2.5837,49.1758,-0.0322
596,178.8,395.25,66.3227,0.4986,1.0827,0.0023,2.5824,49.0064,-0.0317
597,179.1,395.04,66.137,0.4982,1.0826,0.0023,2.5812,48.8228,-0.0312
598,179.4,394.83,65.95,0.4978,1.0826,0.0023,2.5799,48.7781,-0.0307
599,179.7,394.63,65.7625,0.4974,1.0826,0.0024,2.5787,48.5676,-0.0302
600,180.0,394.42,65.5744,0.497,1.0825,0.0024,2.5774,48.4219,-0.0298
601,180.3,394.22,65.3858,0.4967,1.0825,0.0024,2.5762,48.3104,-0.0293
602,180.6,394.01,65.1966,0.4963,1.0825,0.0024,2.5749,48.1637,-0.0288
603,180.9,393.81,65.0077,0.4959,1.0824,0.0025,2.5737,47.9512,-0.0283
604,181.2,393.6,64.8174,0.4955,1.0824,0.0025,2.5724,47.9034,-0.0278
605,181.5,393.4,64.6266,0.4951,1.0824,0.0025,2.5712,47.6899,-0.0273
606,181.8,393.19,64.4352,0.4947,1.0823,0.0025,2.5699,47.541,-0.0269
607,182.1,392.98,64.2433,0.4943,1.0823,0.0026,2.5687,47.4523,-0.0264
608,182.4,392.78,64.0508,0.494,1.0822,0.0026,2.5674,47.2766,-0.0259
609,182.7,392.57,63.8584,0.4936,1.0822,0.0026,2.5662,47.0869,-0.0254
