,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
302,90.6,518.65,229.6889,0.5127,1.1767,0.0069,2.8105,170.4342,-0.0077
303,90.9,517.67,228.4316,0.5131,1.1749,0.0066,2.8106,169.3367,-0.0072
304,91.2,516.69,227.1651,0.5135,1.1731,0.0064,2.8107,168.2394,-0.0068
305,91.5,515.71,225.8938,0.5139,1.1712,0.0062,2.8108,167.1423,-0.0063
306,91.8,514.73,224.6152,0.5144,1.1694,0.006,2.8109,166.0454,-0.0059
307,92.1,513.75,223.3294,0.5148,1.1675,0.0058,2.8109,165.0001,-0.0055
308,92.4,512.77,222.036,0.5152,1.1657,0.0055,2.811,163.9035,-0.005
309,92.7,511.83,220.8642,0.5156,1.1648,0.0054,2.8107,162.9994,-0.0054
310,93.0,510.95,219.8431,0.516,1.1651,0.0055,2.81,162.4305,-0.0069
311,93.3,510.07,218.815,0.5165,1.1654,0.0055,2.8093,161.7603,-0.0083
312,93.6,509.19,217.782,0.5169,1.1656,0.0056,2.8086,161.189,-0.0098
313,93.9,508.31,216.7464,0.5173,1.1659,0.0056,2.8079,160.5164,-0.0112
314,94.2,507.43,215.7035,0.5178,1.1661,0.0057,2.8072,159.9425,-0.0127
315,94.5,506.55,214.6555,0.5182,1.1664,0.0057,2.8065,159.3674,-0.0142
316,94.8,505.67,213.6048,0.5186,1.1667,0.0058,2.8058,158.6911,-0.0156
317,95.1,504.79,212.5465,0.5191,1.167,0.0058,2.8051,158.1136,-0.0171
318,95.4,503.91,211.4829,0.5195,1.1673,0.0059,2.8044,157.4348,-0.0185
319,95.7,503.03,210.4163,0.5199,1.1675,0.0059,2.8037,156.8548,-0.02
320,96.0,502.15,209.3418,0.5203,1.1678,0.006,2.803,156.1736,-0.0214
321,96.3,501.29,208.3075,0.5206,1.1679,0.006,2.8024,155.5849,-0.0226
322,96.6,500.51,207.5163,0.5199,1.167,0.0057,2.8025,154.9207,-0.0224
323,96.9,499.73,206.7196,0.5191,1.1661,0.0055,2.8025,154.4067,-0.0223
324,97.2,498.95,205.9223,0.5184,1.1652,0.0052,2.8026,153.7427,-0.0221
325,97.5,498.18,205.1219,0.5177,1.1643,0.005,2.8027,153.1509,-0.0219
326,97.8,497.4,204.3184,0.5169,1.1634,0.0048,2.8027,152.537,-0.0217
327,98.1,496.62,203.5092,0.5162,1.1625,0.0045,2.8028,151.9735,-0.0216
328,98.4,495.84,202.6993,0.5155,1.1616,0.0043,2.8028,151.3596,-0.0214
329,98.7,495.06,201.8861,0.5147,1.1607,0.004,2.8029,150.7963,-0.0212
330,99.0,494.29,201.0696,0.514,1.1598,0.0038,2.8029,150.1546,-0.0211
331,99.3,493.51,200.2473,0.5133,1.1589,0.0035,2.803,149.5915,-0.0209
332,99.6,492.73,199.4242,0.5125,1.158,0.0033,2.803,148.9778,-0.0207
333,99.9,491.95,198.5976,0.5118,1.1571,0.0031,2.8031,148.415,-0.0205
334,100.2,491.17,197.765,0.511,1.1562,0.0028,2.8032,147.7523,-0.0204
335,100.5,490.45,197.0863,0.5113,1.155,0.0027,2.8028,147.2667,-0.0194
336,100.8,489.72,196.4154,0.5117,1.1539,0.0027,2.8025,146.8597,-0.0184
337,101.1,488.99,195.7422,0.5121,1.1527,0.0026,2.8022,146.3522,-0.0174
338,101.4,488.27,195.0667,0.5124,1.1516,0.0026,2.8018,145.9651,-0.0164
339,101.7,487.54,194.3888,0.5128,1.1504,0.0025,2.8015,145.4567,-0.0154
340,102.0,486.82,193.7085,0.5132,1.1492,0.0025,2.8011,144.9685,-0.0144
341,102.3,486.09,193.0285,0.5135,1.1481,0.0024,2.8008,144.5591,-0.0134
342,102.6,485.37,192.3434,0.5139,1.1469,0.0024,2.8004,144.0699,-0.0124
343,102.9,484.64,191.6559,0.5142,1.1457,0.0023,2.8001,143.5595,-0.0114
344,103.2,483.92,190.966,0.5146,1.1446,0.0023,2.7998,143.1208,-0.0104
345,103.5,483.19,190.2735,0.515,1.1434,0.0023,2.7994,142.6579,-0.0094
346,103.8,482.47,189.5785,0.5153,1.1422,0.0022,2.7991,142.1182,-0.0084
347,104.1,481.74,188.8809,0.5157,1.1411,0.0022,2.7987,141.7543,-0.0074
348,104.4,481.02,188.1808,0.5161,1.1399,0.0021,2.7984,141.2136,-0.0064
349,104.7,480.36,187.5633,0.5171,1.1397,0.0024,2.7977,140.7968,-0.0068
350,105.0,479.73,186.9733,0.5185,1.14,0.0029,2.797,140.3952,-0.0077
351,105.3,479.09,186.3813,0.5198,1.1402,0.0033,2.7962,140.0685,-0.0086
352,105.6,478.46,185.7875,0.5211,1.1404,0.0038,2.7955,139.5651,-0.0095
353,105.9,477.82,185.1891,0.5225,1.1407,0.0043,2.7947,139.2364,-0.0104
354,106.2,477.19,184.5914,0.5238,1.1409,0.0047,2.794,138.7311,-0.0113
355,106.5,476.55,183.9918,0.5251,1.1411,0.0052,2.7932,138.4005,-0.0122
356,106.8,475.92,183.3903,0.5264,1.1414,0.0056,2.7925,137.9934,-0.0131
357,107.1,475.28,182.7868,0.5277,1.1416,0.0061,2.7917,137.5608,-0.014
358,107.4,474.65,182.1812,0.529,1.1419,0.0065,2.791,137.1518,-0.0149
359,107.7,474.02,181.5737,0.5303,1.1421,0.007,2.7902,136.6894,-0.0158
360,108.0,473.38,180.9641,0.5316,1.1423,0.0074,2.7895,136.3065,-0.0167
361,108.3,472.75,180.3524,0.5329,1.1426,0.0079,2.7887,135.8421,-0.0176
362,108.6,472.11,179.7387,0.5342,1.1428,0.0084,2.788,135.4573,-0.0185
363,108.9,471.48,179.1229,0.5355,1.143,0.0088,2.7872,135.0909,-0.0194
364,109.2,470.88,178.5525,0.5365,1.1425,0.0087,2.7868,134.5516,-0.0198
365,109.5,470.32,178.0253,0.5371,1.1412,0.0079,2.7866,134.0063,-0.0195
366,109.8,469.76,177.4993,0.5378,1.1399,0.0072,2.7865,133.4138,-0.0192
367,110.1,469.21,176.9689,0.5384,1.1386,0.0064,2.7863,132.8402,-0.0189
368,110.4,468.65,176.4398,0.5391,1.1372,0.0056,2.7861,132.2942,-0.0187
369,110.7,468.09,175.9062,0.5397,1.1359,0.0049,2.786,131.7013,-0.0184
370,111.0,467.53,175.3739,0.5403,1.1346,0.0041,2.7858,131.1549,-0.0181
371,111.3,466.97,174.8371,0.541,1.1333,0.0034,2.7856,130.6084,-0.0178
372,111.6,466.41,174.3015,0.5416,1.1319,0.0026,2.7855,130.0149,-0.0176
373,111.9,465.85,173.7613,0.5422,1.1306,0.0019,2.7853,129.468,-0.0173
374,112.2,465.3,173.2224,0.5429,1.1292,0.0011,2.7851,128.893,-0.017
375,112.5,464.74,172.6789,0.5435,1.1279,0.0004,2.785,128.2991,-0.0167
376,112.8,464.18,172.1366,0.5442,1.1266,-0.0004,2.7848,127.7515,-0.0165
377,113.1,463.62,171.5896,0.5448,1.1253,-0.0011,2.7847,127.1574,-0.0162
378,113.4,463.06,171.0439,0.5454,1.1239,-0.0019,2.7845,126.6094,-0.0159
379,113.7,462.5,170.4934,0.546,1.1226,-0.0026,2.7843,126.0612,-0.0156
380,114.0,461.95,169.9353,0.5466,1.1212,-0.0033,2.7841,125.485,-0.0153
381,114.3,461.4,169.3192,0.5467,1.1196,-0.0033,2.7833,124.7854,-0.0148
382,114.6,460.86,168.7009,0.5467,1.1179,-0.0034,2.7825,124.057,-0.0143
383,114.9,460.32,168.0774,0.5468,1.1163,-0.0034,2.7817,123.3279,-0.0138
384,115.2,459.78,167.4545,0.5469,1.1146,-0.0034,2.7809,122.4978,-0.0133
385,115.5,459.24,166.8293,0.5469,1.113,-0.0035,2.7801,121.7669,-0.0128
386,115.8,458.69,166.2017,0.547,1.1113,-0.0035,2.7793,121.0629,-0.0122
387,116.1,458.15,165.5717,0.5471,1.1096,-0.0036,2.7785,120.3302,-0.0117
388,116.4,457.61,164.9364,0.5471,1.108,-0.0036,2.7777,119.5967,-0.0112
389,116.7,457.07,164.3016,0.5472,1.1063,-0.0036,2.777,118.8166,-0.0107
390,117.0,456.52,163.6643,0.5473,1.1047,-0.0037,2.7762,118.1092,-0.0102
391,117.3,455.98,163.0245,0.5473,1.103,-0.0037,2.7754,117.3731,-0.0097
392,117.6,455.44,162.3823,0.5474,1.1013,-0.0037,2.7746,116.6362,-0.0092
393,117.9,454.9,161.7344,0.5475,1.0996,-0.0038,2.7738,115.8984,-0.0086
394,118.2,454.36,161.0869,0.5475,1.098,-0.0038,2.773,115.1597,-0.0081
395,118.5,453.81,160.4369,0.5476,1.0963,-0.0039,2.7722,114.4479,-0.0076
396,118.8,453.27,159.7842,0.5476,1.0946,-0.0039,2.7714,113.7075,-0.0071
397,119.1,452.73,159.1257,0.5477,1.0929,-0.0039,2.7706,112.8663,-0.0066
398,119.4,452.22,158.4519,0.5476,1.0917,-0.0038,2.7701,112.2054,-0.0062
399,119.7,451.74,157.7593,0.5474,1.0908,-0.0036,2.7697,111.6157,-0.0059
400,120.0,451.27,157.0605,0.5473,1.09,-0.0033,2.7693,111.098,-0.0056
401,120.3,450.79,156.3618,0.5471,1.0891,-0.0031,2.769,110.4625,-0.0053
402,120.6,450.31,155.6599,0.5469,1.0883,-0.0029,2.7686,109.8717,-0.005
403,120.9,449.83,154.9548,0.5467,1.0874,-0.0026,2.7682,109.2806,-0.0047
404,121.2,449.35,154.2466,0.5465,1.0866,-0.0024,2.7679,108.6441,-0.0044
405,121.5,448.87,153.535,0.5463,1.0857,-0.0022,2.7675,108.1523,-0.0041
406,121.8,448.39,152.8202,0.5461,1.0848,-0.0019,2.7671,107.56,-0.0038
407,122.1,447.92,152.0987,0.5459,1.084,-0.0017,2.7668,106.8949,-0.0035
408,122.4,447.44,151.377,0.5457,1.0831,-0.0015,2.7664,106.302,-0.0032
409,122.7,446.96,150.6519,0.5456,1.0822,-0.0012,2.766,105.7086,-0.0029
410,123.0,446.48,149.9233,0.5454,1.0813,-0.001,2.7657,105.1703,-0.0027
411,123.3,446.0,149.1912,0.5452,1.0805,-0.0008,2.7653,104.5762,-0.0024
412,123.6,445.52,148.4554,0.545,1.0796,-0.0005,2.7649,103.9818,-0.0021
413,123.9,445.05,147.7126,0.5448,1.0787,-0.0003,2.7646,103.3148,-0.0018
414,124.2,444.57,146.9694,0.5446,1.0779,-0.0,2.7642,102.7196,-0.0015
415,124.5,444.09,146.2224,0.5444,1.077,0.0002,2.7639,102.0796,-0.0012
416,124.8,443.61,145.4716,0.5442,1.0762,0.0004,2.7635,101.5838,-0.0009
417,125.1,443.16,144.793,0.544,1.0756,0.0005,2.7629,101.1932,-0.0004
418,125.4,442.73,144.1458,0.5438,1.0753,0.0004,2.7623,100.7469,0.0003
419,125.7,442.3,143.4922,0.5436,1.075,0.0003,2.7617,100.4001,0.0009
420,126.0,441.87,142.8391,0.5434,1.0747,0.0003,2.7611,100.0527,0.0015
421,126.3,441.44,142.183,0.5432,1.0743,0.0002,2.7605,99.6049,0.0021
422,126.6,441.01,141.5238,0.543,1.074,0.0002,2.7599,99.2565,0.0028
423,126.9,440.58,140.8616,0.5427,1.0736,0.0001,2.7592,98.9517,0.0034
424,127.2,440.15,140.1963,0.5425,1.0733,0.0001,2.7586,98.6022,0.004
425,127.5,439.71,139.5242,0.5423,1.0729,0.0,2.758,98.1798,0.0046
426,127.8,439.28,138.8524,0.5421,1.0726,-0.0001,2.7574,97.8293,0.0053
427,128.1,438.85,138.1774,0.5419,1.0723,-0.0001,2.7568,97.4783,0.0059
428,128.4,438.42,137.4991,0.5417,1.0719,-0.0002,2.7562,97.0268,0.0065
429,128.7,437.99,136.8174,0.5415,1.0716,-0.0002,2.7555,96.7186,0.0071
430,129.0,437.56,136.1286,0.5412,1.0713,-0.0003,2.7549,96.366,0.0078
431,129.3,437.13,135.44,0.541,1.0709,-0.0003,2.7543,96.0128,0.0084
432,129.6,436.7,134.7479,0.5408,1.0706,-0.0004,2.7537,95.5592,0.009
433,129.9,436.26,134.0522,0.5406,1.0702,-0.0005,2.7531,95.2326,0.0097
434,130.2,435.83,133.3529,0.5404,1.0699,-0.0005,2.7525,94.8779,0.0103
435,130.5,435.4,132.6499,0.5402,1.0696,-0.0006,2.7518,94.5663,0.0109
436,130.8,434.97,131.9394,0.5399,1.0692,-0.0006,2.7512,94.1105,0.0115
437,131.1,434.54,131.2669,0.5396,1.0684,-0.0006,2.7505,93.6977,0.0121
438,131.4,434.11,130.6484,0.5392,1.0668,-0.0004,2.7497,93.0277,0.0126
439,131.7,433.68,130.0231,0.5387,1.0652,-0.0003,2.7489,92.457,0.0131
440,132.0,433.25,129.3947,0.5383,1.0636,-0.0001,2.7482,91.8423,0.0136
441,132.3,432.82,128.7633,0.5378,1.062,0.0,2.7474,91.2703,0.0141
442,132.6,432.39,128.1288,0.5374,1.0604,0.0002,2.7466,90.5976,0.0146
443,132.9,431.96,127.4912,0.5369,1.0588,0.0003,2.7458,90.0242,0.0151
444,133.2,431.53,126.8542,0.5365,1.0572,0.0005,2.745,89.4502,0.0156
445,133.5,431.1,126.2101,0.536,1.0556,0.0006,2.7442,88.8754,0.0161
446,133.8,430.67,125.5627,0.5355,1.0539,0.0008,2.7434,88.2999,0.0166
447,134.1,430.24,124.912,0.5351,1.0523,0.0009,2.7426,87.6238,0.0171
448,134.4,429.81,124.2578,0.5346,1.0507,0.0011,2.7418,87.0469,0.0176
449,134.7,429.38,123.6042,0.5342,1.049,0.0012,2.741,86.4694,0.0181
450,135.0,428.95,122.9431,0.5337,1.0474,0.0014,2.7402,85.8912,0.0186
451,135.3,428.52,122.2784,0.5333,1.0458,0.0015,2.7394,85.2123,0.0191
452,135.6,428.09,121.61,0.5328,1.0442,0.0017,2.7386,84.6327,0.0196
453,135.9,427.66,120.938,0.5324,1.0425,0.0018,2.7378,84.0525,0.0201
454,136.2,427.23,120.2622,0.5319,1.0409,0.002,2.737,83.4715,0.0206
455,136.5,426.8,119.5868,0.5314,1.0393,0.0021,2.7363,82.7472,0.0211
456,136.8,426.37,118.9033,0.531,1.0376,0.0023,2.7355,82.1649,0.0216
457,137.1,425.94,118.2159,0.5305,1.036,0.0024,2.7347,81.5819,0.0221
458,137.4,425.51,117.5245,0.53,1.0344,0.0026,2.7339,80.9982,0.0226
459,137.7,425.12,116.9316,0.5293,1.0329,0.0026,2.7334,80.377,0.0226
460,138.0,424.75,116.3873,0.5285,1.0315,0.0026,2.7331,79.8158,0.0223
461,138.3,424.37,115.8404,0.5276,1.0301,0.0026,2.7328,79.2817,0.022
462,138.6,424.0,115.2909,0.5268,1.0287,0.0026,2.7325,78.62,0.0218
463,138.9,423.62,114.7388,0.5259,1.0273,0.0026,2.7321,78.1278,0.0215
464,139.2,423.25,114.1841,0.5251,1.0259,0.0026,2.7318,77.5656,0.0212
465,139.5,422.88,113.6266,0.5242,1.0245,0.0026,2.7315,77.0033,0.0209
466,139.8,422.5,113.0708,0.5234,1.0231,0.0026,2.7312,76.368,0.0207
467,140.1,422.13,112.5078,0.5225,1.0217,0.0026,2.7309,75.8052,0.0204
468,140.4,421.76,111.9419,0.5217,1.0203,0.0026,2.7306,75.2421,0.0201
469,140.7,421.38,111.3732,0.5208,1.0189,0.0026,2.7303,74.7062,0.0198
470,141.0,421.01,110.8016,0.5199,1.0174,0.0026,2.73,74.0427,0.0195
471,141.3,420.63,110.227,0.5191,1.016,0.0026,2.7296,73.5484,0.0193
472,141.6,420.26,109.6494,0.5182,1.0146,0.0026,2.7293,72.9844,0.019
473,141.9,419.89,109.0734,0.5173,1.0132,0.0026,2.729,72.4202,0.0187
474,142.2,419.51,108.4896,0.5165,1.0118,0.0026,2.7287,71.8831,0.0184
475,142.5,419.14,107.9027,0.5156,1.0103,0.0026,2.7284,71.2184,0.0181
476,142.8,418.76,107.3126,0.5147,1.009,0.0026,2.7281,70.6808,0.0179
477,143.1,418.39,106.7193,0.5139,1.0075,0.0026,2.7278,70.1158,0.0176
478,143.4,418.02,106.1226,0.513,1.0061,0.0026,2.7275,69.5505,0.0173
479,143.7,417.64,105.5225,0.5121,1.0046,0.0026,2.7271,68.954,0.017
480,144.0,417.27,104.919,0.5112,1.0032,0.0026,2.7268,68.3882,0.0168
481,144.3,416.89,104.3168,0.5104,1.0018,0.0026,2.7265,67.8494,0.0165
482,144.6,416.54,103.7545,0.5097,1.0003,0.0027,2.726,67.312,0.016
483,144.9,416.25,103.3296,0.5097,0.9989,0.0029,2.7251,66.7771,0.0149
484,145.2,415.97,102.898,0.5096,0.9974,0.0031,2.7242,66.2145,0.0138
485,145.5,415.68,102.4695,0.5096,0.996,0.0034,2.7233,65.6787,0.0127
486,145.8,415.39,102.0343,0.5095,0.9945,0.0036,2.7224,65.1423,0.0116
487,146.1,415.1,101.5972,0.5095,0.993,0.0038,2.7215,64.6054,0.0105
488,146.4,414.81,101.1632,0.5094,0.9915,0.0041,2.7206,64.0679,0.0094
489,146.7,414.52,100.7224,0.5094,0.9901,0.0043,2.7197,63.53,0.0083
490,147.0,414.23,100.2846,0.5093,0.9886,0.0045,2.7188,62.9915,0.0073
491,147.3,413.95,99.8409,0.5092,0.9871,0.0048,2.7179,62.4253,0.0062
492,147.6,413.66,99.3962,0.5092,0.9856,0.005,2.717,61.9858,0.0051
493,147.9,413.37,98.9495,0.5091,0.9841,0.0053,2.7161,61.4457,0.004
494,148.2,413.08,98.5008,0.5091,0.9827,0.0055,2.7152,60.9052,0.0029
495,148.5,412.79,98.05,0.509,0.9812,0.0057,2.7143,60.3641,0.0018
496,148.8,412.5,97.5976,0.509,0.9797,0.006,2.7134,59.8225,0.0007
497,149.1,412.21,97.1427,0.5089,0.9782,0.0062,2.7125,59.2804,-0.0004
498,149.4,411.92,96.6856,0.5089,0.9767,0.0064,2.7116,58.7377,-0.0015
499,149.7,411.64,96.2263,0.5088,0.9752,0.0067,2.7107,58.1675,-0.0025
500,150.0,411.35,95.7648,0.5088,0.9737,0.0069,2.7098,57.6238,-0.0036
501,150.3,411.06,95.3016,0.5087,0.9722,0.0071,2.7089,57.0796,-0.0047
502,150.6,410.77,94.8356,0.5087,0.9707,0.0074,2.708,56.5348,-0.0058
503,150.9,410.48,94.3674,0.5086,0.9692,0.0076,2.7071,55.9896,-0.0069
504,151.2,410.19,93.8968,0.5086,0.9677,0.0078,2.7062,55.4438,-0.008
505,151.5,409.9,93.4238,0.5085,0.9662,0.0081,2.7053,54.8975,-0.0091
506,151.8,409.62,92.9489,0.5085,0.9647,0.0083,2.7043,54.3646,-0.0102
507,152.1,409.34,92.5014,0.5085,0.9632,0.0086,2.7036,53.9084,-0.0111
508,152.4,409.14,92.1895,0.5092,0.9621,0.0088,2.7033,53.5718,-0.0111
509,152.7,408.93,91.8771,0.5099,0.9609,0.0091,2.703,53.2622,-0.0111
510,153.0,408.72,91.5636,0.5106,0.9598,0.0094,2.7027,53.0525,-0.0111
511,153.3,408.52,91.2486,0.5113,0.9587,0.0097,2.7024,52.7156,-0.0111
512,153.6,408.31,90.9329,0.512,0.9575,0.0099,2.7021,52.4055,-0.0111
513,153.9,408.1,90.6157,0.5127,0.9564,0.0102,2.7018,52.1954,-0.0111
514,154.2,407.9,90.2978,0.5133,0.9552,0.0105,2.7015,51.8582,-0.0111
515,154.5,407.69,89.9789,0.514,0.9541,0.0107,2.7013,51.507,-0.0112
516,154.8,407.48,89.6582,0.5147,0.953,0.011,2.701,51.1965,-0.0112
517,155.1,407.28,89.337,0.5154,0.9518,0.0113,2.7007,50.9589,-0.0112
518,155.4,407.07,89.0146,0.5161,0.9507,0.0116,2.7004,50.6482,-0.0112
519,155.7,406.86,88.6905,0.5167,0.9495,0.0118,2.7001,50.3373,-0.0112
520,156.0,406.66,88.3657,0.5174,0.9484,0.0121,2.6998,50.0993,-0.0112
521,156.3,406.45,88.0392,0.5181,0.9472,0.0124,2.6995,49.7882,-0.0112
522,156.6,406.24,87.712,0.5188,0.9461,0.0127,2.6992,49.477,-0.0112
523,156.9,406.04,87.3836,0.5194,0.9449,0.0129,2.699,49.198,-0.0112
524,157.2,405.83,87.0534,0.5201,0.9438,0.0132,2.6987,48.8866,-0.0113
525,157.5,405.62,86.7225,0.5208,0.9426,0.0135,2.6984,48.575,-0.0113
526,157.8,405.42,86.3904,0.5215,0.9414,0.0137,2.6981,48.2363,-0.0113
527,158.1,405.21,86.0564,0.5221,0.9403,0.014,2.6978,48.0245,-0.0113
528,158.4,405.0,85.7216,0.5228,0.9391,0.0143,2.6975,47.7125,-0.0113
529,158.7,404.8,85.385,0.5235,0.938,0.0146,2.6972,47.3734,-0.0113
530,159.0,404.59,85.0476,0.5241,0.9368,0.0148,2.6969,47.1612,-0.0113
531,159.3,404.38,84.7089,0.5248,0.9356,0.0151,2.6966,46.8489,-0.0113
532,159.6,404.18,84.3682,0.5255,0.9345,0.0154,2.6964,46.469,-0.0113
533,159.9,403.97,84.0268,0.5261,0.9333,0.0157,2.6961,46.2565,-0.0114
534,160.2,403.77,83.7066,0.5266,0.9323,0.016,2.6957,45.9572,-0.0115
535,160.5,403.57,83.4638,0.5265,0.9317,0.0168,2.6952,45.8981,-0.0119
536,160.8,403.37,83.2196,0.5264,0.9311,0.0175,2.6947,45.7389,-0.0123
537,161.1,403.18,82.9753,0.5263,0.9305,0.0183,2.6942,45.5524,-0.0127
538,161.4,402.98,82.7303,0.5262,0.9299,0.019,2.6937,45.4928,-0.0131
539,161.7,402.79,82.4839,0.5261,0.9293,0.0198,2.6931,45.3463,-0.0135
540,162.0,402.59,82.2375,0.5261,0.9287,0.0205,2.6926,45.2862,-0.0139
541,162.3,402.39,81.9902,0.526,0.9281,0.0213,2.6921,45.1259,-0.0143
542,162.6,402.2,81.7417,0.5259,0.9275,0.022,2.6916,45.0385,-0.0147
543,162.9,402.0,81.4929,0.5258,0.9269,0.0228,2.6911,44.8778,-0.0151
544,163.2,401.81,81.2435,0.5257,0.9263,0.0235,2.6905,44.7302,-0.0155
545,163.5,401.61,80.9926,0.5256,0.9257,0.0243,2.69,44.6691,-0.0159
546,163.8,401.41,80.7416,0.5255,0.9251,0.025,2.6895,44.5078,-0.0163
547,164.1,401.22,80.4898,0.5254,0.9245,0.0257,2.689,44.4194,-0.0167
548,164.4,401.02,80.2365,0.5253,0.924,0.0265,2.6885,44.2577,-0.0171
549,164.7,400.82,79.9831,0.5252,0.9234,0.0272,2.6879,44.2359,-0.0175
550,165.0,400.63,79.7289,0.5251,0.9228,0.028,2.6874,44.0469,-0.0179
551,165.3,400.43,79.4733,0.525,0.9222,0.0287,2.6869,43.8846,-0.0183
552,165.6,400.24,79.2174,0.5249,0.9216,0.0295,2.6864,43.7953,-0.0187
553,165.9,400.04,78.9607,0.5248,0.921,0.0302,2.6859,43.6326,-0.0191
554,166.2,399.84,78.7026,0.5247,0.9204,0.031,2.6853,43.6096,-0.0195
555,166.5,399.65,78.4442,0.5246,0.9198,0.0317,2.6848,43.4197,-0.0199
556,166.8,399.45,78.185,0.5245,0.9192,0.0325,2.6843,43.3564,-0.0203
557,167.1,399.26,77.9243,0.5244,0.9186,0.0332,2.6838,43.166,-0.0207
558,167.4,399.06,77.6634,0.5243,0.918,0.034,2.6833,43.0023,-0.0211
559,167.7,398.86,77.4009,0.5242,0.9174,0.0347,2.6827,42.9783,-0.0215
560,168.0,398.67,77.1382,0.5241,0.9168,0.0355,2.6822,42.7873,-0.0219
561,168.3,398.47,76.8746,0.5241,0.9162,0.0362,2.6817,42.723,-0.0223
562,168.6,398.28,76.6094,0.524,0.9156,0.037,2.6812,42.5317,-0.0227
563,168.9,398.08,76.3603,0.5238,0.915,0.0375,2.6806,42.5068,-0.0232
564,169.2,397.9,76.1512,0.5236,0.9144,0.0376,2.6799,42.3678,-0.0238
565,169.5,397.72,75.9408,0.5234,0.9138,0.0377,2.6793,42.1888,-0.0245
566,169.8,397.53,75.7304,0.5232,0.9132,0.0378,2.6786,42.0761,-0.0251
567,170.1,397.35,75.5195,0.523,0.9126,0.0379,2.6779,41.9364,-0.0257
568,170.4,397.17,75.3074,0.5228,0.912,0.038,2.6772,41.7965,-0.0264
569,170.7,396.98,75.0953,0.5227,0.9114,0.0381,2.6766,41.7433,-0.027
570,171.0,396.8,74.8826,0.5225,0.9108,0.0382,2.6759,41.6029,-0.0277
571,171.3,396.62,74.6686,0.5223,0.9102,0.0383,2.6752,41.4622,-0.0283
572,171.6,396.43,74.4547,0.5221,0.9096,0.0383,2.6745,41.348,-0.029
573,171.9,396.25,74.2402,0.5219,0.909,0.0384,2.6739,41.1671,-0.0296
574,172.2,396.07,74.0243,0.5217,0.9084,0.0385,2.6732,41.0257,-0.0302
575,172.5,395.88,73.8085,0.5215,0.9078,0.0386,2.6725,40.9107,-0.0309
576,172.8,395.7,73.5914,0.5213,0.9072,0.0387,2.6718,40.8687,-0.0315
577,173.1,395.52,73.3744,0.5211,0.9066,0.0388,2.6711,40.7265,-0.0322
578,173.4,395.33,73.1567,0.5209,0.906,0.0389,2.6705,40.5712,-0.0328
579,173.7,395.15,72.9376,0.5207,0.9054,0.039,2.6698,40.4285,-0.0335
580,174.0,394.97,72.7186,0.5205,0.9048,0.0391,2.6691,40.2856,-0.0341
581,174.3,394.78,72.499,0.5203,0.9042,0.0392,2.6684,40.169,-0.0347
582,174.6,394.6,72.2779,0.5201,0.9036,0.0393,2.6678,40.0861,-0.0354
583,174.9,394.42,72.0569,0.5199,0.903,0.0394,2.6671,39.9424,-0.036
584,175.2,394.23,71.8352,0.5197,0.9024,0.0395,2.6664,39.8251,-0.0367
585,175.5,394.05,71.6121,0.5195,0.9018,0.0396,2.6657,39.6809,-0.0373
586,175.8,393.87,71.3891,0.5193,0.9012,0.0396,2.6651,39.4971,-0.038
587,176.1,393.68,71.1653,0.5191,0.9006,0.0397,2.6644,39.379,-0.0386
588,176.4,393.5,70.9401,0.5189,0.9,0.0398,2.6637,39.334,-0.0393
589,176.7,393.32,70.7149,0.5187,0.8994,0.0399,2.663,39.1888,-0.0399
590,177.0,393.14,70.4883,0.5185,0.8988,0.04,2.6624,39.0041,-0.0405
591,177.3,392.95,70.2617,0.5183,0.8982,0.0401,2.6617,38.885,-0.0412
592,177.6,392.77,70.0343,0.5181,0.8976,0.0402,2.661,38.739,-0.0418
593,177.9,392.59,69.8054,0.5179,0.897,0.0403,2.6603,38.5928,-0.0425
594,178.2,392.41,69.5924,0.5177,0.8967,0.0404,2.6597,38.5071,-0.0431
595,178.5,392.29,69.4385,0.5175,0.8974,0.0403,2.6592,38.5224,-0.0435
596,178.8,392.16,69.2835,0.5173,0.8982,0.0403,2.6587,38.4642,-0.0438
597,179.1,392.03,69.1289,0.5171,0.8989,0.0403,2.6582,38.4059,-0.0442
598,179.4,391.91,68.9739,0.5168,0.8996,0.0403,2.6578,38.3816,-0.0446
599,179.7,391.78,68.8186,0.5166,0.9004,0.0403,2.6573,38.323,-0.045
600,180.0,391.65,68.6629,0.5164,0.9011,0.0402,2.6568,38.3643,-0.0454
601,180.3,391.53,68.5062,0.5162,0.9019,0.0402,2.6563,38.2789,-0.0458
602,180.6,391.4,68.3498,0.516,0.9026,0.0402,2.6558,38.2199,-0.0462
603,180.9,391.27,68.1931,0.5158,0.9033,0.0402,2.6553,38.2608,-0.0466
604,181.2,391.15,68.036,0.5156,0.9041,0.0402,2.6549,38.1359,-0.047
605,181.5,391.02,67.8778,0.5153,0.9048,0.0401,2.6544,38.1765,-0.0474
606,181.8,390.89,67.72,0.5151,0.9055,0.0401,2.6539,38.117,-0.0478
607,182.1,390.77,67.5618,0.5149,0.9063,0.0401,2.6534,38.0309,-0.0482
608,182.4,390.64,67.4033,0.5147,0.907,0.0401,2.6529,38.0711,-0.0486
