,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
304,91.2,520.39,214.4411,0.568,1.0593,0.0216,2.8698,125.3848,-0.0034
305,91.5,519.26,213.1173,0.5688,1.0574,0.0219,2.8681,124.2104,-0.0044
306,91.8,518.14,211.7853,0.5695,1.0556,0.0221,2.8665,122.9517,-0.0055
307,92.1,517.01,210.4448,0.5703,1.0538,0.0224,2.8649,121.6181,-0.0065
308,92.4,515.88,209.0957,0.571,1.0519,0.0226,2.8633,120.3808,-0.0075
309,92.7,514.75,207.7378,0.5718,1.05,0.0229,2.8617,119.1399,-0.0085
310,93.0,513.62,206.371,0.5725,1.0482,0.0231,2.86,117.8468,-0.0095
311,93.3,512.57,205.1414,0.5728,1.0458,0.0236,2.8587,116.7161,-0.0097
312,93.6,511.56,203.9412,0.573,1.0431,0.0242,2.8575,115.6173,-0.0097
313,93.9,510.54,202.7338,0.5732,1.0405,0.0248,2.8562,114.5957,-0.0097
314,94.2,509.52,201.5217,0.5734,1.0379,0.0253,2.855,113.4204,-0.0097
315,94.5,508.5,200.2998,0.5735,1.0352,0.0259,2.8537,112.3936,-0.0097
316,94.8,507.48,199.0703,0.5737,1.0326,0.0265,2.8525,111.2133,-0.0096
317,95.1,506.46,197.8358,0.5739,1.03,0.027,2.8512,110.1812,-0.0096
318,95.4,505.44,196.5909,0.5741,1.0273,0.0276,2.85,108.996,-0.0096
319,95.7,504.42,195.3407,0.5743,1.0246,0.0281,2.8488,107.9083,-0.0096
320,96.0,503.46,194.237,0.5743,1.0235,0.028,2.8478,107.1466,-0.0095
321,96.3,502.53,193.2046,0.5743,1.0231,0.0275,2.847,106.5971,-0.0094
322,96.6,501.6,192.1666,0.5742,1.0227,0.027,2.8461,106.0962,-0.0093
323,96.9,500.68,191.123,0.5742,1.0224,0.0265,2.8453,105.5152,-0.0091
324,97.2,499.75,190.0737,0.5742,1.022,0.0259,2.8445,104.8611,-0.009
325,97.5,498.82,189.0185,0.5741,1.0216,0.0254,2.8437,104.3056,-0.0089
326,97.8,497.89,187.9574,0.5741,1.0212,0.0249,2.8428,103.7983,-0.0088
327,98.1,496.96,186.8903,0.574,1.0208,0.0244,2.842,103.2397,-0.0087
328,98.4,496.03,185.8171,0.574,1.0204,0.0239,2.8412,102.5796,-0.0085
329,98.7,495.11,184.7512,0.574,1.02,0.0234,2.8404,102.0896,-0.0085
330,99.0,494.31,183.8777,0.5741,1.0192,0.0233,2.8404,101.3619,-0.009
331,99.3,493.51,183.0027,0.5743,1.0184,0.0232,2.8404,100.6342,-0.0096
332,99.6,492.72,182.1208,0.5744,1.0176,0.0232,2.8404,99.8781,-0.0101
333,99.9,491.92,181.2347,0.5746,1.0169,0.0231,2.8404,99.2504,-0.0107
334,100.2,491.12,180.3469,0.5747,1.0161,0.023,2.8404,98.5228,-0.0112
335,100.5,490.32,179.4519,0.5749,1.0153,0.0229,2.8404,97.7951,-0.0118
336,100.8,489.52,178.5525,0.575,1.0145,0.0228,2.8404,97.1674,-0.0123
337,101.1,488.72,177.6485,0.5752,1.0137,0.0227,2.8404,96.4397,-0.0129
338,101.4,487.92,176.7428,0.5753,1.0129,0.0226,2.8404,95.712,-0.0134
339,101.7,487.12,175.8295,0.5755,1.0121,0.0225,2.8404,95.0844,-0.014
340,102.0,486.42,175.0657,0.5754,1.0112,0.0221,2.8397,94.4131,-0.0142
341,102.3,485.72,174.3101,0.5754,1.0102,0.0217,2.8391,93.7923,-0.0144
342,102.6,485.02,173.5483,0.5753,1.0093,0.0212,2.8384,93.1192,-0.0146
343,102.9,484.32,172.7831,0.5753,1.0084,0.0208,2.8377,92.5451,-0.0148
344,103.2,483.62,172.0145,0.5752,1.0074,0.0204,2.837,91.8701,-0.015
345,103.5,482.92,171.2425,0.5752,1.0065,0.0199,2.8363,91.294,-0.0152
346,103.8,482.23,170.467,0.5751,1.0055,0.0195,2.8356,90.5886,-0.0155
347,104.1,481.53,169.6909,0.5751,1.0046,0.0191,2.8349,90.0106,-0.0157
348,104.4,480.83,168.9083,0.575,1.0037,0.0186,2.8342,89.4316,-0.0159
349,104.7,480.13,168.122,0.575,1.0027,0.0182,2.8335,88.7516,-0.0161
350,105.0,479.44,167.3529,0.5752,1.0016,0.0178,2.8328,88.1424,-0.0162
351,105.3,478.78,166.6283,0.576,1.0002,0.0173,2.832,87.795,-0.0159
352,105.6,478.12,165.9036,0.5769,0.9988,0.0168,2.8313,87.2988,-0.0157
353,105.9,477.46,165.1726,0.5777,0.9974,0.0164,2.8305,86.9495,-0.0154
354,106.2,476.8,164.4415,0.5785,0.9959,0.0159,2.8298,86.5514,-0.0152
355,106.5,476.14,163.7071,0.5794,0.9945,0.0154,2.8291,86.0523,-0.0149
356,106.8,475.48,162.9663,0.5802,0.993,0.0149,2.8283,85.6999,-0.0147
357,107.1,474.82,162.2252,0.5811,0.9916,0.0145,2.8276,85.199,-0.0144
358,107.4,474.16,161.4776,0.5819,0.9901,0.014,2.8268,84.8445,-0.0142
359,107.7,473.5,160.7296,0.5827,0.9887,0.0135,2.8261,84.3417,-0.0139
360,108.0,472.84,159.975,0.5836,0.9872,0.0131,2.8253,83.9851,-0.0137
361,108.3,472.18,159.2231,0.5844,0.9858,0.0126,2.8246,83.4804,-0.0134
362,108.6,471.47,158.5118,0.5864,0.9856,0.0127,2.8238,83.163,-0.0139
363,108.9,470.76,157.8005,0.5883,0.9853,0.0127,2.823,82.9445,-0.0144
364,109.2,470.05,157.0828,0.5902,0.985,0.0128,2.8222,82.6249,-0.0149
365,109.5,469.34,156.365,0.5921,0.9847,0.0129,2.8214,82.3041,-0.0154
366,109.8,468.63,155.6406,0.594,0.9844,0.0129,2.8206,81.9822,-0.0159
367,110.1,467.92,154.9129,0.5959,0.9842,0.013,2.8198,81.6592,-0.0163
368,110.4,467.21,154.185,0.5978,0.9839,0.013,2.819,81.435,-0.0168
369,110.7,466.5,153.4503,0.5996,0.9836,0.0131,2.8182,81.1097,-0.0173
370,111.0,465.79,152.7154,0.6015,0.9833,0.0132,2.8174,80.7833,-0.0178
371,111.3,465.08,151.9737,0.6034,0.983,0.0132,2.8166,80.4557,-0.0183
372,111.6,464.37,151.2316,0.6052,0.9828,0.0133,2.8158,80.127,-0.0188
373,111.9,463.69,150.5257,0.6067,0.9824,0.0131,2.815,79.8126,-0.019
374,112.2,463.08,149.9767,0.6066,0.9818,0.0119,2.8142,79.6003,-0.0181
375,112.5,462.48,149.4256,0.6064,0.9811,0.0108,2.8133,79.305,-0.0172
376,112.8,461.88,148.8724,0.6063,0.9805,0.0096,2.8125,78.9625,-0.0163
377,113.1,461.28,148.3172,0.6062,0.9798,0.0085,2.8117,78.719,-0.0154
378,113.4,460.68,147.7599,0.6061,0.9792,0.0073,2.8108,78.4207,-0.0145
379,113.7,460.08,147.2005,0.6059,0.9785,0.0062,2.81,78.1752,-0.0136
380,114.0,459.48,146.639,0.6058,0.9779,0.005,2.8091,77.8747,-0.0127
381,114.3,458.88,146.0753,0.6057,0.9773,0.0039,2.8083,77.5273,-0.0118
382,114.6,458.28,145.5094,0.6056,0.9766,0.0027,2.8075,77.2789,-0.0109
383,114.9,457.67,144.9414,0.6054,0.976,0.0015,2.8066,77.0034,-0.01
384,115.2,457.07,144.371,0.6053,0.9753,0.0004,2.8058,76.653,-0.0091
385,115.5,456.47,143.7985,0.6052,0.9747,-0.0008,2.8049,76.4473,-0.0082
386,115.8,456.0,143.3178,0.6047,0.974,-0.0013,2.8043,76.2392,-0.0067
387,116.1,455.59,142.8706,0.604,0.9734,-0.0016,2.8037,75.9623,-0.005
388,116.4,455.17,142.4219,0.6034,0.9727,-0.0019,2.8032,75.7675,-0.0033
389,116.7,454.75,141.9718,0.6027,0.972,-0.0022,2.8026,75.6176,-0.0016
390,117.0,454.33,141.5203,0.6021,0.9714,-0.0026,2.8021,75.4219,0.0001
391,117.3,453.91,141.0674,0.6015,0.9707,-0.0029,2.8015,75.2711,0.0018
392,117.6,453.49,140.6129,0.6008,0.9701,-0.0032,2.801,75.0745,0.0035
393,117.9,453.07,140.1571,0.6002,0.9694,-0.0035,2.8004,74.9228,0.0052
394,118.2,452.65,139.6997,0.5995,0.9687,-0.0038,2.7999,74.7253,0.0069
395,118.5,452.24,139.2408,0.5989,0.9681,-0.0041,2.7993,74.5446,0.0087
396,118.8,451.82,138.7804,0.5982,0.9674,-0.0044,2.7988,74.3462,0.0104
397,119.1,451.4,138.3185,0.5976,0.9668,-0.0047,2.7982,74.1925,0.0121
398,119.4,450.98,137.855,0.5969,0.9661,-0.005,2.7976,74.0384,0.0138
399,119.7,450.55,137.3572,0.5968,0.9657,-0.0051,2.7968,73.8018,0.0149
400,120.0,450.11,136.8284,0.597,0.9654,-0.005,2.7958,73.5825,0.0157
401,120.3,449.66,136.3011,0.5972,0.9652,-0.0049,2.7947,73.4352,0.0164
402,120.6,449.22,135.7682,0.5974,0.9649,-0.0049,2.7937,73.2141,0.0171
403,120.9,448.78,135.2331,0.5976,0.9647,-0.0048,2.7926,73.037,0.0179
404,121.2,448.34,134.6997,0.5979,0.9644,-0.0047,2.7916,72.8141,0.0186
405,121.5,447.9,134.1604,0.5981,0.9642,-0.0046,2.7905,72.635,0.0193
406,121.8,447.46,133.6226,0.5983,0.9639,-0.0045,2.7895,72.4103,0.0201
407,122.1,447.01,133.0789,0.5985,0.9637,-0.0044,2.7884,72.2573,0.0208
408,122.4,446.57,132.533,0.5987,0.9634,-0.0043,2.7874,72.0308,0.0215
409,122.7,446.13,131.9886,0.5989,0.9632,-0.0042,2.7863,71.848,0.0223
410,123.0,445.69,131.4382,0.5992,0.9629,-0.0041,2.7853,71.7196,0.023
411,123.3,445.25,130.8854,0.5994,0.9626,-0.004,2.7842,71.535,0.0237
412,123.6,444.8,130.3342,0.5996,0.9624,-0.0039,2.7832,71.3326,0.0245
413,123.9,444.32,129.7305,0.5991,0.9617,-0.0042,2.7823,70.9685,0.0252
414,124.2,443.82,129.1046,0.5983,0.9608,-0.0045,2.7815,70.6147,0.0259
415,124.5,443.33,128.4757,0.5975,0.96,-0.0049,2.7807,70.2323,0.0266
416,124.8,442.83,127.8437,0.5967,0.9591,-0.0053,2.7799,69.9769,0.0273
417,125.1,442.33,127.2085,0.5959,0.9582,-0.0056,2.7791,69.6207,0.0281
418,125.4,441.83,126.5741,0.595,0.9574,-0.006,2.7783,69.2637,0.0288
419,125.7,441.34,125.9325,0.5942,0.9565,-0.0064,2.7775,68.8782,0.0295
420,126.0,440.84,125.2877,0.5934,0.9556,-0.0067,2.7767,68.5196,0.0302
421,126.3,440.34,124.6395,0.5926,0.9548,-0.0071,2.7759,68.1602,0.0309
422,126.6,439.84,123.9879,0.5918,0.9539,-0.0074,2.7751,67.8,0.0316
423,126.9,439.35,123.3329,0.591,0.953,-0.0078,2.7743,67.4113,0.0324
424,127.2,438.85,122.6744,0.5902,0.9521,-0.0082,2.7735,67.0495,0.0331
425,127.5,438.35,122.0123,0.5893,0.9513,-0.0085,2.7727,66.687,0.0338
426,127.8,437.85,121.3507,0.5885,0.9504,-0.0089,2.7719,66.3236,0.0345
427,128.1,437.36,120.6897,0.5877,0.9495,-0.0093,2.7713,65.9442,0.0351
428,128.4,436.94,120.0958,0.5871,0.9483,-0.0099,2.7718,65.4897,0.035
429,128.7,436.52,119.499,0.5864,0.9471,-0.0105,2.7724,64.992,0.0348
430,129.0,436.09,118.8949,0.5858,0.9458,-0.0111,2.7729,64.466,0.0347
431,129.3,435.67,118.292,0.5851,0.9446,-0.0117,2.7734,64.0128,0.0346
432,129.6,435.24,117.686,0.5845,0.9434,-0.0123,2.774,63.5442,0.0344
433,129.9,434.82,117.0769,0.5838,0.9422,-0.0129,2.7745,63.0919,0.0343
434,130.2,434.39,116.4646,0.5832,0.941,-0.0135,2.775,62.6678,0.0341
435,130.5,433.97,115.8447,0.5825,0.9398,-0.0141,2.7756,62.1729,0.034
436,130.8,433.54,115.2259,0.5819,0.9385,-0.0147,2.7761,61.6496,0.0338
437,131.1,433.12,114.6037,0.5812,0.9373,-0.0153,2.7766,61.199,0.0337
438,131.4,432.69,113.9781,0.5806,0.9361,-0.0158,2.7772,60.7333,0.0336
439,131.7,432.27,113.349,0.5799,0.9349,-0.0164,2.7777,60.2836,0.0334
440,132.0,431.85,112.712,0.5792,0.9336,-0.017,2.7782,59.8343,0.0333
441,132.3,431.42,112.0759,0.5786,0.9324,-0.0176,2.7788,59.2701,0.0331
442,132.6,431.0,111.4361,0.5779,0.9312,-0.0182,2.7793,58.8217,0.033
443,132.9,430.63,110.8828,0.5778,0.9305,-0.0187,2.7793,58.45,0.0325
444,133.2,430.28,110.363,0.5778,0.9301,-0.0191,2.7791,58.2089,0.032
445,133.5,429.94,109.8408,0.5778,0.9297,-0.0196,2.7789,57.9397,0.0314
446,133.8,429.59,109.3161,0.5778,0.9293,-0.02,2.7787,57.5983,0.0308
447,134.1,429.24,108.7888,0.5779,0.9289,-0.0205,2.7785,57.3567,0.0302
448,134.4,428.9,108.2589,0.5779,0.9285,-0.0209,2.7783,56.9871,0.0296
449,134.7,428.55,107.7219,0.5779,0.9281,-0.0213,2.778,56.7881,0.029
450,135.0,428.21,107.1868,0.5779,0.9277,-0.0218,2.7778,56.4183,0.0285
451,135.3,427.86,106.649,0.578,0.9273,-0.0222,2.7776,56.1761,0.0279
452,135.6,427.51,106.1084,0.578,0.9269,-0.0226,2.7774,55.8337,0.0273
453,135.9,427.17,105.5651,0.578,0.9265,-0.0231,2.7772,55.5635,0.0267
454,136.2,426.82,105.0143,0.578,0.9261,-0.0235,2.777,55.2209,0.0261
455,136.5,426.48,104.4653,0.578,0.9257,-0.024,2.7768,54.9503,0.0256
456,136.8,426.13,103.9134,0.5781,0.9253,-0.0244,2.7766,54.6074,0.025
457,137.1,425.78,103.3586,0.5781,0.9249,-0.0248,2.7763,54.407,0.0244
458,137.4,425.44,102.8008,0.5781,0.9245,-0.0253,2.7761,54.036,0.0238
459,137.7,425.1,102.2986,0.5784,0.9243,-0.0252,2.7751,53.705,0.0234
460,138.0,424.77,101.8479,0.5788,0.9241,-0.0247,2.7733,53.3854,0.0232
461,138.3,424.45,101.4002,0.5792,0.924,-0.0242,2.7715,53.0368,0.0229
462,138.6,424.12,100.9505,0.5796,0.9238,-0.0237,2.7697,52.8148,0.0227
463,138.9,423.79,100.4938,0.5801,0.9237,-0.0232,2.7679,52.4917,0.0224
464,139.2,423.46,100.04,0.5805,0.9235,-0.0227,2.7661,52.1673,0.0222
465,139.5,423.13,99.5801,0.5809,0.9233,-0.0222,2.7643,51.8417,0.0219
466,139.8,422.81,99.1196,0.5813,0.9232,-0.0217,2.7625,51.4874,0.0217
467,140.1,422.48,98.657,0.5817,0.923,-0.0212,2.7607,51.1595,0.0214
468,140.4,422.15,98.1927,0.5822,0.9229,-0.0207,2.7589,50.8304,0.0212
469,140.7,421.82,97.7256,0.5826,0.9227,-0.0202,2.7571,50.5001,0.0209
470,141.0,421.49,97.2564,0.583,0.9226,-0.0197,2.7553,50.1686,0.0207
471,141.3,421.17,96.7853,0.5834,0.9224,-0.0192,2.7535,49.9084,0.0204
472,141.6,420.84,96.3115,0.5839,0.9223,-0.0187,2.7517,49.5746,0.0202
473,141.9,420.51,95.8358,0.5843,0.9221,-0.0182,2.7499,49.2396,0.0199
474,142.2,420.18,95.3572,0.5847,0.922,-0.0177,2.7481,48.9033,0.0197
475,142.5,419.85,94.8762,0.5851,0.9218,-0.0173,2.7463,48.5659,0.0194
476,142.8,419.54,94.4622,0.5855,0.9212,-0.017,2.7448,48.2466,0.0196
477,143.1,419.24,94.1339,0.5858,0.9201,-0.0171,2.7437,47.9312,0.0203
478,143.4,418.94,93.8041,0.5861,0.919,-0.0172,2.7426,47.5152,0.021
479,143.7,418.64,93.473,0.5864,0.9179,-0.0174,2.7415,47.1984,0.0217
480,144.0,418.35,93.1408,0.5867,0.9168,-0.0175,2.7403,46.8955,0.0224
481,144.3,418.05,92.8079,0.587,0.9157,-0.0176,2.7392,46.5774,0.0231
482,144.6,417.75,92.4732,0.5873,0.9145,-0.0177,2.7381,46.2587,0.0238
483,144.9,417.45,92.1374,0.5876,0.9134,-0.0178,2.737,45.9393,0.0244
484,145.2,417.15,91.8003,0.5879,0.9123,-0.0179,2.7359,45.6193,0.0251
485,145.5,416.85,91.4626,0.5882,0.9112,-0.018,2.7348,45.2986,0.0258
486,145.8,416.55,91.123,0.5885,0.91,-0.0181,2.7337,44.9773,0.0265
487,146.1,416.26,90.7822,0.5887,0.9089,-0.0182,2.7326,44.5279,0.0272
488,146.4,415.96,90.44,0.589,0.9078,-0.0183,2.7314,44.2469,0.0279
489,146.7,415.66,90.0972,0.5893,0.9066,-0.0184,2.7303,43.9235,0.0286
490,147.0,415.36,89.7524,0.5896,0.9055,-0.0186,2.7292,43.5995,0.0293
491,147.3,415.06,89.4064,0.5899,0.9044,-0.0187,2.7281,43.2748,0.03
492,147.6,414.76,89.059,0.5902,0.9032,-0.0188,2.727,42.9495,0.0307
493,147.9,414.47,88.7108,0.5905,0.9021,-0.0189,2.7259,42.5962,0.0314
494,148.2,414.2,88.4138,0.5903,0.9011,-0.0189,2.7254,42.3393,0.0314
495,148.5,413.96,88.1828,0.5895,0.9002,-0.0188,2.7256,42.3106,0.0304
496,148.8,413.73,87.9511,0.5887,0.8993,-0.0186,2.7259,42.1134,0.0294
497,149.1,413.49,87.7189,0.5878,0.8984,-0.0185,2.7262,42.0436,0.0285
498,149.4,413.26,87.4866,0.587,0.8975,-0.0184,2.7264,41.8879,0.0275
499,149.7,413.02,87.2531,0.5862,0.8966,-0.0182,2.7267,41.8184,0.0265
500,150.0,412.79,87.019,0.5853,0.8958,-0.0181,2.727,41.7217,0.0256
501,150.3,412.55,86.7842,0.5845,0.8949,-0.018,2.7272,41.5936,0.0246
502,150.6,412.32,86.5488,0.5837,0.894,-0.0178,2.7275,41.4972,0.0236
503,150.9,412.09,86.3134,0.5828,0.8931,-0.0177,2.7277,41.4421,0.0227
504,151.2,411.85,86.0767,0.582,0.8922,-0.0176,2.728,41.2732,0.0217
505,151.5,411.62,85.8394,0.5812,0.8913,-0.0174,2.7283,41.1772,0.0207
506,151.8,411.38,85.6014,0.5803,0.8904,-0.0173,2.7285,41.1497,0.0198
507,152.1,411.15,85.3633,0.5795,0.8895,-0.0172,2.7288,40.9539,0.0188
508,152.4,410.91,85.124,0.5786,0.8886,-0.017,2.729,40.9266,0.0178
509,152.7,410.68,84.884,0.5778,0.8877,-0.0169,2.7293,40.8311,0.0169
510,153.0,410.44,84.6434,0.577,0.8868,-0.0168,2.7296,40.663,0.0159
511,153.3,410.21,84.4026,0.5761,0.8859,-0.0166,2.7298,40.6087,0.0149
512,153.6,409.98,84.1606,0.5753,0.885,-0.0165,2.7301,40.5136,0.014
513,153.9,409.75,83.922,0.5749,0.8846,-0.0162,2.7297,40.4054,0.0134
514,154.2,409.53,83.6881,0.5751,0.8847,-0.0159,2.7287,40.4155,0.0134
515,154.5,409.31,83.4536,0.5753,0.8847,-0.0155,2.7277,40.3251,0.0133
516,154.8,409.09,83.2184,0.5755,0.8848,-0.0151,2.7267,40.2343,0.0132
517,155.1,408.87,82.9819,0.5757,0.8849,-0.0147,2.7256,40.2839,0.0132
518,155.4,408.66,82.7454,0.5759,0.885,-0.0143,2.7246,40.165,0.0131
519,155.7,408.44,82.5082,0.576,0.8851,-0.0139,2.7236,40.0728,0.013
520,156.0,408.22,82.2703,0.5762,0.8852,-0.0135,2.7225,40.121,0.013
521,156.3,408.0,82.0311,0.5764,0.8853,-0.0132,2.7215,40.028,0.0129
522,156.6,407.78,81.7918,0.5766,0.8854,-0.0128,2.7205,39.9345,0.0128
523,156.9,407.56,81.5518,0.5768,0.8855,-0.0124,2.7195,39.9406,0.0128
524,157.2,407.35,81.3105,0.577,0.8855,-0.012,2.7184,39.8598,0.0127
525,157.5,407.13,81.0691,0.5772,0.8856,-0.0116,2.7174,39.7649,0.0126
526,157.8,406.91,80.827,0.5774,0.8857,-0.0112,2.7164,39.7697,0.0126
527,158.1,406.69,80.5841,0.5776,0.8858,-0.0108,2.7153,39.7146,0.0125
528,158.4,406.47,80.3399,0.5778,0.8859,-0.0105,2.7143,39.7185,0.0124
529,158.7,406.25,80.0956,0.5779,0.886,-0.0101,2.7133,39.6219,0.0124
530,159.0,406.03,79.8505,0.5781,0.8861,-0.0097,2.7123,39.5248,0.0123
531,159.3,405.82,79.6046,0.5783,0.8862,-0.0093,2.7112,39.5408,0.0123
532,159.6,405.6,79.3574,0.5785,0.8862,-0.0089,2.7102,39.4429,0.0122
533,159.9,405.38,79.1056,0.5793,0.8864,-0.009,2.7095,39.3229,0.0129
534,160.2,405.16,78.8486,0.5807,0.8867,-0.0095,2.709,39.3216,0.0146
535,160.5,404.94,78.5907,0.5821,0.887,-0.01,2.7085,39.22,0.0162
536,160.8,404.72,78.332,0.5834,0.8873,-0.0106,2.708,39.1182,0.0178
537,161.1,404.5,78.0724,0.5848,0.8876,-0.0111,2.7076,39.0758,0.0195
538,161.4,404.29,77.812,0.5862,0.8879,-0.0116,2.7071,38.9465,0.0211
539,161.7,404.07,77.5506,0.5876,0.8882,-0.0121,2.7066,38.9441,0.0227
540,162.0,403.85,77.2884,0.5889,0.8885,-0.0127,2.7062,38.8011,0.0244
541,162.3,403.63,77.0253,0.5903,0.8888,-0.0132,2.7057,38.6983,0.026
542,162.6,403.41,76.7613,0.5917,0.8891,-0.0137,2.7052,38.6953,0.0276
543,162.9,403.19,76.4964,0.593,0.8894,-0.0143,2.7048,38.5517,0.0293
544,163.2,402.97,76.2306,0.5944,0.8897,-0.0148,2.7043,38.5482,0.0309
545,163.5,402.76,75.9638,0.5957,0.89,-0.0153,2.7038,38.4175,0.0325
546,163.8,402.54,75.6961,0.5971,0.8903,-0.0159,2.7034,38.2734,0.0342
547,164.1,402.32,75.4274,0.5984,0.8906,-0.0164,2.7029,38.2693,0.0358
548,164.4,402.1,75.1578,0.5998,0.8909,-0.0169,2.7024,38.165,0.0374
549,164.7,401.88,74.8872,0.6011,0.8912,-0.0174,2.702,38.1202,0.039
550,165.0,401.66,74.6157,0.6025,0.8915,-0.018,2.7015,38.0155,0.0407
551,165.3,401.44,74.3431,0.6038,0.8917,-0.0185,2.701,37.9106,0.0423
552,165.6,401.22,74.0696,0.6051,0.892,-0.019,2.7006,37.8653,0.0439
553,165.9,401.01,73.795,0.6065,0.8923,-0.0196,2.7001,37.7329,0.0456
554,166.2,400.8,73.5235,0.6072,0.8919,-0.0199,2.6995,37.6404,0.0462
555,166.5,400.6,73.2571,0.6071,0.8903,-0.0199,2.6988,37.4607,0.0454
556,166.8,400.41,72.989,0.607,0.8888,-0.02,2.698,37.2938,0.0447
557,167.1,400.22,72.7207,0.6069,0.8873,-0.02,2.6973,36.9866,0.0439
558,167.4,400.02,72.4507,0.6068,0.8858,-0.02,2.6966,36.8061,0.0431
559,167.7,399.83,72.1803,0.6067,0.8843,-0.0201,2.6958,36.6383,0.0424
560,168.0,399.64,71.9083,0.6066,0.8827,-0.0201,2.6951,36.4302,0.0416
561,168.3,399.44,71.6359,0.6065,0.8812,-0.0202,2.6944,36.2489,0.0409
562,168.6,399.25,71.3618,0.6063,0.8797,-0.0202,2.6937,36.0403,0.0401
563,168.9,399.06,71.0873,0.6063,0.8781,-0.0202,2.6929,35.7713,0.0393
564,169.2,398.86,70.811,0.6062,0.8766,-0.0203,2.6922,35.5891,0.0386
565,169.5,398.67,70.5344,0.606,0.8751,-0.0203,2.6915,35.3797,0.0378
566,169.8,398.48,70.256,0.6059,0.8735,-0.0204,2.6907,35.2099,0.037
567,170.1,398.28,69.9771,0.6058,0.872,-0.0204,2.69,35.0268,0.0363
568,170.4,398.09,69.6965,0.6057,0.8704,-0.0204,2.6893,34.8166,0.0355
569,170.7,397.9,69.4154,0.6056,0.8689,-0.0205,2.6885,34.6459,0.0348
570,171.0,397.7,69.1325,0.6055,0.8673,-0.0205,2.6878,34.3619,0.034
571,171.3,397.51,68.8491,0.6054,0.8658,-0.0205,2.6871,34.1509,0.0332
572,171.6,397.32,68.5638,0.6053,0.8642,-0.0206,2.6863,33.9793,0.0325
573,171.9,397.12,68.2781,0.6052,0.8626,-0.0206,2.6856,33.7945,0.0317
574,172.2,396.93,67.9904,0.6051,0.8611,-0.0207,2.6849,33.5826,0.0309
575,172.5,396.74,67.7023,0.605,0.8595,-0.0207,2.6841,33.4102,0.0302
576,172.8,396.54,67.427,0.6048,0.8581,-0.0207,2.683,33.1832,0.0292
577,173.1,396.36,67.1997,0.6043,0.8572,-0.0207,2.6806,33.1174,0.0276
578,173.4,396.18,66.9709,0.6039,0.8562,-0.0206,2.6782,32.9507,0.026
579,173.7,395.99,66.742,0.6034,0.8553,-0.0205,2.6758,32.81,0.0244
580,174.0,395.81,66.5117,0.6029,0.8544,-0.0205,2.6734,32.7415,0.0228
581,174.3,395.62,66.2812,0.6024,0.8535,-0.0204,2.671,32.599,0.0212
582,174.6,395.44,66.0492,0.6019,0.8526,-0.0203,2.6686,32.5288,0.0196
583,174.9,395.26,65.8172,0.6014,0.8517,-0.0203,2.6662,32.3578,0.018
584,175.2,395.07,65.5835,0.601,0.8507,-0.0202,2.6638,32.3125,0.0164
585,175.5,394.89,65.3498,0.6005,0.8498,-0.0202,2.6614,32.1398,0.0148
586,175.8,394.7,65.1153,0.6,0.8489,-0.0201,2.659,32.0927,0.0132
587,176.1,394.52,64.8791,0.5995,0.848,-0.02,2.6566,31.9182,0.0116
588,176.4,394.33,64.6429,0.599,0.847,-0.02,2.6542,31.7693,0.01
589,176.7,394.15,64.405,0.5985,0.8461,-0.0199,2.6518,31.693,0.0084
590,177.0,393.97,64.167,0.598,0.8452,-0.0199,2.6494,31.5159,0.0068
591,177.3,393.78,63.9273,0.5975,0.8443,-0.0198,2.647,31.4643,0.0052
592,177.6,393.6,63.6875,0.5971,0.8433,-0.0197,2.6446,31.2854,0.0036
593,177.9,393.41,63.446,0.5966,0.8424,-0.0197,2.6422,31.2321,0.002
594,178.2,393.23,63.2044,0.5961,0.8415,-0.0196,2.6398,31.0514,0.0004
595,178.5,393.05,62.9619,0.5956,0.8405,-0.0196,2.6374,30.8699,-0.0012
596,178.8,392.86,62.7176,0.5951,0.8396,-0.0195,2.635,30.8139,-0.0028
597,179.1,392.68,62.4732,0.5946,0.8387,-0.0194,2.6325,30.6699,-0.0044
598,179.4,392.49,62.227,0.5941,0.8377,-0.0194,2.6301,30.6121,-0.006
599,179.7,392.31,61.9806,0.5936,0.8368,-0.0193,2.6277,30.427,-0.0076
600,180.0,392.13,61.7875,0.5932,0.8364,-0.0196,2.6263,30.349,-0.008
601,180.3,391.96,61.6044,0.5928,0.8362,-0.0199,2.6251,30.2658,-0.0082
602,180.6,391.78,61.4207,0.5923,0.836,-0.0203,2.6239,30.1085,-0.0083
603,180.9,391.61,61.2364,0.5919,0.8357,-0.0206,2.6227,30.0245,-0.0085
604,181.2,391.43,61.0516,0.5915,0.8355,-0.021,2.6214,30.0054,-0.0086
605,181.5,391.26,60.8662,0.591,0.8352,-0.0213,2.6202,29.8205,-0.0088
606,181.8,391.08,60.6803,0.5906,0.835,-0.0216,2.619,29.7615,-0.009
607,182.1,390.91,60.4938,0.5902,0.8348,-0.022,2.6177,29.7149,-0.0091
608,182.4,390.73,60.3067,0.5897,0.8345,-0.0223,2.6165,29.555,-0.0093
609,182.7,390.56,60.119,0.5893,0.8343,-0.0227,2.6153,29.4684,-0.0094
610,183.0,390.38,59.9308,0.5888,0.8341,-0.023,2.6141,29.3076,-0.0096
